Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
3(864)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 574,  7,  8,  130, 0, 3, 439154, 12113.99, 0, 0.00, 0: 8; 1: 55; 2: 27; 3: 7; 
Differentiation_of_T_lymphocytes, 408,  5, 12,  150, 0, 4, 463978, 12113.99, 0, 50.01, 0: 8; 1: 46; 2: 27; 3: 14; 4: 2; 
Differentiation_of_T_lymphocytes, 138,  7,  8,  151, 0, 4, 439188, 12113.99, 0, 50.01, 0: 8; 1: 43; 2: 31; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 385,  5, 10,  151, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 29; 3: 15; 4: 1; 
Differentiation_of_T_lymphocytes, 134,  5, 11,  151, 0, 4, 432180, 12113.99, 1, 50.01, 0: 8; 1: 46; 2: 25; 3: 17; 4: 1; 
Differentiation_of_T_lymphocytes, 753,  8,  7,  151, 0, 4, 439185, 12113.99, 0, 50.01, 0: 8; 1: 46; 2: 26; 3: 15; 4: 2; 
Differentiation_of_T_lymphocytes, 101,  5, 12,  151, 0, 4, 463992, 12113.99, 1, 50.01, 0: 8; 1: 45; 2: 28; 3: 14; 4: 2; 
Differentiation_of_T_lymphocytes, 237,  5, 11,  151, 0, 4, 432154, 12113.99, 0, 50.01, 0: 8; 1: 45; 2: 28; 3: 14; 4: 2; 
Differentiation_of_T_lymphocytes, 634,  7,  8,  151, 0, 4, 439209, 12113.99, 0, 50.01, 0: 8; 1: 46; 2: 27; 3: 13; 4: 3; 
Differentiation_of_T_lymphocytes, 645,  6,  9,  151, 0, 4, 426101, 12113.99, 1, 50.01, 0: 8; 1: 46; 2: 29; 3: 9; 4: 5; 
Differentiation_of_T_lymphocytes,  27,  5, 11,  152, 0, 4, 432192, 12113.99, 1, 50.01, 0: 8; 1: 46; 2: 25; 3: 16; 4: 2; 
Differentiation_of_T_lymphocytes, 113,  5, 12,  152, 0, 4, 463946, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 30; 3: 12; 4: 3; 
Differentiation_of_T_lymphocytes, 749,  5, 10,  152, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 30; 3: 12; 4: 3; 
Differentiation_of_T_lymphocytes, 788,  5, 12,  152, 0, 4, 463943, 12113.99, 0, 50.01, 0: 8; 1: 45; 2: 26; 3: 17; 4: 1; 
Differentiation_of_T_lymphocytes, 441,  5, 10,  153, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 43; 2: 31; 3: 12; 4: 3; 
Differentiation_of_T_lymphocytes, 605,  9,  6,  153, 0, 4, 426078, 12113.99, 1, 50.01, 0: 8; 1: 45; 2: 30; 3: 8; 4: 6; 
Differentiation_of_T_lymphocytes, 752,  8,  7,  153, 0, 4, 439201, 12113.99, 1, 50.01, 0: 8; 1: 45; 2: 25; 3: 18; 4: 1; 
Differentiation_of_T_lymphocytes, 578,  5, 10,  153, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 47; 2: 22; 3: 18; 4: 2; 
Differentiation_of_T_lymphocytes, 669,  5, 12,  154, 0, 4, 464023, 12113.99, 0, 50.01, 0: 8; 1: 40; 2: 35; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 859,  8,  7,  154, 0, 4, 439217, 12113.99, 0, 50.01, 0: 8; 1: 42; 2: 30; 3: 16; 4: 1; 
Differentiation_of_T_lymphocytes, 934,  5, 12,  154, 0, 4, 463921, 12113.99, 1, 50.01, 0: 8; 1: 46; 2: 22; 3: 20; 4: 1; 
Differentiation_of_T_lymphocytes, 857,  8,  7,  155, 0, 4, 439192, 12113.99, 0, 50.01, 0: 8; 1: 46; 2: 22; 3: 19; 4: 2; 
Differentiation_of_T_lymphocytes, 467,  6,  9,  155, 0, 4, 426075, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 28; 3: 13; 4: 4; 
Differentiation_of_T_lymphocytes, 621,  7,  8,  155, 0, 4, 439208, 12113.99, 0, 50.01, 0: 8; 1: 43; 2: 31; 3: 10; 4: 5; 
Differentiation_of_T_lymphocytes, 657,  5, 11,  155, 0, 4, 432107, 12113.99, 1, 50.01, 0: 8; 1: 45; 2: 24; 3: 18; 4: 2; 
Differentiation_of_T_lymphocytes,  15,  9,  6,  155, 0, 4, 426078, 12113.99, 0, 50.01, 0: 8; 1: 41; 2: 34; 3: 10; 4: 4; 
Differentiation_of_T_lymphocytes, 310,  5, 12,  155, 0, 4, 463934, 12113.99, 0, 50.01, 0: 8; 1: 42; 2: 29; 3: 17; 4: 1; 
Differentiation_of_T_lymphocytes,  96,  5, 12,  155, 0, 4, 463978, 12113.99, 1, 50.01, 0: 8; 1: 45; 2: 23; 3: 20; 4: 1; 
Differentiation_of_T_lymphocytes, 687,  5, 10,  156, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 25; 3: 18; 4: 2; 
Differentiation_of_T_lymphocytes, 980,  5, 12,  156, 0, 4, 463916, 12113.99, 0, 50.01, 0: 8; 1: 39; 2: 34; 3: 15; 4: 1; 
Differentiation_of_T_lymphocytes, 435,  7,  8,  156, 0, 4, 439191, 12113.99, 0, 50.01, 0: 8; 1: 46; 2: 23; 3: 16; 4: 4; 
Differentiation_of_T_lymphocytes, 608,  5, 10,  156, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 43; 2: 27; 3: 17; 4: 2; 
Differentiation_of_T_lymphocytes, 239,  6,  9,  156, 0, 4, 426117, 12113.99, 0, 50.01, 0: 8; 1: 44; 2: 27; 3: 14; 4: 4; 
Differentiation_of_T_lymphocytes, 530,  5, 12,  156, 0, 4, 463962, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 25; 3: 18; 4: 2; 
Differentiation_of_T_lymphocytes, 367,  5, 10,  156, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 40; 2: 33; 3: 14; 4: 2; 
Differentiation_of_T_lymphocytes, 174,  8,  7,  157, 0, 4, 439165, 12113.99, 0, 50.01, 0: 8; 1: 44; 2: 23; 3: 21; 4: 1; 
Differentiation_of_T_lymphocytes,  68,  5, 12,  157, 0, 4, 463968, 12113.99, 1, 50.01, 0: 8; 1: 39; 2: 33; 3: 16; 4: 1; 
Differentiation_of_T_lymphocytes, 933,  5, 12,  157, 0, 4, 463910, 12113.99, 1, 50.01, 0: 8; 1: 43; 2: 25; 3: 20; 4: 1; 
Differentiation_of_T_lymphocytes,  84,  5, 10,  157, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 42; 2: 29; 3: 15; 4: 3; 
Differentiation_of_T_lymphocytes, 711,  5, 10,  157, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 43; 2: 25; 3: 20; 4: 1; 
Differentiation_of_T_lymphocytes, 725,  5, 10,  157, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 25; 3: 17; 4: 3; 
Differentiation_of_T_lymphocytes, 545,  6,  9,  157, 0, 4, 426063, 12113.99, 0, 50.01, 0: 8; 1: 39; 2: 33; 3: 16; 4: 1; 
Differentiation_of_T_lymphocytes, 531,  5, 12,  157, 0, 4, 463969, 12113.99, 1, 50.01, 0: 8; 1: 39; 2: 33; 3: 16; 4: 1; 
Differentiation_of_T_lymphocytes, 165,  5, 10,  157, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 41; 2: 32; 3: 12; 4: 4; 
Differentiation_of_T_lymphocytes, 499,  5, 12,  158, 0, 4, 463890, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 23; 3: 20; 4: 2; 
Differentiation_of_T_lymphocytes, 469,  5, 10,  158, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 46; 2: 18; 3: 24; 4: 1; 
Differentiation_of_T_lymphocytes, 209,  6,  9,  158, 0, 4, 426028, 12113.99, 1, 50.01, 0: 8; 1: 41; 2: 30; 3: 15; 4: 3; 
Differentiation_of_T_lymphocytes, 566,  9,  6,  159, 0, 4, 426043, 12113.99, 0, 50.01, 0: 8; 1: 43; 2: 25; 3: 18; 4: 3; 
Differentiation_of_T_lymphocytes, 510,  5, 11,  159, 0, 4, 432173, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 22; 3: 21; 4: 2; 
Differentiation_of_T_lymphocytes, 149,  7,  8,  159, 0, 4, 439125, 12113.99, 0, 50.01, 0: 8; 1: 41; 2: 30; 3: 14; 4: 4; 
Differentiation_of_T_lymphocytes, 448,  5, 10,  159, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 41; 2: 28; 3: 18; 4: 2; 
Differentiation_of_T_lymphocytes, 945,  5, 10,  161, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 41; 2: 27; 3: 18; 4: 3; 
Differentiation_of_T_lymphocytes, 736,  4, 13,  162, 0, 4, 410760, 12113.99, 1, 50.01, 0: 8; 1: 40; 2: 26; 3: 22; 4: 1; 
Differentiation_of_T_lymphocytes, 455,  5, 11,  162, 0, 4, 432149, 12113.99, 1, 50.01, 0: 8; 1: 40; 2: 28; 3: 18; 4: 3; 
Differentiation_of_T_lymphocytes, 808,  5, 10,  162, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 40; 2: 26; 3: 22; 4: 1; 
Differentiation_of_T_lymphocytes, 708,  5, 10,  162, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 39; 2: 30; 3: 17; 4: 3; 
Differentiation_of_T_lymphocytes, 457,  5, 10,  163, 0, 4, 395675, 12113.99, 1, 50.01, 0: 8; 1: 41; 2: 25; 3: 20; 4: 3; 
Differentiation_of_T_lymphocytes, 416,  4, 14,  163, 0, 4, 439238, 12113.99, 1, 50.01, 0: 8; 1: 41; 2: 23; 3: 24; 4: 1; 
Differentiation_of_T_lymphocytes, 819,  9,  6,  163, 0, 4, 426063, 12113.99, 0, 50.01, 0: 8; 1: 41; 2: 26; 3: 18; 4: 4; 
Differentiation_of_T_lymphocytes, 238,  5, 12,  164, 0, 4, 464073, 12113.99, 0, 50.01, 0: 8; 1: 39; 2: 28; 3: 19; 4: 3; 
Differentiation_of_T_lymphocytes, 628,  8,  7,  164, 0, 4, 439259, 12113.99, 0, 50.01, 0: 8; 1: 39; 2: 29; 3: 17; 4: 4; 
Differentiation_of_T_lymphocytes, 147,  4, 14,  164, 0, 4, 439232, 12113.99, 1, 50.01, 0: 8; 1: 36; 2: 32; 3: 20; 4: 1; 
Differentiation_of_T_lymphocytes, 681,  4, 14,  164, 0, 4, 439216, 12113.99, 1, 50.01, 0: 8; 1: 42; 2: 21; 3: 24; 4: 2; 
Differentiation_of_T_lymphocytes, 967,  9,  6,  166, 0, 4, 426061, 12113.99, 0, 50.01, 0: 8; 1: 37; 2: 30; 3: 19; 4: 3; 
Differentiation_of_T_lymphocytes, 144,  4, 14,  166, 0, 4, 439170, 12113.99, 1, 50.01, 0: 8; 1: 39; 2: 25; 3: 23; 4: 2; 
Differentiation_of_T_lymphocytes, 512,  4, 14,  167, 0, 4, 439148, 12113.99, 1, 50.01, 0: 8; 1: 34; 2: 34; 3: 19; 4: 2; 
Differentiation_of_T_lymphocytes, 580,  4, 13,  167, 0, 4, 410750, 12113.99, 1, 50.01, 0: 8; 1: 38; 2: 26; 3: 23; 4: 2; 
Differentiation_of_T_lymphocytes, 256,  5, 10,  167, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 37; 2: 29; 3: 20; 4: 3; 
Differentiation_of_T_lymphocytes,  33,  4, 13,  167, 0, 4, 410739, 12113.99, 0, 50.01, 0: 8; 1: 36; 2: 30; 3: 21; 4: 2; 
Differentiation_of_T_lymphocytes, 926,  6,  9,  168, 0, 4, 426044, 12113.99, 0, 50.01, 0: 8; 1: 34; 2: 34; 3: 18; 4: 3; 
Differentiation_of_T_lymphocytes, 170,  5, 11,  168, 0, 4, 432143, 12113.99, 1, 50.01, 0: 8; 1: 38; 2: 29; 3: 16; 4: 6; 
Differentiation_of_T_lymphocytes, 697,  4, 13,  170, 0, 4, 410751, 12113.99, 1, 50.01, 0: 8; 1: 34; 2: 31; 3: 22; 4: 2; 
Differentiation_of_T_lymphocytes, 211,  5, 10,  170, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 33; 2: 33; 3: 21; 4: 2; 
Differentiation_of_T_lymphocytes, 155,  4, 13,  170, 0, 4, 410752, 12113.99, 0, 50.01, 0: 8; 1: 37; 2: 25; 3: 25; 4: 2; 
Differentiation_of_T_lymphocytes, 386,  5, 12,  171, 0, 4, 464009, 12113.99, 0, 50.01, 0: 8; 1: 36; 2: 26; 3: 25; 4: 2; 
Differentiation_of_T_lymphocytes,  61,  4, 13,  171, 0, 4, 410757, 12113.99, 1, 50.01, 0: 8; 1: 35; 2: 28; 3: 24; 4: 2; 
Differentiation_of_T_lymphocytes, 348,  4, 14,  171, 0, 4, 439272, 12113.99, 1, 50.01, 0: 8; 1: 34; 2: 29; 3: 25; 4: 1; 
Differentiation_of_T_lymphocytes, 220,  4, 14,  171, 0, 4, 439173, 12113.99, 1, 50.01, 0: 8; 1: 40; 2: 20; 3: 25; 4: 4; 
Differentiation_of_T_lymphocytes, 896,  4, 14,  171, 0, 4, 439244, 12113.99, 1, 50.01, 0: 8; 1: 35; 2: 27; 3: 26; 4: 1; 
Differentiation_of_T_lymphocytes, 893,  5, 12,  172, 0, 4, 463980, 12113.99, 0, 50.01, 0: 8; 1: 35; 2: 27; 3: 25; 4: 2; 
Differentiation_of_T_lymphocytes, 354,  4, 13,  173, 0, 4, 410760, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 31; 3: 25; 4: 1; 
Differentiation_of_T_lymphocytes, 944,  5, 12,  174, 0, 4, 464038, 12113.99, 0, 50.01, 0: 8; 1: 33; 2: 28; 3: 27; 4: 1; 
Differentiation_of_T_lymphocytes, 449,  6,  9,  174, 0, 4, 426048, 12113.99, 0, 50.01, 0: 8; 1: 34; 2: 30; 3: 20; 4: 5; 
Differentiation_of_T_lymphocytes, 412,  5, 11,  174, 0, 4, 432148, 12113.99, 0, 50.01, 0: 8; 1: 35; 2: 26; 3: 25; 4: 3; 
Differentiation_of_T_lymphocytes, 305,  5, 12,  175, 0, 4, 463436, 12113.99, 0, 50.01, 0: 8; 1: 31; 2: 32; 3: 24; 4: 2; 
Differentiation_of_T_lymphocytes, 525,  5, 12,  175, 0, 4, 463985, 12113.99, 0, 50.01, 0: 8; 1: 34; 2: 26; 3: 27; 4: 2; 
Differentiation_of_T_lymphocytes,  25,  4, 14,  175, 0, 4, 439232, 12113.99, 0, 50.01, 0: 8; 1: 31; 2: 33; 3: 22; 4: 3; 
Differentiation_of_T_lymphocytes, 742,  5, 10,  176, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 39; 2: 18; 3: 27; 4: 5; 
Differentiation_of_T_lymphocytes, 936,  9,  6,  176, 0, 4, 426073, 12113.99, 0, 50.01, 0: 8; 1: 31; 2: 32; 3: 23; 4: 3; 
Differentiation_of_T_lymphocytes, 985,  4, 13,  176, 0, 4, 410750, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 28; 3: 28; 4: 1; 
Differentiation_of_T_lymphocytes, 407,  5, 12,  177, 0, 4, 463913, 12113.99, 0, 50.01, 0: 8; 1: 31; 2: 32; 3: 22; 4: 4; 
Differentiation_of_T_lymphocytes, 278,  5, 12,  179, 0, 4, 464010, 12113.99, 0, 50.01, 0: 8; 1: 29; 2: 32; 3: 26; 4: 2; 
Differentiation_of_T_lymphocytes, 488,  4, 13,  182, 0, 4, 410744, 12113.99, 0, 50.01, 0: 8; 1: 24; 2: 38; 3: 26; 4: 1; 
Differentiation_of_T_lymphocytes, 380,  5, 11,  183, 0, 4, 432118, 12113.99, 1, 50.01, 0: 8; 1: 31; 2: 24; 3: 32; 4: 2; 
Differentiation_of_T_lymphocytes, 288,  5, 12,  184, 0, 4, 464028, 12113.99, 0, 50.01, 0: 8; 1: 28; 2: 29; 3: 30; 4: 2; 
Differentiation_of_T_lymphocytes, 240,  4, 14,  184, 0, 4, 439156, 12113.99, 0, 50.01, 0: 8; 1: 30; 2: 26; 3: 30; 4: 3; 
Differentiation_of_T_lymphocytes, 439,  4, 13,  184, 0, 4, 410746, 12113.99, 0, 50.01, 0: 8; 1: 27; 2: 30; 3: 31; 4: 1; 
Differentiation_of_T_lymphocytes, 638,  4, 14,  184, 0, 4, 439204, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 19; 3: 35; 4: 2; 
Differentiation_of_T_lymphocytes, 887,  5, 12,  186, 0, 4, 463740, 12113.99, 0, 50.01, 0: 8; 1: 24; 2: 34; 3: 30; 4: 1; 
Differentiation_of_T_lymphocytes, 914,  4, 14,  188, 0, 4, 439178, 12113.99, 0, 50.01, 0: 8; 1: 25; 2: 32; 3: 29; 4: 3; 
Differentiation_of_T_lymphocytes, 269,  4, 14,  189, 0, 4, 439138, 12113.99, 0, 50.01, 0: 8; 1: 25; 2: 30; 3: 32; 4: 2; 
Differentiation_of_T_lymphocytes, 684,  5, 11,  189, 0, 4, 432145, 12113.99, 0, 50.01, 0: 8; 1: 26; 2: 29; 3: 31; 4: 3; 
Differentiation_of_T_lymphocytes, 902,  4, 14,  192, 0, 4, 439142, 12113.99, 0, 50.01, 0: 8; 1: 25; 2: 28; 3: 33; 4: 3; 
Differentiation_of_T_lymphocytes, 533,  5, 10,  193, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 26; 2: 23; 3: 39; 4: 1; 
Differentiation_of_T_lymphocytes, 939,  4, 14,  194, 0, 4, 439168, 12113.99, 0, 50.01, 0: 8; 1: 23; 2: 30; 3: 33; 4: 3; 
Differentiation_of_T_lymphocytes, 152,  5, 10,  195, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 25; 2: 23; 3: 40; 4: 1; 
Differentiation_of_T_lymphocytes, 401,  4, 14,  196, 0, 4, 439120, 12113.99, 0, 50.01, 0: 8; 1: 21; 2: 32; 3: 33; 4: 3; 
Differentiation_of_T_lymphocytes, 718,  5, 10,  208, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 17; 2: 28; 3: 41; 4: 3; 
Differentiation_of_T_lymphocytes,  21,  5, 10,  219, 0, 4, 395675, 12113.99, 0, 50.01, 0: 8; 1: 15; 2: 23; 3: 46; 4: 5; 
Differentiation_of_T_lymphocytes, 574,  7,  8,  134, 0, 5, 439154, 12113.99, 1, 50.01, 0: 8; 1: 55; 2: 26; 3: 6; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes,  99,  8,  7,  134, 0, 5, 439186, 12113.99, 1, 50.01, 0: 8; 1: 55; 2: 26; 3: 6; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 556,  7,  8,  135, 0, 5, 439227, 12113.99, 1, 50.01, 0: 8; 1: 54; 2: 27; 3: 6; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 477,  7,  8,  135, 0, 5, 439139, 12113.99, 1, 50.01, 0: 8; 1: 54; 2: 27; 3: 6; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 648,  7,  8,  136, 0, 5, 439194, 12113.99, 1, 50.01, 0: 8; 1: 55; 2: 25; 3: 6; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 506,  8,  7,  138, 0, 5, 439187, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 27; 3: 6; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes,  30,  7,  8,  138, 0, 5, 439152, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 27; 3: 6; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 270,  7,  8,  138, 0, 5, 439195, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 26; 3: 8; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 437,  7,  8,  138, 0, 5, 439165, 12113.99, 1, 50.01, 0: 8; 1: 55; 2: 24; 3: 7; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 563,  7,  8,  139, 0, 5, 439175, 12113.99, 1, 50.01, 0: 8; 1: 52; 2: 27; 3: 8; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 479,  6,  9,  139, 0, 5, 426067, 12113.99, 1, 50.01, 0: 8; 1: 56; 2: 22; 3: 7; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 231,  8,  7,  140, 0, 5, 439325, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 25; 3: 8; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 232,  8,  7,  140, 0, 5, 439230, 12113.99, 0, 50.01, 0: 8; 1: 54; 2: 22; 3: 11; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 903,  6,  9,  140, 0, 5, 426105, 12113.99, 1, 50.01, 0: 8; 1: 55; 2: 21; 3: 10; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 179,  8,  7,  140, 0, 5, 439184, 12113.99, 1, 50.01, 0: 8; 1: 50; 2: 31; 3: 5; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 823,  7,  8,  140, 0, 5, 439178, 12113.99, 1, 50.01, 0: 8; 1: 54; 2: 23; 3: 9; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 298,  6,  9,  140, 0, 5, 426084, 12113.99, 1, 50.01, 0: 8; 1: 55; 2: 22; 3: 9; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 486,  9,  6,  140, 0, 5, 426067, 12113.99, 1, 50.01, 0: 8; 1: 52; 2: 26; 3: 9; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 977,  8,  7,  141, 0, 5, 439245, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 23; 3: 11; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 931,  7,  8,  141, 0, 5, 439257, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 31; 3: 7; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 793,  7,  8,  141, 0, 5, 439175, 12113.99, 1, 50.01, 0: 8; 1: 55; 2: 23; 3: 6; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 114,  6,  9,  142, 0, 5, 426043, 12113.99, 1, 50.01, 0: 8; 1: 50; 2: 28; 3: 9; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 454,  8,  7,  143, 0, 5, 439192, 12113.99, 1, 50.01, 0: 8; 1: 51; 2: 29; 3: 5; 4: 1; 5: 3; 
Differentiation_of_T_lymphocytes, 302,  6,  9,  143, 0, 5, 426065, 12113.99, 1, 50.01, 0: 8; 1: 48; 2: 31; 3: 8; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 328,  8,  7,  143, 0, 5, 439229, 12113.99, 1, 50.01, 0: 8; 1: 51; 2: 28; 3: 6; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 539,  8,  7,  143, 0, 5, 439196, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 29; 3: 9; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 515,  6,  9,  143, 0, 5, 426076, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 30; 3: 7; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 596,  8,  7,  144, 0, 5, 439176, 12113.99, 1, 50.01, 0: 8; 1: 51; 2: 28; 3: 5; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 146,  8,  7,  144, 0, 5, 439217, 12113.99, 1, 50.01, 0: 8; 1: 51; 2: 23; 3: 14; 5: 1; 
Differentiation_of_T_lymphocytes, 672,  6,  9,  144, 0, 5, 426060, 12113.99, 1, 50.01, 0: 8; 1: 47; 2: 32; 3: 8; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 852,  6,  9,  144, 0, 5, 426033, 12113.99, 1, 50.01, 0: 8; 1: 48; 2: 29; 3: 11; 5: 1; 
Differentiation_of_T_lymphocytes, 543,  7,  8,  144, 0, 5, 439163, 12113.99, 1, 50.01, 0: 8; 1: 51; 2: 26; 3: 9; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 167,  5, 11,  144, 0, 5, 432156, 12113.99, 1, 50.01, 0: 8; 1: 50; 2: 27; 3: 10; 5: 2; 
Differentiation_of_T_lymphocytes, 234,  7,  8,  144, 0, 5, 439196, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 30; 3: 7; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 177,  7,  8,  144, 0, 5, 439248, 12113.99, 1, 50.01, 0: 8; 1: 47; 2: 31; 3: 10; 5: 1; 
Differentiation_of_T_lymphocytes, 785,  7,  8,  144, 0, 5, 439192, 12113.99, 1, 50.01, 0: 8; 1: 52; 2: 26; 3: 6; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 266,  7,  8,  145, 0, 5, 439124, 12113.99, 1, 50.01, 0: 8; 1: 52; 2: 23; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 175,  8,  7,  145, 0, 5, 439265, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 21; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 504,  7,  8,  145, 0, 5, 439213, 12113.99, 1, 50.01, 0: 8; 1: 50; 2: 27; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 463,  5, 11,  145, 0, 5, 432235, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 26; 3: 13; 5: 1; 
Differentiation_of_T_lymphocytes, 576,  8,  7,  145, 0, 5, 439194, 12113.99, 1, 50.01, 0: 8; 1: 52; 2: 26; 3: 5; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 774,  8,  7,  145, 0, 5, 439229, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 22; 3: 9; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 166,  9,  6,  145, 0, 5, 426002, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 30; 3: 7; 5: 3; 
Differentiation_of_T_lymphocytes, 339,  6,  9,  145, 0, 5, 426136, 12113.99, 1, 50.01, 0: 8; 1: 48; 2: 30; 3: 9; 5: 2; 
Differentiation_of_T_lymphocytes, 206,  7,  8,  145, 0, 5, 439152, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 20; 3: 13; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 140,  8,  7,  145, 0, 5, 439130, 12113.99, 1, 50.01, 0: 8; 1: 52; 2: 23; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 201,  8,  7,  145, 0, 5, 439198, 12113.99, 1, 50.01, 0: 8; 1: 55; 2: 20; 3: 8; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 782,  7,  8,  145, 0, 5, 439277, 12113.99, 1, 50.01, 0: 8; 1: 50; 2: 27; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 730,  7,  8,  146, 0, 5, 439215, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 27; 3: 10; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 663,  7,  8,  146, 0, 5, 439206, 12113.99, 1, 50.01, 0: 8; 1: 48; 2: 30; 3: 7; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 637,  7,  8,  146, 0, 5, 439203, 12113.99, 1, 50.01, 0: 8; 1: 51; 2: 26; 3: 7; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 542,  9,  6,  146, 0, 5, 426070, 12113.99, 0, 50.01, 0: 8; 1: 53; 2: 21; 3: 11; 4: 2; 5: 2; 
