Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
4(832)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  232, 0, 4, 570326, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 56; 3: 19; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 602,  5, 16,  285, 0, 5, 622606, 42936.14, 0, 0.00, 0: 1; 1: 33; 2: 49; 3: 35; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 701,  5, 16,  285, 0, 5, 622575, 42936.14, 0, 0.00, 0: 1; 1: 31; 2: 50; 3: 39; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 670,  5, 16,  286, 0, 5, 622469, 42936.14, 0, 0.00, 0: 1; 1: 33; 2: 52; 3: 28; 4: 15; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 764,  5, 15,  286, 0, 5, 590598, 42936.14, 48, 0.00, 0: 1; 1: 37; 2: 43; 3: 35; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 546,  5, 14,  287, 0, 5, 557174, 42936.14, 0, 0.00, 0: 1; 1: 26; 2: 60; 3: 33; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  68,  5, 14,  266, 0, 6, 557177, 42936.14, 33, 0.00, 0: 1; 1: 40; 2: 52; 3: 29; 4: 6; 5: 1; 6: 1; 
Number of not routing: 246 (24.60%)
after: 
4(46)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  234, 0, 4, 570326, 42936.14, 0, 80.74, 0: 1; 1: 51; 2: 55; 3: 19; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  234, 0, 4, 570326, 42936.14, 0, 80.74, 0: 1; 1: 51; 2: 55; 3: 19; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  91, 10,  7,  241, 0, 4, 557201, 42936.14, 0, 80.74, 0: 1; 1: 50; 2: 51; 3: 23; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 805,  8,  9,  242, 0, 4, 570292, 42936.14, 0, 80.74, 0: 1; 1: 56; 2: 40; 3: 26; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 583,  6, 13,  244, 0, 4, 610248, 42936.14, 0, 80.74, 0: 1; 1: 51; 2: 47; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 414,  7, 11,  246, 0, 4, 604716, 42936.14, 0, 80.74, 0: 1; 1: 44; 2: 58; 3: 22; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 899,  7, 11,  246, 0, 4, 605176, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 51; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 756,  6, 13,  248, 0, 4, 610263, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 57; 3: 19; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 689,  8,  9,  249, 0, 4, 570255, 42936.14, 0, 80.74, 0: 1; 1: 44; 2: 55; 3: 25; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 883,  9,  8,  249, 0, 4, 570296, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 53; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 914,  9,  8,  250, 0, 4, 570299, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 50; 3: 25; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 276,  9,  8,  250, 0, 4, 570340, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 49; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 549,  8,  9,  251, 0, 4, 570284, 42936.14, 0, 80.74, 0: 1; 1: 46; 2: 51; 3: 25; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  62,  7, 10,  252, 0, 4, 557104, 42936.14, 0, 80.74, 0: 1; 1: 43; 2: 53; 3: 29; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 972,  6, 12,  253, 0, 4, 570366, 42936.14, 0, 80.74, 0: 1; 1: 55; 2: 29; 3: 40; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 530,  6, 13,  254, 0, 4, 610201, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 46; 3: 29; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 706, 10,  7,  254, 0, 4, 557164, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 45; 3: 31; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  26,  8,  9,  254, 0, 4, 570349, 42936.14, 0, 80.74, 0: 1; 1: 43; 2: 53; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,   7, 10,  7,  255, 0, 4, 557190, 42936.14, 0, 80.74, 0: 1; 1: 40; 2: 60; 3: 21; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 900,  7, 11,  255, 0, 4, 604996, 42936.14, 0, 80.74, 0: 1; 1: 42; 2: 55; 3: 25; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 919, 10,  7,  256, 0, 4, 557155, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 53; 3: 19; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 132,  7, 11,  256, 0, 4, 605097, 42936.14, 0, 80.74, 0: 1; 1: 44; 2: 53; 3: 22; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,  83,  8,  9,  256, 0, 4, 570289, 42936.14, 0, 80.74, 0: 1; 1: 44; 2: 49; 3: 30; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 559,  8,  9,  257, 0, 4, 570340, 42936.14, 0, 80.74, 0: 1; 1: 46; 2: 47; 3: 27; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 722,  7, 11,  258, 0, 4, 605054, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 39; 3: 36; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 902,  9,  8,  258, 0, 4, 570261, 42936.14, 0, 80.74, 0: 1; 1: 42; 2: 51; 3: 30; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 699,  9,  8,  259, 0, 4, 570315, 42936.14, 0, 80.74, 0: 1; 1: 41; 2: 52; 3: 30; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 888,  6, 13,  260, 0, 4, 610207, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 50; 3: 21; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 691,  7, 10,  260, 0, 4, 557155, 42936.14, 0, 80.74, 0: 1; 1: 42; 2: 53; 3: 24; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 452,  5, 14,  261, 0, 4, 557187, 42936.14, 0, 80.74, 0: 1; 1: 46; 2: 44; 3: 29; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 911, 10,  7,  261, 0, 4, 557169, 42936.14, 0, 80.74, 0: 1; 1: 41; 2: 52; 3: 28; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 122,  6, 12,  262, 0, 4, 570297, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 45; 3: 29; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 488,  5, 14,  262, 0, 4, 557205, 42936.14, 0, 80.74, 0: 1; 1: 43; 2: 48; 3: 29; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 192,  6, 13,  263, 0, 4, 610008, 42936.14, 0, 80.74, 0: 1; 1: 39; 2: 54; 3: 28; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 376, 10,  7,  264, 0, 4, 557112, 42936.14, 0, 80.74, 0: 1; 1: 43; 2: 48; 3: 27; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo,  87,  7, 11,  264, 0, 4, 605010, 42936.14, 0, 80.74, 0: 1; 1: 43; 2: 48; 3: 27; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 164,  6, 12,  266, 0, 4, 570301, 42936.14, 0, 80.74, 0: 1; 1: 46; 2: 38; 3: 36; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 778,  5, 15,  270, 0, 4, 590336, 42936.14, 0, 80.74, 0: 1; 1: 46; 2: 40; 3: 28; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 522,  5, 14,  272, 0, 4, 557197, 42936.14, 0, 80.74, 0: 1; 1: 43; 2: 41; 3: 33; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 250,  5, 16,  273, 0, 4, 622516, 42936.14, 0, 80.74, 0: 1; 1: 40; 2: 45; 3: 33; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo, 411,  5, 14,  274, 0, 4, 557168, 42936.14, 0, 80.74, 0: 1; 1: 44; 2: 39; 3: 32; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 438,  5, 15,  274, 0, 4, 590725, 42936.14, 0, 80.74, 0: 1; 1: 40; 2: 44; 3: 34; 4: 11; 
Bortezomib_Responses_in_U266_Human_Myelo,  36,  5, 15,  275, 0, 4, 590391, 42936.14, 0, 80.74, 0: 1; 1: 37; 2: 51; 3: 28; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 862,  5, 16,  277, 0, 4, 622455, 42936.14, 0, 80.74, 0: 1; 1: 39; 2: 45; 3: 32; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 571,  5, 16,  278, 0, 4, 622535, 42936.14, 0, 80.74, 0: 1; 1: 37; 2: 45; 3: 37; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 822,  5, 14,  278, 0, 4, 557152, 42936.14, 0, 80.74, 0: 1; 1: 38; 2: 48; 3: 28; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 781,  5, 16,  292, 0, 4, 622211, 42936.14, 0, 80.74, 0: 1; 1: 30; 2: 50; 3: 34; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 137,  7, 11,  246, 0, 5, 604965, 42936.14, 0, 80.74, 0: 1; 1: 55; 2: 42; 3: 22; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 359,  7, 11,  246, 0, 5, 604992, 42936.14, 0, 80.74, 0: 1; 1: 54; 2: 41; 3: 27; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 545,  8,  9,  246, 0, 5, 570303, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 55; 3: 26; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 605,  7, 11,  248, 0, 5, 604866, 42936.14, 0, 80.74, 0: 1; 1: 50; 2: 44; 3: 31; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 123,  7, 10,  248, 0, 5, 557110, 42936.14, 0, 80.74, 0: 1; 1: 49; 2: 46; 3: 30; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 235,  9,  8,  249, 0, 5, 570333, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 45; 3: 23; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 845,  6, 12,  249, 0, 5, 570212, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 47; 3: 21; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 382,  7, 10,  250, 0, 5, 557143, 42936.14, 1, 80.74, 0: 1; 1: 55; 2: 42; 3: 20; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 692,  6, 12,  251, 0, 5, 570325, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 50; 3: 21; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 922,  7, 11,  251, 0, 5, 605118, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 44; 3: 22; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 589,  7, 10,  251, 0, 5, 557183, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 50; 3: 23; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 449,  7, 10,  251, 0, 5, 557199, 42936.14, 0, 80.74, 0: 1; 1: 46; 2: 53; 3: 23; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 425,  9,  8,  251, 0, 5, 570342, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 46; 3: 21; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 193, 10,  7,  252, 0, 5, 557143, 42936.14, 0, 80.74, 0: 1; 1: 53; 2: 40; 3: 27; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 209,  7, 11,  252, 0, 5, 605051, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 49; 3: 23; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 234,  6, 13,  252, 0, 5, 610150, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 52; 3: 21; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 436,  6, 12,  252, 0, 5, 570274, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 50; 3: 21; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 892,  7, 11,  253, 0, 5, 604982, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 47; 3: 26; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 153,  9,  8,  253, 0, 5, 570321, 42936.14, 0, 80.74, 0: 1; 1: 54; 2: 38; 3: 28; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 904,  6, 12,  253, 0, 5, 570374, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 42; 3: 25; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 116,  7, 10,  253, 0, 5, 557181, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 43; 3: 26; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 858,  7, 11,  254, 0, 5, 605028, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 43; 3: 22; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 441,  7, 10,  254, 0, 5, 557151, 42936.14, 0, 80.74, 0: 1; 1: 42; 2: 59; 3: 20; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 321,  9,  8,  254, 0, 5, 570281, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 55; 3: 18; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 474,  7, 11,  254, 0, 5, 604879, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 49; 3: 25; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 603,  9,  8,  255, 0, 5, 570355, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 52; 3: 19; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 741,  8,  9,  255, 0, 5, 570313, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 51; 3: 22; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 767,  7, 10,  255, 0, 5, 557168, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 49; 3: 24; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 389,  6, 12,  255, 0, 5, 570195, 42936.14, 0, 80.74, 0: 1; 1: 49; 2: 51; 3: 16; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  77,  8,  9,  255, 0, 5, 570317, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 49; 3: 25; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 674, 10,  7,  255, 0, 5, 557174, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 46; 3: 27; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 346,  6, 13,  255, 0, 5, 610326, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 50; 3: 27; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 557, 10,  7,  255, 0, 5, 557152, 42936.14, 0, 80.74, 0: 1; 1: 51; 2: 40; 3: 29; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 761,  6, 13,  256, 0, 5, 610113, 42936.14, 0, 80.74, 0: 1; 1: 56; 2: 34; 3: 27; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 620,  6, 12,  256, 0, 5, 570301, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 37; 3: 28; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 885,  6, 13,  256, 0, 5, 610254, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 47; 3: 20; 4: 12; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 273,  6, 12,  256, 0, 5, 570305, 42936.14, 0, 80.74, 0: 1; 1: 51; 2: 41; 3: 26; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 503,  7, 11,  256, 0, 5, 604947, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 44; 3: 26; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 328, 10,  7,  256, 0, 5, 557169, 42936.14, 0, 80.74, 0: 1; 1: 49; 2: 51; 3: 15; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 141,  9,  8,  257, 0, 5, 570370, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 49; 3: 22; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 879,  9,  8,  257, 0, 5, 570290, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 53; 3: 19; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  59,  9,  8,  257, 0, 5, 570319, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 52; 3: 15; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 951, 10,  7,  257, 0, 5, 557143, 42936.14, 1, 80.74, 0: 1; 1: 54; 2: 43; 3: 17; 4: 9; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 938, 10,  7,  257, 0, 5, 557129, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 49; 3: 21; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 481,  8,  9,  258, 0, 5, 570239, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 55; 3: 21; 4: 4; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 538,  9,  8,  258, 0, 5, 570280, 42936.14, 0, 80.74, 0: 1; 1: 53; 2: 37; 3: 27; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 405,  6, 13,  258, 0, 5, 610240, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 53; 3: 22; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 999,  6, 12,  258, 0, 5, 570332, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 47; 3: 23; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 797,  9,  8,  258, 0, 5, 570317, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 47; 3: 23; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 969, 10,  7,  258, 0, 5, 557169, 42936.14, 0, 80.74, 0: 1; 1: 44; 2: 53; 3: 21; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  14,  7, 11,  258, 0, 5, 604927, 42936.14, 0, 80.74, 0: 1; 1: 49; 2: 48; 3: 18; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  18,  8,  9,  259, 0, 5, 570307, 42936.14, 0, 80.74, 0: 1; 1: 49; 2: 48; 3: 20; 4: 6; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 786,  7, 11,  259, 0, 5, 604980, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 44; 3: 27; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 578,  9,  8,  259, 0, 5, 570268, 42936.14, 0, 80.74, 0: 1; 1: 51; 2: 44; 3: 20; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 798,  7, 11,  259, 0, 5, 604949, 42936.14, 0, 80.74, 0: 1; 1: 52; 2: 40; 3: 25; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 524,  9,  8,  259, 0, 5, 570299, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 58; 3: 21; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 397,  6, 12,  260, 0, 5, 570305, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 42; 3: 30; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 493,  9,  8,  260, 0, 5, 570256, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 46; 3: 23; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 837,  6, 12,  260, 0, 5, 570360, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 42; 3: 17; 4: 13; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 260,  7, 10,  260, 0, 5, 557156, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 47; 3: 28; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 337,  7, 11,  260, 0, 5, 604863, 42936.14, 0, 80.74, 0: 1; 1: 49; 2: 42; 3: 27; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 460, 10,  7,  260, 0, 5, 557153, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 48; 3: 20; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 458, 10,  7,  260, 0, 5, 557156, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 44; 3: 34; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 806,  6, 12,  260, 0, 5, 570278, 42936.14, 0, 80.74, 0: 1; 1: 51; 2: 45; 3: 18; 4: 10; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 365,  6, 12,  260, 0, 5, 570353, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 49; 3: 24; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  260, 0, 5, 557171, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 52; 3: 24; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 336,  7, 11,  261, 0, 5, 605091, 42936.14, 1, 80.74, 0: 1; 1: 42; 2: 52; 3: 28; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 145,  6, 13,  261, 0, 5, 610289, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 42; 3: 26; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 446,  9,  8,  261, 0, 5, 570490, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 49; 3: 25; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 991,  7, 11,  261, 0, 5, 604885, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 39; 3: 26; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 390,  8,  9,  261, 0, 5, 570312, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 48; 3: 21; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 681,  8,  9,  261, 0, 5, 570286, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 54; 3: 26; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 520,  6, 13,  261, 0, 5, 610098, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 48; 3: 23; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 639,  8,  9,  261, 0, 5, 570265, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 45; 3: 25; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 642,  7, 11,  261, 0, 5, 604973, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 44; 3: 27; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 219,  6, 13,  261, 0, 5, 610351, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 49; 3: 23; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  28,  6, 12,  261, 0, 5, 570319, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 46; 3: 17; 4: 12; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 489,  7, 10,  262, 0, 5, 557149, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 52; 3: 19; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 582,  7, 11,  262, 0, 5, 604826, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 43; 3: 21; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 580,  7, 11,  262, 0, 5, 605003, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 47; 3: 16; 4: 10; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 784,  7, 10,  262, 0, 5, 557163, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 44; 3: 20; 4: 7; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 540,  7, 10,  262, 0, 5, 557211, 42936.14, 0, 80.74, 0: 1; 1: 43; 2: 51; 3: 27; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,   5,  7, 11,  262, 0, 5, 605089, 42936.14, 0, 80.74, 0: 1; 1: 55; 2: 39; 3: 19; 4: 8; 5: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  61,  6, 12,  262, 0, 5, 570317, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 52; 3: 24; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 169, 10,  7,  262, 0, 5, 557138, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 48; 3: 25; 4: 5; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 686,  8,  9,  262, 0, 5, 570244, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 51; 3: 22; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 814,  6, 12,  263, 0, 5, 570305, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 45; 3: 25; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 364,  5, 14,  263, 0, 5, 557166, 42936.14, 0, 80.74, 0: 1; 1: 46; 2: 42; 3: 32; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 415,  9,  8,  263, 0, 5, 570286, 42936.14, 0, 80.74, 0: 1; 1: 44; 2: 54; 3: 17; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 363,  6, 12,  263, 0, 5, 570501, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 41; 3: 25; 4: 13; 5: 1; 
