Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
12(775)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 428,  7,  7,   75, 1, 2, 382260, 9553.27, 114, 0.00, 1: 55; 2: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 426,  5, 10,   77, 1, 2, 388729, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 254,  7,  7,   77, 1, 2, 382110, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 255,  5, 10,   77, 1, 2, 388985, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 927,  7,  7,   77, 1, 2, 381959, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 615,  6,  8,   77, 1, 2, 375856, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 115,  7,  7,   77, 1, 2, 382102, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 262,  5,  9,   77, 1, 2, 355095, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 772,  5, 10,   77, 1, 2, 388690, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 770,  6,  8,   77, 1, 2, 375392, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,   77, 1, 2, 381991, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 445,  6,  8,   77, 1, 2, 375557, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 451,  9,  5,   77, 1, 2, 355061, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 762,  7,  7,   77, 1, 2, 381943, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 633,  8,  6,   77, 1, 2, 375562, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 574,  7,  7,   77, 1, 2, 381911, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  76,  6,  8,   77, 1, 2, 375785, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 747,  7,  7,   77, 1, 2, 382019, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 558,  8,  6,   77, 1, 2, 375572, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 324,  7,  7,   77, 1, 2, 382086, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 175,  8,  6,   77, 1, 2, 375585, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 231,  5, 10,   77, 1, 2, 388931, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 868,  5, 10,   77, 1, 2, 388938, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 237,  8,  6,   77, 1, 2, 375338, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 217,  5,  9,   77, 1, 2, 355104, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 215,  5, 10,   77, 1, 2, 388587, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 308,  8,  6,   77, 1, 2, 375660, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 206,  7,  7,   77, 1, 2, 381987, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 884,  8,  6,   77, 1, 2, 375667, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 190,  8,  6,   77, 1, 2, 375590, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 889,  8,  6,   77, 1, 2, 375479, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 181,  8,  6,   77, 1, 2, 375847, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 394,  8,  6,   77, 1, 2, 375583, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 369,  6,  8,   77, 1, 2, 375734, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 832,  8,  6,   77, 1, 2, 375834, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 169,  5,  9,   77, 1, 2, 355068, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 378,  6,  8,   77, 1, 2, 375565, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 794,  8,  6,   77, 1, 2, 375551, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 793,  5, 10,   77, 1, 2, 388489, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 617,  7,  7,   77, 1, 2, 381930, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 903,  8,  6,   77, 1, 2, 375569, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 393,  6,  8,   77, 1, 2, 375488, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 151,  9,  5,   77, 1, 2, 355014, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 150,  6,  8,   77, 1, 2, 375828, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 743,  8,  6,   77, 1, 2, 375800, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,   77, 1, 2, 381814, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  13,  8,  6,   77, 1, 2, 375727, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 976,  5, 10,   77, 1, 2, 388940, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  38,  5, 10,   77, 1, 2, 389115, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 649,  5, 10,   77, 1, 2, 388862, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,   7,  7,  7,   77, 1, 2, 382012, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 965,  5,  9,   77, 1, 2, 355034, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  56,  7,  7,   77, 1, 2, 381975, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 538,  8,  6,   77, 1, 2, 375579, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 537,  6,  8,   77, 1, 2, 375403, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 490,  7,  7,   77, 1, 2, 381884, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 553,  8,  6,   77, 1, 2, 375399, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  29,  6,  8,   77, 1, 2, 375458, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 996,  8,  6,   77, 1, 2, 375496, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 960,  6,  8,   77, 1, 2, 375433, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  65,  7,  7,   77, 1, 2, 382008, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 527,  9,  5,   77, 1, 2, 355043, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  22,  7,  7,   77, 1, 2, 382137, 9553.27, 1, 27.01, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 898,  6,  8,   78, 1, 2, 375584, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 800,  7,  7,   78, 1, 2, 381798, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  35,  7,  7,   78, 1, 2, 381856, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 799,  8,  6,   78, 1, 2, 375576, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 167,  5,  9,   78, 1, 2, 354957, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 208,  8,  6,   78, 1, 2, 375482, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 377,  7,  7,   78, 1, 2, 381878, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 165,  9,  5,   78, 1, 2, 355120, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 505,  6,  8,   78, 1, 2, 375646, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 236,  9,  5,   78, 1, 2, 355104, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 592,  6,  8,   78, 1, 2, 375727, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 161,  6,  8,   78, 1, 2, 375600, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  33,  5, 10,   78, 1, 2, 389028, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 382,  6,  8,   78, 1, 2, 375512, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 331,  8,  6,   78, 1, 2, 375802, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 504,  8,  6,   78, 1, 2, 375681, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 590,  8,  6,   78, 1, 2, 375641, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 622,  8,  6,   78, 1, 2, 375723, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  24,  9,  5,   78, 1, 2, 355087, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  23,  7,  7,   78, 1, 2, 382144, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 829,  5,  9,   78, 1, 2, 355091, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  43,  5, 10,   78, 1, 2, 388933, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 239,  8,  6,   78, 1, 2, 375759, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 148,  9,  5,   78, 1, 2, 355082, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 147,  5,  9,   78, 1, 2, 355060, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 734,  6,  8,   78, 1, 2, 375707, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 401,  9,  5,   78, 1, 2, 355056, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 319,  5,  9,   78, 1, 2, 355095, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 224,  5, 10,   78, 1, 2, 388706, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 200,  5, 10,   78, 1, 2, 388787, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 323,  9,  5,   78, 1, 2, 355103, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 192,  7,  7,   78, 1, 2, 381882, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 822,  6,  8,   78, 1, 2, 375837, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 726,  6,  8,   78, 1, 2, 375858, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 597,  5,  9,   78, 1, 2, 355090, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 356,  8,  6,   78, 1, 2, 375642, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 669,  5, 10,   78, 1, 2, 389035, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 627,  5, 10,   78, 1, 2, 388803, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 227,  7,  7,   78, 1, 2, 381941, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 343,  7,  7,   78, 1, 2, 381979, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 342,  8,  6,   78, 1, 2, 375835, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 729,  8,  6,   78, 1, 2, 375525, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 825,  5, 10,   78, 1, 2, 389110, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 203,  8,  6,   78, 1, 2, 375414, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 511,  7,  7,   78, 1, 2, 381856, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 890,  8,  6,   78, 1, 2, 375607, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 665,  8,  6,   78, 1, 2, 375432, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 879,  6,  8,   78, 1, 2, 375606, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 314,  7,  7,   78, 1, 2, 381808, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 365,  8,  6,   78, 1, 2, 375611, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 313,  7,  7,   78, 1, 2, 381687, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 539,  5,  9,   78, 1, 2, 355086, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 340,  7,  7,   78, 1, 2, 382398, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 809,  7,  7,   78, 1, 2, 381964, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 449,  8,  6,   78, 1, 2, 375703, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 113,  5, 10,   78, 1, 2, 388847, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 661,  6,  8,   78, 1, 2, 375602, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 110,  6,  8,   78, 1, 2, 375438, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 931,  6,  8,   78, 1, 2, 375763, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 580,  9,  5,   78, 1, 2, 354988, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 932,  8,  6,   78, 1, 2, 375875, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 436,  5, 10,   78, 1, 2, 388673, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 938,  7,  7,   78, 1, 2, 381760, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 687,  5, 10,   78, 1, 2, 388890, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 964,  7,  7,   78, 1, 2, 381971, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 766,  7,  7,   78, 1, 2, 382032, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 635,  5, 10,   78, 1, 2, 389212, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 577,  8,  6,   78, 1, 2, 375727, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  96,  5, 10,   78, 1, 2, 388703, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 114,  5, 10,   78, 1, 2, 388992, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 851,  6,  8,   78, 1, 2, 375942, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  61,  8,  6,   78, 1, 2, 375723, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  92,  5, 10,   78, 1, 2, 388882, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 453,  6,  8,   78, 1, 2, 375656, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 287,  9,  5,   78, 1, 2, 355101, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 284,  9,  5,   78, 1, 2, 355051, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 283,  5,  9,   78, 1, 2, 355015, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 282,  6,  8,   78, 1, 2, 375682, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 470,  6,  8,   78, 1, 2, 375585, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  85,  7,  7,   78, 1, 2, 382135, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 559,  7,  7,   78, 1, 2, 381797, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  82,  7,  7,   78, 1, 2, 381847, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  83,  9,  5,   78, 1, 2, 355076, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 751,  6,  8,   78, 1, 2, 375859, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  54,  4, 12,   78, 1, 2, 375514, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 481,  5,  9,   78, 1, 2, 355029, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 140,  4, 11,   78, 1, 2, 347182, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 612,  7,  7,   78, 1, 2, 382008, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 408,  7,  7,   78, 1, 2, 381740, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 974,  9,  5,   78, 1, 2, 355079, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 410,  8,  6,   78, 1, 2, 375726, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 585,  7,  7,   78, 1, 2, 381630, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 564,  6,  8,   78, 1, 2, 375409, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 133,  9,  5,   78, 1, 2, 355060, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 971,  7,  7,   78, 1, 2, 381978, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 418,  5,  9,   78, 1, 2, 355010, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 420,  9,  5,   78, 1, 2, 354948, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 421,  5,  9,   78, 1, 2, 354965, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 424,  9,  5,   78, 1, 2, 354986, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 916,  7,  7,   78, 1, 2, 381686, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 557,  5,  9,   78, 1, 2, 355059, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 690,  8,  6,   78, 1, 2, 375814, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 859,  9,  5,   78, 1, 2, 355088, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 250,  6,  8,   78, 1, 2, 375613, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 120,  9,  5,   78, 1, 2, 355153, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 773,  8,  6,   78, 1, 2, 375735, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 650,  5,  9,   78, 1, 2, 355106, 9553.27, 1, 27.01, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 270,  7,  7,   79, 1, 2, 382006, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 328,  9,  5,   79, 1, 2, 354970, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 819,  5,  9,   79, 1, 2, 355047, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 847,  6,  8,   79, 1, 2, 375455, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 845,  6,  8,   79, 1, 2, 375558, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 305,  5,  9,   79, 1, 2, 355048, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 326,  6,  8,   79, 1, 2, 375688, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 715,  5,  9,   79, 1, 2, 355042, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 602,  6,  8,   79, 1, 2, 375862, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 535,  7,  7,   79, 1, 2, 381917, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 693,  5,  9,   79, 1, 2, 354995, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 826,  7,  7,   79, 1, 2, 382097, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 289,  8,  6,   79, 1, 2, 375528, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 291,  7,  7,   79, 1, 2, 381971, 9553.27, 1, 27.01, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 293,  6,  8,   79, 1, 2, 375823, 9553.27, 1, 27.01, 1: 51; 2: 14; 
