Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
02(559)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 466,  7,  7,   79, 1, 2, 381568, 10202.19, 84, 0.00, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 790,  6,  8,   96, 1, 4, 375645, 10202.19, 1, 35.29, 1: 44; 2: 14; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 780,  6,  8,   96, 1, 4, 375791, 10202.19, 1, 35.29, 1: 42; 2: 17; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 163,  8,  6,   96, 1, 4, 375585, 10202.19, 1, 35.29, 1: 43; 2: 15; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 628,  8,  6,   96, 1, 4, 375603, 10202.19, 1, 35.29, 1: 42; 2: 16; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 631,  4, 12,   96, 1, 4, 375448, 10202.19, 1, 35.29, 1: 41; 2: 18; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 177,  8,  6,   96, 1, 4, 375803, 10202.19, 1, 35.29, 1: 40; 2: 20; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 162,  6,  8,   97, 1, 4, 375387, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 610,  4, 12,   97, 1, 4, 375580, 10202.19, 1, 35.29, 1: 41; 2: 18; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 399,  8,  6,   97, 1, 4, 375514, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 592,  6,  8,   97, 1, 4, 375643, 10202.19, 1, 35.29, 1: 44; 2: 14; 3: 3; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 352,  8,  6,   97, 1, 4, 375728, 10202.19, 1, 35.29, 1: 40; 2: 20; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 378,  6,  8,   97, 1, 4, 375616, 10202.19, 1, 35.29, 1: 44; 2: 14; 3: 3; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 797,  6,  8,   97, 1, 4, 375679, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 579,  6,  8,   97, 1, 4, 375749, 10202.19, 1, 35.29, 1: 39; 2: 21; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 537,  6,  8,   97, 1, 4, 375784, 10202.19, 1, 35.29, 1: 43; 2: 15; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  40,  6,  8,   97, 1, 4, 375750, 10202.19, 1, 35.29, 1: 40; 2: 21; 3: 1; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 470,  6,  8,   97, 1, 4, 375582, 10202.19, 1, 35.29, 1: 39; 2: 22; 3: 2; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 822,  6,  8,   97, 1, 4, 375824, 10202.19, 1, 35.29, 1: 43; 2: 14; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 782,  6,  8,   97, 1, 4, 375596, 10202.19, 1, 35.29, 1: 42; 2: 18; 3: 1; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 437,  4, 12,   97, 1, 4, 375697, 10202.19, 1, 35.29, 1: 39; 2: 21; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 847,  6,  8,   97, 1, 4, 375374, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 598,  8,  6,   97, 1, 4, 375368, 10202.19, 1, 35.29, 1: 39; 2: 21; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 155,  8,  6,   97, 1, 4, 375298, 10202.19, 1, 35.29, 1: 43; 2: 14; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 362,  6,  8,   97, 1, 4, 375490, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 795,  6,  8,   98, 1, 4, 375292, 10202.19, 1, 35.29, 1: 41; 2: 18; 3: 3; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 923,  4, 12,   98, 1, 4, 375652, 10202.19, 1, 35.29, 1: 45; 2: 11; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 924,  8,  6,   98, 1, 4, 375491, 10202.19, 1, 35.29, 1: 41; 2: 19; 3: 1; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 932,  8,  6,   98, 1, 4, 375843, 10202.19, 1, 35.29, 1: 41; 2: 18; 3: 3; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 668,  5, 10,   98, 1, 4, 388666, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 187,  6,  8,   98, 1, 4, 375524, 10202.19, 1, 35.29, 1: 39; 2: 21; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 183,  8,  6,   98, 1, 4, 375610, 10202.19, 1, 35.29, 1: 42; 2: 15; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 144,  5, 10,   98, 1, 4, 388764, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 675,  4, 12,   98, 1, 4, 375606, 10202.19, 1, 35.29, 1: 37; 2: 24; 3: 3; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 734,  6,  8,   98, 1, 4, 375738, 10202.19, 1, 35.29, 1: 39; 2: 21; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 156,  4, 12,   98, 1, 4, 375620, 10202.19, 1, 35.29, 1: 38; 2: 22; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  62,  6,  8,   98, 1, 4, 375530, 10202.19, 1, 35.29, 1: 43; 2: 13; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 239,  8,  6,   98, 1, 4, 375825, 10202.19, 1, 35.29, 1: 39; 2: 22; 3: 1; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 635,  5, 10,   98, 1, 4, 388814, 10202.19, 1, 35.29, 1: 37; 2: 24; 3: 3; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 613,  6,  8,   98, 1, 4, 375612, 10202.19, 1, 35.29, 1: 42; 2: 15; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 884,  8,  6,   98, 1, 4, 375669, 10202.19, 1, 35.29, 1: 42; 2: 16; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 967,  8,  6,   98, 1, 4, 375503, 10202.19, 1, 35.29, 1: 39; 2: 20; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 350,  5, 10,   98, 1, 4, 389052, 10202.19, 1, 35.29, 1: 41; 2: 16; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 770,  6,  8,   98, 1, 4, 375637, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 983,  8,  6,   98, 1, 4, 375639, 10202.19, 1, 35.29, 1: 43; 2: 15; 3: 3; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 297,  6,  8,   98, 1, 4, 375751, 10202.19, 1, 35.29, 1: 40; 2: 20; 3: 2; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 240,  8,  6,   98, 1, 4, 375746, 10202.19, 1, 35.29, 1: 42; 2: 15; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 621,  6,  8,   99, 1, 4, 375534, 10202.19, 1, 35.29, 1: 41; 2: 17; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  38,  5, 10,   99, 1, 4, 389167, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 3; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 714,  4, 12,   99, 1, 4, 375571, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 941,  4, 12,   99, 1, 4, 375564, 10202.19, 1, 35.29, 1: 37; 2: 23; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 310,  4, 12,   99, 1, 4, 375615, 10202.19, 1, 35.29, 1: 42; 2: 15; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 282,  6,  8,   99, 1, 4, 375831, 10202.19, 1, 35.29, 1: 39; 2: 20; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 279,  4, 12,   99, 1, 4, 375579, 10202.19, 1, 35.29, 1: 43; 2: 12; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 680,  5, 10,   99, 1, 4, 388887, 10202.19, 1, 35.29, 1: 38; 2: 22; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 633,  8,  6,   99, 1, 4, 375674, 10202.19, 1, 35.29, 1: 43; 2: 14; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 713,  5, 10,   99, 1, 4, 388908, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 3; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 237,  8,  6,   99, 1, 4, 375708, 10202.19, 1, 35.29, 1: 42; 2: 16; 3: 3; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 417,  5, 10,   99, 1, 4, 388792, 10202.19, 1, 35.29, 1: 38; 2: 22; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 410,  8,  6,   99, 1, 4, 375601, 10202.19, 1, 35.29, 1: 41; 2: 17; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  54,  4, 12,   99, 1, 4, 375649, 10202.19, 1, 35.29, 1: 43; 2: 13; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 339,  6,  8,   99, 1, 4, 375750, 10202.19, 1, 35.29, 1: 42; 2: 15; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 194,  8,  6,   99, 1, 4, 375562, 10202.19, 1, 35.29, 1: 39; 2: 21; 3: 2; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 260,  5, 10,   99, 1, 4, 388777, 10202.19, 1, 35.29, 1: 39; 2: 20; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 259,  4, 12,   99, 1, 4, 375576, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 256,  4, 12,   99, 1, 4, 375968, 10202.19, 1, 35.29, 1: 37; 2: 23; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 203,  8,  6,   99, 1, 4, 375596, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 208,  8,  6,   99, 1, 4, 375626, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 3; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 384,  5, 10,   99, 1, 4, 388789, 10202.19, 1, 35.29, 1: 41; 2: 16; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  32,  6,  8,   99, 1, 4, 375314, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 221,  8,  6,   99, 1, 4, 375740, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 228,  4, 12,   99, 1, 4, 375934, 10202.19, 1, 35.29, 1: 37; 2: 23; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 231,  5, 10,   99, 1, 4, 388972, 10202.19, 1, 35.29, 1: 41; 2: 17; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 602,  6,  8,   99, 1, 4, 375774, 10202.19, 1, 35.29, 1: 41; 2: 15; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 945,  8,  6,   99, 1, 4, 375467, 10202.19, 1, 35.29, 1: 39; 2: 20; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 699,  6,  8,   99, 1, 4, 375448, 10202.19, 1, 35.29, 1: 44; 2: 12; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 110,  6,  8,   99, 1, 4, 375423, 10202.19, 1, 35.29, 1: 37; 2: 24; 3: 2; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 708,  6,  8,   99, 1, 4, 375952, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 802,  4, 12,   99, 1, 4, 375225, 10202.19, 1, 35.29, 1: 41; 2: 16; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 701,  4, 12,   99, 1, 4, 375693, 10202.19, 1, 35.29, 1: 38; 2: 22; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 808,  6,  8,   99, 1, 4, 375644, 10202.19, 1, 35.29, 1: 42; 2: 13; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 935,  8,  6,  100, 1, 4, 375633, 10202.19, 1, 35.29, 1: 42; 2: 15; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 347,  8,  6,  100, 1, 4, 375698, 10202.19, 1, 35.29, 1: 43; 2: 12; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 553,  8,  6,  100, 1, 4, 375918, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  98,  6,  8,  100, 1, 4, 375735, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 939,  5, 10,  100, 1, 4, 389027, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 238,  8,  6,  100, 1, 4, 375540, 10202.19, 1, 35.29, 1: 39; 2: 20; 3: 3; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 912,  8,  6,  100, 1, 4, 375625, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 821,  4, 12,  100, 1, 4, 375818, 10202.19, 1, 35.29, 1: 39; 2: 18; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 497,  4, 12,  100, 1, 4, 375742, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  96,  5, 10,  100, 1, 4, 388779, 10202.19, 1, 35.29, 1: 41; 2: 16; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 737,  8,  6,  100, 1, 4, 375607, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 988,  8,  6,  100, 1, 4, 375467, 10202.19, 1, 35.29, 1: 38; 2: 21; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  49,  4, 12,  100, 1, 4, 375747, 10202.19, 1, 35.29, 1: 42; 2: 14; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 402,  4, 12,  100, 1, 4, 375795, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 391,  6,  8,  100, 1, 4, 375590, 10202.19, 1, 35.29, 1: 38; 2: 20; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  21,  4, 12,  100, 1, 4, 375823, 10202.19, 1, 35.29, 1: 38; 2: 21; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 587,  4, 12,  100, 1, 4, 375566, 10202.19, 1, 35.29, 1: 39; 2: 18; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 197,  8,  6,  100, 1, 4, 375681, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 141,  4, 12,  100, 1, 4, 375334, 10202.19, 1, 35.29, 1: 38; 2: 21; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 781,  6,  8,  100, 1, 4, 375779, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 630,  5, 10,  100, 1, 4, 389008, 10202.19, 1, 35.29, 1: 41; 2: 16; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 806,  4, 12,  100, 1, 4, 375788, 10202.19, 0, 35.29, 1: 37; 2: 23; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 452,  5, 10,  100, 1, 4, 388864, 10202.19, 1, 35.29, 1: 38; 2: 20; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 904,  4, 12,  100, 1, 4, 375527, 10202.19, 1, 35.29, 1: 36; 2: 24; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 887,  8,  6,  100, 1, 4, 375604, 10202.19, 1, 35.29, 1: 37; 2: 23; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 482,  4, 12,  100, 1, 4, 375510, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 577,  8,  6,  100, 1, 4, 375783, 10202.19, 1, 35.29, 1: 42; 2: 14; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 455,  5, 10,  100, 1, 4, 388913, 10202.19, 1, 35.29, 1: 42; 2: 14; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 944,  8,  6,  100, 1, 4, 375658, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 894,  5, 10,  101, 1, 4, 388908, 10202.19, 1, 35.29, 1: 39; 2: 18; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 4, 381749, 10202.19, 1, 35.29, 1: 37; 2: 21; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 504,  8,  6,  101, 1, 4, 375560, 10202.19, 1, 35.29, 1: 41; 2: 16; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 666,  5, 10,  101, 1, 4, 389052, 10202.19, 1, 35.29, 1: 38; 2: 20; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  75,  4, 12,  101, 1, 4, 375776, 10202.19, 1, 35.29, 1: 38; 2: 19; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 506,  4, 12,  101, 1, 4, 375803, 10202.19, 1, 35.29, 1: 42; 2: 13; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 746,  5, 10,  101, 1, 4, 388828, 10202.19, 1, 35.29, 1: 39; 2: 20; 3: 2; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 869,  5, 10,  101, 1, 4, 388674, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 966,  5, 10,  101, 1, 4, 388827, 10202.19, 1, 35.29, 1: 37; 2: 21; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 986,  8,  6,  101, 1, 4, 375441, 10202.19, 1, 35.29, 1: 37; 2: 23; 3: 2; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 660,  4, 12,  101, 1, 4, 375791, 10202.19, 1, 35.29, 1: 40; 2: 16; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 608,  4, 12,  101, 1, 4, 375453, 10202.19, 1, 35.29, 1: 37; 2: 22; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 793,  5, 10,  101, 1, 4, 388286, 10202.19, 1, 35.29, 1: 38; 2: 20; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 224,  5, 10,  101, 1, 4, 388596, 10202.19, 0, 35.29, 1: 38; 2: 20; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 230,  8,  6,  101, 1, 4, 375709, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 785,  4, 12,  101, 1, 4, 375832, 10202.19, 1, 35.29, 1: 36; 2: 24; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  86,  4, 12,  101, 1, 4, 375786, 10202.19, 1, 35.29, 1: 38; 2: 19; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  42,  8,  6,  101, 1, 4, 375227, 10202.19, 1, 35.29, 1: 35; 2: 25; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 704,  4, 12,  101, 1, 4, 375644, 10202.19, 1, 35.29, 1: 36; 2: 23; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 646,  6,  8,  101, 1, 4, 375366, 10202.19, 1, 35.29, 1: 39; 2: 17; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 249,  4, 12,  101, 1, 4, 375547, 10202.19, 1, 35.29, 1: 34; 2: 27; 3: 3; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 883,  6,  8,  101, 1, 4, 375760, 10202.19, 1, 35.29, 1: 40; 2: 16; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 190,  8,  6,  101, 1, 4, 375692, 10202.19, 1, 35.29, 1: 41; 2: 16; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 467,  6,  8,  101, 1, 4, 375758, 10202.19, 1, 35.29, 1: 38; 2: 21; 3: 3; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 449,  8,  6,  101, 1, 4, 375529, 10202.19, 1, 35.29, 1: 39; 2: 18; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 447,  4, 12,  101, 1, 4, 375419, 10202.19, 0, 35.29, 1: 36; 2: 23; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 946,  4, 12,  101, 1, 4, 375676, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 584,  8,  6,  101, 1, 4, 375591, 10202.19, 1, 35.29, 1: 37; 2: 21; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 855,  4, 12,  101, 1, 4, 375870, 10202.19, 1, 35.29, 1: 38; 2: 19; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 757,  4, 12,  101, 1, 4, 375586, 10202.19, 1, 35.29, 1: 42; 2: 13; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 943,  5, 10,  101, 1, 4, 388955, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 669,  5, 10,  101, 1, 4, 388921, 10202.19, 1, 35.29, 1: 39; 2: 20; 3: 2; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 848,  8,  6,  101, 1, 4, 375492, 10202.19, 1, 35.29, 1: 43; 2: 12; 3: 6; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 824,  5, 10,  101, 1, 4, 388699, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 615,  6,  8,  102, 1, 4, 375617, 10202.19, 1, 35.29, 1: 38; 2: 20; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 268,  6,  8,  102, 1, 4, 375510, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 572,  8,  6,  102, 1, 4, 375683, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 3; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 443,  4, 12,  102, 1, 4, 375575, 10202.19, 1, 35.29, 1: 38; 2: 19; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  48,  8,  6,  102, 1, 4, 375652, 10202.19, 1, 35.29, 1: 38; 2: 19; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 513,  5, 10,  102, 1, 4, 389255, 10202.19, 1, 35.29, 1: 37; 2: 21; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 327,  4, 12,  102, 1, 4, 375565, 10202.19, 1, 35.29, 1: 37; 2: 21; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 119,  4, 12,  102, 1, 4, 375687, 10202.19, 1, 35.29, 1: 36; 2: 22; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 636,  4, 12,  102, 1, 4, 375790, 10202.19, 1, 35.29, 1: 38; 2: 21; 3: 2; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 241,  4, 12,  102, 1, 4, 375771, 10202.19, 1, 35.29, 1: 39; 2: 18; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  90,  4, 12,  102, 1, 4, 375753, 10202.19, 1, 35.29, 1: 38; 2: 18; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 516,  7,  7,  102, 1, 4, 381906, 10202.19, 1, 35.29, 1: 37; 2: 20; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 576,  4, 12,  102, 1, 4, 375777, 10202.19, 1, 35.29, 1: 39; 2: 17; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 733,  5, 10,  102, 1, 4, 389075, 10202.19, 1, 35.29, 1: 38; 2: 19; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 253,  8,  6,  102, 1, 4, 375630, 10202.19, 1, 35.29, 1: 40; 2: 16; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 841,  4, 12,  102, 1, 4, 375758, 10202.19, 1, 35.29, 1: 40; 2: 14; 3: 10; 4: 1; 
