Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
03(276)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  102, 1, 3, 382042, 9216.06, 0, 0.00, 1: 35; 2: 23; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 447,  4, 12,  123, 1, 5, 375786, 9216.06, 0, 0.00, 1: 23; 2: 28; 3: 13; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 170,  4, 12,  123, 1, 5, 375643, 9216.06, 82, 0.00, 1: 25; 2: 27; 3: 9; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 576,  4, 12,  119, 1, 6, 375676, 9216.06, 64, 0.00, 1: 28; 2: 25; 3: 9; 4: 2; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 740,  4, 12,  120, 1, 6, 375707, 9216.06, 0, 0.00, 1: 27; 2: 26; 3: 9; 4: 2; 6: 1; 
Number of not routing: 1 (0.10%)
after: 
13(54)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 950,  7,  7,  104, 1, 3, 382004, 9216.06, 1, 31.57, 1: 36; 2: 19; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 602,  6,  8,  102, 1, 3, 375608, 9216.06, 1, 31.57, 1: 35; 2: 23; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 950,  7,  7,  104, 1, 3, 382004, 9216.06, 1, 31.57, 1: 36; 2: 19; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 343,  7,  7,  105, 1, 3, 381971, 9216.06, 1, 31.57, 1: 33; 2: 24; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 214,  7,  7,  105, 1, 3, 381822, 9216.06, 1, 31.57, 1: 33; 2: 24; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 808,  6,  8,  105, 1, 3, 375576, 9216.06, 1, 31.57, 1: 31; 2: 28; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 854,  7,  7,  106, 1, 3, 381926, 9216.06, 1, 31.57, 1: 30; 2: 29; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 960,  6,  8,  106, 1, 3, 375523, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  93,  6,  8,  107, 1, 3, 375755, 9216.06, 1, 31.57, 1: 34; 2: 20; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 845,  6,  8,  107, 1, 3, 375685, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 519,  6,  8,  107, 1, 3, 375608, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 931,  6,  8,  107, 1, 3, 375611, 9216.06, 1, 31.57, 1: 33; 2: 22; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 989,  6,  8,  107, 1, 3, 375574, 9216.06, 1, 31.57, 1: 30; 2: 28; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 661,  6,  8,  108, 1, 3, 375654, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 651,  5, 10,  108, 1, 3, 388944, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 918,  6,  8,  108, 1, 3, 375661, 9216.06, 1, 31.57, 1: 27; 2: 33; 3: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 269,  5, 10,  108, 1, 3, 388841, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 726,  6,  8,  108, 1, 3, 375808, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 708,  6,  8,  108, 1, 3, 375624, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 888,  5,  9,  108, 1, 3, 355092, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 270,  7,  7,  109, 1, 3, 382067, 9216.06, 1, 31.57, 1: 28; 2: 30; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 579,  6,  8,  109, 1, 3, 375700, 9216.06, 1, 31.57, 1: 27; 2: 32; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 615,  6,  8,  109, 1, 3, 375629, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 876,  7,  7,  109, 1, 3, 382291, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 109,  6,  8,  109, 1, 3, 375633, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 304,  8,  6,  109, 1, 3, 375732, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 297,  6,  8,  110, 1, 3, 375613, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 974,  9,  5,  110, 1, 3, 355080, 9216.06, 1, 31.57, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 731,  5,  9,  110, 1, 3, 355065, 9216.06, 1, 31.57, 1: 27; 2: 31; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 978,  5,  9,  110, 1, 3, 355084, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 996,  8,  6,  110, 1, 3, 375694, 9216.06, 1, 31.57, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,  110, 1, 3, 355072, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 910,  5,  9,  110, 1, 3, 355043, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  19,  7,  7,  110, 1, 3, 381861, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 431,  7,  7,  110, 1, 3, 381911, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 795,  6,  8,  110, 1, 3, 375606, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 332,  5, 10,  112, 1, 3, 388850, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 758,  7,  7,  112, 1, 3, 382149, 9216.06, 1, 31.57, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 462,  5,  9,  112, 1, 3, 355024, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 647,  9,  5,  112, 1, 3, 355047, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 689,  5,  9,  112, 1, 3, 355035, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 680,  5, 10,  112, 1, 3, 388692, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  11,  5, 10,  113, 1, 3, 388915, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 776,  5, 10,  113, 1, 3, 388931, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 616,  5, 10,  113, 1, 3, 388714, 9216.06, 1, 31.57, 1: 30; 2: 22; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 113,  5, 10,  114, 1, 3, 388938, 9216.06, 1, 31.57, 1: 29; 2: 23; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 906,  5,  9,  114, 1, 3, 355039, 9216.06, 1, 31.57, 1: 24; 2: 33; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 350,  5, 10,  115, 1, 3, 388966, 9216.06, 1, 31.57, 1: 24; 2: 32; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 250,  6,  8,  115, 1, 3, 375584, 9216.06, 1, 31.57, 1: 24; 2: 32; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  78,  5, 10,  115, 1, 3, 388901, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 963,  5,  9,  115, 1, 3, 355074, 9216.06, 1, 31.57, 1: 23; 2: 34; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 182,  5,  9,  116, 1, 3, 355042, 9216.06, 1, 31.57, 1: 22; 2: 35; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 878,  4, 11,  117, 1, 3, 347182, 9216.06, 1, 31.57, 1: 27; 2: 24; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 563,  4, 11,  119, 1, 3, 347182, 9216.06, 1, 31.57, 1: 26; 2: 24; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 411,  4, 12,  119, 1, 3, 375752, 9216.06, 1, 31.57, 1: 25; 2: 26; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 822,  6,  8,  103, 1, 4, 375656, 9216.06, 1, 31.57, 1: 35; 2: 23; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 203,  8,  6,  104, 1, 4, 375746, 9216.06, 1, 31.57, 1: 36; 2: 21; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 104,  7,  7,  104, 1, 4, 382010, 9216.06, 1, 31.57, 1: 35; 2: 23; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 667,  6,  8,  105, 1, 4, 375691, 9216.06, 1, 31.57, 1: 33; 2: 25; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 314,  7,  7,  105, 1, 4, 381937, 9216.06, 1, 31.57, 1: 33; 2: 25; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  29,  6,  8,  105, 1, 4, 375492, 9216.06, 1, 31.57, 1: 33; 2: 25; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 466,  7,  7,  106, 1, 4, 381964, 9216.06, 1, 31.57, 1: 33; 2: 24; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 336,  7,  7,  106, 1, 4, 381922, 9216.06, 1, 31.57, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 340,  7,  7,  106, 1, 4, 382036, 9216.06, 1, 31.57, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 964,  7,  7,  106, 1, 4, 381884, 9216.06, 1, 31.57, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 938,  7,  7,  106, 1, 4, 382017, 9216.06, 1, 31.57, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  56,  7,  7,  106, 1, 4, 381806, 9216.06, 1, 31.57, 1: 34; 2: 22; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 707,  5,  9,  106, 1, 4, 355065, 9216.06, 1, 31.57, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 685,  8,  6,  106, 1, 4, 375697, 9216.06, 1, 31.57, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 736,  8,  6,  106, 1, 4, 375505, 9216.06, 1, 31.57, 1: 33; 2: 24; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 834,  8,  6,  107, 1, 4, 375549, 9216.06, 1, 31.57, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 377,  7,  7,  107, 1, 4, 381920, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 711,  8,  6,  107, 1, 4, 375631, 9216.06, 1, 31.57, 1: 34; 2: 21; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 710,  7,  7,  107, 1, 4, 382156, 9216.06, 1, 31.57, 1: 31; 2: 27; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 690,  8,  6,  107, 1, 4, 375713, 9216.06, 1, 31.57, 1: 34; 2: 21; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 922,  7,  7,  107, 1, 4, 382031, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 293,  6,  8,  107, 1, 4, 375673, 9216.06, 1, 31.57, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 569,  7,  7,  107, 1, 4, 381843, 9216.06, 1, 31.57, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 574,  7,  7,  107, 1, 4, 382063, 9216.06, 1, 31.57, 1: 35; 2: 20; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  107, 1, 4, 381931, 9216.06, 1, 31.57, 1: 33; 2: 25; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 253,  8,  6,  107, 1, 4, 375572, 9216.06, 1, 31.57, 1: 32; 2: 26; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 568,  6,  8,  108, 1, 4, 375743, 9216.06, 1, 31.57, 1: 30; 2: 29; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 389,  6,  8,  108, 1, 4, 375503, 9216.06, 1, 31.57, 1: 32; 2: 24; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 160,  5, 10,  108, 1, 4, 388940, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 695,  6,  8,  108, 1, 4, 375646, 9216.06, 1, 31.57, 1: 30; 2: 28; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 862,  6,  8,  108, 1, 4, 375731, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 326,  6,  8,  108, 1, 4, 375492, 9216.06, 1, 31.57, 1: 29; 2: 30; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 927,  7,  7,  108, 1, 4, 382025, 9216.06, 1, 31.57, 1: 33; 2: 22; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 770,  6,  8,  108, 1, 4, 375592, 9216.06, 1, 31.57, 1: 30; 2: 29; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 612,  7,  7,  108, 1, 4, 381859, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  32,  6,  8,  108, 1, 4, 375470, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 646,  6,  8,  108, 1, 4, 375698, 9216.06, 1, 31.57, 1: 31; 2: 27; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 212,  8,  6,  108, 1, 4, 375694, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 914,  6,  8,  108, 1, 4, 375708, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 715,  5,  9,  109, 1, 4, 355075, 9216.06, 1, 31.57, 1: 28; 2: 31; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 369,  6,  8,  109, 1, 4, 375697, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 265,  7,  7,  109, 1, 4, 381665, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 153,  6,  8,  109, 1, 4, 375486, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 319,  5,  9,  109, 1, 4, 355039, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 186,  7,  7,  109, 1, 4, 381956, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 227,  7,  7,  109, 1, 4, 382081, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 973,  5,  9,  109, 1, 4, 355065, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 618,  7,  7,  109, 1, 4, 382081, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 980,  7,  7,  109, 1, 4, 381720, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 590,  8,  6,  109, 1, 4, 375660, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 585,  7,  7,  109, 1, 4, 382028, 9216.06, 1, 31.57, 1: 30; 2: 28; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 778,  7,  7,  109, 1, 4, 382051, 9216.06, 1, 31.57, 1: 28; 2: 31; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 982,  7,  7,  109, 1, 4, 381815, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 557,  5,  9,  109, 1, 4, 355070, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 682,  6,  8,  109, 1, 4, 375731, 9216.06, 1, 31.57, 1: 30; 2: 28; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 800,  7,  7,  109, 1, 4, 381839, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 812,  5, 10,  109, 1, 4, 388829, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 990,  5, 10,  109, 1, 4, 388991, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  79,  5, 10,  109, 1, 4, 388910, 9216.06, 1, 31.57, 1: 32; 2: 25; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 849,  7,  7,  109, 1, 4, 381918, 9216.06, 1, 31.57, 1: 29; 2: 30; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 957,  7,  7,  109, 1, 4, 381822, 9216.06, 1, 31.57, 1: 32; 2: 24; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 712,  7,  7,  109, 1, 4, 382003, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 838,  5,  9,  109, 1, 4, 355082, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 699,  6,  8,  109, 1, 4, 375703, 9216.06, 1, 31.57, 1: 29; 2: 30; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 832,  8,  6,  109, 1, 4, 375647, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 457,  6,  8,  109, 1, 4, 375660, 9216.06, 1, 31.57, 1: 28; 2: 31; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 662,  6,  8,  110, 1, 4, 375573, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 649,  5, 10,  110, 1, 4, 388730, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 747,  7,  7,  110, 1, 4, 381994, 9216.06, 1, 31.57, 1: 33; 2: 22; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 286,  7,  7,  110, 1, 4, 382063, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 637,  5,  9,  110, 1, 4, 355064, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 622,  8,  6,  110, 1, 4, 375662, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 727,  6,  8,  110, 1, 4, 375661, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 687,  5, 10,  110, 1, 4, 388911, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 168,  7,  7,  110, 1, 4, 381877, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 152,  7,  7,  110, 1, 4, 381975, 9216.06, 1, 31.57, 1: 28; 2: 31; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 620,  5, 10,  110, 1, 4, 388948, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  110, 1, 4, 381897, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 798,  7,  7,  110, 1, 4, 381841, 9216.06, 1, 31.57, 1: 32; 2: 24; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 368,  5,  9,  110, 1, 4, 355035, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 366,  5,  9,  110, 1, 4, 355050, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 391,  6,  8,  110, 1, 4, 375636, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 840,  6,  8,  110, 1, 4, 375650, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 425,  5, 10,  110, 1, 4, 389057, 9216.06, 1, 31.57, 1: 32; 2: 24; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 463,  7,  7,  110, 1, 4, 381725, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 824,  5, 10,  110, 1, 4, 388726, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 514,  6,  8,  110, 1, 4, 375680, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 617,  7,  7,  110, 1, 4, 382010, 9216.06, 1, 31.57, 1: 33; 2: 20; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 886,  7,  7,  110, 1, 4, 381955, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 535,  7,  7,  110, 1, 4, 382125, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 553,  8,  6,  110, 1, 4, 375526, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 559,  7,  7,  110, 1, 4, 382052, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 288,  5,  9,  110, 1, 4, 355057, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 384,  5, 10,  110, 1, 4, 388724, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 255,  5, 10,  110, 1, 4, 388874, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 597,  5,  9,  110, 1, 4, 354998, 9216.06, 1, 31.57, 1: 28; 2: 30; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 150,  6,  8,  110, 1, 4, 375664, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  58,  5, 10,  110, 1, 4, 388837, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  22,  7,  7,  110, 1, 4, 381900, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 944,  8,  6,  110, 1, 4, 375800, 9216.06, 1, 31.57, 1: 30; 2: 28; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 125,  5,  9,  111, 1, 4, 354980, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 177,  8,  6,  111, 1, 4, 375616, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 179,  6,  8,  111, 1, 4, 375696, 9216.06, 1, 31.57, 1: 27; 2: 31; 3: 6; 4: 1; 
