Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
3(298)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 876,  7,  8,  130, 0, 3, 439272, 9033.49, 50, 0.00, 0: 8; 1: 53; 2: 31; 3: 5; 
Differentiation_of_T_lymphocytes, 856,  5, 11,  138, 0, 4, 432074, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 34; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 330,  5, 12,  138, 0, 4, 464055, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 32; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 425,  5, 12,  138, 0, 4, 464335, 9033.49, 1, 45.96, 0: 8; 1: 50; 2: 31; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 137,  7,  8,  139, 0, 4, 439205, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 33; 3: 4; 4: 3; 
Differentiation_of_T_lymphocytes, 360,  5, 12,  139, 0, 4, 463773, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 39; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 249,  5, 12,  139, 0, 4, 463927, 9033.49, 1, 45.96, 0: 8; 1: 51; 2: 29; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 633,  5, 11,  139, 0, 4, 432299, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 33; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  139, 0, 4, 432170, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 35; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 116,  7,  8,  139, 0, 4, 439338, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 33; 3: 4; 4: 3; 
Differentiation_of_T_lymphocytes, 913,  5, 10,  139, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 51; 2: 28; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 792,  7,  8,  139, 0, 4, 439276, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 31; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 859,  8,  7,  139, 0, 4, 439158, 9033.49, 0, 45.96, 0: 8; 1: 49; 2: 33; 3: 4; 4: 3; 
Differentiation_of_T_lymphocytes, 728,  6,  9,  140, 0, 4, 426012, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 33; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 569,  7,  8,  140, 0, 4, 439186, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 33; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes,   5,  6,  9,  140, 0, 4, 426092, 9033.49, 1, 45.96, 0: 8; 1: 50; 2: 29; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 686,  6,  9,  140, 0, 4, 426048, 9033.49, 0, 45.96, 0: 8; 1: 48; 2: 33; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 202,  9,  6,  141, 0, 4, 426025, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 33; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 905,  7,  8,  141, 0, 4, 439352, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 36; 3: 5; 4: 2; 
Differentiation_of_T_lymphocytes, 298,  6,  9,  141, 0, 4, 425992, 9033.49, 1, 45.96, 0: 8; 1: 51; 2: 26; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 447,  5, 10,  141, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 36; 3: 5; 4: 2; 
Differentiation_of_T_lymphocytes, 617,  8,  7,  141, 0, 4, 439080, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 35; 3: 4; 4: 3; 
Differentiation_of_T_lymphocytes, 618,  5, 12,  141, 0, 4, 464165, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 34; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 344,  5, 11,  141, 0, 4, 432221, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 39; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 229,  7,  8,  142, 0, 4, 439212, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 35; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 403,  8,  7,  142, 0, 4, 439270, 9033.49, 0, 45.96, 0: 8; 1: 48; 2: 32; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 787,  7,  8,  142, 0, 4, 439181, 9033.49, 0, 45.96, 0: 8; 1: 50; 2: 29; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 575,  8,  7,  142, 0, 4, 439166, 9033.49, 1, 45.96, 0: 8; 1: 50; 2: 29; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 776,  6,  9,  142, 0, 4, 425978, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 32; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 110,  8,  7,  142, 0, 4, 439225, 9033.49, 1, 45.96, 0: 8; 1: 51; 2: 27; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 164,  6,  9,  142, 0, 4, 425985, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 36; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 750,  5, 12,  142, 0, 4, 463808, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 34; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 238,  5, 12,  142, 0, 4, 463952, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 30; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 278,  5, 12,  142, 0, 4, 464086, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 35; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 942,  5, 10,  142, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 31; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 318,  5, 11,  142, 0, 4, 432223, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 34; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 825,  7,  8,  142, 0, 4, 439078, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 34; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 813,  7,  8,  142, 0, 4, 439126, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 34; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes,  36,  7,  8,  142, 0, 4, 439274, 9033.49, 0, 45.96, 0: 8; 1: 48; 2: 32; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 757,  5, 10,  143, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 33; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 500,  8,  7,  143, 0, 4, 439267, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 29; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 427,  7,  8,  143, 0, 4, 439180, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 30; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 823,  7,  8,  143, 0, 4, 439235, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 36; 3: 3; 4: 4; 
Differentiation_of_T_lymphocytes, 183,  5, 12,  143, 0, 4, 464101, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 34; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 586,  8,  7,  143, 0, 4, 439058, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 33; 3: 3; 4: 5; 
Differentiation_of_T_lymphocytes, 303,  5, 11,  143, 0, 4, 432214, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 29; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 598,  7,  8,  143, 0, 4, 439104, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 30; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 300,  5, 12,  143, 0, 4, 463811, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 32; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 266,  7,  8,  143, 0, 4, 439285, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 31; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 946,  6,  9,  143, 0, 4, 426126, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 30; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 281,  6,  9,  144, 0, 4, 426145, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 36; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 826,  9,  6,  144, 0, 4, 425947, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 33; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 836,  7,  8,  144, 0, 4, 439235, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 30; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 167,  5, 11,  144, 0, 4, 432194, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 31; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 711,  5, 10,  144, 0, 4, 395675, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 31; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 272,  8,  7,  144, 0, 4, 439249, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 30; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes,   0,  5, 10,  144, 0, 4, 395675, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 35; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 309,  5, 10,  144, 0, 4, 395675, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 35; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 547,  6,  9,  144, 0, 4, 426051, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 31; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 454,  8,  7,  144, 0, 4, 439316, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 34; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 493,  6,  9,  144, 0, 4, 425970, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 30; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 470,  8,  7,  144, 0, 4, 439099, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 41; 3: 4; 4: 2; 
Differentiation_of_T_lymphocytes,  34,  5, 11,  144, 0, 4, 432123, 9033.49, 0, 45.96, 0: 8; 1: 48; 2: 29; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 920,  8,  7,  144, 0, 4, 439171, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 35; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 680,  8,  7,  145, 0, 4, 439248, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 27; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 524,  7,  8,  145, 0, 4, 439241, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 32; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 578,  5, 10,  145, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 31; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 808,  5, 10,  145, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 37; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 407,  5, 12,  145, 0, 4, 464197, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 30; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 592,  5, 12,  145, 0, 4, 464201, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 34; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 969,  7,  8,  145, 0, 4, 439275, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 30; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 849,  6,  9,  145, 0, 4, 426086, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 29; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 139,  7,  8,  145, 0, 4, 439221, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 33; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 396,  5, 12,  145, 0, 4, 463747, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 27; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes,   3,  7,  8,  145, 0, 4, 439241, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 34; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 534,  6,  9,  145, 0, 4, 426013, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 29; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes,  32,  5, 11,  145, 0, 4, 432153, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 33; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 355,  8,  7,  145, 0, 4, 439187, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 38; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 715,  7,  8,  146, 0, 4, 439250, 9033.49, 1, 45.96, 0: 8; 1: 51; 2: 25; 3: 7; 4: 6; 
Differentiation_of_T_lymphocytes,  53,  8,  7,  146, 0, 4, 439211, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 33; 3: 3; 4: 6; 
Differentiation_of_T_lymphocytes,  72,  6,  9,  146, 0, 4, 426112, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 32; 3: 5; 4: 5; 
Differentiation_of_T_lymphocytes, 901,  5, 11,  146, 0, 4, 432230, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 31; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 410,  5, 11,  146, 0, 4, 432208, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 31; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 753,  8,  7,  146, 0, 4, 439216, 9033.49, 0, 45.96, 0: 8; 1: 48; 2: 30; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 166,  9,  6,  146, 0, 4, 426126, 9033.49, 0, 45.96, 0: 8; 1: 44; 2: 35; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 301,  5, 11,  146, 0, 4, 432083, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 30; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 883,  8,  7,  146, 0, 4, 439349, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 34; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 877,  5, 12,  146, 0, 4, 464237, 9033.49, 0, 45.96, 0: 8; 1: 44; 2: 36; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 442,  8,  7,  146, 0, 4, 438908, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 31; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 198,  5, 11,  146, 0, 4, 432025, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 38; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 785,  7,  8,  146, 0, 4, 439422, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 27; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 357,  5, 11,  146, 0, 4, 432062, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 31; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes,  65,  5, 11,  146, 0, 4, 432230, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 32; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 445,  9,  6,  146, 0, 4, 426193, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 37; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 886,  5, 10,  146, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 33; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 761,  6,  9,  146, 0, 4, 426133, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 37; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 734,  5, 11,  147, 0, 4, 431992, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 32; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 613,  5, 10,  147, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 33; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 594,  9,  6,  147, 0, 4, 426044, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 30; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 184,  6,  9,  147, 0, 4, 426159, 9033.49, 0, 45.96, 0: 8; 1: 44; 2: 35; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 727,  9,  6,  147, 0, 4, 426087, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 29; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 191,  9,  6,  147, 0, 4, 426087, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 37; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 244,  7,  8,  147, 0, 4, 439224, 9033.49, 0, 45.96, 0: 8; 1: 41; 2: 40; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 479,  6,  9,  147, 0, 4, 426062, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 31; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 422,  5, 12,  147, 0, 4, 464005, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 32; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 845,  5, 12,  147, 0, 4, 464307, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 29; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 943,  5, 10,  147, 0, 4, 395675, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 36; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 838,  5, 12,  147, 0, 4, 463879, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 39; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 526,  8,  7,  147, 0, 4, 439283, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 32; 3: 4; 4: 6; 
Differentiation_of_T_lymphocytes, 768,  8,  7,  148, 0, 4, 439256, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 40; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 342,  9,  6,  148, 0, 4, 426020, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 31; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 672,  6,  9,  148, 0, 4, 426120, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 31; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 631,  5, 10,  148, 0, 4, 395675, 9033.49, 0, 45.96, 0: 8; 1: 39; 2: 42; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 296,  5, 12,  148, 0, 4, 463768, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 28; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 226,  5, 12,  148, 0, 4, 463751, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 26; 3: 9; 4: 5; 
Differentiation_of_T_lymphocytes, 870,  7,  8,  148, 0, 4, 439222, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 31; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 504,  7,  8,  148, 0, 4, 439031, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 33; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 741,  5, 10,  148, 0, 4, 395675, 9033.49, 0, 45.96, 0: 8; 1: 39; 2: 42; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 579,  5, 10,  148, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 32; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes,  90,  8,  7,  148, 0, 4, 439227, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 33; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes,  35,  8,  7,  148, 0, 4, 439259, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 32; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 133,  6,  9,  148, 0, 4, 426052, 9033.49, 0, 45.96, 0: 8; 1: 44; 2: 34; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 449,  6,  9,  149, 0, 4, 426058, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 39; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 832,  7,  8,  149, 0, 4, 439118, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 30; 3: 6; 4: 6; 
Differentiation_of_T_lymphocytes, 962,  6,  9,  149, 0, 4, 426108, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 31; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 872,  6,  9,  149, 0, 4, 426008, 9033.49, 0, 45.96, 0: 8; 1: 44; 2: 33; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 619,  6,  9,  149, 0, 4, 426020, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 39; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 405,  4, 14,  149, 0, 4, 439239, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 25; 3: 13; 4: 3; 
Differentiation_of_T_lymphocytes, 230,  6,  9,  149, 0, 4, 426085, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 30; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes,  44,  5, 12,  149, 0, 4, 464202, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 33; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 522,  5, 12,  149, 0, 4, 464049, 9033.49, 0, 45.96, 0: 8; 1: 42; 2: 37; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 976,  5, 10,  149, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 626,  6,  9,  149, 0, 4, 426014, 9033.49, 0, 45.96, 0: 8; 1: 41; 2: 38; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 182,  5, 10,  150, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 35; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 369,  7,  8,  150, 0, 4, 439150, 9033.49, 0, 45.96, 0: 8; 1: 40; 2: 39; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 177,  7,  8,  150, 0, 4, 439232, 9033.49, 0, 45.96, 0: 8; 1: 48; 2: 27; 3: 8; 4: 6; 
Differentiation_of_T_lymphocytes, 128,  5, 10,  150, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 33; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 774,  8,  7,  150, 0, 4, 439221, 9033.49, 0, 45.96, 0: 8; 1: 44; 2: 36; 3: 2; 4: 7; 
Differentiation_of_T_lymphocytes,  96,  5, 12,  150, 0, 4, 464025, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 33; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 412,  5, 11,  150, 0, 4, 432216, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 30; 3: 11; 4: 3; 
Differentiation_of_T_lymphocytes, 671,  6,  9,  150, 0, 4, 426014, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 31; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes,  54,  6,  9,  150, 0, 4, 426082, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 34; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 604,  5, 10,  150, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 30; 3: 11; 4: 3; 
Differentiation_of_T_lymphocytes, 207,  5, 12,  150, 0, 4, 464066, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 31; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 953,  8,  7,  150, 0, 4, 439155, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 30; 3: 8; 4: 5; 
Differentiation_of_T_lymphocytes, 576,  8,  7,  150, 0, 4, 438988, 9033.49, 0, 45.96, 0: 8; 1: 48; 2: 28; 3: 6; 4: 7; 
Differentiation_of_T_lymphocytes, 829,  6,  9,  150, 0, 4, 426065, 9033.49, 0, 45.96, 0: 8; 1: 47; 2: 27; 3: 11; 4: 4; 
Differentiation_of_T_lymphocytes, 501,  7,  8,  150, 0, 4, 439183, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 36; 3: 5; 4: 5; 
Differentiation_of_T_lymphocytes, 223,  5, 12,  150, 0, 4, 464025, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 27; 3: 11; 4: 4; 
Differentiation_of_T_lymphocytes, 676,  9,  6,  150, 0, 4, 426093, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 34; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 453,  5, 12,  150, 0, 4, 464113, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 31; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 899,  5, 10,  150, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 232,  8,  7,  150, 0, 4, 439224, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 31; 3: 6; 4: 6; 
Differentiation_of_T_lymphocytes, 780,  5, 10,  151, 0, 4, 395675, 9033.49, 0, 45.96, 0: 8; 1: 40; 2: 38; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 305,  5, 12,  151, 0, 4, 463945, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 30; 3: 10; 4: 4; 
Differentiation_of_T_lymphocytes, 935,  4, 14,  151, 0, 4, 439208, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 29; 3: 9; 4: 5; 
Differentiation_of_T_lymphocytes, 189,  5, 11,  151, 0, 4, 432203, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 34; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 778,  6,  9,  151, 0, 4, 426080, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 31; 3: 8; 4: 5; 
Differentiation_of_T_lymphocytes, 295,  5, 10,  151, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 31; 3: 11; 4: 3; 
Differentiation_of_T_lymphocytes, 435,  7,  8,  151, 0, 4, 439069, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 36; 3: 4; 4: 6; 
Differentiation_of_T_lymphocytes, 933,  5, 12,  151, 0, 4, 463948, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 34; 3: 5; 4: 6; 
Differentiation_of_T_lymphocytes, 216,  5, 10,  151, 0, 4, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 32; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 694,  7,  8,  151, 0, 4, 439341, 9033.49, 0, 45.96, 0: 8; 1: 41; 2: 38; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 512,  4, 14,  151, 0, 4, 439250, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 34; 3: 11; 4: 2; 
