Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
2(436)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 500,  8,  7,  117, 1, 2, 439055, 9903.41, 36, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 157,  5, 10,  139, 0, 4, 395675, 9903.41, 1, 54.71, 0: 8; 1: 54; 2: 22; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 925,  9,  6,  139, 0, 4, 425869, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 26; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 185,  5, 11,  139, 0, 4, 432416, 9903.41, 1, 54.71, 0: 8; 1: 50; 2: 31; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes,  61,  4, 13,  139, 0, 4, 410707, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 35; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 586,  8,  7,  139, 0, 4, 439293, 9903.41, 1, 54.71, 0: 8; 1: 52; 2: 28; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 543,  7,  8,  139, 0, 4, 439138, 9903.41, 1, 54.71, 0: 8; 1: 55; 2: 24; 3: 4; 4: 6; 
Differentiation_of_T_lymphocytes, 494,  7,  8,  139, 0, 4, 439349, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 26; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 469,  5, 10,  139, 0, 4, 395675, 9903.41, 1, 54.71, 0: 8; 1: 56; 2: 18; 3: 13; 4: 2; 
Differentiation_of_T_lymphocytes, 467,  6,  9,  139, 0, 4, 426167, 9903.41, 1, 54.71, 0: 8; 1: 54; 2: 26; 3: 3; 4: 6; 
Differentiation_of_T_lymphocytes, 431,  5, 12,  139, 0, 4, 464410, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 31; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 500,  8,  7,  140, 0, 4, 439055, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 26; 3: 5; 4: 5; 
Differentiation_of_T_lymphocytes, 808,  5, 10,  140, 0, 4, 395675, 9903.41, 1, 54.71, 0: 8; 1: 51; 2: 29; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 789,  9,  6,  140, 0, 4, 425960, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 25; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 752,  8,  7,  140, 0, 4, 438917, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 34; 3: 4; 4: 3; 
Differentiation_of_T_lymphocytes, 473,  7,  8,  140, 0, 4, 439164, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 24; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 389,  9,  6,  140, 0, 4, 425966, 9903.41, 1, 54.71, 0: 8; 1: 54; 2: 24; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 283,  5, 12,  141, 0, 4, 464044, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 25; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 907,  9,  6,  141, 0, 4, 426069, 9903.41, 0, 54.71, 0: 8; 1: 48; 2: 32; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 373,  4, 14,  141, 0, 4, 439190, 9903.41, 1, 54.71, 0: 8; 1: 54; 2: 22; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 877,  5, 12,  141, 0, 4, 463930, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 24; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 851,  4, 14,  141, 0, 4, 439153, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 24; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 430,  6,  9,  141, 0, 4, 426051, 9903.41, 1, 54.71, 0: 8; 1: 50; 2: 29; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 688,  6,  9,  141, 0, 4, 426148, 9903.41, 1, 54.71, 0: 8; 1: 51; 2: 28; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 101,  5, 12,  141, 0, 4, 464104, 9903.41, 1, 54.71, 0: 8; 1: 52; 2: 25; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 939,  4, 14,  142, 0, 4, 438771, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 30; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 610,  4, 14,  142, 0, 4, 439166, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 30; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 630,  5, 11,  142, 0, 4, 432377, 9903.41, 1, 54.71, 0: 8; 1: 50; 2: 30; 3: 4; 4: 5; 
Differentiation_of_T_lymphocytes, 181,  5, 10,  142, 0, 4, 395675, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 25; 3: 5; 4: 6; 
Differentiation_of_T_lymphocytes, 403,  8,  7,  143, 0, 4, 439199, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 31; 3: 4; 4: 5; 
Differentiation_of_T_lymphocytes,  75,  4, 14,  143, 0, 4, 439195, 9903.41, 1, 54.71, 0: 8; 1: 43; 2: 39; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 976,  5, 10,  143, 0, 4, 395675, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 31; 3: 4; 4: 5; 
Differentiation_of_T_lymphocytes, 638,  4, 14,  143, 0, 4, 439374, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 32; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 915,  4, 14,  143, 0, 4, 439224, 9903.41, 1, 54.71, 0: 8; 1: 51; 2: 27; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 764,  9,  6,  143, 0, 4, 425982, 9903.41, 1, 54.71, 0: 8; 1: 52; 2: 25; 3: 7; 4: 5; 
Differentiation_of_T_lymphocytes, 184,  6,  9,  143, 0, 4, 426012, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 33; 3: 3; 4: 5; 
Differentiation_of_T_lymphocytes, 865,  8,  7,  143, 0, 4, 439458, 9903.41, 1, 54.71, 0: 8; 1: 54; 2: 22; 3: 7; 4: 6; 
Differentiation_of_T_lymphocytes, 239,  6,  9,  143, 0, 4, 425787, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 30; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 693,  5, 10,  143, 0, 4, 395675, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 30; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 510,  5, 11,  143, 0, 4, 432363, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 32; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 435,  7,  8,  144, 0, 4, 438943, 9903.41, 1, 54.71, 0: 8; 1: 55; 2: 20; 3: 7; 4: 7; 
Differentiation_of_T_lymphocytes, 112,  6,  9,  144, 0, 4, 426047, 9903.41, 1, 54.71, 0: 8; 1: 50; 2: 28; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 624,  9,  6,  144, 0, 4, 426405, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 27; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 262,  9,  6,  144, 0, 4, 426134, 9903.41, 1, 54.71, 0: 8; 1: 50; 2: 27; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 378,  6,  9,  144, 0, 4, 426088, 9903.41, 1, 54.71, 0: 8; 1: 51; 2: 26; 3: 7; 4: 5; 
Differentiation_of_T_lymphocytes, 400,  7,  8,  144, 0, 4, 439229, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 33; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 275,  6,  9,  145, 0, 4, 426133, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 28; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 140,  8,  7,  145, 0, 4, 439203, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 28; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  145, 0, 4, 431837, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 33; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 527,  9,  6,  145, 0, 4, 426022, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 32; 3: 3; 4: 6; 
Differentiation_of_T_lymphocytes, 174,  8,  7,  145, 0, 4, 439335, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 32; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 270,  7,  8,  145, 0, 4, 439332, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 30; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 154,  6,  9,  146, 0, 4, 426148, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 28; 3: 7; 4: 5; 
Differentiation_of_T_lymphocytes, 767,  5, 11,  146, 0, 4, 432070, 9903.41, 1, 54.71, 0: 8; 1: 51; 2: 25; 3: 7; 4: 6; 
Differentiation_of_T_lymphocytes, 320,  6,  9,  146, 0, 4, 426268, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 29; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 228,  6,  9,  146, 0, 4, 426048, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 30; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 751,  8,  7,  146, 0, 4, 439083, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 34; 3: 4; 4: 5; 
Differentiation_of_T_lymphocytes,  77,  9,  6,  146, 0, 4, 426321, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 26; 3: 11; 4: 3; 
Differentiation_of_T_lymphocytes, 163,  4, 13,  146, 0, 4, 410782, 9903.41, 0, 54.71, 0: 8; 1: 43; 2: 37; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 632,  7,  8,  146, 0, 4, 439220, 9903.41, 1, 54.71, 0: 8; 1: 45; 2: 35; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 284,  4, 14,  146, 0, 4, 439172, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 30; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes,  17,  9,  6,  146, 0, 4, 426039, 9903.41, 0, 54.71, 0: 8; 1: 54; 2: 22; 3: 4; 4: 9; 
Differentiation_of_T_lymphocytes, 575,  8,  7,  147, 0, 4, 439061, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 28; 3: 6; 4: 6; 
Differentiation_of_T_lymphocytes, 584,  9,  6,  147, 0, 4, 426123, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 31; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 382,  4, 14,  147, 0, 4, 439095, 9903.41, 0, 54.71, 0: 8; 1: 46; 2: 32; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 859,  8,  7,  147, 0, 4, 439043, 9903.41, 1, 54.71, 0: 8; 1: 51; 2: 24; 3: 8; 4: 6; 
Differentiation_of_T_lymphocytes, 300,  5, 12,  147, 0, 4, 464054, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 25; 3: 12; 4: 3; 
Differentiation_of_T_lymphocytes, 426,  6,  9,  147, 0, 4, 426249, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 28; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 398,  6,  9,  147, 0, 4, 426130, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 26; 3: 10; 4: 4; 
Differentiation_of_T_lymphocytes, 456,  8,  7,  147, 0, 4, 439174, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 30; 3: 5; 4: 6; 
Differentiation_of_T_lymphocytes, 557,  5, 11,  147, 0, 4, 432133, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 30; 3: 5; 4: 6; 
Differentiation_of_T_lymphocytes, 717,  5, 11,  147, 0, 4, 431942, 9903.41, 1, 54.71, 0: 8; 1: 44; 2: 36; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 466,  5, 11,  148, 0, 4, 432243, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 31; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 332,  5, 12,  148, 0, 4, 464002, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 29; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 230,  6,  9,  148, 0, 4, 426151, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 32; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 415,  8,  7,  148, 0, 4, 438729, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 31; 3: 5; 4: 6; 
Differentiation_of_T_lymphocytes, 285,  8,  7,  149, 0, 4, 439326, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 29; 3: 8; 4: 5; 
Differentiation_of_T_lymphocytes, 671,  6,  9,  149, 0, 4, 426080, 9903.41, 0, 54.71, 0: 8; 1: 46; 2: 31; 3: 7; 4: 5; 
Differentiation_of_T_lymphocytes, 538,  8,  7,  149, 0, 4, 439044, 9903.41, 1, 54.71, 0: 8; 1: 43; 2: 35; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 720,  7,  8,  149, 0, 4, 439327, 9903.41, 1, 54.71, 0: 8; 1: 45; 2: 33; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 583,  4, 14,  149, 0, 4, 439172, 9903.41, 1, 54.71, 0: 8; 1: 50; 2: 26; 3: 5; 4: 8; 
Differentiation_of_T_lymphocytes, 528,  5, 11,  149, 0, 4, 432034, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 29; 3: 8; 4: 5; 
Differentiation_of_T_lymphocytes, 241,  6,  9,  150, 0, 4, 426051, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 25; 3: 9; 4: 6; 
Differentiation_of_T_lymphocytes, 672,  6,  9,  150, 0, 4, 426068, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 30; 3: 8; 4: 5; 
Differentiation_of_T_lymphocytes, 758,  8,  7,  151, 0, 4, 439158, 9903.41, 1, 54.71, 0: 8; 1: 45; 2: 32; 3: 6; 4: 6; 
Differentiation_of_T_lymphocytes, 521,  8,  7,  151, 0, 4, 438950, 9903.41, 1, 54.71, 0: 8; 1: 48; 2: 27; 3: 7; 4: 7; 
Differentiation_of_T_lymphocytes, 526,  8,  7,  151, 0, 4, 438942, 9903.41, 1, 54.71, 0: 8; 1: 51; 2: 23; 3: 6; 4: 9; 
Differentiation_of_T_lymphocytes, 487,  5, 12,  151, 0, 4, 464219, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 26; 3: 12; 4: 4; 
Differentiation_of_T_lymphocytes, 167,  5, 11,  151, 0, 4, 432303, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 28; 3: 8; 4: 6; 
Differentiation_of_T_lymphocytes, 634,  7,  8,  151, 0, 4, 439348, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 28; 3: 8; 4: 6; 
Differentiation_of_T_lymphocytes, 141,  6,  9,  151, 0, 4, 426221, 9903.41, 1, 54.71, 0: 8; 1: 44; 2: 32; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 738,  6,  9,  152, 0, 4, 426153, 9903.41, 1, 54.71, 0: 8; 1: 44; 2: 33; 3: 6; 4: 6; 
Differentiation_of_T_lymphocytes,  72,  6,  9,  152, 0, 4, 426145, 9903.41, 1, 54.71, 0: 8; 1: 43; 2: 34; 3: 7; 4: 5; 
Differentiation_of_T_lymphocytes, 737,  6,  9,  152, 0, 4, 426111, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 27; 3: 9; 4: 6; 
Differentiation_of_T_lymphocytes, 680,  8,  7,  152, 0, 4, 439156, 9903.41, 1, 54.71, 0: 8; 1: 44; 2: 33; 3: 6; 4: 6; 
Differentiation_of_T_lymphocytes, 655,  5, 11,  152, 0, 4, 432143, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 25; 3: 7; 4: 8; 
Differentiation_of_T_lymphocytes, 493,  6,  9,  153, 0, 4, 426021, 9903.41, 1, 54.71, 0: 8; 1: 41; 2: 36; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 341,  4, 14,  153, 0, 4, 438902, 9903.41, 1, 54.71, 0: 8; 1: 43; 2: 31; 3: 12; 4: 3; 
Differentiation_of_T_lymphocytes,  60,  6,  9,  153, 0, 4, 426002, 9903.41, 1, 54.71, 0: 8; 1: 42; 2: 35; 3: 7; 4: 5; 
Differentiation_of_T_lymphocytes, 539,  8,  7,  153, 0, 4, 439224, 9903.41, 1, 54.71, 0: 8; 1: 50; 2: 23; 3: 7; 4: 9; 
Differentiation_of_T_lymphocytes, 840,  9,  6,  153, 0, 4, 425763, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 28; 3: 6; 4: 8; 
Differentiation_of_T_lymphocytes, 207,  5, 12,  153, 0, 4, 464312, 9903.41, 1, 54.71, 0: 8; 1: 44; 2: 33; 3: 5; 4: 7; 
Differentiation_of_T_lymphocytes, 220,  4, 14,  154, 0, 4, 439426, 9903.41, 1, 54.71, 0: 8; 1: 43; 2: 32; 3: 9; 4: 5; 
Differentiation_of_T_lymphocytes, 355,  8,  7,  154, 0, 4, 439060, 9903.41, 1, 54.71, 0: 8; 1: 41; 2: 35; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 359,  6,  9,  154, 0, 4, 425994, 9903.41, 1, 54.71, 0: 8; 1: 47; 2: 26; 3: 9; 4: 7; 
Differentiation_of_T_lymphocytes, 223,  5, 12,  154, 0, 4, 463709, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 29; 3: 6; 4: 8; 
Differentiation_of_T_lymphocytes, 920,  8,  7,  154, 0, 4, 439511, 9903.41, 1, 54.71, 0: 8; 1: 43; 2: 33; 3: 7; 4: 6; 
Differentiation_of_T_lymphocytes, 783,  5, 12,  155, 0, 4, 464298, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 28; 3: 7; 4: 8; 
Differentiation_of_T_lymphocytes, 296,  5, 12,  155, 0, 4, 463695, 9903.41, 1, 54.71, 0: 8; 1: 45; 2: 28; 3: 10; 4: 6; 
Differentiation_of_T_lymphocytes, 325,  6,  9,  155, 0, 4, 426086, 9903.41, 1, 54.71, 0: 8; 1: 45; 2: 31; 3: 4; 4: 9; 
Differentiation_of_T_lymphocytes, 218,  5, 11,  156, 0, 4, 432156, 9903.41, 1, 54.71, 0: 8; 1: 45; 2: 29; 3: 7; 4: 8; 
Differentiation_of_T_lymphocytes, 530,  5, 12,  156, 0, 4, 464213, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 26; 3: 10; 4: 7; 
Differentiation_of_T_lymphocytes, 470,  8,  7,  156, 0, 4, 438989, 9903.41, 1, 54.71, 0: 8; 1: 43; 2: 31; 3: 9; 4: 6; 
Differentiation_of_T_lymphocytes, 347,  8,  7,  156, 0, 4, 439222, 9903.41, 1, 54.71, 0: 8; 1: 45; 2: 29; 3: 7; 4: 8; 
Differentiation_of_T_lymphocytes,  97,  4, 13,  156, 0, 4, 410775, 9903.41, 1, 54.71, 0: 8; 1: 49; 2: 22; 3: 9; 4: 9; 
Differentiation_of_T_lymphocytes, 544,  6,  9,  157, 0, 4, 426088, 9903.41, 1, 54.71, 0: 8; 1: 42; 2: 32; 3: 9; 4: 6; 
Differentiation_of_T_lymphocytes, 990,  4, 14,  157, 0, 4, 439095, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 25; 3: 11; 4: 7; 
Differentiation_of_T_lymphocytes, 350,  6,  9,  157, 0, 4, 426008, 9903.41, 1, 54.71, 0: 8; 1: 42; 2: 33; 3: 7; 4: 7; 
Differentiation_of_T_lymphocytes,  54,  6,  9,  157, 0, 4, 426285, 9903.41, 1, 54.71, 0: 8; 1: 44; 2: 31; 3: 5; 4: 9; 
Differentiation_of_T_lymphocytes,  42,  4, 13,  158, 0, 4, 410801, 9903.41, 1, 54.71, 0: 8; 1: 45; 2: 27; 3: 9; 4: 8; 
Differentiation_of_T_lymphocytes, 636,  5, 11,  159, 0, 4, 432243, 9903.41, 1, 54.71, 0: 8; 1: 41; 2: 34; 3: 6; 4: 8; 
Differentiation_of_T_lymphocytes, 683,  4, 13,  160, 0, 4, 410683, 9903.41, 1, 54.71, 0: 8; 1: 41; 2: 32; 3: 9; 4: 7; 
Differentiation_of_T_lymphocytes, 306,  4, 13,  161, 0, 4, 410761, 9903.41, 1, 54.71, 0: 8; 1: 46; 2: 23; 3: 11; 4: 9; 
Differentiation_of_T_lymphocytes, 490,  7,  8,  124, 0, 5, 439326, 9903.41, 1, 54.71, 0: 8; 1: 62; 2: 21; 3: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 988,  7,  8,  124, 0, 5, 439412, 9903.41, 1, 54.71, 0: 8; 1: 63; 2: 20; 3: 4; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 846,  7,  8,  124, 0, 5, 439195, 9903.41, 1, 54.71, 0: 8; 1: 62; 2: 22; 3: 3; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 824,  7,  8,  125, 0, 5, 439006, 9903.41, 1, 54.71, 0: 8; 1: 60; 2: 24; 3: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 623,  4, 14,  126, 0, 5, 439163, 9903.41, 1, 54.71, 0: 8; 1: 59; 2: 25; 3: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 116,  7,  8,  126, 0, 5, 439247, 9903.41, 1, 54.71, 0: 8; 1: 61; 2: 23; 3: 2; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 932,  9,  6,  127, 0, 5, 426116, 9903.41, 1, 54.71, 0: 8; 1: 62; 2: 20; 3: 4; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 105,  9,  6,  127, 0, 5, 426005, 9903.41, 1, 54.71, 0: 8; 1: 59; 2: 25; 3: 3; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 827,  9,  6,  127, 0, 5, 426028, 9903.41, 1, 54.71, 0: 8; 1: 63; 2: 18; 3: 5; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 420,  5, 10,  129, 0, 5, 395675, 9903.41, 1, 54.71, 0: 8; 1: 58; 2: 25; 3: 4; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes,  15,  9,  6,  130, 0, 5, 426221, 9903.41, 1, 54.71, 0: 8; 1: 60; 2: 20; 3: 7; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 967,  9,  6,  130, 0, 5, 426164, 9903.41, 1, 54.71, 0: 8; 1: 58; 2: 25; 3: 3; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 794,  5, 10,  131, 0, 5, 395675, 9903.41, 1, 54.71, 0: 8; 1: 58; 2: 24; 3: 4; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 159,  9,  6,  132, 0, 5, 426245, 9903.41, 1, 54.71, 0: 8; 1: 62; 2: 17; 3: 5; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 551,  7,  8,  132, 0, 5, 438970, 9903.41, 1, 54.71, 0: 8; 1: 57; 2: 24; 3: 6; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 308,  9,  6,  133, 0, 5, 426248, 9903.41, 1, 54.71, 0: 8; 1: 58; 2: 22; 3: 6; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 639,  9,  6,  133, 0, 5, 426149, 9903.41, 1, 54.71, 0: 8; 1: 57; 2: 26; 3: 1; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 892,  4, 14,  133, 0, 5, 439255, 9903.41, 1, 54.71, 0: 8; 1: 56; 2: 25; 3: 6; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 193,  5, 12,  133, 0, 5, 464129, 9903.41, 1, 54.71, 0: 8; 1: 59; 2: 20; 3: 7; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 625,  7,  8,  134, 0, 5, 439295, 9903.41, 1, 54.71, 0: 8; 1: 61; 2: 16; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 880,  9,  6,  134, 0, 5, 426322, 9903.41, 1, 54.71, 0: 8; 1: 57; 2: 22; 3: 8; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 780,  5, 10,  135, 0, 5, 395675, 9903.41, 1, 54.71, 0: 8; 1: 55; 2: 26; 3: 5; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 523,  5, 10,  135, 0, 5, 395675, 9903.41, 1, 54.71, 0: 8; 1: 58; 2: 21; 3: 6; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 931,  7,  8,  135, 0, 5, 439068, 9903.41, 1, 54.71, 0: 8; 1: 58; 2: 22; 3: 4; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes,  19,  5, 12,  135, 0, 5, 464065, 9903.41, 1, 54.71, 0: 8; 1: 55; 2: 26; 3: 5; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 749,  5, 10,  136, 0, 5, 395675, 9903.41, 1, 54.71, 0: 8; 1: 54; 2: 28; 3: 3; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 550,  9,  6,  136, 0, 5, 426003, 9903.41, 1, 54.71, 0: 8; 1: 56; 2: 24; 3: 5; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 613,  5, 10,  137, 0, 5, 395675, 9903.41, 1, 54.71, 0: 8; 1: 55; 2: 25; 3: 5; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 820,  7,  8,  137, 0, 5, 439009, 9903.41, 1, 54.71, 0: 8; 1: 56; 2: 24; 3: 4; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 815,  9,  6,  137, 0, 5, 425987, 9903.41, 1, 54.71, 0: 8; 1: 54; 2: 27; 3: 4; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes,  68,  5, 12,  137, 0, 5, 463973, 9903.41, 1, 54.71, 0: 8; 1: 53; 2: 27; 3: 7; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 709,  9,  6,  137, 0, 5, 426143, 9903.41, 1, 54.71, 0: 8; 1: 57; 2: 21; 3: 7; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 394,  9,  6,  137, 0, 5, 426040, 9903.41, 1, 54.71, 0: 8; 1: 55; 2: 25; 3: 5; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 397,  9,  6,  137, 0, 5, 426178, 9903.41, 1, 54.71, 0: 8; 1: 60; 2: 18; 3: 5; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 369,  7,  8,  137, 0, 5, 439012, 9903.41, 1, 54.71, 0: 8; 1: 62; 2: 15; 3: 6; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 667,  9,  6,  137, 0, 5, 426244, 9903.41, 1, 54.71, 0: 8; 1: 55; 2: 25; 3: 5; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 117,  9,  6,  137, 0, 5, 426226, 9903.41, 1, 54.71, 0: 8; 1: 57; 2: 20; 3: 9; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 407,  5, 12,  137, 0, 5, 464217, 9903.41, 1, 54.71, 0: 8; 1: 54; 2: 25; 3: 8; 4: 1; 5: 1; 
