Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
3(417)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  165, 1, 3, 557233, 11999.60, 0, 0.00, 1: 98; 2: 29; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  35, 10,  7,  175, 0, 3, 557295, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 36; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  58,  9,  8,  175, 0, 3, 570432, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 26; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 768,  5, 15,  176, 0, 3, 590744, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 29; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 739,  8,  9,  176, 0, 3, 570496, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  48,  6, 12,  176, 0, 3, 570510, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 37; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 314, 10,  7,  176, 0, 3, 557299, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 35; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 484,  7, 10,  176, 0, 3, 557108, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 994,  7, 10,  176, 0, 3, 557223, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 27; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 178,  6, 12,  176, 0, 3, 570218, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 210,  6, 13,  176, 0, 3, 610633, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 37; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 877,  6, 12,  176, 0, 3, 570356, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  90,  6, 12,  177, 0, 3, 570018, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 36; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 285,  6, 12,  177, 0, 3, 570088, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 936,  5, 14,  177, 0, 3, 557254, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 36; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 183,  7, 10,  178, 0, 3, 557174, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 35; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 122,  6, 12,  178, 0, 3, 570076, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  54,  6, 12,  178, 0, 3, 570433, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 35; 3: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 776,  9,  8,  178, 0, 3, 569967, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 37; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 174,  8,  9,  178, 0, 3, 569928, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 31; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 188, 10,  7,  178, 0, 3, 557123, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 37; 3: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 833,  5, 16,  179, 0, 3, 622200, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 10; 
Bortezomib_Responses_in_U266_Human_Myelo,   0,  5, 14,  180, 0, 3, 557229, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 27; 3: 12; 
Bortezomib_Responses_in_U266_Human_Myelo, 228,  5, 16,  181, 0, 3, 622965, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 34; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 839,  5, 16,  183, 0, 3, 622813, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 36; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 252,  5, 15,  185, 0, 3, 590516, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 30; 3: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 916,  8,  9,  163, 0, 4, 570529, 11999.60, 1, 67.46, 0: 1; 1: 100; 2: 25; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  167, 0, 4, 557233, 11999.60, 1, 67.46, 0: 1; 1: 97; 2: 28; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 642,  7, 11,  167, 0, 4, 605457, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 29; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 119,  7, 10,  168, 0, 4, 557241, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 28; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 151,  8,  9,  168, 0, 4, 570588, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 28; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 115,  6, 13,  168, 0, 4, 610034, 11999.60, 1, 67.46, 0: 1; 1: 98; 2: 24; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 569,  6, 13,  168, 0, 4, 609960, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 30; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 274,  6, 13,  169, 0, 4, 610725, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 27; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 346,  6, 13,  169, 0, 4, 610162, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 27; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 580,  7, 11,  169, 0, 4, 604792, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 31; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 570,  8,  9,  169, 0, 4, 570141, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 28; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 103,  9,  8,  169, 0, 4, 570330, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 27; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 929,  8,  9,  169, 0, 4, 570129, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 27; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 938, 10,  7,  169, 0, 4, 557170, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 29; 3: 1; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 947,  7, 11,  169, 0, 4, 605027, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 29; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 900,  7, 11,  170, 0, 4, 605337, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 28; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 554,  8,  9,  170, 0, 4, 570442, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 26; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 456,  7, 11,  170, 0, 4, 604862, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 28; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 892,  7, 11,  170, 0, 4, 604896, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 27; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 878,  6, 13,  170, 0, 4, 610680, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 540,  7, 10,  170, 0, 4, 557261, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 26; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 622,  7, 10,  170, 0, 4, 556915, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 29; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 861,  9,  8,  170, 0, 4, 570010, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 30; 3: 1; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 709,  6, 13,  170, 0, 4, 610163, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 29; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 343,  8,  9,  170, 0, 4, 570249, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 681,  8,  9,  170, 0, 4, 570134, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 705,  9,  8,  170, 0, 4, 570294, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 26; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 377, 10,  7,  170, 0, 4, 557060, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 706, 10,  7,  170, 0, 4, 556972, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 30; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 798,  7, 11,  170, 0, 4, 604676, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 28; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  74,  7, 10,  170, 0, 4, 557194, 11999.60, 1, 67.46, 0: 1; 1: 98; 2: 23; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 421,  8,  9,  170, 0, 4, 570285, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 27; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 824,  9,  8,  170, 0, 4, 570114, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 831,  8,  9,  170, 0, 4, 570254, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 28; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 419,  6, 13,  171, 0, 4, 610864, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 31; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 635,  9,  8,  171, 0, 4, 570038, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 31; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 282,  9,  8,  171, 0, 4, 570433, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 31; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 513,  9,  8,  171, 0, 4, 570030, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 27; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 426,  9,  8,  171, 0, 4, 570404, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 30; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 615,  9,  8,  171, 0, 4, 570138, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 870,  6, 13,  171, 0, 4, 610247, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 29; 3: 2; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 927,  8,  9,  171, 0, 4, 570394, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 29; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 231,  9,  8,  171, 0, 4, 570485, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 31; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  28,  6, 12,  171, 0, 4, 570261, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 987,  9,  8,  171, 0, 4, 570234, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 28; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 556,  7, 11,  171, 0, 4, 604661, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 25; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 910,  8,  9,  171, 0, 4, 570380, 11999.60, 1, 67.46, 0: 1; 1: 98; 2: 21; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 565,  6, 13,  171, 0, 4, 610358, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 29; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 873,  6, 13,  171, 0, 4, 610365, 11999.60, 1, 67.46, 0: 1; 1: 97; 2: 24; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 373,  7, 11,  171, 0, 4, 605361, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 25; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 573,  7, 10,  171, 0, 4, 557158, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 574,  8,  9,  171, 0, 4, 570276, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 28; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 305,  6, 13,  171, 0, 4, 610347, 11999.60, 1, 67.46, 0: 1; 1: 97; 2: 23; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 347,  9,  8,  171, 0, 4, 570319, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 33; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 256,  7, 10,  172, 0, 4, 557120, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 34; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 412,  6, 13,  172, 0, 4, 610406, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 999,  6, 12,  172, 0, 4, 570524, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 27; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 265,  8,  9,  172, 0, 4, 570096, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 279,  9,  8,  172, 0, 4, 570284, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 25; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 482,  9,  8,  172, 0, 4, 570098, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 478, 10,  7,  172, 0, 4, 557017, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 401,  7, 11,  172, 0, 4, 605046, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 171,  7, 11,  172, 0, 4, 604823, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 286,  6, 13,  172, 0, 4, 610782, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 354,  7, 11,  172, 0, 4, 605094, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 27; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 313,  8,  9,  172, 0, 4, 570661, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 27; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 437,  7, 10,  172, 0, 4, 556837, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 215,  9,  8,  172, 0, 4, 570216, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 134,  7, 11,  172, 0, 4, 604983, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 36; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 678,  6, 12,  172, 0, 4, 570365, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 663,  8,  9,  172, 0, 4, 570428, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 31; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 107,  6, 13,  172, 0, 4, 610543, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 639,  8,  9,  172, 0, 4, 570025, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 638,  8,  9,  172, 0, 4, 570575, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 25; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 940, 10,  7,  172, 0, 4, 557311, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 38; 3: 1; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 127,  7, 11,  172, 0, 4, 605232, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  38,  7, 10,  172, 0, 4, 556852, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 27; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  10,  8,  9,  172, 0, 4, 570550, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 29; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 567,  7, 11,  172, 0, 4, 604050, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 29; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 883,  9,  8,  172, 0, 4, 570309, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  66,  8,  9,  172, 0, 4, 570349, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 24; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   7, 10,  7,  172, 0, 4, 557106, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 32; 3: 1; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 881,  5, 15,  172, 0, 4, 591059, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 29; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 838,  8,  9,  172, 0, 4, 570580, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 33; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 998, 10,  7,  172, 0, 4, 557170, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 27; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 852,  7, 11,  172, 0, 4, 604519, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 858,  7, 11,  172, 0, 4, 604881, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 25; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 859,  6, 13,  172, 0, 4, 610460, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 34; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 301, 10,  7,  173, 0, 4, 557147, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 745,  7, 11,  173, 0, 4, 605053, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  39, 10,  7,  173, 0, 4, 557246, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 31; 3: 2; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 766,  7, 11,  173, 0, 4, 603964, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 917, 10,  7,  173, 0, 4, 557200, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 786,  7, 11,  173, 0, 4, 604931, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 33; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 813,  7, 11,  173, 0, 4, 604671, 11999.60, 1, 67.46, 0: 1; 1: 99; 2: 18; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  41,  6, 12,  173, 0, 4, 570184, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 33; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 816,  9,  8,  173, 0, 4, 570375, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 370, 10,  7,  173, 0, 4, 557119, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 818, 10,  7,  173, 0, 4, 557260, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 24; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 338,  5, 14,  173, 0, 4, 557263, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 35; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 724, 10,  7,  173, 0, 4, 557094, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 902,  9,  8,  173, 0, 4, 570387, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 535,  5, 15,  173, 0, 4, 590917, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 704,  7, 10,  173, 0, 4, 557205, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 471,  6, 13,  173, 0, 4, 610552, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 668,  7, 10,  173, 0, 4, 557325, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 33; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 997,  8,  9,  173, 0, 4, 570024, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 436,  6, 12,  173, 0, 4, 570254, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 945,  7, 10,  173, 0, 4, 557175, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 954,  7, 10,  173, 0, 4, 557250, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 968,  7, 11,  173, 0, 4, 604825, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 533,  7, 10,  174, 0, 4, 557187, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 500, 10,  7,  174, 0, 4, 557137, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 979, 10,  7,  174, 0, 4, 557189, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 882,  7, 11,  174, 0, 4, 605550, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 266,  7, 11,  174, 0, 4, 604798, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 942,  9,  8,  174, 0, 4, 570227, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 925,  6, 13,  174, 0, 4, 610684, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 247,  7, 10,  174, 0, 4, 557274, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 914,  9,  8,  174, 0, 4, 570314, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 308,  7, 10,  174, 0, 4, 557167, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 899,  7, 11,  174, 0, 4, 605097, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 644,  8,  9,  174, 0, 4, 570342, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 479,  6, 13,  174, 0, 4, 610732, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 534,  7, 11,  174, 0, 4, 605300, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 470,  7, 10,  174, 0, 4, 557239, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 468,  6, 12,  174, 0, 4, 570346, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 5; 4: 2; 
