Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(993)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  225, 0, 4, 570202, 16660.03, 0, 0.00, 0: 1; 1: 67; 2: 35; 3: 20; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 798,  7, 11,  252, 0, 5, 605015, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 22; 3: 30; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 652,  6, 13,  252, 0, 5, 610261, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 36; 3: 17; 4: 15; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 871,  6, 13,  252, 0, 5, 610295, 16660.03, 0, 80.98, 0: 1; 1: 58; 2: 40; 3: 11; 4: 19; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  14,  7, 11,  253, 0, 5, 604940, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 29; 3: 14; 4: 17; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 910,  8,  9,  253, 0, 5, 570279, 16660.03, 1, 80.98, 0: 1; 1: 60; 2: 30; 3: 24; 4: 14; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 779,  7, 10,  253, 0, 5, 557176, 16660.03, 0, 80.98, 0: 1; 1: 63; 2: 28; 3: 21; 4: 14; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 987,  9,  8,  253, 0, 5, 570333, 16660.03, 0, 80.98, 0: 1; 1: 53; 2: 43; 3: 19; 4: 13; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 930,  6, 13,  254, 0, 5, 610130, 16660.03, 0, 80.98, 0: 1; 1: 58; 2: 39; 3: 14; 4: 14; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 489,  7, 10,  254, 0, 5, 557136, 16660.03, 0, 80.98, 0: 1; 1: 60; 2: 33; 3: 20; 4: 12; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  255, 0, 5, 557117, 16660.03, 0, 80.98, 0: 1; 1: 60; 2: 34; 3: 19; 4: 10; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 614,  6, 13,  255, 0, 5, 610371, 16660.03, 0, 80.98, 0: 1; 1: 64; 2: 28; 3: 14; 4: 22; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 262,  7, 11,  255, 0, 5, 604934, 16660.03, 1, 80.98, 0: 1; 1: 58; 2: 33; 3: 22; 4: 15; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 283,  6, 13,  255, 0, 5, 610329, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 30; 3: 27; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 644,  8,  9,  255, 0, 5, 570302, 16660.03, 0, 80.98, 0: 1; 1: 62; 2: 31; 3: 15; 4: 19; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 663,  8,  9,  255, 0, 5, 570315, 16660.03, 0, 80.98, 0: 1; 1: 59; 2: 35; 3: 17; 4: 15; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 686,  8,  9,  256, 0, 5, 570276, 16660.03, 0, 80.98, 0: 1; 1: 56; 2: 37; 3: 20; 4: 14; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 954,  7, 10,  256, 0, 5, 557175, 16660.03, 0, 80.98, 0: 1; 1: 60; 2: 35; 3: 13; 4: 18; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  53,  7, 11,  256, 0, 5, 604926, 16660.03, 1, 80.98, 0: 1; 1: 55; 2: 37; 3: 23; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 335,  6, 13,  256, 0, 5, 610184, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 33; 3: 19; 4: 16; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 230,  6, 12,  258, 0, 5, 570249, 16660.03, 1, 80.98, 0: 1; 1: 55; 2: 36; 3: 24; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 436,  6, 12,  258, 0, 5, 570319, 16660.03, 1, 80.98, 0: 1; 1: 55; 2: 37; 3: 21; 4: 14; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 109,  7, 10,  259, 0, 5, 557150, 16660.03, 1, 80.98, 0: 1; 1: 60; 2: 32; 3: 15; 4: 20; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 334,  6, 13,  260, 0, 5, 610159, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 30; 3: 22; 4: 15; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 943,  9,  8,  260, 0, 5, 570332, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 30; 3: 20; 4: 11; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,   3,  6, 13,  260, 0, 5, 610154, 16660.03, 0, 80.98, 0: 1; 1: 58; 2: 30; 3: 23; 4: 17; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  54,  6, 12,  260, 0, 5, 570316, 16660.03, 1, 80.98, 0: 1; 1: 56; 2: 36; 3: 21; 4: 11; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 645, 10,  7,  260, 0, 5, 557153, 16660.03, 0, 80.98, 0: 1; 1: 55; 2: 34; 3: 24; 4: 15; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 664,  6, 13,  261, 0, 5, 610210, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 30; 3: 15; 4: 20; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  80,  6, 13,  261, 0, 5, 610061, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 28; 3: 23; 4: 18; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 960,  6, 12,  262, 0, 5, 570329, 16660.03, 0, 80.98, 0: 1; 1: 57; 2: 28; 3: 28; 4: 15; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 409,  6, 12,  263, 0, 5, 570295, 16660.03, 1, 80.98, 0: 1; 1: 57; 2: 30; 3: 24; 4: 16; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 558,  9,  8,  263, 0, 5, 570307, 16660.03, 0, 80.98, 0: 1; 1: 53; 2: 41; 3: 16; 4: 15; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  264, 0, 5, 610193, 16660.03, 0, 80.98, 0: 1; 1: 58; 2: 25; 3: 29; 4: 16; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 144,  5, 14,  264, 0, 5, 557163, 16660.03, 0, 80.98, 0: 1; 1: 59; 2: 26; 3: 24; 4: 19; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 492,  7, 11,  264, 0, 5, 605118, 16660.03, 0, 80.98, 0: 1; 1: 57; 2: 32; 3: 20; 4: 17; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  265, 0, 5, 610258, 16660.03, 1, 80.98, 0: 1; 1: 57; 2: 33; 3: 16; 4: 21; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 888,  6, 13,  265, 0, 5, 610203, 16660.03, 1, 80.98, 0: 1; 1: 58; 2: 34; 3: 13; 4: 20; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 999,  6, 12,  266, 0, 5, 570344, 16660.03, 0, 80.98, 0: 1; 1: 57; 2: 29; 3: 22; 4: 20; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 809,  6, 13,  266, 0, 5, 610275, 16660.03, 0, 80.98, 0: 1; 1: 59; 2: 28; 3: 21; 4: 17; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 203,  6, 12,  266, 0, 5, 570290, 16660.03, 0, 80.98, 0: 1; 1: 58; 2: 32; 3: 18; 4: 15; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 192,  6, 13,  267, 0, 5, 610148, 16660.03, 0, 80.98, 0: 1; 1: 54; 2: 31; 3: 26; 4: 17; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 846,  5, 15,  267, 0, 5, 590613, 16660.03, 1, 80.98, 0: 1; 1: 56; 2: 29; 3: 25; 4: 17; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 438,  5, 15,  267, 0, 5, 590605, 16660.03, 1, 80.98, 0: 1; 1: 52; 2: 34; 3: 26; 4: 16; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  267, 0, 5, 610278, 16660.03, 1, 80.98, 0: 1; 1: 55; 2: 34; 3: 19; 4: 18; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 576,  6, 12,  267, 0, 5, 570293, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 30; 3: 18; 4: 16; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 126,  7, 11,  267, 0, 5, 604860, 16660.03, 0, 80.98, 0: 1; 1: 54; 2: 39; 3: 14; 4: 17; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  94,  8,  9,  268, 0, 5, 570299, 16660.03, 0, 80.98, 0: 1; 1: 52; 2: 40; 3: 14; 4: 21; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 981,  5, 16,  268, 0, 5, 622500, 16660.03, 0, 80.98, 0: 1; 1: 50; 2: 39; 3: 22; 4: 16; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 323,  6, 13,  269, 0, 5, 610315, 16660.03, 0, 80.98, 0: 1; 1: 51; 2: 38; 3: 19; 4: 20; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 221,  5, 14,  269, 0, 5, 557165, 16660.03, 1, 80.98, 0: 1; 1: 49; 2: 39; 3: 24; 4: 15; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 995,  6, 12,  270, 0, 5, 570337, 16660.03, 0, 80.98, 0: 1; 1: 58; 2: 26; 3: 21; 4: 23; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 413,  5, 15,  270, 0, 5, 590624, 16660.03, 1, 80.98, 0: 1; 1: 55; 2: 27; 3: 29; 4: 16; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 684,  6, 13,  271, 0, 5, 610263, 16660.03, 0, 80.98, 0: 1; 1: 57; 2: 30; 3: 19; 4: 18; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 823,  5, 14,  271, 0, 5, 557150, 16660.03, 1, 80.98, 0: 1; 1: 51; 2: 35; 3: 23; 4: 19; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 571,  5, 16,  271, 0, 5, 622456, 16660.03, 0, 80.98, 0: 1; 1: 50; 2: 37; 3: 23; 4: 17; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 937,  5, 16,  272, 0, 5, 622450, 16660.03, 1, 80.98, 0: 1; 1: 56; 2: 28; 3: 22; 4: 21; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 964,  5, 15,  272, 0, 5, 590670, 16660.03, 1, 80.98, 0: 1; 1: 53; 2: 36; 3: 14; 4: 25; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 765,  5, 14,  273, 0, 5, 557160, 16660.03, 1, 80.98, 0: 1; 1: 52; 2: 36; 3: 16; 4: 24; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 632,  5, 15,  274, 0, 5, 590530, 16660.03, 1, 80.98, 0: 1; 1: 51; 2: 35; 3: 20; 4: 22; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 498,  7, 10,  275, 0, 5, 557178, 16660.03, 1, 80.98, 0: 1; 1: 53; 2: 35; 3: 17; 4: 19; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 915,  5, 15,  275, 0, 5, 590632, 16660.03, 1, 80.98, 0: 1; 1: 51; 2: 37; 3: 17; 4: 21; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 973,  5, 15,  275, 0, 5, 590582, 16660.03, 1, 80.98, 0: 1; 1: 55; 2: 30; 3: 17; 4: 26; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 754,  5, 15,  275, 0, 5, 590569, 16660.03, 0, 80.98, 0: 1; 1: 51; 2: 30; 3: 29; 4: 18; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 399,  5, 14,  277, 0, 5, 557148, 16660.03, 1, 80.98, 0: 1; 1: 47; 2: 41; 3: 19; 4: 19; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 658,  5, 16,  277, 0, 5, 622401, 16660.03, 0, 80.98, 0: 1; 1: 53; 2: 30; 3: 24; 4: 18; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 277,  5, 14,  278, 0, 5, 557126, 16660.03, 0, 80.98, 0: 1; 1: 51; 2: 29; 3: 28; 4: 20; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 258,  5, 16,  280, 0, 5, 622426, 16660.03, 0, 80.98, 0: 1; 1: 48; 2: 36; 3: 23; 4: 19; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 977,  5, 16,  280, 0, 5, 622645, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 41; 3: 18; 4: 22; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 494,  5, 16,  281, 0, 5, 622458, 16660.03, 0, 80.98, 0: 1; 1: 54; 2: 28; 3: 21; 4: 22; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 187,  5, 14,  281, 0, 5, 557178, 16660.03, 0, 80.98, 0: 1; 1: 49; 2: 30; 3: 30; 4: 18; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 974,  5, 15,  282, 0, 5, 590471, 16660.03, 1, 80.98, 0: 1; 1: 50; 2: 34; 3: 20; 4: 21; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 475,  5, 14,  282, 0, 5, 557144, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 38; 3: 24; 4: 21; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  70,  5, 16,  284, 0, 5, 622432, 16660.03, 1, 80.98, 0: 1; 1: 53; 2: 25; 3: 26; 4: 22; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 749,  5, 15,  284, 0, 5, 590650, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 39; 3: 31; 4: 14; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 690,  5, 14,  284, 0, 5, 557215, 16660.03, 1, 80.98, 0: 1; 1: 48; 2: 32; 3: 26; 4: 21; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 228,  5, 16,  284, 0, 5, 622552, 16660.03, 1, 80.98, 0: 1; 1: 48; 2: 34; 3: 23; 4: 21; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 546,  5, 14,  284, 0, 5, 557164, 16660.03, 0, 80.98, 0: 1; 1: 53; 2: 28; 3: 19; 4: 27; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 921,  5, 15,  286, 0, 5, 590661, 16660.03, 1, 80.98, 0: 1; 1: 49; 2: 34; 3: 19; 4: 23; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 547,  5, 14,  288, 0, 5, 557248, 16660.03, 1, 80.98, 0: 1; 1: 51; 2: 29; 3: 20; 4: 26; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 443,  5, 14,  289, 0, 5, 557145, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 33; 3: 27; 4: 23; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 220,  5, 15,  290, 0, 5, 590625, 16660.03, 1, 80.98, 0: 1; 1: 53; 2: 23; 3: 24; 4: 26; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  92,  5, 14,  296, 0, 5, 557148, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 32; 3: 25; 4: 23; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 958,  5, 15,  297, 0, 5, 590522, 16660.03, 1, 80.98, 0: 1; 1: 40; 2: 43; 3: 18; 4: 23; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 835,  5, 15,  305, 0, 5, 590951, 16660.03, 0, 80.98, 0: 1; 1: 43; 2: 35; 3: 17; 4: 29; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 176,  5, 14,  309, 0, 5, 557152, 16660.03, 0, 80.98, 0: 1; 1: 41; 2: 32; 3: 21; 4: 34; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 213,  5, 15,  312, 0, 5, 590525, 16660.03, 1, 80.98, 0: 1; 1: 43; 2: 28; 3: 22; 4: 33; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 430,  5, 15,  322, 0, 5, 590657, 16660.03, 0, 80.98, 0: 1; 1: 42; 2: 24; 3: 22; 4: 39; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  233, 0, 6, 570202, 16660.03, 1, 80.98, 0: 1; 1: 67; 2: 33; 3: 19; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 319,  8,  9,  238, 0, 6, 570274, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 38; 3: 19; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  26,  8,  9,  241, 0, 6, 570269, 16660.03, 1, 80.98, 0: 1; 1: 67; 2: 31; 3: 18; 4: 9; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 604,  8,  9,  241, 0, 6, 570319, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 33; 3: 17; 4: 12; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 401,  7, 11,  242, 0, 6, 604924, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 38; 3: 14; 4: 14; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 209,  7, 11,  242, 0, 6, 604871, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 35; 3: 15; 4: 10; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  87,  7, 11,  243, 0, 6, 604922, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 33; 3: 15; 4: 14; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 451,  7, 11,  243, 0, 6, 605060, 16660.03, 1, 80.98, 0: 1; 1: 67; 2: 30; 3: 18; 4: 10; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 256,  7, 10,  243, 0, 6, 557142, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 38; 3: 16; 4: 10; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 303,  6, 12,  243, 0, 6, 570256, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 36; 3: 15; 4: 13; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   9,  7, 11,  244, 0, 6, 605060, 16660.03, 1, 80.98, 0: 1; 1: 64; 2: 32; 3: 21; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 517,  8,  9,  244, 0, 6, 570301, 16660.03, 0, 80.98, 0: 1; 1: 63; 2: 36; 3: 17; 4: 9; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 157, 10,  7,  245, 0, 6, 557236, 16660.03, 0, 80.98, 0: 1; 1: 64; 2: 35; 3: 12; 4: 16; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 821,  9,  8,  245, 0, 6, 570354, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 40; 3: 11; 4: 12; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 171,  7, 11,  246, 0, 6, 604954, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 37; 3: 15; 4: 15; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 168,  7, 11,  246, 0, 6, 605009, 16660.03, 1, 80.98, 0: 1; 1: 58; 2: 38; 3: 23; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 542, 10,  7,  247, 0, 6, 557180, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 34; 3: 23; 4: 6; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 471,  6, 13,  247, 0, 6, 610142, 16660.03, 1, 80.98, 0: 1; 1: 60; 2: 39; 3: 15; 4: 12; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 486,  9,  8,  247, 0, 6, 570301, 16660.03, 0, 80.98, 0: 1; 1: 64; 2: 32; 3: 17; 4: 13; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 894,  9,  8,  247, 0, 6, 570288, 16660.03, 1, 80.98, 0: 1; 1: 69; 2: 24; 3: 21; 4: 9; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  83,  8,  9,  247, 0, 6, 570308, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 38; 3: 14; 4: 10; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  27,  8,  9,  247, 0, 6, 570307, 16660.03, 1, 80.98, 0: 1; 1: 64; 2: 33; 3: 17; 4: 11; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 513,  9,  8,  247, 0, 6, 570321, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 38; 3: 11; 4: 11; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 370, 10,  7,  247, 0, 6, 557154, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 33; 3: 21; 4: 11; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 639,  8,  9,  247, 0, 6, 570335, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 32; 3: 17; 4: 10; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 697,  8,  9,  248, 0, 6, 570257, 16660.03, 1, 80.98, 0: 1; 1: 60; 2: 40; 3: 17; 4: 7; 5: 1; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  248, 0, 6, 557151, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 37; 3: 15; 4: 13; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   4,  9,  8,  248, 0, 6, 570264, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 35; 3: 17; 4: 11; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 681,  8,  9,  248, 0, 6, 570352, 16660.03, 1, 80.98, 0: 1; 1: 58; 2: 38; 3: 21; 4: 10; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 137,  7, 11,  248, 0, 6, 604981, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 33; 3: 15; 4: 17; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 282,  9,  8,  249, 0, 6, 570301, 16660.03, 1, 80.98, 0: 1; 1: 56; 2: 44; 3: 16; 4: 10; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 660,  7, 10,  249, 0, 6, 557190, 16660.03, 1, 80.98, 0: 1; 1: 64; 2: 33; 3: 17; 4: 10; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 792,  9,  8,  249, 0, 6, 570260, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 35; 3: 23; 4: 10; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  44,  8,  9,  249, 0, 6, 570325, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 28; 3: 19; 4: 15; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 201,  9,  8,  249, 0, 6, 570351, 16660.03, 1, 80.98, 0: 1; 1: 66; 2: 34; 3: 10; 4: 12; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 549,  8,  9,  249, 0, 6, 570317, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 36; 3: 21; 4: 11; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 503,  7, 11,  249, 0, 6, 605027, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 35; 3: 14; 4: 13; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 550,  6, 13,  249, 0, 6, 610210, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 31; 3: 15; 4: 15; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 932,  9,  8,  249, 0, 6, 570300, 16660.03, 1, 80.98, 0: 1; 1: 55; 2: 44; 3: 19; 4: 8; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 158,  9,  8,  249, 0, 6, 570274, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 34; 3: 11; 4: 14; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 152,  6, 13,  249, 0, 6, 610283, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 33; 3: 22; 4: 11; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 957,  8,  9,  250, 0, 6, 570321, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 32; 3: 24; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 556,  7, 11,  250, 0, 6, 604969, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 35; 3: 21; 4: 13; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 940, 10,  7,  250, 0, 6, 557168, 16660.03, 1, 80.98, 0: 1; 1: 68; 2: 23; 3: 22; 4: 11; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  86,  9,  8,  250, 0, 6, 570322, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 42; 3: 9; 4: 16; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 864, 10,  7,  250, 0, 6, 557155, 16660.03, 1, 80.98, 0: 1; 1: 60; 2: 36; 3: 19; 4: 11; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 559,  8,  9,  250, 0, 6, 570277, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 33; 3: 16; 4: 13; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 914,  9,  8,  251, 0, 6, 570287, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 36; 3: 16; 4: 10; 5: 1; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 748,  8,  9,  251, 0, 6, 570250, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 38; 3: 16; 4: 7; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 231,  9,  8,  251, 0, 6, 570312, 16660.03, 1, 80.98, 0: 1; 1: 67; 2: 25; 3: 19; 4: 14; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 196, 10,  7,  251, 0, 6, 557165, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 31; 3: 19; 4: 13; 5: 1; 6: 2; 
