Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(324)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  175, 1, 3, 605299, 16942.19, 41, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 593,  6, 12,  208, 0, 5, 570356, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 34; 3: 13; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 131,  7, 10,  208, 0, 5, 557239, 16942.19, 0, 85.52, 0: 1; 1: 76; 2: 34; 3: 14; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 898,  7, 10,  208, 0, 5, 557163, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 36; 3: 14; 4: 1; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 276,  9,  8,  209, 0, 5, 570298, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 39; 3: 8; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 985,  6, 12,  210, 0, 5, 570212, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 39; 3: 14; 4: 2; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 277,  5, 14,  210, 0, 5, 557223, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 36; 3: 11; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 470,  7, 10,  210, 0, 5, 557228, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 37; 3: 12; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  210, 0, 5, 605299, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 33; 3: 13; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  45,  9,  8,  210, 0, 5, 570379, 16942.19, 1, 85.52, 0: 1; 1: 80; 2: 29; 3: 10; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 778,  5, 15,  211, 0, 5, 590388, 16942.19, 0, 85.52, 0: 1; 1: 65; 2: 49; 3: 13; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 205,  9,  8,  211, 0, 5, 570331, 16942.19, 1, 85.52, 0: 1; 1: 82; 2: 25; 3: 13; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 676,  6, 12,  211, 0, 5, 570363, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 34; 3: 14; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 918,  6, 12,  211, 0, 5, 570360, 16942.19, 1, 85.52, 0: 1; 1: 79; 2: 28; 3: 14; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 449,  7, 10,  211, 0, 5, 557201, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 37; 3: 10; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 942,  9,  8,  211, 0, 5, 570283, 16942.19, 1, 85.52, 0: 1; 1: 78; 2: 32; 3: 9; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 365,  6, 12,  211, 0, 5, 570249, 16942.19, 1, 85.52, 0: 1; 1: 79; 2: 27; 3: 15; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 953,  9,  8,  212, 0, 5, 570311, 16942.19, 1, 85.52, 0: 1; 1: 78; 2: 31; 3: 12; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 170,  7, 10,  212, 0, 5, 557126, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 35; 3: 11; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 760,  5, 16,  212, 0, 5, 622325, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 33; 3: 17; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 295,  7, 10,  212, 0, 5, 557201, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 32; 3: 17; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 161,  7, 10,  212, 0, 5, 557093, 16942.19, 1, 85.52, 0: 1; 1: 77; 2: 31; 3: 13; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 840,  9,  8,  212, 0, 5, 570186, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 35; 3: 8; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 316, 10,  7,  212, 0, 5, 557169, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 38; 3: 14; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 649,  7, 10,  213, 0, 5, 557127, 16942.19, 0, 85.52, 0: 1; 1: 75; 2: 33; 3: 13; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 790,  9,  8,  213, 0, 5, 570365, 16942.19, 1, 85.52, 0: 1; 1: 79; 2: 29; 3: 12; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 436,  6, 12,  213, 0, 5, 570333, 16942.19, 1, 85.52, 0: 1; 1: 78; 2: 32; 3: 8; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 646,  7, 10,  213, 0, 5, 557192, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 37; 3: 11; 4: 3; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 423, 10,  7,  213, 0, 5, 557188, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 43; 3: 11; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 128,  5, 14,  213, 0, 5, 557270, 16942.19, 1, 85.52, 0: 1; 1: 80; 2: 26; 3: 13; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 272,  6, 12,  213, 0, 5, 570271, 16942.19, 0, 85.52, 0: 1; 1: 71; 2: 38; 3: 15; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 540,  7, 10,  214, 0, 5, 557208, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 42; 3: 13; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 931,  9,  8,  214, 0, 5, 570377, 16942.19, 1, 85.52, 0: 1; 1: 77; 2: 30; 3: 14; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 555,  7, 10,  214, 0, 5, 557249, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 37; 3: 14; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 681,  8,  9,  214, 0, 5, 570325, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 41; 3: 13; 4: 2; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  75,  5, 16,  214, 0, 5, 622566, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 36; 3: 12; 4: 3; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  27,  8,  9,  214, 0, 5, 570291, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 42; 3: 10; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 983,  7, 10,  214, 0, 5, 557227, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 34; 3: 11; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  79,  6, 12,  215, 0, 5, 570328, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 36; 3: 14; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  92,  5, 14,  215, 0, 5, 557178, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 33; 3: 11; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 389,  6, 12,  215, 0, 5, 570194, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 40; 3: 10; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 244,  6, 12,  215, 0, 5, 570379, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 29; 3: 16; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 995,  6, 12,  215, 0, 5, 570391, 16942.19, 0, 85.52, 0: 1; 1: 66; 2: 44; 3: 16; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 602,  5, 16,  216, 0, 5, 622523, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 44; 3: 13; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 794,  5, 14,  216, 0, 5, 557190, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 45; 3: 11; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  86,  9,  8,  216, 0, 5, 570294, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 36; 3: 12; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 146,  6, 12,  217, 0, 5, 570214, 16942.19, 1, 85.52, 0: 1; 1: 77; 2: 31; 3: 10; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 390,  8,  9,  217, 0, 5, 570287, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 37; 3: 13; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 187,  5, 14,  217, 0, 5, 557104, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 36; 3: 15; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 444,  7, 10,  217, 0, 5, 557136, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 39; 3: 13; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 887,  6, 12,  217, 0, 5, 570371, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 30; 3: 16; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 382,  7, 10,  217, 0, 5, 557225, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 38; 3: 9; 4: 4; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 142,  6, 12,  217, 0, 5, 570356, 16942.19, 1, 85.52, 0: 1; 1: 79; 2: 26; 3: 16; 4: 2; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 332,  5, 16,  217, 0, 5, 622629, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 32; 3: 11; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  217, 0, 5, 557245, 16942.19, 0, 85.52, 0: 1; 1: 74; 2: 32; 3: 14; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 630,  7, 10,  218, 0, 5, 557174, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 37; 3: 13; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 849, 10,  7,  218, 0, 5, 557208, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 43; 3: 11; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 611,  5, 16,  218, 0, 5, 622767, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 42; 3: 9; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 665,  5, 14,  218, 0, 5, 557120, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 43; 3: 14; 4: 2; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 179,  6, 12,  218, 0, 5, 570289, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 36; 3: 13; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 827,  5, 14,  218, 0, 5, 557180, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 38; 3: 12; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 951, 10,  7,  218, 0, 5, 557074, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 31; 3: 18; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 905,  5, 14,  218, 0, 5, 557113, 16942.19, 0, 85.52, 0: 1; 1: 65; 2: 45; 3: 14; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 260,  7, 10,  218, 0, 5, 557190, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 39; 3: 13; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,   0,  5, 14,  219, 0, 5, 557245, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 29; 3: 13; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 993,  7, 11,  219, 0, 5, 604779, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 41; 3: 15; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 739,  8,  9,  219, 0, 5, 570278, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 39; 3: 16; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 803,  6, 12,  219, 0, 5, 570328, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 36; 3: 19; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 371,  8,  9,  219, 0, 5, 570293, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 40; 3: 15; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 732,  5, 16,  219, 0, 5, 622760, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 30; 3: 19; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 667,  6, 12,  220, 0, 5, 570234, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 36; 3: 15; 4: 3; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 426,  9,  8,  220, 0, 5, 570200, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 34; 3: 14; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 736,  7, 10,  220, 0, 5, 557203, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 38; 3: 17; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 837,  6, 12,  220, 0, 5, 570234, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 36; 3: 18; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 701,  5, 16,  220, 0, 5, 622510, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 39; 3: 13; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 932,  9,  8,  220, 0, 5, 570306, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 29; 3: 13; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 384,  6, 12,  220, 0, 5, 570273, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 29; 3: 13; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 245,  6, 12,  220, 0, 5, 570162, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 40; 3: 10; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 987,  9,  8,  220, 0, 5, 570390, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 33; 3: 13; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 901,  5, 16,  220, 0, 5, 622439, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 34; 3: 7; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 814,  6, 12,  221, 0, 5, 570266, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 32; 3: 17; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 781,  5, 16,  221, 0, 5, 622747, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 39; 3: 14; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 409,  6, 12,  221, 0, 5, 570284, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 30; 3: 15; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  221, 0, 5, 610310, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 37; 3: 16; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 746,  6, 12,  221, 0, 5, 570175, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 34; 3: 13; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 486,  9,  8,  221, 0, 5, 570323, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 30; 3: 16; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 733,  5, 16,  221, 0, 5, 622577, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 39; 3: 17; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 518,  7, 10,  221, 0, 5, 557151, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 31; 3: 15; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  72,  7, 11,  221, 0, 5, 604921, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 37; 3: 10; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 922,  7, 11,  221, 0, 5, 605058, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 33; 3: 11; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 458, 10,  7,  221, 0, 5, 557108, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 41; 3: 14; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 537,  5, 14,  221, 0, 5, 557150, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 36; 3: 16; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 589,  7, 10,  221, 0, 5, 557153, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 36; 3: 13; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 948,  6, 12,  221, 0, 5, 570178, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 36; 3: 13; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 588,  9,  8,  221, 0, 5, 570283, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 34; 3: 15; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  26,  8,  9,  221, 0, 5, 570216, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 46; 3: 9; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 711,  5, 14,  222, 0, 5, 557197, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 41; 3: 11; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 302,  5, 14,  222, 0, 5, 557001, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 37; 3: 9; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 483,  5, 14,  222, 0, 5, 557186, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 32; 3: 16; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 287,  6, 13,  222, 0, 5, 610409, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 37; 3: 19; 4: 2; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 369,  9,  8,  222, 0, 5, 570389, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 36; 3: 11; 4: 5; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 216,  6, 13,  222, 0, 5, 610316, 16942.19, 0, 85.52, 0: 1; 1: 65; 2: 43; 3: 15; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 189,  7, 10,  222, 0, 5, 557120, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 41; 3: 9; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 184,  7, 11,  222, 0, 5, 605344, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 41; 3: 12; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  222, 0, 5, 557214, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 40; 3: 14; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 340, 10,  7,  223, 0, 5, 557144, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 40; 3: 13; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 954,  7, 10,  223, 0, 5, 557182, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 29; 3: 13; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 290,  9,  8,  223, 0, 5, 570179, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 39; 3: 12; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 256,  7, 10,  223, 0, 5, 557193, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 38; 3: 12; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 450,  5, 16,  223, 0, 5, 622653, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 39; 3: 10; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 547,  5, 14,  223, 0, 5, 557128, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 44; 3: 8; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 399,  5, 14,  223, 0, 5, 557137, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 19; 4: 2; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 892,  7, 11,  224, 0, 5, 605218, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 37; 3: 16; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 508, 10,  7,  224, 0, 5, 557186, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 40; 3: 13; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 945,  7, 10,  224, 0, 5, 557135, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 29; 3: 13; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 286,  6, 13,  224, 0, 5, 610234, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 16; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 740,  5, 14,  224, 0, 5, 557164, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 39; 3: 13; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 476,  6, 13,  224, 0, 5, 610155, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 43; 3: 12; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 981,  5, 16,  224, 0, 5, 622332, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 40; 3: 10; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 806,  6, 12,  224, 0, 5, 570287, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 38; 3: 11; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,   5,  7, 11,  224, 0, 5, 605154, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 40; 3: 18; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 197,  5, 16,  224, 0, 5, 623190, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 37; 3: 13; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 313,  8,  9,  224, 0, 5, 570305, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 36; 3: 11; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  40,  5, 14,  224, 0, 5, 557184, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 39; 3: 15; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 657,  8,  9,  224, 0, 5, 570291, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 35; 3: 12; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 523, 10,  7,  225, 0, 5, 557165, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 43; 3: 11; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 557, 10,  7,  225, 0, 5, 557182, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 44; 3: 10; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 782,  5, 14,  225, 0, 5, 557211, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 16; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 551,  8,  9,  225, 0, 5, 570292, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 28; 3: 17; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  25,  5, 16,  225, 0, 5, 622661, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 40; 3: 11; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 591,  6, 12,  225, 0, 5, 570310, 16942.19, 1, 85.52, 0: 1; 1: 77; 2: 29; 3: 9; 4: 7; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 106, 10,  7,  225, 0, 5, 557185, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 37; 3: 13; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 487, 10,  7,  225, 0, 5, 557171, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 32; 3: 16; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 743,  5, 14,  225, 0, 5, 557209, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 31; 3: 14; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  69,  5, 14,  225, 0, 5, 557177, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 35; 3: 14; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 638,  8,  9,  225, 0, 5, 570277, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 38; 3: 16; 4: 2; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 819, 10,  7,  225, 0, 5, 557131, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 36; 3: 14; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  17,  8,  9,  225, 0, 5, 570222, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 37; 3: 14; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 455,  9,  8,  225, 0, 5, 570317, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 37; 3: 9; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 660,  7, 10,  225, 0, 5, 557163, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 31; 3: 12; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  11,  6, 12,  225, 0, 5, 570253, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 34; 3: 16; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  90,  6, 12,  225, 0, 5, 570312, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 39; 3: 12; 4: 7; 5: 3; 
