Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
103(216)
Melhor resultado nxn: CD4_T_cell_signaling, 432, 14, 14,  500, 1, 3, 1583856, 33154.60, 29, 0.00, 1: 210; 2: 118; 3: 18; 
CD4_T_cell_signaling, 112,  8, 24,  529, 0, 4, 1539702, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 122; 3: 19; 4: 9; 
CD4_T_cell_signaling, 393, 12, 16,  529, 0, 4, 1539732, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 108; 3: 29; 4: 7; 
CD4_T_cell_signaling,  16, 16, 12,  530, 0, 4, 1539703, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 112; 3: 20; 4: 12; 
CD4_T_cell_signaling, 867,  8, 26,  530, 0, 4, 1664292, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 127; 3: 20; 4: 7; 
CD4_T_cell_signaling,  29,  8, 26,  530, 0, 4, 1664286, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 110; 3: 24; 4: 10; 
CD4_T_cell_signaling, 901,  8, 26,  530, 0, 4, 1664525, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 110; 3: 27; 4: 8; 
CD4_T_cell_signaling, 427,  8, 26,  531, 0, 4, 1664086, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 114; 3: 21; 4: 11; 
CD4_T_cell_signaling, 946,  9, 21,  531, 0, 4, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 113; 3: 29; 4: 6; 
CD4_T_cell_signaling, 254,  8, 26,  531, 0, 4, 1664345, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 123; 3: 27; 4: 4; 
CD4_T_cell_signaling,  85,  8, 25,  532, 0, 4, 1606526, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 123; 3: 20; 4: 9; 
CD4_T_cell_signaling, 255, 10, 19,  532, 0, 4, 1526078, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 115; 3: 24; 4: 9; 
CD4_T_cell_signaling, 601, 14, 14,  532, 0, 4, 1583755, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 106; 3: 30; 4: 8; 
CD4_T_cell_signaling,  67,  9, 21,  532, 0, 4, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 115; 3: 21; 4: 11; 
CD4_T_cell_signaling, 134,  8, 26,  533, 0, 4, 1664200, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 115; 3: 23; 4: 10; 
CD4_T_cell_signaling, 467,  8, 24,  533, 0, 4, 1539663, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 123; 3: 19; 4: 10; 
CD4_T_cell_signaling, 729,  9, 21,  533, 0, 4, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 102; 3: 31; 4: 9; 
CD4_T_cell_signaling, 492,  8, 26,  534, 0, 4, 1664387, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 108; 3: 24; 4: 12; 
CD4_T_cell_signaling, 821, 15, 13,  534, 0, 4, 1568198, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 118; 3: 25; 4: 8; 
CD4_T_cell_signaling, 679, 14, 14,  535, 0, 4, 1583926, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 117; 3: 26; 4: 8; 
CD4_T_cell_signaling,  19,  9, 21,  535, 0, 4, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 113; 3: 28; 4: 8; 
CD4_T_cell_signaling, 175,  8, 25,  535, 0, 4, 1606631, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 111; 3: 29; 4: 8; 
CD4_T_cell_signaling, 237, 12, 17,  535, 0, 4, 1626140, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 116; 3: 25; 4: 9; 
CD4_T_cell_signaling, 988, 14, 14,  536, 0, 4, 1583818, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 111; 3: 28; 4: 9; 
CD4_T_cell_signaling, 881,  8, 25,  536, 0, 4, 1606525, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 118; 3: 29; 4: 6; 
CD4_T_cell_signaling, 301, 12, 17,  536, 0, 4, 1626330, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 103; 3: 29; 4: 11; 
CD4_T_cell_signaling,  25,  8, 26,  536, 0, 4, 1664325, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 118; 3: 26; 4: 8; 
CD4_T_cell_signaling, 246, 12, 16,  537, 0, 4, 1539685, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 109; 3: 31; 4: 8; 
CD4_T_cell_signaling, 743,  8, 24,  537, 0, 4, 1539691, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 115; 3: 25; 4: 10; 
CD4_T_cell_signaling, 556,  8, 26,  537, 0, 4, 1663730, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 116; 3: 29; 4: 7; 
CD4_T_cell_signaling, 529,  9, 23,  537, 0, 4, 1649557, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 120; 3: 24; 4: 9; 
CD4_T_cell_signaling,  93, 15, 13,  538, 0, 4, 1568172, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 120; 3: 32; 4: 4; 
CD4_T_cell_signaling, 120,  9, 21,  538, 0, 4, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 122; 3: 22; 4: 10; 
CD4_T_cell_signaling, 354, 12, 16,  538, 0, 4, 1539670, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 107; 3: 22; 4: 15; 
CD4_T_cell_signaling, 822,  8, 24,  538, 0, 4, 1539666, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 118; 3: 27; 4: 8; 
CD4_T_cell_signaling, 771, 13, 15,  538, 0, 4, 1568200, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 123; 3: 23; 4: 9; 
CD4_T_cell_signaling, 919, 16, 12,  539, 0, 4, 1539727, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 121; 3: 17; 4: 14; 
CD4_T_cell_signaling, 580, 12, 16,  541, 0, 4, 1539764, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 123; 3: 26; 4: 8; 
CD4_T_cell_signaling, 443,  8, 24,  541, 0, 4, 1539720, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 120; 3: 26; 4: 9; 
CD4_T_cell_signaling, 193, 16, 12,  542, 0, 4, 1539663, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 116; 3: 24; 4: 12; 
CD4_T_cell_signaling, 718,  8, 25,  542, 0, 4, 1606566, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 114; 3: 25; 4: 12; 
CD4_T_cell_signaling, 897, 10, 19,  542, 0, 4, 1526108, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 122; 3: 27; 4: 8; 
CD4_T_cell_signaling, 423,  9, 22,  543, 0, 4, 1595572, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 116; 3: 23; 4: 13; 
CD4_T_cell_signaling, 224,  8, 26,  543, 0, 4, 1664464, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 118; 3: 31; 4: 7; 
CD4_T_cell_signaling, 732, 12, 16,  544, 0, 4, 1539664, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 118; 3: 24; 4: 12; 
CD4_T_cell_signaling, 169, 12, 17,  545, 0, 4, 1626386, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 103; 3: 35; 4: 10; 
CD4_T_cell_signaling, 686,  8, 24,  545, 0, 4, 1539734, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 113; 3: 27; 4: 12; 
CD4_T_cell_signaling, 347, 15, 13,  545, 0, 4, 1568050, 33154.60, 1, 227.44, 0: 4; 1: 181; 2: 126; 3: 28; 4: 7; 
CD4_T_cell_signaling, 759,  9, 22,  547, 0, 4, 1595580, 33154.60, 1, 227.44, 0: 4; 1: 182; 2: 125; 3: 25; 4: 10; 
CD4_T_cell_signaling, 395, 12, 16,  550, 0, 4, 1539611, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 106; 3: 39; 4: 8; 
CD4_T_cell_signaling, 277,  8, 24,  552, 0, 4, 1539745, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 117; 3: 27; 4: 13; 
CD4_T_cell_signaling, 841,  9, 21,  552, 0, 4, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 113; 3: 32; 4: 11; 
CD4_T_cell_signaling, 871, 11, 18,  564, 0, 4, 1595487, 33154.60, 1, 227.44, 0: 4; 1: 176; 2: 122; 3: 32; 4: 12; 
CD4_T_cell_signaling, 709, 11, 18,  503, 0, 5, 1595590, 33154.60, 1, 227.44, 0: 4; 1: 211; 2: 108; 3: 17; 4: 5; 5: 1; 
CD4_T_cell_signaling, 972,  9, 22,  505, 0, 5, 1595602, 33154.60, 1, 227.44, 0: 4; 1: 217; 2: 95; 3: 24; 4: 4; 5: 2; 
CD4_T_cell_signaling, 158,  9, 23,  506, 0, 5, 1649475, 33154.60, 1, 227.44, 0: 4; 1: 212; 2: 103; 3: 21; 4: 5; 5: 1; 
CD4_T_cell_signaling, 360, 11, 18,  508, 0, 5, 1595442, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 110; 3: 14; 4: 8; 5: 1; 
CD4_T_cell_signaling,  51, 10, 20,  509, 0, 5, 1606558, 33154.60, 1, 227.44, 0: 4; 1: 211; 2: 105; 3: 18; 4: 6; 5: 2; 
CD4_T_cell_signaling, 734,  8, 26,  510, 0, 5, 1664405, 33154.60, 1, 227.44, 0: 4; 1: 216; 2: 95; 3: 21; 4: 9; 5: 1; 
CD4_T_cell_signaling, 598, 12, 17,  510, 0, 5, 1626279, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 113; 3: 16; 4: 5; 5: 2; 
CD4_T_cell_signaling, 694, 12, 17,  511, 0, 5, 1626399, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 112; 3: 16; 4: 7; 5: 1; 
CD4_T_cell_signaling,  73, 11, 18,  511, 0, 5, 1595573, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 102; 3: 27; 4: 3; 5: 1; 
CD4_T_cell_signaling,  38, 10, 20,  511, 0, 5, 1606578, 33154.60, 1, 227.44, 0: 4; 1: 215; 2: 95; 3: 23; 4: 8; 5: 1; 
CD4_T_cell_signaling, 495, 11, 18,  512, 0, 5, 1595517, 33154.60, 1, 227.44, 0: 4; 1: 212; 2: 102; 3: 17; 4: 10; 5: 1; 
CD4_T_cell_signaling, 980, 11, 18,  512, 0, 5, 1595743, 33154.60, 1, 227.44, 0: 4; 1: 212; 2: 100; 3: 22; 4: 6; 5: 2; 
CD4_T_cell_signaling, 792,  9, 23,  512, 0, 5, 1649535, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 115; 3: 15; 4: 7; 5: 1; 
CD4_T_cell_signaling, 868, 10, 20,  512, 0, 5, 1606738, 33154.60, 1, 227.44, 0: 4; 1: 211; 2: 104; 3: 17; 4: 8; 5: 2; 
CD4_T_cell_signaling, 316, 12, 17,  514, 0, 5, 1626457, 33154.60, 1, 227.44, 0: 4; 1: 213; 2: 97; 3: 24; 4: 5; 5: 3; 
CD4_T_cell_signaling, 925, 11, 18,  514, 0, 5, 1595422, 33154.60, 1, 227.44, 0: 4; 1: 208; 2: 107; 3: 18; 4: 7; 5: 2; 
CD4_T_cell_signaling, 553,  9, 22,  514, 0, 5, 1595554, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 109; 3: 23; 4: 3; 5: 2; 
CD4_T_cell_signaling, 400,  9, 23,  514, 0, 5, 1649941, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 102; 3: 24; 4: 6; 5: 1; 
CD4_T_cell_signaling, 947,  8, 26,  514, 0, 5, 1664190, 33154.60, 1, 227.44, 0: 4; 1: 211; 2: 98; 3: 26; 4: 6; 5: 1; 
CD4_T_cell_signaling,  33,  8, 25,  514, 0, 5, 1606414, 33154.60, 1, 227.44, 0: 4; 1: 207; 2: 106; 3: 22; 4: 6; 5: 1; 
CD4_T_cell_signaling, 621, 10, 20,  514, 0, 5, 1606662, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 106; 3: 28; 4: 2; 5: 1; 
CD4_T_cell_signaling, 899, 12, 16,  514, 0, 5, 1539686, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 110; 3: 18; 4: 6; 5: 2; 
CD4_T_cell_signaling, 232, 12, 16,  514, 0, 5, 1539729, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 114; 3: 15; 4: 8; 5: 1; 
CD4_T_cell_signaling, 361, 14, 14,  515, 0, 5, 1583706, 33154.60, 1, 227.44, 0: 4; 1: 207; 2: 111; 3: 13; 4: 8; 5: 3; 
CD4_T_cell_signaling, 875, 14, 14,  515, 0, 5, 1583749, 33154.60, 1, 227.44, 0: 4; 1: 207; 2: 106; 3: 21; 4: 7; 5: 1; 
CD4_T_cell_signaling, 970, 11, 18,  515, 0, 5, 1595349, 33154.60, 1, 227.44, 0: 4; 1: 208; 2: 105; 3: 20; 4: 8; 5: 1; 
CD4_T_cell_signaling, 376,  9, 22,  515, 0, 5, 1595675, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 118; 3: 18; 4: 5; 5: 1; 
CD4_T_cell_signaling, 148,  8, 25,  515, 0, 5, 1606575, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 100; 3: 27; 4: 5; 5: 1; 
CD4_T_cell_signaling, 160, 12, 17,  516, 0, 5, 1626647, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 101; 3: 24; 4: 7; 5: 1; 
CD4_T_cell_signaling, 312,  9, 23,  516, 0, 5, 1649784, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 105; 3: 25; 4: 5; 5: 1; 
CD4_T_cell_signaling, 206, 10, 20,  516, 0, 5, 1606500, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 111; 3: 14; 4: 9; 5: 2; 
CD4_T_cell_signaling,  57,  8, 26,  516, 0, 5, 1664405, 33154.60, 1, 227.44, 0: 4; 1: 210; 2: 99; 3: 25; 4: 7; 5: 1; 
CD4_T_cell_signaling, 863,  9, 22,  517, 0, 5, 1595611, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 107; 3: 23; 4: 6; 5: 1; 
CD4_T_cell_signaling, 563,  8, 26,  517, 0, 5, 1664755, 33154.60, 1, 227.44, 0: 4; 1: 207; 2: 105; 3: 22; 4: 6; 5: 2; 
CD4_T_cell_signaling, 589, 10, 20,  517, 0, 5, 1606179, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 115; 3: 17; 4: 6; 5: 2; 
CD4_T_cell_signaling, 516,  9, 22,  517, 0, 5, 1595592, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 114; 3: 13; 4: 9; 5: 2; 
CD4_T_cell_signaling, 432, 14, 14,  517, 0, 5, 1583856, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 107; 3: 21; 4: 6; 5: 2; 
CD4_T_cell_signaling, 957, 10, 19,  518, 0, 5, 1526103, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 116; 3: 23; 4: 2; 5: 2; 
CD4_T_cell_signaling, 564, 12, 17,  518, 0, 5, 1626122, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 112; 3: 19; 4: 6; 5: 2; 
CD4_T_cell_signaling,  48, 12, 17,  518, 0, 5, 1626436, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 109; 3: 19; 4: 7; 5: 2; 
CD4_T_cell_signaling, 179,  9, 22,  518, 0, 5, 1595576, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 107; 3: 25; 4: 5; 5: 1; 
CD4_T_cell_signaling, 575, 12, 16,  518, 0, 5, 1539745, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 114; 3: 20; 4: 6; 5: 1; 
CD4_T_cell_signaling,  24,  8, 24,  518, 0, 5, 1539646, 33154.60, 1, 227.44, 0: 4; 1: 208; 2: 101; 3: 25; 4: 7; 5: 1; 
CD4_T_cell_signaling, 576,  9, 22,  518, 0, 5, 1595579, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 118; 3: 18; 4: 6; 5: 1; 
CD4_T_cell_signaling, 684,  9, 23,  518, 0, 5, 1649840, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 106; 3: 21; 4: 8; 5: 1; 
CD4_T_cell_signaling, 989, 12, 16,  518, 0, 5, 1539731, 33154.60, 1, 227.44, 0: 4; 1: 211; 2: 97; 3: 24; 4: 9; 5: 1; 
CD4_T_cell_signaling, 573,  8, 25,  519, 0, 5, 1606636, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 106; 3: 20; 4: 9; 5: 1; 
CD4_T_cell_signaling, 303, 12, 17,  519, 0, 5, 1626450, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 114; 3: 20; 4: 5; 5: 2; 
CD4_T_cell_signaling, 654, 10, 20,  519, 0, 5, 1606625, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 109; 3: 20; 4: 8; 5: 1; 
CD4_T_cell_signaling, 307, 10, 20,  519, 0, 5, 1606487, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 119; 3: 14; 4: 6; 5: 3; 
CD4_T_cell_signaling, 895,  9, 23,  519, 0, 5, 1649906, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 125; 3: 15; 4: 6; 5: 1; 
CD4_T_cell_signaling, 188,  9, 22,  519, 0, 5, 1595562, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 113; 3: 18; 4: 8; 5: 1; 
CD4_T_cell_signaling, 928, 12, 17,  519, 0, 5, 1625989, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 112; 3: 17; 4: 9; 5: 1; 
CD4_T_cell_signaling, 755, 12, 17,  519, 0, 5, 1626373, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 108; 3: 25; 4: 5; 5: 1; 
CD4_T_cell_signaling, 252, 10, 20,  519, 0, 5, 1606565, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 119; 3: 15; 4: 8; 5: 1; 
CD4_T_cell_signaling, 793, 14, 14,  519, 0, 5, 1583896, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 108; 3: 22; 4: 7; 5: 1; 
CD4_T_cell_signaling,  86, 11, 18,  519, 0, 5, 1595345, 33154.60, 1, 227.44, 0: 4; 1: 210; 2: 99; 3: 23; 4: 8; 5: 2; 
CD4_T_cell_signaling, 373,  8, 26,  519, 0, 5, 1664580, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 106; 3: 26; 4: 5; 5: 1; 
CD4_T_cell_signaling, 550, 11, 18,  519, 0, 5, 1595405, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 112; 3: 23; 4: 5; 5: 1; 
CD4_T_cell_signaling, 862, 12, 16,  520, 0, 5, 1539773, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 108; 3: 18; 4: 10; 5: 1; 
CD4_T_cell_signaling, 304, 10, 19,  520, 0, 5, 1526085, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 108; 3: 22; 4: 6; 5: 2; 
CD4_T_cell_signaling, 889, 10, 20,  520, 0, 5, 1606700, 33154.60, 1, 227.44, 0: 4; 1: 207; 2: 105; 3: 20; 4: 7; 5: 3; 
CD4_T_cell_signaling, 643,  9, 22,  520, 0, 5, 1595501, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 110; 3: 17; 4: 10; 5: 1; 
CD4_T_cell_signaling, 300, 13, 15,  520, 0, 5, 1568087, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 124; 3: 19; 4: 4; 5: 1; 
CD4_T_cell_signaling, 978, 10, 19,  520, 0, 5, 1526103, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 119; 3: 18; 4: 5; 5: 2; 
CD4_T_cell_signaling, 979, 12, 17,  520, 0, 5, 1626189, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 119; 3: 26; 4: 1; 5: 1; 
CD4_T_cell_signaling, 809,  9, 23,  520, 0, 5, 1649584, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 117; 3: 21; 4: 5; 5: 1; 
CD4_T_cell_signaling, 737, 11, 18,  520, 0, 5, 1595618, 33154.60, 1, 227.44, 0: 4; 1: 207; 2: 106; 3: 16; 4: 12; 5: 1; 
CD4_T_cell_signaling, 994, 10, 20,  521, 0, 5, 1606640, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 101; 3: 22; 4: 6; 5: 4; 
CD4_T_cell_signaling, 698,  8, 25,  521, 0, 5, 1606533, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 104; 3: 23; 4: 7; 5: 2; 
CD4_T_cell_signaling, 449, 13, 15,  521, 0, 5, 1568128, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 121; 3: 21; 4: 4; 5: 1; 
CD4_T_cell_signaling, 101, 13, 15,  521, 0, 5, 1568256, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 110; 3: 22; 4: 7; 5: 1; 
CD4_T_cell_signaling, 308, 13, 15,  521, 0, 5, 1568121, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 123; 3: 14; 4: 8; 5: 1; 
CD4_T_cell_signaling, 829, 11, 18,  521, 0, 5, 1595582, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 111; 3: 20; 4: 8; 5: 1; 
CD4_T_cell_signaling, 259, 10, 20,  521, 0, 5, 1606656, 33154.60, 0, 227.44, 0: 4; 1: 204; 2: 108; 3: 22; 4: 5; 5: 3; 
CD4_T_cell_signaling, 460,  9, 22,  521, 0, 5, 1595639, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 107; 3: 18; 4: 8; 5: 3; 
CD4_T_cell_signaling, 244, 12, 17,  521, 0, 5, 1626049, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 106; 3: 27; 4: 5; 5: 1; 
CD4_T_cell_signaling, 177, 14, 14,  521, 0, 5, 1583752, 33154.60, 1, 227.44, 0: 4; 1: 208; 2: 99; 3: 26; 4: 8; 5: 1; 
CD4_T_cell_signaling, 806, 16, 12,  522, 0, 5, 1539776, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 119; 3: 18; 4: 7; 5: 1; 
CD4_T_cell_signaling, 739,  8, 24,  522, 0, 5, 1539743, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 108; 3: 20; 4: 8; 5: 2; 
CD4_T_cell_signaling, 284, 12, 17,  522, 0, 5, 1626387, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 103; 3: 23; 4: 9; 5: 1; 
CD4_T_cell_signaling, 115,  9, 23,  522, 0, 5, 1649837, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 103; 3: 23; 4: 9; 5: 1; 
CD4_T_cell_signaling, 236, 13, 15,  522, 0, 5, 1568074, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 112; 3: 24; 4: 4; 5: 2; 
CD4_T_cell_signaling, 990, 14, 14,  522, 0, 5, 1583634, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 109; 3: 26; 4: 5; 5: 1; 
CD4_T_cell_signaling, 356, 11, 18,  522, 0, 5, 1595503, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 105; 3: 25; 4: 7; 5: 1; 
CD4_T_cell_signaling, 214, 14, 14,  522, 0, 5, 1583777, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 109; 3: 19; 4: 7; 5: 3; 
CD4_T_cell_signaling, 878,  9, 23,  522, 0, 5, 1649463, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 118; 3: 20; 4: 2; 5: 4; 
CD4_T_cell_signaling, 240,  8, 26,  522, 0, 5, 1664273, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 105; 3: 25; 4: 7; 5: 1; 
CD4_T_cell_signaling, 702,  9, 23,  523, 0, 5, 1649598, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 112; 3: 18; 4: 7; 5: 3; 
CD4_T_cell_signaling,  77,  8, 24,  523, 0, 5, 1539779, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 117; 3: 21; 4: 6; 5: 1; 
CD4_T_cell_signaling, 945,  8, 25,  523, 0, 5, 1606706, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 115; 3: 16; 4: 10; 5: 1; 
CD4_T_cell_signaling, 229,  9, 23,  523, 0, 5, 1649691, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 105; 3: 20; 4: 8; 5: 3; 
CD4_T_cell_signaling, 797, 15, 13,  523, 0, 5, 1568149, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 103; 3: 23; 4: 8; 5: 2; 
CD4_T_cell_signaling, 274, 15, 13,  523, 0, 5, 1568257, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 115; 3: 14; 4: 10; 5: 2; 
CD4_T_cell_signaling, 433,  9, 21,  523, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 117; 3: 19; 4: 6; 5: 2; 
CD4_T_cell_signaling, 512, 10, 20,  523, 0, 5, 1606533, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 107; 3: 24; 4: 6; 5: 2; 
CD4_T_cell_signaling, 664, 11, 18,  523, 0, 5, 1595528, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 109; 3: 25; 4: 6; 5: 1; 
CD4_T_cell_signaling, 411,  8, 24,  523, 0, 5, 1539728, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 114; 3: 24; 4: 5; 5: 1; 
CD4_T_cell_signaling, 824,  9, 23,  523, 0, 5, 1649946, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 117; 3: 22; 4: 4; 5: 2; 
CD4_T_cell_signaling, 730, 10, 20,  523, 0, 5, 1606787, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 123; 3: 18; 4: 6; 5: 1; 
CD4_T_cell_signaling, 900,  8, 26,  523, 0, 5, 1663666, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 110; 3: 23; 4: 7; 5: 1; 
CD4_T_cell_signaling, 866,  9, 22,  523, 0, 5, 1595372, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 113; 3: 21; 4: 6; 5: 2; 
CD4_T_cell_signaling,  35,  9, 22,  523, 0, 5, 1595683, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 116; 3: 21; 4: 5; 5: 2; 
CD4_T_cell_signaling, 339,  9, 21,  523, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 112; 3: 26; 4: 3; 5: 2; 
CD4_T_cell_signaling, 645, 16, 12,  524, 0, 5, 1539651, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 111; 3: 24; 4: 5; 5: 2; 
CD4_T_cell_signaling, 630, 10, 20,  524, 0, 5, 1606634, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 114; 3: 20; 4: 8; 5: 1; 
CD4_T_cell_signaling, 599, 10, 20,  524, 0, 5, 1606364, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 98; 3: 23; 4: 10; 5: 2; 
CD4_T_cell_signaling, 568,  9, 22,  524, 0, 5, 1595563, 33154.60, 1, 227.44, 0: 4; 1: 210; 2: 93; 3: 30; 4: 7; 5: 2; 
CD4_T_cell_signaling, 663, 14, 14,  524, 0, 5, 1583845, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 125; 3: 19; 4: 5; 5: 1; 
