Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
23(611)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 559,  9,  9,  170, 1, 3, 639198, 17907.34, 0, 0.00, 1: 55; 2: 38; 3: 13; 
Glucose_Repression_Signaling_2009,  56,  6, 13,  222, 1, 4, 619540, 17907.34, 0, 61.60, 1: 34; 2: 30; 3: 40; 4: 2; 
Glucose_Repression_Signaling_2009, 267, 10,  8,  174, 1, 5, 633944, 17907.34, 1, 61.60, 1: 56; 2: 37; 3: 10; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 377, 11,  7,  175, 1, 5, 613186, 17907.34, 1, 61.60, 1: 58; 2: 30; 3: 16; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  77,  9,  9,  176, 1, 5, 639198, 17907.34, 1, 61.60, 1: 60; 2: 27; 3: 16; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 898,  8, 10,  177, 1, 5, 634027, 17907.34, 1, 61.60, 1: 55; 2: 34; 3: 15; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 779,  8, 10,  177, 1, 5, 633940, 17907.34, 1, 61.60, 1: 58; 2: 31; 3: 13; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 908,  9,  9,  178, 1, 5, 639206, 17907.34, 1, 61.60, 1: 52; 2: 40; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 767,  8, 10,  179, 1, 5, 634074, 17907.34, 1, 61.60, 1: 53; 2: 38; 3: 11; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 468,  7, 12,  179, 1, 5, 658670, 17907.34, 1, 61.60, 1: 56; 2: 30; 3: 18; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 518,  8, 10,  179, 1, 5, 634038, 17907.34, 1, 61.60, 1: 51; 2: 40; 3: 13; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  89,  9,  9,  180, 1, 5, 639283, 17907.34, 1, 61.60, 1: 52; 2: 38; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  83,  9,  9,  180, 1, 5, 639177, 17907.34, 1, 61.60, 1: 55; 2: 30; 3: 20; 5: 1; 
Glucose_Repression_Signaling_2009, 311,  9,  9,  180, 1, 5, 639143, 17907.34, 1, 61.60, 1: 53; 2: 34; 3: 18; 5: 1; 
Glucose_Repression_Signaling_2009,  55,  6, 13,  180, 1, 5, 619701, 17907.34, 1, 61.60, 1: 54; 2: 33; 3: 17; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,   4, 10,  8,  180, 1, 5, 634032, 17907.34, 1, 61.60, 1: 50; 2: 40; 3: 15; 5: 1; 
Glucose_Repression_Signaling_2009, 490,  9,  9,  180, 1, 5, 639053, 17907.34, 1, 61.60, 1: 60; 2: 23; 3: 20; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 559,  9,  9,  180, 1, 5, 639198, 17907.34, 1, 61.60, 1: 55; 2: 35; 3: 11; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 790, 10,  8,  181, 1, 5, 634006, 17907.34, 1, 61.60, 1: 51; 2: 37; 3: 17; 5: 1; 
Glucose_Repression_Signaling_2009, 534,  7, 11,  181, 1, 5, 613179, 17907.34, 1, 61.60, 1: 53; 2: 36; 3: 14; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 904,  7, 12,  181, 1, 5, 658626, 17907.34, 1, 61.60, 1: 55; 2: 29; 3: 21; 5: 1; 
Glucose_Repression_Signaling_2009, 999,  7, 12,  181, 1, 5, 658712, 17907.34, 1, 61.60, 1: 50; 2: 39; 3: 16; 5: 1; 
Glucose_Repression_Signaling_2009,  10,  9,  9,  181, 1, 5, 639075, 17907.34, 1, 61.60, 1: 51; 2: 38; 3: 15; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 969, 11,  7,  181, 1, 5, 613219, 17907.34, 1, 61.60, 1: 54; 2: 33; 3: 16; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 678,  7, 12,  182, 1, 5, 658687, 17907.34, 1, 61.60, 1: 57; 2: 28; 3: 18; 5: 3; 
Glucose_Repression_Signaling_2009, 806,  7, 12,  182, 1, 5, 658797, 17907.34, 1, 61.60, 1: 54; 2: 32; 3: 17; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 717,  7, 12,  182, 1, 5, 658689, 17907.34, 1, 61.60, 1: 52; 2: 35; 3: 17; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 985,  7, 12,  182, 1, 5, 658703, 17907.34, 1, 61.60, 1: 58; 2: 24; 3: 22; 5: 2; 
Glucose_Repression_Signaling_2009, 621,  8, 10,  182, 1, 5, 633938, 17907.34, 1, 61.60, 1: 53; 2: 33; 3: 18; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 998, 11,  7,  182, 1, 5, 613195, 17907.34, 1, 61.60, 1: 52; 2: 34; 3: 19; 5: 1; 
Glucose_Repression_Signaling_2009, 178,  7, 12,  182, 1, 5, 658752, 17907.34, 1, 61.60, 1: 55; 2: 31; 3: 16; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 916,  9,  9,  182, 1, 5, 639113, 17907.34, 1, 61.60, 1: 51; 2: 39; 3: 13; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 123,  8, 10,  182, 1, 5, 634053, 17907.34, 1, 61.60, 1: 54; 2: 34; 3: 14; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 942, 10,  8,  182, 1, 5, 634083, 17907.34, 1, 61.60, 1: 49; 2: 43; 3: 11; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 378,  7, 12,  182, 1, 5, 658650, 17907.34, 1, 61.60, 1: 54; 2: 31; 3: 19; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  45, 10,  8,  182, 1, 5, 634086, 17907.34, 1, 61.60, 1: 55; 2: 30; 3: 18; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 894, 10,  8,  183, 1, 5, 634024, 17907.34, 1, 61.60, 1: 53; 2: 32; 3: 19; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 131,  8, 10,  183, 1, 5, 634050, 17907.34, 1, 61.60, 1: 49; 2: 39; 3: 17; 5: 1; 
Glucose_Repression_Signaling_2009, 447,  8, 10,  183, 1, 5, 633985, 17907.34, 1, 61.60, 1: 54; 2: 31; 3: 18; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 134,  7, 11,  183, 1, 5, 613201, 17907.34, 1, 61.60, 1: 54; 2: 33; 3: 15; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 845,  7, 12,  183, 1, 5, 658679, 17907.34, 1, 61.60, 1: 52; 2: 36; 3: 15; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 745,  7, 11,  184, 1, 5, 613184, 17907.34, 1, 61.60, 1: 52; 2: 32; 3: 21; 5: 1; 
Glucose_Repression_Signaling_2009, 664,  6, 13,  184, 1, 5, 619503, 17907.34, 1, 61.60, 1: 55; 2: 29; 3: 18; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 753,  9,  9,  184, 1, 5, 639132, 17907.34, 1, 61.60, 1: 53; 2: 33; 3: 17; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 281,  7, 12,  184, 1, 5, 658650, 17907.34, 1, 61.60, 1: 50; 2: 36; 3: 19; 5: 1; 
Glucose_Repression_Signaling_2009, 759, 11,  7,  184, 1, 5, 613198, 17907.34, 1, 61.60, 1: 50; 2: 39; 3: 14; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009,  54,  7, 12,  184, 1, 5, 658670, 17907.34, 1, 61.60, 1: 57; 2: 28; 3: 16; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 800,  9,  9,  184, 1, 5, 639120, 17907.34, 1, 61.60, 1: 53; 2: 37; 3: 10; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009,  21, 10,  8,  184, 1, 5, 633971, 17907.34, 1, 61.60, 1: 52; 2: 35; 3: 16; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 238, 10,  8,  184, 1, 5, 634041, 17907.34, 1, 61.60, 1: 52; 2: 34; 3: 17; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 951, 11,  7,  184, 1, 5, 613168, 17907.34, 1, 61.60, 1: 53; 2: 35; 3: 13; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 540,  8, 10,  184, 1, 5, 634021, 17907.34, 1, 61.60, 1: 53; 2: 34; 3: 15; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 673,  8, 10,  185, 1, 5, 634046, 17907.34, 1, 61.60, 1: 51; 2: 36; 3: 15; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 244,  7, 12,  185, 1, 5, 658778, 17907.34, 1, 61.60, 1: 53; 2: 31; 3: 19; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 513, 10,  8,  185, 1, 5, 634040, 17907.34, 1, 61.60, 1: 51; 2: 35; 3: 17; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  37,  8, 10,  185, 1, 5, 634097, 17907.34, 1, 61.60, 1: 56; 2: 30; 3: 14; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 505, 10,  8,  185, 1, 5, 634054, 17907.34, 1, 61.60, 1: 56; 2: 28; 3: 18; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 303,  7, 12,  186, 1, 5, 658691, 17907.34, 1, 61.60, 1: 55; 2: 28; 3: 19; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 676,  7, 12,  186, 1, 5, 658709, 17907.34, 1, 61.60, 1: 52; 2: 33; 3: 18; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 366,  7, 11,  186, 1, 5, 613192, 17907.34, 1, 61.60, 1: 55; 2: 27; 3: 21; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 683,  6, 13,  186, 1, 5, 619526, 17907.34, 1, 61.60, 1: 51; 2: 35; 3: 17; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 686,  9,  9,  186, 1, 5, 639026, 17907.34, 1, 61.60, 1: 49; 2: 37; 3: 18; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 867,  7, 11,  186, 1, 5, 613082, 17907.34, 1, 61.60, 1: 51; 2: 36; 3: 14; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 687,  7, 12,  186, 1, 5, 658626, 17907.34, 1, 61.60, 1: 55; 2: 32; 3: 13; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 719, 11,  7,  186, 1, 5, 613198, 17907.34, 1, 61.60, 1: 50; 2: 34; 3: 21; 5: 1; 
Glucose_Repression_Signaling_2009,  86, 10,  8,  186, 1, 5, 634042, 17907.34, 1, 61.60, 1: 55; 2: 26; 3: 22; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 290, 10,  8,  186, 1, 5, 634093, 17907.34, 1, 61.60, 1: 53; 2: 31; 3: 19; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 929,  9,  9,  186, 1, 5, 639065, 17907.34, 1, 61.60, 1: 50; 2: 35; 3: 19; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  52,  7, 11,  186, 1, 5, 613191, 17907.34, 1, 61.60, 1: 50; 2: 38; 3: 14; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 524, 10,  8,  186, 1, 5, 633938, 17907.34, 1, 61.60, 1: 56; 2: 29; 3: 16; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 263,  8, 10,  186, 1, 5, 634017, 17907.34, 1, 61.60, 1: 56; 2: 26; 3: 20; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 807,  9,  9,  186, 1, 5, 639152, 17907.34, 1, 61.60, 1: 50; 2: 35; 3: 19; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 825,  7, 12,  186, 1, 5, 658643, 17907.34, 1, 61.60, 1: 50; 2: 35; 3: 19; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 379,  7, 11,  186, 1, 5, 613183, 17907.34, 1, 61.60, 1: 56; 2: 30; 3: 14; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 590, 10,  8,  186, 1, 5, 634050, 17907.34, 0, 61.60, 1: 46; 2: 42; 3: 17; 5: 1; 
Glucose_Repression_Signaling_2009,  13,  6, 14,  186, 1, 5, 658676, 17907.34, 1, 61.60, 1: 52; 2: 31; 3: 21; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 460, 11,  7,  186, 1, 5, 613177, 17907.34, 1, 61.60, 1: 52; 2: 35; 3: 15; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 628,  8, 10,  186, 1, 5, 634061, 17907.34, 1, 61.60, 1: 52; 2: 37; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009,  90,  7, 12,  186, 1, 5, 658592, 17907.34, 1, 61.60, 1: 53; 2: 32; 3: 17; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 414,  7, 11,  186, 1, 5, 613204, 17907.34, 1, 61.60, 1: 55; 2: 26; 3: 22; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 639,  9,  9,  186, 1, 5, 639096, 17907.34, 1, 61.60, 1: 52; 2: 34; 3: 15; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 984,  9,  9,  186, 1, 5, 639189, 17907.34, 1, 61.60, 1: 50; 2: 40; 3: 11; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 458, 11,  7,  186, 1, 5, 613144, 17907.34, 1, 61.60, 1: 55; 2: 29; 3: 17; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 666,  7, 12,  186, 1, 5, 658549, 17907.34, 1, 61.60, 1: 46; 2: 45; 3: 12; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 146,  7, 12,  187, 1, 5, 658704, 17907.34, 1, 61.60, 1: 50; 2: 36; 3: 16; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 553,  7, 12,  187, 1, 5, 658713, 17907.34, 0, 61.60, 1: 49; 2: 37; 3: 17; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 895,  6, 13,  187, 1, 5, 619532, 17907.34, 1, 61.60, 1: 54; 2: 31; 3: 16; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 570,  9,  9,  187, 1, 5, 639130, 17907.34, 1, 61.60, 1: 52; 2: 34; 3: 15; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 549,  9,  9,  187, 1, 5, 639164, 17907.34, 1, 61.60, 1: 53; 2: 30; 3: 19; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 498,  8, 10,  187, 1, 5, 634086, 17907.34, 1, 61.60, 1: 51; 2: 31; 3: 23; 5: 1; 
Glucose_Repression_Signaling_2009, 239, 10,  8,  187, 1, 5, 634045, 17907.34, 1, 61.60, 1: 53; 2: 31; 3: 18; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 511,  9,  9,  187, 1, 5, 639138, 17907.34, 0, 61.60, 1: 54; 2: 32; 3: 15; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 510, 11,  7,  187, 1, 5, 613102, 17907.34, 1, 61.60, 1: 53; 2: 32; 3: 16; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 295,  8, 10,  187, 1, 5, 634041, 17907.34, 1, 61.60, 1: 53; 2: 32; 3: 17; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 235, 10,  8,  187, 1, 5, 634037, 17907.34, 1, 61.60, 1: 55; 2: 26; 3: 21; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 665,  6, 14,  187, 1, 5, 658699, 17907.34, 1, 61.60, 1: 51; 2: 34; 3: 17; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 492,  7, 11,  187, 1, 5, 613142, 17907.34, 1, 61.60, 1: 52; 2: 33; 3: 16; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 691,  8, 10,  187, 1, 5, 634033, 17907.34, 1, 61.60, 1: 53; 2: 30; 3: 19; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 543, 10,  8,  188, 1, 5, 634085, 17907.34, 1, 61.60, 1: 57; 2: 24; 3: 20; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 601,  6, 14,  188, 1, 5, 658685, 17907.34, 1, 61.60, 1: 51; 2: 34; 3: 17; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 541, 10,  8,  188, 1, 5, 634207, 17907.34, 1, 61.60, 1: 51; 2: 34; 3: 16; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 245,  7, 12,  188, 1, 5, 658635, 17907.34, 1, 61.60, 1: 50; 2: 37; 3: 14; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  188, 1, 5, 658688, 17907.34, 1, 61.60, 1: 50; 2: 33; 3: 21; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  61,  7, 12,  188, 1, 5, 658645, 17907.34, 1, 61.60, 1: 53; 2: 29; 3: 21; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 320,  7, 11,  188, 1, 5, 613175, 17907.34, 1, 61.60, 1: 53; 2: 28; 3: 23; 5: 2; 
Glucose_Repression_Signaling_2009, 774,  6, 14,  188, 1, 5, 658840, 17907.34, 1, 61.60, 1: 49; 2: 34; 3: 22; 5: 1; 
Glucose_Repression_Signaling_2009, 967,  7, 12,  188, 1, 5, 658725, 17907.34, 0, 61.60, 1: 53; 2: 30; 3: 19; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 763, 11,  7,  188, 1, 5, 613174, 17907.34, 1, 61.60, 1: 51; 2: 32; 3: 20; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 520,  6, 13,  188, 1, 5, 619566, 17907.34, 1, 61.60, 1: 51; 2: 31; 3: 22; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 479,  6, 13,  188, 1, 5, 619547, 17907.34, 1, 61.60, 1: 53; 2: 26; 3: 26; 5: 1; 
Glucose_Repression_Signaling_2009, 563,  7, 11,  188, 1, 5, 613171, 17907.34, 1, 61.60, 1: 53; 2: 32; 3: 16; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 288,  9,  9,  188, 1, 5, 639127, 17907.34, 1, 61.60, 1: 52; 2: 35; 3: 13; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 509,  6, 13,  188, 1, 5, 619541, 17907.34, 1, 61.60, 1: 50; 2: 34; 3: 19; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 633,  8, 10,  188, 1, 5, 634012, 17907.34, 1, 61.60, 1: 51; 2: 36; 3: 14; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 344, 10,  8,  188, 1, 5, 634017, 17907.34, 1, 61.60, 1: 52; 2: 29; 3: 23; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 481,  9,  9,  188, 1, 5, 639142, 17907.34, 1, 61.60, 1: 54; 2: 28; 3: 20; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 979, 11,  7,  188, 1, 5, 613157, 17907.34, 1, 61.60, 1: 48; 2: 39; 3: 16; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 365,  7, 12,  188, 1, 5, 658619, 17907.34, 1, 61.60, 1: 54; 2: 27; 3: 22; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 110,  8, 10,  188, 1, 5, 634011, 17907.34, 1, 61.60, 1: 54; 2: 29; 3: 19; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 187,  6, 14,  188, 1, 5, 658703, 17907.34, 1, 61.60, 1: 51; 2: 31; 3: 22; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 195,  9,  9,  188, 1, 5, 639172, 17907.34, 1, 61.60, 1: 51; 2: 34; 3: 17; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 943, 10,  8,  188, 1, 5, 634018, 17907.34, 1, 61.60, 1: 51; 2: 32; 3: 20; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 893,  9,  9,  188, 1, 5, 639177, 17907.34, 1, 61.60, 1: 54; 2: 29; 3: 19; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 648,  9,  9,  189, 1, 5, 639190, 17907.34, 1, 61.60, 1: 50; 2: 34; 3: 19; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 218, 11,  7,  189, 1, 5, 613235, 17907.34, 1, 61.60, 1: 52; 2: 29; 3: 23; 5: 2; 
Glucose_Repression_Signaling_2009, 784,  8, 10,  189, 1, 5, 634044, 17907.34, 1, 61.60, 1: 53; 2: 30; 3: 18; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 364,  6, 14,  189, 1, 5, 658725, 17907.34, 1, 61.60, 1: 50; 2: 31; 3: 24; 5: 1; 
Glucose_Repression_Signaling_2009, 718,  8, 10,  189, 1, 5, 634032, 17907.34, 1, 61.60, 1: 49; 2: 36; 3: 18; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 376, 11,  7,  189, 1, 5, 613240, 17907.34, 1, 61.60, 1: 48; 2: 40; 3: 14; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 773,  6, 14,  189, 1, 5, 658950, 17907.34, 1, 61.60, 1: 51; 2: 34; 3: 16; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 995,  7, 12,  189, 1, 5, 658687, 17907.34, 1, 61.60, 1: 54; 2: 26; 3: 22; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 792, 10,  8,  189, 1, 5, 634069, 17907.34, 1, 61.60, 1: 55; 2: 27; 3: 19; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 272,  7, 12,  189, 1, 5, 658757, 17907.34, 1, 61.60, 1: 51; 2: 33; 3: 18; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 622,  8, 10,  189, 1, 5, 634119, 17907.34, 1, 61.60, 1: 52; 2: 32; 3: 18; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 451,  7, 11,  189, 1, 5, 613181, 17907.34, 1, 61.60, 1: 53; 2: 30; 3: 19; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 736,  8, 10,  189, 1, 5, 634184, 17907.34, 1, 61.60, 1: 54; 2: 29; 3: 18; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 834,  6, 14,  189, 1, 5, 658598, 17907.34, 1, 61.60, 1: 46; 2: 40; 3: 18; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 906,  9,  9,  189, 1, 5, 639119, 17907.34, 1, 61.60, 1: 50; 2: 37; 3: 14; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 355,  6, 14,  189, 1, 5, 658686, 17907.34, 1, 61.60, 1: 51; 2: 32; 3: 19; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 596,  8, 10,  189, 1, 5, 634055, 17907.34, 1, 61.60, 1: 50; 2: 35; 3: 17; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 106, 11,  7,  189, 1, 5, 613152, 17907.34, 1, 61.60, 1: 47; 2: 39; 3: 17; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 725, 10,  8,  189, 1, 5, 633942, 17907.34, 1, 61.60, 1: 49; 2: 35; 3: 19; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 208, 10,  8,  189, 1, 5, 634065, 17907.34, 1, 61.60, 1: 51; 2: 33; 3: 19; 5: 3; 
Glucose_Repression_Signaling_2009, 896, 10,  8,  189, 1, 5, 634091, 17907.34, 1, 61.60, 1: 52; 2: 34; 3: 14; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 682,  7, 12,  190, 1, 5, 658772, 17907.34, 1, 61.60, 1: 49; 2: 36; 3: 18; 5: 3; 
Glucose_Repression_Signaling_2009, 132,  7, 11,  190, 1, 5, 613199, 17907.34, 1, 61.60, 1: 52; 2: 33; 3: 15; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 275, 11,  7,  190, 1, 5, 613183, 17907.34, 1, 61.60, 1: 45; 2: 42; 3: 17; 5: 2; 
Glucose_Repression_Signaling_2009, 797, 10,  8,  190, 1, 5, 634050, 17907.34, 1, 61.60, 1: 50; 2: 37; 3: 12; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 550,  6, 13,  190, 1, 5, 619535, 17907.34, 1, 61.60, 1: 45; 2: 41; 3: 18; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 576,  7, 12,  190, 1, 5, 658675, 17907.34, 1, 61.60, 1: 52; 2: 26; 3: 27; 5: 1; 
Glucose_Repression_Signaling_2009, 421,  9,  9,  190, 1, 5, 638964, 17907.34, 1, 61.60, 1: 49; 2: 35; 3: 19; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009,  49,  8, 10,  190, 1, 5, 634071, 17907.34, 1, 61.60, 1: 54; 2: 29; 3: 16; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 564,  7, 12,  190, 1, 5, 658709, 17907.34, 1, 61.60, 1: 46; 2: 38; 3: 21; 5: 1; 
Glucose_Repression_Signaling_2009, 508, 11,  7,  190, 1, 5, 613185, 17907.34, 1, 61.60, 1: 50; 2: 34; 3: 18; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 871,  6, 13,  190, 1, 5, 619548, 17907.34, 1, 61.60, 1: 52; 2: 26; 3: 27; 5: 1; 
Glucose_Repression_Signaling_2009,  35, 11,  7,  190, 1, 5, 613150, 17907.34, 1, 61.60, 1: 47; 2: 37; 3: 20; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 695,  8, 10,  190, 1, 5, 634059, 17907.34, 1, 61.60, 1: 51; 2: 33; 3: 18; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 100,  7, 11,  190, 1, 5, 613164, 17907.34, 1, 61.60, 1: 55; 2: 28; 3: 17; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 594, 10,  8,  191, 1, 5, 633999, 17907.34, 1, 61.60, 1: 50; 2: 34; 3: 17; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 600,  9,  9,  191, 1, 5, 639115, 17907.34, 1, 61.60, 1: 48; 2: 38; 3: 16; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009,  17,  9,  9,  191, 1, 5, 639173, 17907.34, 1, 61.60, 1: 46; 2: 41; 3: 16; 5: 3; 
Glucose_Repression_Signaling_2009, 410,  7, 12,  191, 1, 5, 658647, 17907.34, 1, 61.60, 1: 53; 2: 27; 3: 21; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 595, 10,  8,  191, 1, 5, 634029, 17907.34, 1, 61.60, 1: 51; 2: 31; 3: 20; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 842, 11,  7,  191, 1, 5, 613202, 17907.34, 1, 61.60, 1: 52; 2: 33; 3: 15; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 484,  8, 10,  191, 1, 5, 634033, 17907.34, 1, 61.60, 1: 48; 2: 38; 3: 15; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 486, 10,  8,  191, 1, 5, 634124, 17907.34, 1, 61.60, 1: 53; 2: 29; 3: 18; 4: 4; 5: 2; 
