Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(499)
Melhor resultado nxn: HGF_Signaling_in_Keratinocytes, 745,  7, 11,  127, 1, 2, 607250, 42480.03, 67, 0.00, 1: 79; 2: 24; 
HGF_Signaling_in_Keratinocytes, 199,  6, 12,  161, 1, 4, 571067, 42480.03, 1, 58.80, 1: 62; 2: 28; 3: 9; 4: 4; 
HGF_Signaling_in_Keratinocytes, 995,  6, 12,  161, 1, 4, 571136, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 760,  5, 16,  161, 1, 4, 624699, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 591,  6, 12,  161, 1, 4, 571203, 42480.03, 1, 58.80, 1: 61; 2: 29; 3: 10; 4: 3; 
HGF_Signaling_in_Keratinocytes, 540,  7, 10,  161, 1, 4, 557568, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 638,  8,  9,  161, 1, 4, 571319, 42480.03, 1, 58.80, 1: 59; 2: 33; 3: 8; 4: 3; 
HGF_Signaling_in_Keratinocytes, 972,  6, 12,  161, 1, 4, 571170, 42480.03, 1, 58.80, 1: 60; 2: 33; 3: 5; 4: 5; 
HGF_Signaling_in_Keratinocytes, 606,  6, 12,  161, 1, 4, 571180, 42480.03, 1, 58.80, 1: 62; 2: 29; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 840,  9,  8,  161, 1, 4, 571179, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 954,  7, 10,  161, 1, 4, 557638, 42480.03, 1, 58.80, 1: 63; 2: 27; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 621,  7, 10,  161, 1, 4, 557639, 42480.03, 1, 58.80, 1: 58; 2: 33; 3: 11; 4: 1; 
HGF_Signaling_in_Keratinocytes, 403,  5, 14,  161, 1, 4, 557677, 42480.03, 1, 58.80, 1: 60; 2: 32; 3: 7; 4: 4; 
HGF_Signaling_in_Keratinocytes, 691,  7, 10,  162, 1, 4, 557664, 42480.03, 1, 58.80, 1: 64; 2: 24; 3: 10; 4: 5; 
HGF_Signaling_in_Keratinocytes, 767,  7, 10,  162, 1, 4, 557620, 42480.03, 1, 58.80, 1: 57; 2: 34; 3: 11; 4: 1; 
HGF_Signaling_in_Keratinocytes, 388,  5, 14,  162, 1, 4, 557619, 42480.03, 1, 58.80, 1: 60; 2: 30; 3: 10; 4: 3; 
HGF_Signaling_in_Keratinocytes, 909,  5, 16,  162, 1, 4, 624873, 42480.03, 1, 58.80, 1: 57; 2: 34; 3: 11; 4: 1; 
HGF_Signaling_in_Keratinocytes,  32,  5, 16,  162, 1, 4, 624888, 42480.03, 1, 58.80, 1: 64; 2: 23; 3: 12; 4: 4; 
HGF_Signaling_in_Keratinocytes, 601,  5, 14,  162, 1, 4, 557679, 42480.03, 1, 58.80, 1: 58; 2: 33; 3: 10; 4: 2; 
HGF_Signaling_in_Keratinocytes, 957,  8,  9,  162, 1, 4, 571300, 42480.03, 1, 58.80, 1: 58; 2: 35; 3: 6; 4: 4; 
HGF_Signaling_in_Keratinocytes, 331,  9,  8,  162, 1, 4, 571208, 42480.03, 1, 58.80, 1: 59; 2: 32; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 833,  5, 16,  162, 1, 4, 625034, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 8; 4: 4; 
HGF_Signaling_in_Keratinocytes, 605,  7, 11,  162, 1, 4, 606865, 42480.03, 1, 58.80, 1: 58; 2: 33; 3: 10; 4: 2; 
HGF_Signaling_in_Keratinocytes, 934,  5, 14,  162, 1, 4, 557638, 42480.03, 1, 58.80, 1: 57; 2: 35; 3: 9; 4: 2; 
HGF_Signaling_in_Keratinocytes, 290,  9,  8,  162, 1, 4, 571174, 42480.03, 1, 58.80, 1: 56; 2: 37; 3: 8; 4: 2; 
HGF_Signaling_in_Keratinocytes, 118, 10,  7,  162, 1, 4, 557658, 42480.03, 1, 58.80, 1: 58; 2: 34; 3: 8; 4: 3; 
HGF_Signaling_in_Keratinocytes, 590,  9,  8,  163, 1, 4, 571405, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 339,  5, 16,  163, 1, 4, 625187, 42480.03, 1, 58.80, 1: 63; 2: 25; 3: 10; 4: 5; 
HGF_Signaling_in_Keratinocytes, 943,  9,  8,  163, 1, 4, 571231, 42480.03, 1, 58.80, 1: 68; 2: 17; 3: 11; 4: 7; 
HGF_Signaling_in_Keratinocytes,  86,  9,  8,  163, 1, 4, 571173, 42480.03, 1, 58.80, 1: 56; 2: 36; 3: 9; 4: 2; 
HGF_Signaling_in_Keratinocytes, 709,  6, 13,  163, 1, 4, 612571, 42480.03, 1, 58.80, 1: 58; 2: 33; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 708,  5, 14,  163, 1, 4, 557598, 42480.03, 1, 58.80, 1: 62; 2: 27; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 716, 10,  7,  163, 1, 4, 557639, 42480.03, 1, 58.80, 1: 57; 2: 36; 3: 6; 4: 4; 
HGF_Signaling_in_Keratinocytes, 959,  7, 11,  163, 1, 4, 607023, 42480.03, 1, 58.80, 1: 62; 2: 27; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 667,  6, 12,  163, 1, 4, 571085, 42480.03, 1, 58.80, 1: 60; 2: 29; 3: 11; 4: 3; 
HGF_Signaling_in_Keratinocytes, 737,  9,  8,  163, 1, 4, 571225, 42480.03, 1, 58.80, 1: 58; 2: 34; 3: 7; 4: 4; 
HGF_Signaling_in_Keratinocytes, 399,  5, 14,  164, 1, 4, 557671, 42480.03, 1, 58.80, 1: 59; 2: 32; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 181,  9,  8,  164, 1, 4, 571242, 42480.03, 1, 58.80, 1: 63; 2: 25; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 839,  5, 16,  164, 1, 4, 625232, 42480.03, 1, 58.80, 1: 60; 2: 29; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 863,  6, 12,  164, 1, 4, 571186, 42480.03, 1, 58.80, 1: 61; 2: 27; 3: 11; 4: 4; 
HGF_Signaling_in_Keratinocytes, 279,  9,  8,  164, 1, 4, 571214, 42480.03, 1, 58.80, 1: 59; 2: 32; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 805,  8,  9,  164, 1, 4, 571272, 42480.03, 1, 58.80, 1: 59; 2: 31; 3: 9; 4: 4; 
HGF_Signaling_in_Keratinocytes, 555,  7, 10,  164, 1, 4, 557680, 42480.03, 1, 58.80, 1: 57; 2: 34; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 939,  5, 16,  164, 1, 4, 624885, 42480.03, 1, 58.80, 1: 54; 2: 39; 3: 8; 4: 2; 
HGF_Signaling_in_Keratinocytes, 942,  9,  8,  164, 1, 4, 571213, 42480.03, 1, 58.80, 1: 59; 2: 31; 3: 9; 4: 4; 
HGF_Signaling_in_Keratinocytes, 488,  5, 14,  164, 1, 4, 557646, 42480.03, 1, 58.80, 1: 58; 2: 34; 3: 6; 4: 5; 
HGF_Signaling_in_Keratinocytes, 124,  5, 16,  164, 1, 4, 624313, 42480.03, 1, 58.80, 1: 61; 2: 28; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes,  54,  6, 12,  164, 1, 4, 571346, 42480.03, 1, 58.80, 1: 60; 2: 29; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 453,  9,  8,  164, 1, 4, 571127, 42480.03, 1, 58.80, 1: 56; 2: 37; 3: 6; 4: 4; 
HGF_Signaling_in_Keratinocytes, 107,  6, 13,  165, 1, 4, 612317, 42480.03, 1, 58.80, 1: 57; 2: 35; 3: 6; 4: 5; 
HGF_Signaling_in_Keratinocytes, 381,  9,  8,  165, 1, 4, 571209, 42480.03, 1, 58.80, 1: 59; 2: 29; 3: 12; 4: 3; 
HGF_Signaling_in_Keratinocytes, 441,  7, 10,  165, 1, 4, 557621, 42480.03, 1, 58.80, 1: 59; 2: 31; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 575,  7, 11,  165, 1, 4, 607161, 42480.03, 1, 58.80, 1: 58; 2: 31; 3: 11; 4: 3; 
HGF_Signaling_in_Keratinocytes, 598,  6, 12,  165, 1, 4, 571261, 42480.03, 1, 58.80, 1: 60; 2: 29; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 249,  5, 16,  165, 1, 4, 625031, 42480.03, 1, 58.80, 1: 61; 2: 26; 3: 12; 4: 4; 
HGF_Signaling_in_Keratinocytes, 780,  7, 10,  165, 1, 4, 557673, 42480.03, 1, 58.80, 1: 58; 2: 33; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 137,  7, 11,  165, 1, 4, 607005, 42480.03, 1, 58.80, 1: 53; 2: 40; 3: 8; 4: 2; 
HGF_Signaling_in_Keratinocytes, 427,  5, 16,  165, 1, 4, 624741, 42480.03, 1, 58.80, 1: 61; 2: 28; 3: 8; 4: 6; 
HGF_Signaling_in_Keratinocytes,  40,  5, 14,  165, 1, 4, 557645, 42480.03, 1, 58.80, 1: 56; 2: 35; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 254,  7, 11,  166, 1, 4, 606993, 42480.03, 1, 58.80, 1: 58; 2: 31; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 405,  6, 13,  166, 1, 4, 612318, 42480.03, 1, 58.80, 1: 57; 2: 33; 3: 9; 4: 4; 
HGF_Signaling_in_Keratinocytes, 832,  5, 14,  166, 1, 4, 557642, 42480.03, 1, 58.80, 1: 58; 2: 30; 3: 12; 4: 3; 
HGF_Signaling_in_Keratinocytes, 200,  5, 16,  166, 1, 4, 624850, 42480.03, 1, 58.80, 1: 58; 2: 29; 3: 14; 4: 2; 
HGF_Signaling_in_Keratinocytes, 528,  5, 15,  166, 1, 4, 592016, 42480.03, 1, 58.80, 1: 56; 2: 35; 3: 8; 4: 4; 
HGF_Signaling_in_Keratinocytes, 786,  7, 11,  166, 1, 4, 607044, 42480.03, 1, 58.80, 1: 57; 2: 31; 3: 13; 4: 2; 
HGF_Signaling_in_Keratinocytes, 979, 10,  7,  166, 1, 4, 557648, 42480.03, 1, 58.80, 1: 51; 2: 42; 3: 9; 4: 1; 
HGF_Signaling_in_Keratinocytes,  30,  7, 11,  166, 1, 4, 606798, 42480.03, 1, 58.80, 1: 55; 2: 35; 3: 11; 4: 2; 
HGF_Signaling_in_Keratinocytes, 519,  5, 14,  166, 1, 4, 557624, 42480.03, 1, 58.80, 1: 57; 2: 34; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 624,  5, 15,  166, 1, 4, 592160, 42480.03, 1, 58.80, 1: 61; 2: 26; 3: 11; 4: 5; 
HGF_Signaling_in_Keratinocytes,  56,  6, 13,  166, 1, 4, 612105, 42480.03, 1, 58.80, 1: 55; 2: 35; 3: 11; 4: 2; 
HGF_Signaling_in_Keratinocytes, 457,  5, 14,  166, 1, 4, 557678, 42480.03, 1, 58.80, 1: 56; 2: 36; 3: 6; 4: 5; 
HGF_Signaling_in_Keratinocytes, 651,  5, 14,  166, 1, 4, 557638, 42480.03, 1, 58.80, 1: 63; 2: 23; 3: 11; 4: 6; 
HGF_Signaling_in_Keratinocytes, 757,  5, 16,  167, 1, 4, 625166, 42480.03, 1, 58.80, 1: 60; 2: 28; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 788,  6, 13,  167, 1, 4, 612497, 42480.03, 1, 58.80, 1: 58; 2: 31; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 324,  5, 15,  167, 1, 4, 592278, 42480.03, 1, 58.80, 1: 56; 2: 33; 3: 11; 4: 3; 
HGF_Signaling_in_Keratinocytes, 820,  7, 11,  167, 1, 4, 606793, 42480.03, 1, 58.80, 1: 56; 2: 34; 3: 9; 4: 4; 
HGF_Signaling_in_Keratinocytes, 308,  7, 10,  167, 1, 4, 557670, 42480.03, 1, 58.80, 1: 57; 2: 32; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 744,  5, 14,  167, 1, 4, 557657, 42480.03, 1, 58.80, 1: 57; 2: 32; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 458, 10,  7,  167, 1, 4, 557646, 42480.03, 1, 58.80, 1: 54; 2: 38; 3: 7; 4: 4; 
HGF_Signaling_in_Keratinocytes, 300,  5, 15,  167, 1, 4, 592187, 42480.03, 1, 58.80, 1: 55; 2: 37; 3: 6; 4: 5; 
HGF_Signaling_in_Keratinocytes, 781,  5, 16,  167, 1, 4, 625474, 42480.03, 1, 58.80, 1: 55; 2: 36; 3: 8; 4: 4; 
HGF_Signaling_in_Keratinocytes,  92,  5, 14,  167, 1, 4, 557627, 42480.03, 1, 58.80, 1: 56; 2: 34; 3: 9; 4: 4; 
HGF_Signaling_in_Keratinocytes, 483,  5, 14,  167, 1, 4, 557659, 42480.03, 1, 58.80, 1: 57; 2: 33; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 745,  7, 11,  167, 1, 4, 607250, 42480.03, 1, 58.80, 1: 57; 2: 33; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 906,  8,  9,  167, 1, 4, 571031, 42480.03, 1, 58.80, 1: 55; 2: 36; 3: 8; 4: 4; 
HGF_Signaling_in_Keratinocytes, 525,  5, 15,  167, 1, 4, 592190, 42480.03, 1, 58.80, 1: 54; 2: 39; 3: 5; 4: 5; 
HGF_Signaling_in_Keratinocytes, 556,  7, 11,  168, 1, 4, 606680, 42480.03, 1, 58.80, 1: 56; 2: 34; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 681,  8,  9,  168, 1, 4, 571087, 42480.03, 1, 58.80, 1: 52; 2: 41; 3: 6; 4: 4; 
HGF_Signaling_in_Keratinocytes, 773,  5, 14,  168, 1, 4, 557662, 42480.03, 1, 58.80, 1: 57; 2: 32; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes,  39, 10,  7,  168, 1, 4, 557660, 42480.03, 1, 58.80, 1: 57; 2: 32; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 210,  6, 13,  168, 1, 4, 612249, 42480.03, 1, 58.80, 1: 53; 2: 39; 3: 7; 4: 4; 
HGF_Signaling_in_Keratinocytes, 362,  5, 14,  168, 1, 4, 557646, 42480.03, 1, 58.80, 1: 58; 2: 31; 3: 8; 4: 6; 
HGF_Signaling_in_Keratinocytes, 379,  7, 11,  168, 1, 4, 606688, 42480.03, 1, 58.80, 1: 56; 2: 33; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 884,  5, 16,  168, 1, 4, 625068, 42480.03, 1, 58.80, 1: 54; 2: 35; 3: 12; 4: 2; 
HGF_Signaling_in_Keratinocytes, 358,  5, 15,  168, 1, 4, 592159, 42480.03, 1, 58.80, 1: 57; 2: 32; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 352,  5, 14,  168, 1, 4, 557622, 42480.03, 1, 58.80, 1: 55; 2: 36; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 349,  6, 13,  168, 1, 4, 612435, 42480.03, 1, 58.80, 1: 50; 2: 43; 3: 8; 4: 2; 
HGF_Signaling_in_Keratinocytes, 194,  5, 14,  168, 1, 4, 557662, 42480.03, 1, 58.80, 1: 56; 2: 32; 3: 12; 4: 3; 
HGF_Signaling_in_Keratinocytes, 193, 10,  7,  168, 1, 4, 557674, 42480.03, 1, 58.80, 1: 57; 2: 32; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 377, 10,  7,  168, 1, 4, 557623, 42480.03, 1, 58.80, 1: 54; 2: 35; 3: 12; 4: 2; 
HGF_Signaling_in_Keratinocytes, 334,  6, 13,  168, 1, 4, 612648, 42480.03, 1, 58.80, 1: 57; 2: 32; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 639,  8,  9,  169, 1, 4, 571050, 42480.03, 1, 58.80, 1: 52; 2: 37; 3: 13; 4: 1; 
HGF_Signaling_in_Keratinocytes, 668,  7, 10,  169, 1, 4, 557630, 42480.03, 1, 58.80, 1: 54; 2: 37; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 288,  8,  9,  169, 1, 4, 571134, 42480.03, 1, 58.80, 1: 56; 2: 33; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes,  12,  5, 14,  169, 1, 4, 557672, 42480.03, 1, 58.80, 1: 57; 2: 31; 3: 10; 4: 5; 
HGF_Signaling_in_Keratinocytes, 499, 10,  7,  169, 1, 4, 557528, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 12; 4: 2; 
HGF_Signaling_in_Keratinocytes, 614,  6, 13,  169, 1, 4, 612440, 42480.03, 1, 58.80, 1: 53; 2: 38; 3: 8; 4: 4; 
HGF_Signaling_in_Keratinocytes, 526,  6, 13,  169, 1, 4, 612084, 42480.03, 1, 58.80, 1: 56; 2: 35; 3: 5; 4: 7; 
HGF_Signaling_in_Keratinocytes, 476,  6, 13,  169, 1, 4, 611963, 42480.03, 1, 58.80, 1: 54; 2: 37; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 468,  6, 12,  169, 1, 4, 571049, 42480.03, 1, 58.80, 1: 58; 2: 27; 3: 15; 4: 3; 
HGF_Signaling_in_Keratinocytes, 968,  7, 11,  169, 1, 4, 607253, 42480.03, 1, 58.80, 1: 51; 2: 42; 3: 6; 4: 4; 
HGF_Signaling_in_Keratinocytes, 459,  8,  9,  169, 1, 4, 571196, 42480.03, 1, 58.80, 1: 54; 2: 37; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 980,  6, 13,  169, 1, 4, 612303, 42480.03, 1, 58.80, 1: 57; 2: 30; 3: 12; 4: 4; 
HGF_Signaling_in_Keratinocytes, 409,  6, 12,  169, 1, 4, 571314, 42480.03, 1, 58.80, 1: 59; 2: 26; 3: 14; 4: 4; 
HGF_Signaling_in_Keratinocytes, 885,  6, 13,  169, 1, 4, 612404, 42480.03, 1, 58.80, 1: 51; 2: 42; 3: 6; 4: 4; 
HGF_Signaling_in_Keratinocytes, 604,  8,  9,  169, 1, 4, 571084, 42480.03, 1, 58.80, 1: 52; 2: 39; 3: 9; 4: 3; 
HGF_Signaling_in_Keratinocytes, 640,  7, 11,  169, 1, 4, 606718, 42480.03, 1, 58.80, 1: 52; 2: 40; 3: 7; 4: 4; 
HGF_Signaling_in_Keratinocytes, 274,  6, 13,  169, 1, 4, 612658, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 12; 4: 2; 
HGF_Signaling_in_Keratinocytes, 869,  5, 14,  170, 1, 4, 557614, 42480.03, 1, 58.80, 1: 53; 2: 37; 3: 9; 4: 4; 
HGF_Signaling_in_Keratinocytes, 296,  5, 16,  170, 1, 4, 624808, 42480.03, 1, 58.80, 1: 59; 2: 27; 3: 11; 4: 6; 
HGF_Signaling_in_Keratinocytes, 465, 10,  7,  170, 1, 4, 557678, 42480.03, 1, 58.80, 1: 57; 2: 29; 3: 13; 4: 4; 
HGF_Signaling_in_Keratinocytes, 663,  8,  9,  170, 1, 4, 571277, 42480.03, 1, 58.80, 1: 54; 2: 36; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes,  53,  7, 11,  170, 1, 4, 607211, 42480.03, 1, 58.80, 1: 52; 2: 39; 3: 8; 4: 4; 
HGF_Signaling_in_Keratinocytes,  99,  7, 11,  170, 1, 4, 606748, 42480.03, 1, 58.80, 1: 49; 2: 44; 3: 7; 4: 3; 
HGF_Signaling_in_Keratinocytes, 657,  8,  9,  170, 1, 4, 571167, 42480.03, 1, 58.80, 1: 52; 2: 38; 3: 10; 4: 3; 
HGF_Signaling_in_Keratinocytes, 546,  5, 14,  170, 1, 4, 557640, 42480.03, 1, 58.80, 1: 58; 2: 28; 3: 12; 4: 5; 
HGF_Signaling_in_Keratinocytes, 648,  8,  9,  170, 1, 4, 571235, 42480.03, 1, 58.80, 1: 56; 2: 31; 3: 12; 4: 4; 
HGF_Signaling_in_Keratinocytes, 838,  8,  9,  170, 1, 4, 571219, 42480.03, 1, 58.80, 1: 56; 2: 33; 3: 8; 4: 6; 
HGF_Signaling_in_Keratinocytes,  80,  6, 13,  170, 1, 4, 612503, 42480.03, 1, 58.80, 1: 52; 2: 37; 3: 12; 4: 2; 
HGF_Signaling_in_Keratinocytes, 492,  7, 11,  170, 1, 4, 607047, 42480.03, 1, 58.80, 1: 50; 2: 42; 3: 8; 4: 3; 
HGF_Signaling_in_Keratinocytes,  45,  9,  8,  170, 1, 4, 571213, 42480.03, 1, 58.80, 1: 56; 2: 32; 3: 10; 4: 5; 
HGF_Signaling_in_Keratinocytes,  35, 10,  7,  170, 1, 4, 557663, 42480.03, 1, 58.80, 1: 53; 2: 37; 3: 9; 4: 4; 
HGF_Signaling_in_Keratinocytes, 192,  6, 13,  170, 1, 4, 612086, 42480.03, 1, 58.80, 1: 52; 2: 38; 3: 10; 4: 3; 
HGF_Signaling_in_Keratinocytes, 508, 10,  7,  170, 1, 4, 557628, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 11; 4: 3; 
HGF_Signaling_in_Keratinocytes, 419,  6, 13,  170, 1, 4, 612602, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 11; 4: 3; 
HGF_Signaling_in_Keratinocytes, 348,  8,  9,  170, 1, 4, 571232, 42480.03, 1, 58.80, 1: 57; 2: 31; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 319,  8,  9,  170, 1, 4, 571224, 42480.03, 1, 58.80, 1: 49; 2: 45; 3: 5; 4: 4; 
HGF_Signaling_in_Keratinocytes, 309,  7, 11,  171, 1, 4, 606683, 42480.03, 1, 58.80, 1: 49; 2: 41; 3: 12; 4: 1; 
HGF_Signaling_in_Keratinocytes, 301, 10,  7,  171, 1, 4, 557571, 42480.03, 1, 58.80, 1: 55; 2: 31; 3: 14; 4: 3; 
HGF_Signaling_in_Keratinocytes, 217,  7, 11,  171, 1, 4, 606908, 42480.03, 1, 58.80, 1: 54; 2: 38; 3: 3; 4: 8; 
HGF_Signaling_in_Keratinocytes, 216,  6, 13,  171, 1, 4, 612654, 42480.03, 1, 58.80, 1: 57; 2: 31; 3: 8; 4: 7; 
HGF_Signaling_in_Keratinocytes, 133, 10,  7,  171, 1, 4, 557622, 42480.03, 1, 58.80, 1: 55; 2: 34; 3: 8; 4: 6; 
HGF_Signaling_in_Keratinocytes, 618, 10,  7,  171, 1, 4, 557648, 42480.03, 1, 58.80, 1: 55; 2: 32; 3: 12; 4: 4; 
HGF_Signaling_in_Keratinocytes, 815, 10,  7,  171, 1, 4, 557632, 42480.03, 1, 58.80, 1: 57; 2: 30; 3: 10; 4: 6; 
HGF_Signaling_in_Keratinocytes, 917, 10,  7,  171, 1, 4, 557596, 42480.03, 1, 58.80, 1: 52; 2: 37; 3: 11; 4: 3; 
HGF_Signaling_in_Keratinocytes,  77,  8,  9,  171, 1, 4, 571201, 42480.03, 1, 58.80, 1: 51; 2: 40; 3: 8; 4: 4; 
HGF_Signaling_in_Keratinocytes, 844,  6, 13,  171, 1, 4, 612496, 42480.03, 1, 58.80, 1: 56; 2: 32; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 250,  5, 16,  171, 1, 4, 624951, 42480.03, 1, 58.80, 1: 53; 2: 37; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes,  10,  8,  9,  171, 1, 4, 571243, 42480.03, 1, 58.80, 1: 51; 2: 39; 3: 10; 4: 3; 
HGF_Signaling_in_Keratinocytes, 707,  5, 15,  171, 1, 4, 592211, 42480.03, 1, 58.80, 1: 50; 2: 40; 3: 11; 4: 2; 
HGF_Signaling_in_Keratinocytes, 873,  6, 13,  171, 1, 4, 612279, 42480.03, 1, 58.80, 1: 55; 2: 34; 3: 8; 4: 6; 
HGF_Signaling_in_Keratinocytes, 871,  6, 13,  171, 1, 4, 612550, 42480.03, 1, 58.80, 1: 55; 2: 33; 3: 10; 4: 5; 
HGF_Signaling_in_Keratinocytes, 754,  5, 15,  171, 1, 4, 592105, 42480.03, 1, 58.80, 1: 59; 2: 26; 3: 12; 4: 6; 
HGF_Signaling_in_Keratinocytes, 765,  5, 14,  171, 1, 4, 557627, 42480.03, 1, 58.80, 1: 56; 2: 32; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 761,  6, 13,  171, 1, 4, 612603, 42480.03, 1, 58.80, 1: 53; 2: 37; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 655,  6, 13,  172, 1, 4, 612325, 42480.03, 1, 58.80, 1: 52; 2: 37; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 462,  5, 15,  172, 1, 4, 592060, 42480.03, 1, 58.80, 1: 52; 2: 37; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 908,  8,  9,  172, 1, 4, 571226, 42480.03, 1, 58.80, 1: 53; 2: 37; 3: 7; 4: 6; 
HGF_Signaling_in_Keratinocytes, 512,  5, 15,  172, 1, 4, 592324, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 9; 4: 5; 
HGF_Signaling_in_Keratinocytes, 735,  7, 11,  172, 1, 4, 606942, 42480.03, 1, 58.80, 1: 53; 2: 33; 3: 15; 4: 2; 
HGF_Signaling_in_Keratinocytes, 829,  6, 13,  172, 1, 4, 612445, 42480.03, 1, 58.80, 1: 54; 2: 35; 3: 8; 4: 6; 
HGF_Signaling_in_Keratinocytes, 315,  8,  9,  172, 1, 4, 570987, 42480.03, 1, 58.80, 1: 58; 2: 29; 3: 8; 4: 8; 
HGF_Signaling_in_Keratinocytes,  87,  7, 11,  172, 1, 4, 606489, 42480.03, 1, 58.80, 1: 51; 2: 40; 3: 7; 4: 5; 
HGF_Signaling_in_Keratinocytes, 888,  6, 13,  172, 1, 4, 612496, 42480.03, 1, 58.80, 1: 52; 2: 36; 3: 12; 4: 3; 
HGF_Signaling_in_Keratinocytes, 152,  6, 13,  172, 1, 4, 612228, 42480.03, 1, 58.80, 1: 55; 2: 32; 3: 11; 4: 5; 
HGF_Signaling_in_Keratinocytes, 398,  8,  9,  173, 1, 4, 571297, 42480.03, 1, 58.80, 1: 55; 2: 32; 3: 10; 4: 6; 
HGF_Signaling_in_Keratinocytes, 394,  9,  8,  173, 1, 4, 571296, 42480.03, 1, 58.80, 1: 60; 2: 23; 3: 13; 4: 7; 
HGF_Signaling_in_Keratinocytes, 343,  8,  9,  173, 1, 4, 571173, 42480.03, 1, 58.80, 1: 54; 2: 34; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 371,  8,  9,  173, 1, 4, 571249, 42480.03, 1, 58.80, 1: 55; 2: 30; 3: 14; 4: 4; 
HGF_Signaling_in_Keratinocytes, 117, 10,  7,  173, 1, 4, 557654, 42480.03, 1, 58.80, 1: 51; 2: 38; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 219,  6, 13,  173, 1, 4, 612363, 42480.03, 1, 58.80, 1: 46; 2: 48; 3: 5; 4: 4; 
HGF_Signaling_in_Keratinocytes, 431,  7, 11,  173, 1, 4, 606690, 42480.03, 1, 58.80, 1: 51; 2: 38; 3: 10; 4: 4; 
