Seed 1656949570
ARCH 0|F_ID 1|LIMIT 4
before: 
4(202)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 267,  9,  8,  228, 0, 4, 570342, 12440.03, 0, 0.00, 0: 1; 1: 62; 2: 41; 3: 20; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 132,  7, 11,  251, 0, 5, 604995, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 51; 3: 20; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 659,  8,  9,  251, 0, 5, 570161, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 51; 3: 22; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 204,  9,  8,  251, 0, 5, 570268, 12440.03, 0, 81.15, 0: 1; 1: 57; 2: 40; 3: 16; 4: 14; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 434,  9,  8,  251, 0, 5, 570290, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 47; 3: 21; 4: 3; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  61,  6, 12,  252, 0, 5, 570240, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 46; 3: 23; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 365,  6, 12,  252, 0, 5, 570287, 12440.03, 1, 81.15, 0: 1; 1: 47; 2: 50; 3: 25; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 159, 10,  7,  252, 0, 5, 557149, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 42; 3: 20; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  36,  5, 15,  252, 0, 5, 590587, 12440.03, 0, 81.15, 0: 1; 1: 57; 2: 34; 3: 29; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 235,  9,  8,  252, 0, 5, 570320, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 47; 3: 14; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 346,  6, 13,  252, 0, 5, 610253, 12440.03, 0, 81.15, 0: 1; 1: 54; 2: 39; 3: 26; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 311,  8,  9,  253, 0, 5, 570283, 12440.03, 1, 81.15, 0: 1; 1: 56; 2: 41; 3: 18; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 655,  6, 13,  253, 0, 5, 610374, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 48; 3: 18; 4: 12; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 807,  8,  9,  253, 0, 5, 570501, 12440.03, 1, 81.15, 0: 1; 1: 47; 2: 53; 3: 17; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 160,  6, 12,  253, 0, 5, 570266, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 48; 3: 23; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 856,  6, 13,  253, 0, 5, 610199, 12440.03, 0, 81.15, 0: 1; 1: 49; 2: 48; 3: 22; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  37,  7, 10,  253, 0, 5, 557162, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 41; 3: 21; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 588,  9,  8,  254, 0, 5, 570261, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 44; 3: 14; 4: 11; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 775, 10,  7,  254, 0, 5, 557216, 12440.03, 0, 81.15, 0: 1; 1: 53; 2: 41; 3: 24; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 245,  6, 12,  254, 0, 5, 570338, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 50; 3: 17; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 649,  7, 10,  254, 0, 5, 557168, 12440.03, 1, 81.15, 0: 1; 1: 56; 2: 38; 3: 22; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  53,  7, 11,  254, 0, 5, 604957, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 44; 3: 11; 4: 17; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 363,  6, 12,  254, 0, 5, 570336, 12440.03, 0, 81.15, 0: 1; 1: 55; 2: 39; 3: 23; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 722,  7, 11,  254, 0, 5, 604986, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 46; 3: 18; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 663,  8,  9,  254, 0, 5, 570278, 12440.03, 0, 81.15, 0: 1; 1: 53; 2: 48; 3: 12; 4: 11; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  52,  7, 11,  254, 0, 5, 604997, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 46; 3: 16; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 995,  6, 12,  255, 0, 5, 570275, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 46; 3: 21; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,   3,  6, 13,  255, 0, 5, 610349, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 47; 3: 11; 4: 7; 5: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 925,  6, 13,  255, 0, 5, 610100, 12440.03, 0, 81.15, 0: 1; 1: 48; 2: 47; 3: 25; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 719, 10,  7,  255, 0, 5, 557135, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 49; 3: 15; 4: 13; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  71,  6, 13,  255, 0, 5, 610253, 12440.03, 0, 81.15, 0: 1; 1: 55; 2: 37; 3: 24; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 391,  7, 10,  255, 0, 5, 557185, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 47; 3: 16; 4: 13; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 374,  7, 11,  256, 0, 5, 604927, 12440.03, 1, 81.15, 0: 1; 1: 46; 2: 51; 3: 22; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 637,  6, 13,  256, 0, 5, 610371, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 46; 3: 21; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 880,  6, 12,  256, 0, 5, 570342, 12440.03, 0, 81.15, 0: 1; 1: 54; 2: 43; 3: 15; 4: 14; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 945,  7, 10,  256, 0, 5, 557175, 12440.03, 0, 81.15, 0: 1; 1: 48; 2: 47; 3: 24; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 499, 10,  7,  256, 0, 5, 557137, 12440.03, 0, 81.15, 0: 1; 1: 48; 2: 52; 3: 15; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 167,  7, 11,  257, 0, 5, 604968, 12440.03, 0, 81.15, 0: 1; 1: 53; 2: 44; 3: 18; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 682,  6, 12,  257, 0, 5, 570326, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 43; 3: 24; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 253,  7, 10,  257, 0, 5, 557155, 12440.03, 0, 81.15, 0: 1; 1: 49; 2: 50; 3: 14; 4: 14; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 382,  7, 10,  257, 0, 5, 557121, 12440.03, 0, 81.15, 0: 1; 1: 53; 2: 38; 3: 27; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 678,  6, 12,  257, 0, 5, 570349, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 44; 3: 16; 4: 12; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 967,  6, 12,  257, 0, 5, 570264, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 44; 3: 26; 4: 4; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  257, 0, 5, 610082, 12440.03, 0, 81.15, 0: 1; 1: 48; 2: 47; 3: 23; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 431,  7, 11,  257, 0, 5, 604846, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 46; 3: 18; 4: 14; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 162,  7, 10,  258, 0, 5, 557156, 12440.03, 0, 81.15, 0: 1; 1: 51; 2: 43; 3: 23; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 982,  8,  9,  258, 0, 5, 570359, 12440.03, 0, 81.15, 0: 1; 1: 48; 2: 48; 3: 21; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 272,  6, 12,  258, 0, 5, 570291, 12440.03, 0, 81.15, 0: 1; 1: 48; 2: 44; 3: 28; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 658,  5, 16,  258, 0, 5, 622538, 12440.03, 0, 81.15, 0: 1; 1: 53; 2: 38; 3: 25; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  80,  6, 13,  258, 0, 5, 610186, 12440.03, 0, 81.15, 0: 1; 1: 44; 2: 54; 3: 20; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 996,  5, 16,  258, 0, 5, 622511, 12440.03, 0, 81.15, 0: 1; 1: 51; 2: 47; 3: 14; 4: 14; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 555,  7, 10,  258, 0, 5, 557176, 12440.03, 1, 81.15, 0: 1; 1: 57; 2: 37; 3: 20; 4: 8; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 792,  9,  8,  259, 0, 5, 570199, 12440.03, 0, 81.15, 0: 1; 1: 51; 2: 44; 3: 19; 4: 12; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 747,  5, 15,  259, 0, 5, 590687, 12440.03, 1, 81.15, 0: 1; 1: 59; 2: 29; 3: 27; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 254,  7, 11,  259, 0, 5, 605064, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 47; 3: 16; 4: 13; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,   5,  7, 11,  259, 0, 5, 604891, 12440.03, 0, 81.15, 0: 1; 1: 53; 2: 36; 3: 28; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  259, 0, 5, 570332, 12440.03, 0, 81.15, 0: 1; 1: 47; 2: 47; 3: 25; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 593,  6, 12,  259, 0, 5, 570283, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 48; 3: 18; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 543,  9,  8,  259, 0, 5, 570296, 12440.03, 0, 81.15, 0: 1; 1: 54; 2: 43; 3: 15; 4: 11; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 289,  6, 12,  259, 0, 5, 570300, 12440.03, 1, 81.15, 0: 1; 1: 57; 2: 32; 3: 26; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 858,  7, 11,  259, 0, 5, 604990, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 41; 3: 27; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 229,  6, 13,  260, 0, 5, 610256, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 44; 3: 21; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 383,  5, 14,  260, 0, 5, 557339, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 43; 3: 22; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 905,  5, 14,  260, 0, 5, 557185, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 43; 3: 23; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  44,  8,  9,  260, 0, 5, 570238, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 51; 3: 16; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 606,  6, 12,  260, 0, 5, 570455, 12440.03, 0, 81.15, 0: 1; 1: 48; 2: 49; 3: 18; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 210,  6, 13,  260, 0, 5, 610178, 12440.03, 1, 81.15, 0: 1; 1: 46; 2: 50; 3: 22; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 131,  7, 10,  260, 0, 5, 557207, 12440.03, 0, 81.15, 0: 1; 1: 55; 2: 37; 3: 23; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 397,  6, 12,  260, 0, 5, 570311, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 43; 3: 19; 4: 10; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 614,  6, 13,  260, 0, 5, 610076, 12440.03, 1, 81.15, 0: 1; 1: 46; 2: 51; 3: 20; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 935,  5, 16,  260, 0, 5, 622699, 12440.03, 0, 81.15, 0: 1; 1: 46; 2: 50; 3: 21; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 761,  6, 13,  261, 0, 5, 610395, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 49; 3: 20; 4: 5; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  49,  7, 10,  261, 0, 5, 557175, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 44; 3: 22; 4: 8; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 299,  5, 16,  261, 0, 5, 622421, 12440.03, 0, 81.15, 0: 1; 1: 49; 2: 46; 3: 18; 4: 14; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 918,  6, 12,  261, 0, 5, 570373, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 44; 3: 14; 4: 12; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 570,  8,  9,  261, 0, 5, 570255, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 42; 3: 26; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 626,  7, 11,  261, 0, 5, 605084, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 46; 3: 23; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 137,  7, 11,  262, 0, 5, 604829, 12440.03, 1, 81.15, 0: 1; 1: 45; 2: 55; 3: 14; 4: 10; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  262, 0, 5, 610201, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 40; 3: 20; 4: 11; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 685,  6, 12,  262, 0, 5, 570243, 12440.03, 0, 81.15, 0: 1; 1: 52; 2: 37; 3: 26; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 257,  6, 12,  262, 0, 5, 570284, 12440.03, 0, 81.15, 0: 1; 1: 54; 2: 38; 3: 20; 4: 13; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 784,  7, 10,  262, 0, 5, 557154, 12440.03, 1, 81.15, 0: 1; 1: 47; 2: 48; 3: 21; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 958,  5, 15,  262, 0, 5, 590608, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 45; 3: 17; 4: 10; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 752, 10,  7,  262, 0, 5, 557168, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 40; 3: 17; 4: 13; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 965,  7, 11,  262, 0, 5, 605030, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 47; 3: 18; 4: 6; 5: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 827,  5, 14,  263, 0, 5, 557157, 12440.03, 1, 81.15, 0: 1; 1: 46; 2: 46; 3: 28; 4: 4; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 494,  5, 16,  263, 0, 5, 622400, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 44; 3: 23; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 757,  5, 16,  263, 0, 5, 622730, 12440.03, 1, 81.15, 0: 1; 1: 56; 2: 36; 3: 19; 4: 12; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 550,  6, 13,  263, 0, 5, 610385, 12440.03, 1, 81.15, 0: 1; 1: 42; 2: 58; 3: 17; 4: 6; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 309,  7, 11,  263, 0, 5, 605105, 12440.03, 0, 81.15, 0: 1; 1: 47; 2: 48; 3: 20; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 293,  5, 14,  263, 0, 5, 557154, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 47; 3: 20; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 557, 10,  7,  263, 0, 5, 557128, 12440.03, 1, 81.15, 0: 1; 1: 58; 2: 37; 3: 14; 4: 11; 5: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 633,  7, 10,  263, 0, 5, 557149, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 47; 3: 18; 4: 9; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 347,  9,  8,  263, 0, 5, 570314, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 46; 3: 20; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  67,  5, 16,  263, 0, 5, 622596, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 41; 3: 21; 4: 13; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  35, 10,  7,  263, 0, 5, 557165, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 39; 3: 21; 4: 7; 5: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 198,  5, 15,  264, 0, 5, 590655, 12440.03, 0, 81.15, 0: 1; 1: 45; 2: 49; 3: 21; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 508, 10,  7,  264, 0, 5, 557136, 12440.03, 0, 81.15, 0: 1; 1: 45; 2: 51; 3: 18; 4: 12; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 203,  6, 12,  264, 0, 5, 570279, 12440.03, 0, 81.15, 0: 1; 1: 47; 2: 42; 3: 28; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 887,  6, 12,  264, 0, 5, 570324, 12440.03, 1, 81.15, 0: 1; 1: 46; 2: 48; 3: 21; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 718,  7, 10,  264, 0, 5, 557143, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 46; 3: 21; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 519,  5, 14,  264, 0, 5, 557150, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 39; 3: 25; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 700, 10,  7,  264, 0, 5, 557158, 12440.03, 0, 81.15, 0: 1; 1: 43; 2: 57; 3: 15; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  265, 0, 5, 610311, 12440.03, 1, 81.15, 0: 1; 1: 47; 2: 49; 3: 17; 4: 11; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 341,  5, 15,  265, 0, 5, 590617, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 43; 3: 21; 4: 13; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 990,  5, 14,  265, 0, 5, 557124, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 37; 3: 20; 4: 13; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 860,  6, 13,  265, 0, 5, 610154, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 46; 3: 17; 4: 12; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 779,  7, 10,  265, 0, 5, 557149, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 47; 3: 15; 4: 9; 5: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 121,  5, 15,  265, 0, 5, 590590, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 41; 3: 23; 4: 11; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  20,  6, 13,  266, 0, 5, 610122, 12440.03, 1, 81.15, 0: 1; 1: 47; 2: 44; 3: 24; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 832,  5, 14,  266, 0, 5, 557213, 12440.03, 0, 81.15, 0: 1; 1: 52; 2: 36; 3: 27; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 865,  5, 15,  266, 0, 5, 590782, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 43; 3: 17; 4: 12; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 587,  5, 14,  266, 0, 5, 557131, 12440.03, 0, 81.15, 0: 1; 1: 47; 2: 47; 3: 17; 4: 16; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  34,  5, 15,  267, 0, 5, 590555, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 47; 3: 17; 4: 11; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 977,  5, 16,  267, 0, 5, 622774, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 39; 3: 24; 4: 9; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 402,  5, 16,  267, 0, 5, 622609, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 39; 3: 23; 4: 11; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  98,  5, 16,  267, 0, 5, 622584, 12440.03, 0, 81.15, 0: 1; 1: 48; 2: 44; 3: 23; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 986,  5, 16,  267, 0, 5, 622618, 12440.03, 1, 81.15, 0: 1; 1: 42; 2: 51; 3: 25; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 413,  5, 15,  267, 0, 5, 590574, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 45; 3: 16; 4: 11; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 848,  5, 14,  268, 0, 5, 557172, 12440.03, 0, 81.15, 0: 1; 1: 43; 2: 48; 3: 26; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 136,  5, 15,  268, 0, 5, 590643, 12440.03, 0, 81.15, 0: 1; 1: 51; 2: 35; 3: 28; 4: 12; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 339,  5, 16,  268, 0, 5, 622525, 12440.03, 0, 81.15, 0: 1; 1: 52; 2: 36; 3: 23; 4: 15; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 521,  5, 15,  268, 0, 5, 590624, 12440.03, 0, 81.15, 0: 1; 1: 41; 2: 51; 3: 25; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 427,  5, 16,  268, 0, 5, 622565, 12440.03, 0, 81.15, 0: 1; 1: 51; 2: 45; 3: 14; 4: 10; 5: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 731,  6, 13,  268, 0, 5, 609942, 12440.03, 0, 81.15, 0: 1; 1: 47; 2: 44; 3: 22; 4: 13; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 327,  5, 16,  270, 0, 5, 622622, 12440.03, 1, 81.15, 0: 1; 1: 44; 2: 46; 3: 26; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 213,  5, 15,  270, 0, 5, 590620, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 39; 3: 25; 4: 12; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  46,  5, 16,  270, 0, 5, 622600, 12440.03, 0, 81.15, 0: 1; 1: 51; 2: 35; 3: 26; 4: 14; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 723,  6, 13,  270, 0, 5, 610124, 12440.03, 0, 81.15, 0: 1; 1: 44; 2: 50; 3: 16; 4: 17; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 847,  5, 16,  270, 0, 5, 622544, 12440.03, 0, 81.15, 0: 1; 1: 47; 2: 39; 3: 31; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 679,  5, 14,  270, 0, 5, 557159, 12440.03, 0, 81.15, 0: 1; 1: 44; 2: 50; 3: 20; 4: 9; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 358,  5, 15,  271, 0, 5, 590680, 12440.03, 0, 81.15, 0: 1; 1: 47; 2: 42; 3: 25; 4: 10; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 221,  5, 14,  271, 0, 5, 557213, 12440.03, 0, 81.15, 0: 1; 1: 45; 2: 41; 3: 29; 4: 13; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 853,  5, 16,  271, 0, 5, 622598, 12440.03, 0, 81.15, 0: 1; 1: 45; 2: 48; 3: 17; 4: 16; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 937,  5, 16,  271, 0, 5, 622238, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 43; 3: 15; 4: 11; 5: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 470,  7, 10,  272, 0, 5, 557183, 12440.03, 0, 81.15, 0: 1; 1: 44; 2: 50; 3: 18; 4: 11; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 268,  5, 14,  272, 0, 5, 557191, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 46; 3: 14; 4: 15; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 999,  6, 12,  272, 0, 5, 570298, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 42; 3: 20; 4: 7; 5: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 734,  5, 16,  273, 0, 5, 622488, 12440.03, 1, 81.15, 0: 1; 1: 43; 2: 47; 3: 25; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 813,  7, 11,  273, 0, 5, 604948, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 40; 3: 20; 4: 12; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 828,  5, 15,  273, 0, 5, 590425, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 42; 3: 19; 4: 12; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 225,  5, 15,  274, 0, 5, 590636, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 37; 3: 21; 4: 14; 5: 6; 
