Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
3(591)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 549,  7,  8,  130, 0, 3, 439086, 30005.01, 0, 0.00, 0: 8; 1: 52; 2: 33; 3: 4; 
Differentiation_of_T_lymphocytes, 609,  6,  9,  147, 0, 4, 426008, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 36; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 377,  9,  6,  147, 0, 4, 425937, 30005.01, 0, 46.39, 0: 8; 1: 48; 2: 28; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 127,  9,  6,  147, 0, 4, 426086, 30005.01, 0, 46.39, 0: 8; 1: 46; 2: 30; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 310,  5, 12,  147, 0, 4, 464193, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 33; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 527,  9,  6,  147, 0, 4, 425965, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 39; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 800,  6,  9,  147, 0, 4, 426104, 30005.01, 0, 46.39, 0: 8; 1: 45; 2: 34; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 654,  7,  8,  147, 0, 4, 439064, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 44; 3: 4; 4: 2; 
Differentiation_of_T_lymphocytes, 936,  9,  6,  147, 0, 4, 426068, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 36; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 452,  9,  6,  147, 0, 4, 426096, 30005.01, 0, 46.39, 0: 8; 1: 48; 2: 26; 3: 13; 4: 2; 
Differentiation_of_T_lymphocytes, 243,  7,  8,  147, 0, 4, 439213, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 37; 3: 3; 4: 5; 
Differentiation_of_T_lymphocytes, 172,  5, 10,  147, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 41; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 876,  7,  8,  147, 0, 4, 439171, 30005.01, 1, 46.39, 0: 8; 1: 46; 2: 31; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 124,  6,  9,  148, 0, 4, 426053, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 36; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 275,  6,  9,  148, 0, 4, 426127, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 37; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 242,  5, 11,  148, 0, 4, 432160, 30005.01, 0, 46.39, 0: 8; 1: 39; 2: 43; 3: 5; 4: 2; 
Differentiation_of_T_lymphocytes, 517,  7,  8,  148, 0, 4, 439182, 30005.01, 0, 46.39, 0: 8; 1: 45; 2: 32; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 518,  9,  6,  148, 0, 4, 426061, 30005.01, 0, 46.39, 0: 8; 1: 45; 2: 33; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 207,  5, 12,  148, 0, 4, 464140, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 34; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 205,  8,  7,  148, 0, 4, 439182, 30005.01, 1, 46.39, 0: 8; 1: 46; 2: 32; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 294,  5, 11,  148, 0, 4, 432170, 30005.01, 1, 46.39, 0: 8; 1: 48; 2: 24; 3: 16; 4: 1; 
Differentiation_of_T_lymphocytes, 139,  7,  8,  148, 0, 4, 439244, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 32; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 197,  5, 12,  148, 0, 4, 464193, 30005.01, 0, 46.39, 0: 8; 1: 41; 2: 40; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 319,  7,  8,  148, 0, 4, 439278, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 33; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 328,  8,  7,  148, 0, 4, 439246, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 36; 3: 4; 4: 5; 
Differentiation_of_T_lymphocytes, 186,  7,  8,  148, 0, 4, 439284, 30005.01, 0, 46.39, 0: 8; 1: 45; 2: 33; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 359,  6,  9,  148, 0, 4, 425965, 30005.01, 0, 46.39, 0: 8; 1: 41; 2: 39; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 159,  9,  6,  148, 0, 4, 426077, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 35; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 762,  5, 10,  148, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 41; 2: 40; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 720,  7,  8,  148, 0, 4, 439320, 30005.01, 0, 46.39, 0: 8; 1: 45; 2: 31; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes,  73,  6,  9,  148, 0, 4, 426047, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 36; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 728,  6,  9,  148, 0, 4, 426132, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 34; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 706,  9,  6,  148, 0, 4, 426113, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 37; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes, 659,  9,  6,  148, 0, 4, 426094, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 39; 3: 4; 4: 4; 
Differentiation_of_T_lymphocytes, 778,  6,  9,  148, 0, 4, 426092, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 38; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes,  27,  5, 11,  148, 0, 4, 432144, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 40; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 620,  8,  7,  148, 0, 4, 439244, 30005.01, 0, 46.39, 0: 8; 1: 47; 2: 29; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 600,  6,  9,  148, 0, 4, 426071, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 35; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 585,  7,  8,  148, 0, 4, 439179, 30005.01, 1, 46.39, 0: 8; 1: 47; 2: 29; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 537,  5, 10,  149, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 33; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 570,  5, 12,  149, 0, 4, 463966, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 34; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 366,  9,  6,  149, 0, 4, 426061, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 34; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 587,  7,  8,  149, 0, 4, 439178, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 34; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 336,  5, 11,  149, 0, 4, 432255, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 34; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 710,  8,  7,  149, 0, 4, 439341, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 41; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 167,  5, 11,  149, 0, 4, 432202, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes,  67,  5, 12,  149, 0, 4, 464091, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 35; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 121,  7,  8,  149, 0, 4, 439263, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 41; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 301,  5, 11,  149, 0, 4, 432380, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 38; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 755,  7,  8,  149, 0, 4, 438989, 30005.01, 0, 46.39, 0: 8; 1: 45; 2: 33; 3: 6; 4: 5; 
Differentiation_of_T_lymphocytes, 967,  9,  6,  149, 0, 4, 426067, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 36; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 141,  6,  9,  149, 0, 4, 426027, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 626,  6,  9,  149, 0, 4, 426017, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 36; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 905,  7,  8,  149, 0, 4, 439407, 30005.01, 1, 46.39, 0: 8; 1: 46; 2: 30; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes,  26,  5, 10,  149, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 37; 3: 4; 4: 5; 
Differentiation_of_T_lymphocytes,   3,  7,  8,  149, 0, 4, 439181, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 645,  6,  9,  150, 0, 4, 426099, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 35; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 397,  9,  6,  150, 0, 4, 425986, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 31; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 702,  5, 11,  150, 0, 4, 432230, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 743,  9,  6,  150, 0, 4, 426055, 30005.01, 0, 46.39, 0: 8; 1: 48; 2: 26; 3: 10; 4: 5; 
Differentiation_of_T_lymphocytes,  65,  5, 11,  150, 0, 4, 432237, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 35; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 895,  5, 11,  150, 0, 4, 432149, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 32; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes,  37,  8,  7,  150, 0, 4, 439090, 30005.01, 0, 46.39, 0: 8; 1: 45; 2: 33; 3: 5; 4: 6; 
Differentiation_of_T_lymphocytes, 203,  8,  7,  150, 0, 4, 439166, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 40; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 169,  7,  8,  150, 0, 4, 439208, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 37; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 846,  7,  8,  150, 0, 4, 439067, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 39; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 712,  5, 12,  150, 0, 4, 464170, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 35; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 860,  5, 10,  151, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 37; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 216,  5, 10,  151, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 38; 2: 41; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 521,  8,  7,  151, 0, 4, 439256, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 36; 3: 1; 4: 8; 
Differentiation_of_T_lymphocytes, 911,  4, 13,  151, 0, 4, 410763, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 36; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 194,  5, 12,  151, 0, 4, 463975, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 37; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 277,  6,  9,  151, 0, 4, 426051, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 32; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 700,  5, 11,  151, 0, 4, 432125, 30005.01, 0, 46.39, 0: 8; 1: 38; 2: 42; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 856,  5, 11,  151, 0, 4, 432141, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 35; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 309,  5, 10,  151, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 34; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 137,  7,  8,  151, 0, 4, 439270, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 36; 3: 4; 4: 6; 
Differentiation_of_T_lymphocytes,  31,  6,  9,  151, 0, 4, 426066, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 32; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 352,  7,  8,  151, 0, 4, 439146, 30005.01, 1, 46.39, 0: 8; 1: 47; 2: 29; 3: 6; 4: 7; 
Differentiation_of_T_lymphocytes, 897,  5, 10,  151, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 34; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 930,  9,  6,  151, 0, 4, 426112, 30005.01, 0, 46.39, 0: 8; 1: 41; 2: 38; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 358,  5, 10,  151, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 37; 2: 44; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 476,  8,  7,  151, 0, 4, 439182, 30005.01, 0, 46.39, 0: 8; 1: 41; 2: 38; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 976,  5, 10,  151, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 35; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 836,  7,  8,  152, 0, 4, 439165, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 35; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 724,  8,  7,  152, 0, 4, 439125, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 33; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 337,  9,  6,  152, 0, 4, 426101, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 35; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 949,  5, 10,  152, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 34; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 369,  7,  8,  152, 0, 4, 439174, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 37; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 237,  5, 11,  152, 0, 4, 432245, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 34; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 770,  5, 11,  152, 0, 4, 432184, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 33; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 816,  5, 10,  152, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 33; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 126,  8,  7,  152, 0, 4, 439295, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 32; 3: 8; 4: 5; 
Differentiation_of_T_lymphocytes, 428,  5, 10,  152, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 37; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 687,  5, 10,  152, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 38; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes,  86,  5, 12,  152, 0, 4, 464149, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 939,  4, 14,  152, 0, 4, 439316, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 34; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 143,  5, 10,  152, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 38; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 383,  5, 11,  152, 0, 4, 432167, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 39; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 484,  5, 12,  152, 0, 4, 463977, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 31; 3: 13; 4: 2; 
Differentiation_of_T_lymphocytes, 140,  8,  7,  152, 0, 4, 439272, 30005.01, 0, 46.39, 0: 8; 1: 38; 2: 41; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 112,  6,  9,  152, 0, 4, 426113, 30005.01, 0, 46.39, 0: 8; 1: 46; 2: 29; 3: 8; 4: 6; 
Differentiation_of_T_lymphocytes, 946,  6,  9,  152, 0, 4, 425992, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 35; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 892,  4, 14,  152, 0, 4, 439268, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 547,  6,  9,  152, 0, 4, 426133, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 38; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 361,  7,  8,  152, 0, 4, 439200, 30005.01, 0, 46.39, 0: 8; 1: 36; 2: 44; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 181,  5, 10,  152, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 39; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes,  51,  5, 11,  153, 0, 4, 432244, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 33; 3: 8; 4: 5; 
Differentiation_of_T_lymphocytes, 792,  7,  8,  153, 0, 4, 439208, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 30; 3: 11; 4: 4; 
Differentiation_of_T_lymphocytes, 829,  6,  9,  153, 0, 4, 425961, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 38; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 288,  5, 12,  153, 0, 4, 463941, 30005.01, 0, 46.39, 0: 8; 1: 39; 2: 37; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 271,  7,  8,  153, 0, 4, 439127, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 41; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 834,  7,  8,  153, 0, 4, 438958, 30005.01, 0, 46.39, 0: 8; 1: 41; 2: 36; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes,  12,  5, 11,  153, 0, 4, 432181, 30005.01, 0, 46.39, 0: 8; 1: 39; 2: 40; 3: 6; 4: 4; 
Differentiation_of_T_lymphocytes, 750,  5, 12,  153, 0, 4, 464054, 30005.01, 0, 46.39, 0: 8; 1: 39; 2: 39; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 748,  4, 14,  153, 0, 4, 439319, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 314,  6,  9,  153, 0, 4, 426123, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 33; 3: 5; 4: 7; 
Differentiation_of_T_lymphocytes,  83,  5, 12,  153, 0, 4, 463826, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 32; 3: 10; 4: 4; 
Differentiation_of_T_lymphocytes, 707,  9,  6,  153, 0, 4, 426105, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 34; 3: 6; 4: 6; 
Differentiation_of_T_lymphocytes, 330,  5, 12,  153, 0, 4, 463896, 30005.01, 0, 46.39, 0: 8; 1: 38; 2: 40; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 170,  5, 11,  153, 0, 4, 432195, 30005.01, 0, 46.39, 0: 8; 1: 37; 2: 41; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 579,  5, 10,  153, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 40; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 948,  5, 12,  153, 0, 4, 464041, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 35; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 245,  5, 11,  154, 0, 4, 432203, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 33; 3: 13; 4: 2; 
Differentiation_of_T_lymphocytes, 592,  5, 12,  154, 0, 4, 463983, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 267,  8,  7,  154, 0, 4, 439159, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 35; 3: 6; 4: 6; 
Differentiation_of_T_lymphocytes,   1,  5, 11,  154, 0, 4, 432098, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 34; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 855,  5, 11,  154, 0, 4, 432159, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 37; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 633,  5, 11,  154, 0, 4, 432218, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 35; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 651,  6,  9,  154, 0, 4, 426041, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 39; 3: 4; 4: 6; 
Differentiation_of_T_lymphocytes, 472,  4, 13,  154, 0, 4, 410797, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 30; 3: 13; 4: 3; 
Differentiation_of_T_lymphocytes, 896,  4, 14,  154, 0, 4, 439238, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 34; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 941,  5, 10,  154, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 35; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 958,  5, 12,  154, 0, 4, 464247, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 35; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 711,  5, 10,  154, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 39; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 722,  5, 10,  154, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 33; 3: 10; 4: 4; 
Differentiation_of_T_lymphocytes,  57,  5, 11,  154, 0, 4, 432111, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 37; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 168,  5, 10,  154, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 35; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 180,  5, 10,  154, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 35; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes,  18,  5, 11,  154, 0, 4, 432100, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 249,  5, 12,  155, 0, 4, 463803, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 33; 3: 12; 4: 3; 
Differentiation_of_T_lymphocytes, 689,  4, 14,  155, 0, 4, 439008, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 37; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  155, 0, 4, 432118, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 34; 3: 10; 4: 4; 
Differentiation_of_T_lymphocytes, 210,  5, 12,  155, 0, 4, 464010, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 292,  5, 10,  155, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 39; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 945,  5, 10,  155, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 34; 3: 13; 4: 2; 
Differentiation_of_T_lymphocytes, 101,  5, 12,  155, 0, 4, 464052, 30005.01, 0, 46.39, 0: 8; 1: 39; 2: 38; 3: 8; 4: 4; 
Differentiation_of_T_lymphocytes, 630,  5, 11,  155, 0, 4, 432070, 30005.01, 0, 46.39, 0: 8; 1: 38; 2: 38; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 604,  5, 10,  155, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 37; 2: 41; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 886,  5, 10,  155, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 37; 2: 39; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 423,  5, 10,  155, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 43; 2: 31; 3: 10; 4: 5; 
Differentiation_of_T_lymphocytes, 523,  5, 10,  155, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 36; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 520,  4, 14,  155, 0, 4, 439053, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 36; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 511,  4, 14,  155, 0, 4, 439276, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 30; 3: 15; 4: 2; 
Differentiation_of_T_lymphocytes, 681,  4, 14,  155, 0, 4, 439226, 30005.01, 1, 46.39, 0: 8; 1: 37; 2: 39; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 992,  5, 12,  155, 0, 4, 464053, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 36; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes,   9,  4, 13,  156, 0, 4, 410735, 30005.01, 1, 46.39, 0: 8; 1: 37; 2: 38; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 515,  6,  9,  156, 0, 4, 426067, 30005.01, 0, 46.39, 0: 8; 1: 40; 2: 38; 3: 4; 4: 7; 
Differentiation_of_T_lymphocytes, 480,  5, 11,  156, 0, 4, 432074, 30005.01, 0, 46.39, 0: 8; 1: 39; 2: 36; 3: 11; 4: 3; 
Differentiation_of_T_lymphocytes, 448,  5, 10,  156, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 37; 2: 39; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 299,  8,  7,  156, 0, 4, 439043, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 31; 3: 12; 4: 4; 
Differentiation_of_T_lymphocytes, 742,  5, 10,  156, 0, 4, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 35; 3: 13; 4: 2; 
Differentiation_of_T_lymphocytes, 839,  5, 10,  156, 0, 4, 395675, 30005.01, 0, 46.39, 0: 8; 1: 36; 2: 41; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 667,  9,  6,  157, 0, 4, 426011, 30005.01, 0, 46.39, 0: 8; 1: 39; 2: 37; 3: 8; 4: 5; 
