Seed 1656949570
ARCH 2|F_ID 2|LIMIT 3
before: 
3(1000)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  188, 1, 3, 470520, 16882.14, 0, 0.00, 1: 86; 2: 45; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 777,  7,  8,  226, 0, 5, 442568, 16882.14, 1, 85.65, 0: 6; 1: 71; 2: 33; 3: 14; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 428,  6, 10,  226, 0, 5, 470437, 16882.14, 1, 85.65, 0: 6; 1: 74; 2: 30; 3: 13; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 760,  7,  8,  227, 0, 5, 442568, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 39; 3: 19; 4: 3; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 244,  7,  8,  227, 0, 5, 442605, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 43; 3: 8; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 929,  6, 10,  227, 0, 5, 470458, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 41; 3: 13; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 118,  7,  8,  227, 0, 5, 442631, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 46; 3: 13; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 553,  6, 10,  227, 0, 5, 470440, 16882.14, 1, 85.65, 0: 6; 1: 70; 2: 34; 3: 16; 4: 4; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 268,  5, 11,  227, 0, 5, 434822, 16882.14, 0, 85.65, 0: 6; 1: 58; 2: 48; 3: 20; 4: 2; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 789,  9,  6,  227, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 48; 3: 15; 4: 4; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 636,  5, 11,  227, 0, 5, 434793, 16882.14, 0, 85.65, 0: 6; 1: 59; 2: 48; 3: 17; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 648,  7,  8,  227, 0, 5, 442667, 16882.14, 1, 85.65, 0: 6; 1: 70; 2: 35; 3: 14; 4: 5; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 422,  5, 12,  227, 0, 5, 470414, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 37; 3: 16; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 420,  6, 10,  228, 0, 5, 470604, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 38; 3: 13; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 786,  4, 14,  228, 0, 5, 442664, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 42; 3: 14; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 224,  4, 14,  228, 0, 5, 442623, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 33; 3: 19; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 163,  5, 13,  228, 0, 5, 499617, 16882.14, 0, 85.65, 0: 6; 1: 55; 2: 54; 3: 16; 4: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 876,  7,  8,  228, 0, 5, 442636, 16882.14, 1, 85.65, 0: 6; 1: 69; 2: 38; 3: 9; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 293,  5, 12,  228, 0, 5, 470438, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 41; 3: 14; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 608,  6, 10,  228, 0, 5, 470583, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 38; 3: 13; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 152,  6, 10,  229, 0, 5, 470599, 16882.14, 1, 85.65, 0: 6; 1: 72; 2: 30; 3: 15; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 746,  9,  6,  229, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 62; 2: 45; 3: 13; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 728,  6,  9,  230, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 60; 2: 48; 3: 14; 4: 3; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 472,  5, 13,  230, 0, 5, 499697, 16882.14, 0, 85.65, 0: 6; 1: 54; 2: 54; 3: 17; 4: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 890,  5, 13,  230, 0, 5, 499385, 16882.14, 0, 85.65, 0: 6; 1: 58; 2: 48; 3: 17; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 197,  5, 12,  230, 0, 5, 470513, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 17; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 638,  4, 14,  230, 0, 5, 442680, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 17; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 496,  9,  6,  231, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 41; 3: 11; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 848,  4, 14,  231, 0, 5, 442691, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 42; 3: 16; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 474,  5, 13,  231, 0, 5, 499552, 16882.14, 0, 85.65, 0: 6; 1: 50; 2: 61; 3: 14; 4: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 296,  5, 12,  231, 0, 5, 470666, 16882.14, 0, 85.65, 0: 6; 1: 59; 2: 48; 3: 14; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 972,  6, 10,  231, 0, 5, 470525, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 33; 3: 19; 4: 5; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 898,  6,  9,  231, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 47; 3: 12; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 695,  6, 10,  231, 0, 5, 470506, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 39; 3: 14; 4: 5; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 652,  5, 13,  232, 0, 5, 499346, 16882.14, 0, 85.65, 0: 6; 1: 52; 2: 57; 3: 15; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 604,  6, 10,  232, 0, 5, 470452, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 40; 3: 10; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 517,  7,  8,  232, 0, 5, 442653, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 38; 3: 13; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 367,  6, 10,  232, 0, 5, 470389, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 33; 3: 17; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 659,  9,  6,  232, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 39; 3: 10; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 656,  4, 14,  232, 0, 5, 442662, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 34; 3: 17; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 194,  5, 12,  232, 0, 5, 470475, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 15; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 161,  7,  8,  232, 0, 5, 442660, 16882.14, 0, 85.65, 0: 6; 1: 60; 2: 45; 3: 17; 4: 4; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 345,  6, 10,  232, 0, 5, 470514, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 35; 3: 14; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 665,  6, 10,  233, 0, 5, 470404, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 38; 3: 10; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  23,  5, 13,  233, 0, 5, 499596, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 44; 3: 14; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 208,  7,  8,  233, 0, 5, 442673, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 45; 3: 14; 4: 5; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   6,  5, 12,  233, 0, 5, 470383, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 37; 3: 13; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 457,  6, 10,  233, 0, 5, 470466, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 42; 3: 9; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 805,  7,  8,  233, 0, 5, 442663, 16882.14, 0, 85.65, 0: 6; 1: 66; 2: 32; 3: 22; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 450,  7,  8,  233, 0, 5, 442671, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 40; 3: 18; 4: 4; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 513,  4, 14,  233, 0, 5, 442668, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 41; 3: 23; 4: 3; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 506,  8,  7,  233, 0, 5, 442618, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 45; 3: 15; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 937,  4, 14,  233, 0, 5, 442663, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 40; 3: 17; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 360,  5, 12,  233, 0, 5, 470545, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 40; 3: 13; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  57,  5, 11,  233, 0, 5, 434826, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 45; 3: 11; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 779,  7,  8,  234, 0, 5, 442641, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 36; 3: 13; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 519,  4, 14,  234, 0, 5, 442650, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 37; 3: 18; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  72,  6,  9,  234, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 41; 3: 13; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 687,  6, 10,  234, 0, 5, 470673, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 40; 3: 11; 4: 5; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 301,  5, 11,  234, 0, 5, 434791, 16882.14, 0, 85.65, 0: 6; 1: 58; 2: 45; 3: 19; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 857,  8,  7,  234, 0, 5, 442661, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 48; 3: 12; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 686,  6,  9,  234, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 40; 3: 14; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 771,  6,  9,  234, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 59; 2: 45; 3: 17; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 250,  5, 12,  234, 0, 5, 470470, 16882.14, 0, 85.65, 0: 6; 1: 57; 2: 48; 3: 16; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 581,  6, 10,  234, 0, 5, 470488, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 51; 3: 8; 4: 6; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 675,  6,  9,  234, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 54; 2: 56; 3: 11; 4: 5; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 552,  8,  7,  234, 0, 5, 442668, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 49; 3: 17; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 721,  4, 14,  235, 0, 5, 442662, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 42; 3: 17; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 311,  4, 14,  235, 0, 5, 442664, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 39; 3: 21; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 453,  5, 12,  235, 0, 5, 470635, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 41; 3: 13; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 663,  7,  8,  235, 0, 5, 442675, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 42; 3: 15; 4: 6; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 637,  7,  8,  235, 0, 5, 442694, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 44; 3: 13; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 240,  4, 14,  235, 0, 5, 442704, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 42; 3: 14; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 391,  5, 13,  235, 0, 5, 499268, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 42; 3: 16; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 202,  9,  6,  235, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 14; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 176,  5, 12,  235, 0, 5, 470504, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 45; 3: 10; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  13,  4, 14,  235, 0, 5, 442640, 16882.14, 0, 85.65, 0: 6; 1: 59; 2: 42; 3: 23; 4: 2; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 634,  7,  8,  235, 0, 5, 442635, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 40; 3: 12; 4: 6; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  52,  8,  7,  235, 0, 5, 442627, 16882.14, 0, 85.65, 0: 6; 1: 57; 2: 47; 3: 17; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 488,  5, 13,  235, 0, 5, 499415, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 41; 3: 14; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 681,  4, 14,  236, 0, 5, 442681, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 43; 3: 16; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 724,  8,  7,  236, 0, 5, 442680, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 47; 3: 10; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 217,  7,  8,  236, 0, 5, 442678, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 35; 3: 13; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 882,  5, 13,  236, 0, 5, 499420, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 48; 3: 14; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 423,  6, 10,  236, 0, 5, 470492, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 35; 3: 16; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 272,  8,  7,  236, 0, 5, 442666, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 43; 3: 15; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 525,  5, 12,  236, 0, 5, 470440, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 37; 3: 17; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 160,  7,  8,  236, 0, 5, 442612, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 38; 3: 14; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   4,  5, 11,  236, 0, 5, 434828, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 47; 3: 16; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 899,  6, 10,  236, 0, 5, 470476, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 47; 3: 15; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 967,  9,  6,  236, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 37; 3: 11; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  38,  7,  8,  236, 0, 5, 442642, 16882.14, 0, 85.65, 0: 6; 1: 60; 2: 43; 3: 15; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 113,  5, 12,  236, 0, 5, 470512, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 40; 3: 14; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 831,  4, 14,  236, 0, 5, 442624, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 38; 3: 20; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 837,  6, 10,  236, 0, 5, 470507, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 40; 3: 9; 4: 7; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 905,  7,  8,  237, 0, 5, 442648, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 39; 3: 15; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 320,  6,  9,  237, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 48; 3: 11; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 862,  8,  7,  237, 0, 5, 442679, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 37; 3: 17; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  67,  5, 12,  237, 0, 5, 470523, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 46; 3: 10; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 938,  5, 12,  237, 0, 5, 470647, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 47; 3: 10; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 962,  6,  9,  237, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 40; 3: 15; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 658,  6, 10,  237, 0, 5, 470500, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 33; 3: 16; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 715,  7,  8,  237, 0, 5, 442675, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 42; 3: 15; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  37,  8,  7,  237, 0, 5, 442622, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 44; 3: 13; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 287,  7,  8,  237, 0, 5, 442661, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 46; 3: 10; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 115,  4, 14,  237, 0, 5, 442694, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 13; 4: 8; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 133,  6,  9,  237, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 44; 3: 15; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 435,  7,  8,  238, 0, 5, 442656, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 35; 3: 14; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  36,  7,  8,  238, 0, 5, 442661, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 36; 3: 17; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 434,  5, 13,  238, 0, 5, 499509, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 50; 3: 8; 4: 13; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 436,  7,  8,  238, 0, 5, 442703, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 42; 3: 11; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 460,  8,  7,  238, 0, 5, 442655, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 49; 3: 13; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 482,  6,  9,  238, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 43; 3: 17; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  22,  7,  8,  238, 0, 5, 442690, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 43; 3: 13; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 498,  9,  6,  238, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 32; 3: 16; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 918,  6,  9,  238, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 57; 2: 46; 3: 16; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 688,  6,  9,  238, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 50; 3: 11; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 314,  6,  9,  238, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 47; 3: 12; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 545,  6,  9,  238, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 58; 2: 46; 3: 15; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 841,  5, 12,  238, 0, 5, 470393, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 34; 3: 18; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 822,  5, 12,  238, 0, 5, 470493, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 44; 3: 12; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 803,  6,  9,  238, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 51; 2: 55; 3: 16; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 607,  6,  9,  238, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 58; 2: 43; 3: 20; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 404,  5, 13,  239, 0, 5, 499292, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 43; 3: 13; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 221,  6, 10,  239, 0, 5, 470508, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 43; 3: 12; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 370,  5, 13,  239, 0, 5, 499485, 16882.14, 0, 85.65, 0: 6; 1: 54; 2: 49; 3: 18; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 507,  8,  7,  239, 0, 5, 442655, 16882.14, 0, 85.65, 0: 6; 1: 48; 2: 59; 3: 16; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 325,  6,  9,  239, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 45; 3: 16; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 520,  4, 14,  239, 0, 5, 442600, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 34; 3: 24; 4: 4; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 279,  6,  9,  239, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 34; 3: 15; 4: 14; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 577,  5, 12,  239, 0, 5, 470307, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 45; 3: 15; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 674,  5, 11,  239, 0, 5, 434842, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 40; 3: 16; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  86,  5, 12,  239, 0, 5, 470430, 16882.14, 0, 85.65, 0: 6; 1: 63; 2: 38; 3: 14; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 835,  4, 14,  239, 0, 5, 442648, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 43; 3: 15; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  76,  7,  8,  239, 0, 5, 442669, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 40; 3: 8; 4: 14; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 968,  5, 13,  239, 0, 5, 499334, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 42; 3: 14; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  90,  8,  7,  240, 0, 5, 442603, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 43; 3: 17; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 588,  5, 12,  240, 0, 5, 470656, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 42; 3: 17; 4: 5; 5: 5; 
