Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
3(951)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 367,  7, 16,  349, 1, 3, 891193, 75721.94, 0, 0.00, 1: 112; 2: 108; 3: 7; 
EGFR_&_ErbB_Signaling, 363,  6, 18,  459, 1, 7, 865826, 75721.94, 0, 183.43, 1: 87; 2: 79; 3: 40; 4: 14; 5: 5; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 798, 10, 11,  459, 1, 7, 879119, 75721.94, 0, 183.43, 1: 84; 2: 84; 3: 36; 4: 18; 5: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 416,  8, 14,  459, 1, 7, 891205, 75721.94, 0, 183.43, 1: 83; 2: 89; 3: 33; 4: 14; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 393,  7, 16,  460, 1, 7, 891145, 75721.94, 0, 183.43, 1: 95; 2: 75; 3: 31; 4: 17; 5: 3; 6: 3; 7: 3; 
EGFR_&_ErbB_Signaling, 356,  6, 18,  462, 1, 7, 865872, 75721.94, 0, 183.43, 1: 89; 2: 78; 3: 38; 4: 11; 5: 9; 7: 2; 
EGFR_&_ErbB_Signaling, 979,  7, 17,  464, 1, 7, 940871, 75721.94, 0, 183.43, 1: 82; 2: 87; 3: 36; 4: 14; 5: 5; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 970,  7, 15,  465, 1, 7, 840840, 75721.94, 0, 183.43, 1: 71; 2: 99; 3: 39; 4: 14; 5: 2; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 964,  7, 15,  467, 1, 7, 840840, 75721.94, 0, 183.43, 1: 84; 2: 81; 3: 39; 4: 14; 5: 7; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 732, 11, 10,  468, 1, 7, 879126, 75721.94, 0, 183.43, 1: 98; 2: 64; 3: 38; 4: 13; 5: 9; 6: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 906,  7, 17,  468, 1, 7, 940267, 75721.94, 0, 183.43, 1: 83; 2: 81; 3: 38; 4: 19; 5: 4; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 997,  7, 15,  470, 1, 7, 840840, 75721.94, 0, 183.43, 1: 75; 2: 93; 3: 36; 4: 17; 5: 4; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 527, 12,  9,  471, 1, 7, 865738, 75721.94, 0, 183.43, 1: 81; 2: 87; 3: 31; 4: 20; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 462, 12,  9,  471, 1, 7, 865755, 75721.94, 0, 183.43, 1: 87; 2: 73; 3: 43; 4: 15; 5: 6; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 227, 10, 11,  473, 1, 7, 879167, 75721.94, 0, 183.43, 1: 94; 2: 62; 3: 43; 4: 19; 5: 5; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 685,  6, 18,  473, 1, 7, 865639, 75721.94, 1, 183.43, 1: 95; 2: 68; 3: 31; 4: 19; 5: 12; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 199,  7, 16,  474, 1, 7, 890779, 75721.94, 0, 183.43, 1: 87; 2: 77; 3: 36; 4: 14; 5: 10; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 779,  6, 20,  476, 1, 7, 947815, 75721.94, 1, 183.43, 1: 98; 2: 61; 3: 38; 4: 14; 5: 11; 6: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 610,  6, 20,  476, 1, 7, 948036, 75721.94, 1, 183.43, 1: 91; 2: 78; 3: 30; 4: 11; 5: 10; 6: 4; 7: 3; 
EGFR_&_ErbB_Signaling, 554,  7, 15,  477, 1, 7, 840840, 75721.94, 0, 183.43, 1: 80; 2: 84; 3: 39; 4: 15; 5: 4; 6: 3; 7: 2; 
EGFR_&_ErbB_Signaling, 632,  7, 17,  478, 1, 7, 940546, 75721.94, 0, 183.43, 1: 72; 2: 92; 3: 41; 4: 13; 5: 8; 7: 1; 
EGFR_&_ErbB_Signaling, 348,  7, 17,  478, 1, 7, 940376, 75721.94, 0, 183.43, 1: 82; 2: 78; 3: 45; 4: 11; 5: 6; 6: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 229, 10, 11,  478, 1, 7, 878896, 75721.94, 0, 183.43, 1: 67; 2: 99; 3: 39; 4: 17; 5: 3; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 359,  7, 15,  480, 1, 7, 840840, 75721.94, 0, 183.43, 1: 83; 2: 73; 3: 44; 4: 19; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 868,  8, 14,  480, 1, 7, 891164, 75721.94, 1, 183.43, 1: 101; 2: 63; 3: 27; 4: 17; 5: 11; 6: 7; 7: 1; 
EGFR_&_ErbB_Signaling, 617,  6, 19,  481, 1, 7, 908004, 75721.94, 0, 183.43, 1: 80; 2: 76; 3: 48; 4: 14; 5: 6; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 415, 11, 10,  485, 1, 7, 878938, 75721.94, 1, 183.43, 1: 90; 2: 70; 3: 33; 4: 20; 5: 9; 6: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 497,  7, 16,  485, 1, 7, 890972, 75721.94, 1, 183.43, 1: 91; 2: 66; 3: 36; 4: 21; 5: 10; 6: 1; 7: 2; 
EGFR_&_ErbB_Signaling,  27, 10, 11,  487, 1, 7, 878967, 75721.94, 0, 183.43, 1: 81; 2: 76; 3: 41; 4: 19; 5: 7; 6: 1; 7: 2; 
EGFR_&_ErbB_Signaling, 339,  9, 12,  488, 1, 7, 865742, 75721.94, 0, 183.43, 1: 85; 2: 78; 3: 32; 4: 17; 5: 9; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 767,  6, 20,  488, 1, 7, 947808, 75721.94, 1, 183.43, 1: 93; 2: 67; 3: 31; 4: 20; 5: 10; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 130, 10, 11,  489, 1, 7, 879173, 75721.94, 0, 183.43, 1: 83; 2: 70; 3: 45; 4: 20; 5: 4; 6: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 386, 12,  9,  489, 1, 7, 865773, 75721.94, 0, 183.43, 1: 79; 2: 77; 3: 42; 4: 20; 5: 6; 6: 1; 7: 2; 
EGFR_&_ErbB_Signaling, 300, 12,  9,  489, 1, 7, 865736, 75721.94, 0, 183.43, 1: 76; 2: 81; 3: 44; 4: 15; 5: 8; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 704,  9, 12,  489, 1, 7, 865781, 75721.94, 1, 183.43, 1: 95; 2: 67; 3: 30; 4: 15; 5: 11; 6: 8; 7: 1; 
EGFR_&_ErbB_Signaling, 960,  9, 12,  491, 1, 7, 865868, 75721.94, 1, 183.43, 1: 95; 2: 67; 3: 27; 4: 19; 5: 10; 6: 8; 7: 1; 
EGFR_&_ErbB_Signaling, 863, 11, 10,  493, 1, 7, 879166, 75721.94, 1, 183.43, 1: 96; 2: 64; 3: 30; 4: 16; 5: 12; 6: 8; 7: 1; 
EGFR_&_ErbB_Signaling, 405,  7, 17,  493, 1, 7, 940793, 75721.94, 0, 183.43, 1: 80; 2: 76; 3: 42; 4: 18; 5: 5; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 486,  9, 12,  495, 1, 7, 865838, 75721.94, 1, 183.43, 1: 93; 2: 66; 3: 32; 4: 14; 5: 16; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling,  85,  6, 19,  495, 1, 7, 907986, 75721.94, 0, 183.43, 1: 79; 2: 72; 3: 44; 4: 22; 5: 9; 7: 1; 
EGFR_&_ErbB_Signaling, 713, 11, 10,  496, 1, 7, 879178, 75721.94, 0, 183.43, 1: 85; 2: 71; 3: 37; 4: 20; 5: 8; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 150,  9, 12,  496, 1, 7, 865750, 75721.94, 1, 183.43, 1: 87; 2: 71; 3: 33; 4: 20; 5: 10; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 120, 12,  9,  497, 1, 7, 865808, 75721.94, 0, 183.43, 1: 79; 2: 74; 3: 46; 4: 14; 5: 9; 6: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 553, 11, 10,  498, 1, 7, 878899, 75721.94, 0, 183.43, 1: 86; 2: 69; 3: 35; 4: 21; 5: 12; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 635, 11, 10,  499, 1, 7, 879105, 75721.94, 0, 183.43, 1: 88; 2: 67; 3: 37; 4: 16; 5: 14; 6: 3; 7: 2; 
EGFR_&_ErbB_Signaling, 378,  9, 12,  502, 1, 7, 865738, 75721.94, 1, 183.43, 1: 85; 2: 72; 3: 32; 4: 22; 5: 8; 6: 7; 7: 1; 
EGFR_&_ErbB_Signaling, 368, 12,  9,  503, 1, 7, 865743, 75721.94, 0, 183.43, 1: 79; 2: 68; 3: 46; 4: 23; 5: 9; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 850,  9, 12,  505, 1, 7, 865860, 75721.94, 1, 183.43, 1: 86; 2: 74; 3: 26; 4: 20; 5: 15; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 752,  8, 13,  506, 1, 7, 830180, 75721.94, 0, 183.43, 1: 80; 2: 70; 3: 41; 4: 23; 5: 8; 6: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 547,  9, 12,  506, 1, 7, 865775, 75721.94, 1, 183.43, 1: 89; 2: 64; 3: 34; 4: 21; 5: 13; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 614,  7, 17,  509, 1, 7, 940485, 75721.94, 0, 183.43, 1: 71; 2: 83; 3: 40; 4: 20; 5: 7; 6: 5; 7: 1; 
EGFR_&_ErbB_Signaling, 911,  8, 13,  511, 1, 7, 830180, 75721.94, 0, 183.43, 1: 76; 2: 72; 3: 46; 4: 19; 5: 9; 6: 3; 7: 2; 
EGFR_&_ErbB_Signaling, 565,  7, 17,  511, 1, 7, 940549, 75721.94, 0, 183.43, 1: 74; 2: 78; 3: 37; 4: 24; 5: 11; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 886,  6, 19,  511, 1, 7, 908157, 75721.94, 0, 183.43, 1: 69; 2: 78; 3: 49; 4: 20; 5: 8; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 133, 12,  9,  513, 1, 7, 865866, 75721.94, 0, 183.43, 1: 78; 2: 74; 3: 38; 4: 19; 5: 13; 6: 3; 7: 2; 
EGFR_&_ErbB_Signaling,  30,  7, 17,  514, 1, 7, 940648, 75721.94, 1, 183.43, 1: 77; 2: 75; 3: 35; 4: 23; 5: 13; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 773,  8, 14,  515, 1, 7, 890927, 75721.94, 1, 183.43, 1: 76; 2: 80; 3: 35; 4: 16; 5: 13; 6: 4; 7: 3; 
EGFR_&_ErbB_Signaling, 698,  6, 19,  527, 1, 7, 908119, 75721.94, 1, 183.43, 1: 82; 2: 65; 3: 31; 4: 30; 5: 13; 6: 5; 7: 1; 
EGFR_&_ErbB_Signaling,  60,  6, 18,  431, 1, 8, 865717, 75721.94, 0, 183.43, 1: 95; 2: 85; 3: 33; 4: 7; 5: 5; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 264,  6, 18,  442, 1, 8, 865707, 75721.94, 0, 183.43, 1: 97; 2: 76; 3: 36; 4: 9; 5: 7; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 962,  9, 12,  443, 1, 8, 865855, 75721.94, 0, 183.43, 1: 84; 2: 91; 3: 39; 4: 9; 5: 2; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 939,  8, 14,  454, 1, 8, 891063, 75721.94, 0, 183.43, 1: 97; 2: 78; 3: 25; 4: 16; 5: 6; 6: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 652,  8, 13,  458, 1, 8, 830180, 75721.94, 0, 183.43, 1: 83; 2: 89; 3: 33; 4: 16; 5: 4; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 857,  8, 13,  464, 1, 8, 830180, 75721.94, 0, 183.43, 1: 78; 2: 90; 3: 39; 4: 16; 5: 1; 6: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 861,  9, 12,  465, 1, 8, 865766, 75721.94, 0, 183.43, 1: 98; 2: 61; 3: 39; 4: 20; 5: 8; 8: 1; 
EGFR_&_ErbB_Signaling, 406, 12,  9,  466, 1, 8, 865759, 75721.94, 0, 183.43, 1: 77; 2: 97; 3: 30; 4: 15; 5: 5; 6: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 464,  7, 15,  468, 1, 8, 840840, 75721.94, 0, 183.43, 1: 76; 2: 95; 3: 33; 4: 16; 5: 5; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 889,  8, 14,  476, 1, 8, 891048, 75721.94, 1, 183.43, 1: 99; 2: 67; 3: 29; 4: 13; 5: 13; 6: 4; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 117, 12,  9,  476, 1, 8, 865733, 75721.94, 0, 183.43, 1: 78; 2: 82; 3: 45; 4: 15; 5: 5; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 494,  8, 14,  484, 1, 8, 891232, 75721.94, 1, 183.43, 1: 95; 2: 72; 3: 27; 4: 13; 5: 12; 6: 5; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 270, 10, 11,  484, 1, 8, 879011, 75721.94, 0, 183.43, 1: 69; 2: 98; 3: 38; 4: 13; 5: 5; 6: 1; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 268,  6, 20,  486, 1, 8, 947713, 75721.94, 1, 183.43, 1: 93; 2: 63; 3: 41; 4: 13; 5: 12; 6: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 349,  6, 19,  486, 1, 8, 908275, 75721.94, 0, 183.43, 1: 80; 2: 84; 3: 34; 4: 15; 5: 11; 6: 1; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 644,  7, 15,  490, 1, 8, 840840, 75721.94, 0, 183.43, 1: 79; 2: 82; 3: 37; 4: 19; 5: 5; 6: 1; 7: 3; 8: 1; 
EGFR_&_ErbB_Signaling, 902,  6, 20,  492, 1, 8, 948068, 75721.94, 1, 183.43, 1: 89; 2: 63; 3: 40; 4: 23; 5: 9; 6: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 523,  6, 19,  494, 1, 8, 907922, 75721.94, 0, 183.43, 1: 75; 2: 79; 3: 46; 4: 18; 5: 7; 8: 2; 
EGFR_&_ErbB_Signaling, 409,  9, 12,  499, 1, 8, 865698, 75721.94, 1, 183.43, 1: 95; 2: 60; 3: 34; 4: 18; 5: 12; 6: 7; 8: 1; 
EGFR_&_ErbB_Signaling, 758,  6, 19,  509, 1, 8, 908363, 75721.94, 0, 183.43, 1: 79; 2: 67; 3: 49; 4: 20; 5: 6; 6: 4; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 778,  7, 15,  511, 1, 8, 840840, 75721.94, 0, 183.43, 1: 78; 2: 72; 3: 43; 4: 19; 5: 10; 6: 2; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 280,  8, 13,  513, 1, 8, 830180, 75721.94, 0, 183.43, 1: 82; 2: 65; 3: 42; 4: 23; 5: 10; 6: 3; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 102,  6, 19,  514, 1, 8, 908148, 75721.94, 0, 183.43, 1: 72; 2: 74; 3: 48; 4: 21; 5: 8; 6: 3; 8: 1; 
EGFR_&_ErbB_Signaling, 513,  8, 14,  517, 1, 8, 891168, 75721.94, 1, 183.43, 1: 83; 2: 68; 3: 34; 4: 22; 5: 14; 6: 5; 8: 1; 
EGFR_&_ErbB_Signaling, 121,  7, 17,  518, 1, 8, 940140, 75721.94, 1, 183.43, 1: 79; 2: 78; 3: 29; 4: 22; 5: 10; 6: 6; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 831, 10, 11,  520, 1, 8, 879131, 75721.94, 1, 183.43, 1: 79; 2: 75; 3: 34; 4: 21; 5: 9; 6: 6; 8: 3; 
EGFR_&_ErbB_Signaling, 465,  7, 17,  520, 1, 8, 940658, 75721.94, 1, 183.43, 1: 80; 2: 73; 3: 31; 4: 24; 5: 12; 6: 5; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 612, 10, 11,  524, 1, 8, 879094, 75721.94, 1, 183.43, 1: 87; 2: 67; 3: 25; 4: 27; 5: 12; 6: 4; 7: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 173,  6, 19,  527, 1, 8, 908253, 75721.94, 1, 183.43, 1: 85; 2: 61; 3: 37; 4: 25; 5: 9; 6: 7; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 207,  7, 15,  529, 1, 8, 840840, 75721.94, 0, 183.43, 1: 79; 2: 69; 3: 34; 4: 28; 5: 9; 6: 5; 7: 1; 8: 2; 
EGFR_&_ErbB_Signaling, 664, 12,  9,  529, 1, 8, 865746, 75721.94, 0, 183.43, 1: 76; 2: 72; 3: 39; 4: 20; 5: 13; 6: 3; 7: 3; 8: 1; 
EGFR_&_ErbB_Signaling, 293,  9, 12,  530, 1, 8, 865754, 75721.94, 1, 183.43, 1: 86; 2: 62; 3: 32; 4: 22; 5: 18; 6: 4; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 472,  8, 13,  537, 1, 8, 830180, 75721.94, 0, 183.43, 1: 82; 2: 56; 3: 45; 4: 23; 5: 13; 6: 6; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 535,  7, 15,  537, 1, 8, 840840, 75721.94, 1, 183.43, 1: 79; 2: 67; 3: 36; 4: 23; 5: 12; 6: 8; 8: 2; 
EGFR_&_ErbB_Signaling, 865,  8, 13,  542, 1, 8, 830180, 75721.94, 1, 183.43, 1: 81; 2: 65; 3: 37; 4: 19; 5: 12; 6: 8; 7: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 567, 10, 11,  543, 1, 8, 878994, 75721.94, 1, 183.43, 1: 76; 2: 70; 3: 34; 4: 25; 5: 13; 6: 4; 7: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 346, 10, 11,  546, 1, 8, 879106, 75721.94, 1, 183.43, 1: 74; 2: 65; 3: 42; 4: 25; 5: 14; 6: 4; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 375,  6, 19,  549, 1, 8, 908172, 75721.94, 1, 183.43, 1: 81; 2: 59; 3: 38; 4: 24; 5: 16; 6: 4; 7: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 658, 11, 10,  429, 1, 9, 879121, 75721.94, 0, 183.43, 1: 96; 2: 85; 3: 31; 4: 11; 5: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling,  12,  8, 14,  430, 1, 9, 891132, 75721.94, 0, 183.43, 1: 96; 2: 86; 3: 30; 4: 9; 5: 4; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 534, 12,  9,  436, 1, 9, 865762, 75721.94, 0, 183.43, 1: 79; 2: 102; 3: 37; 4: 7; 5: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 541,  9, 12,  444, 1, 9, 865854, 75721.94, 0, 183.43, 1: 83; 2: 98; 3: 31; 4: 7; 5: 7; 9: 1; 
EGFR_&_ErbB_Signaling, 957,  6, 19,  448, 1, 9, 908276, 75721.94, 0, 183.43, 1: 75; 2: 103; 3: 35; 4: 12; 5: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 352,  8, 14,  449, 1, 9, 890953, 75721.94, 0, 183.43, 1: 99; 2: 72; 3: 36; 4: 11; 5: 4; 6: 3; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 722,  6, 19,  455, 1, 9, 908390, 75721.94, 0, 183.43, 1: 79; 2: 98; 3: 32; 4: 11; 5: 5; 6: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 202,  9, 12,  457, 1, 9, 865714, 75721.94, 0, 183.43, 1: 91; 2: 75; 3: 40; 4: 13; 5: 7; 9: 1; 
EGFR_&_ErbB_Signaling,  72, 12,  9,  460, 1, 9, 865857, 75721.94, 0, 183.43, 1: 76; 2: 98; 3: 36; 4: 11; 5: 3; 6: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 437,  6, 20,  465, 1, 9, 947619, 75721.94, 0, 183.43, 1: 83; 2: 86; 3: 40; 4: 8; 5: 6; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling,   5,  7, 15,  467, 1, 9, 840840, 75721.94, 0, 183.43, 1: 73; 2: 105; 3: 27; 4: 12; 5: 8; 6: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 495, 12,  9,  467, 1, 9, 865576, 75721.94, 0, 183.43, 1: 81; 2: 87; 3: 36; 4: 16; 5: 5; 6: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 581,  7, 16,  469, 1, 9, 891107, 75721.94, 0, 183.43, 1: 93; 2: 75; 3: 32; 4: 16; 5: 7; 6: 1; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 256,  7, 16,  471, 1, 9, 891061, 75721.94, 1, 183.43, 1: 98; 2: 65; 3: 34; 4: 17; 5: 9; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 506,  7, 16,  479, 1, 9, 891124, 75721.94, 1, 183.43, 1: 96; 2: 67; 3: 31; 4: 18; 5: 11; 6: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 926,  6, 18,  485, 1, 9, 865896, 75721.94, 1, 183.43, 1: 94; 2: 72; 3: 26; 4: 19; 5: 7; 6: 7; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 817,  6, 18,  485, 1, 9, 865795, 75721.94, 1, 183.43, 1: 90; 2: 71; 3: 33; 4: 19; 5: 10; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 923,  7, 16,  489, 1, 9, 891148, 75721.94, 1, 183.43, 1: 90; 2: 72; 3: 32; 4: 16; 5: 12; 6: 3; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 894,  8, 14,  491, 1, 9, 891079, 75721.94, 1, 183.43, 1: 84; 2: 80; 3: 36; 4: 9; 5: 10; 6: 5; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 891, 12,  9,  491, 1, 9, 865758, 75721.94, 0, 183.43, 1: 81; 2: 80; 3: 34; 4: 21; 5: 6; 6: 3; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 705,  7, 16,  495, 1, 9, 891103, 75721.94, 1, 183.43, 1: 95; 2: 62; 3: 32; 4: 22; 5: 10; 6: 2; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 440,  9, 12,  496, 1, 9, 865722, 75721.94, 1, 183.43, 1: 92; 2: 65; 3: 33; 4: 20; 5: 11; 6: 4; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 625,  8, 14,  496, 1, 9, 890820, 75721.94, 1, 183.43, 1: 90; 2: 72; 3: 29; 4: 16; 5: 13; 6: 5; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 724,  6, 19,  499, 1, 9, 908532, 75721.94, 0, 183.43, 1: 82; 2: 66; 3: 50; 4: 17; 5: 9; 6: 1; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 801,  8, 14,  499, 1, 9, 891093, 75721.94, 1, 183.43, 1: 91; 2: 69; 3: 28; 4: 22; 5: 8; 6: 7; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 389,  9, 12,  500, 1, 9, 865811, 75721.94, 1, 183.43, 1: 90; 2: 76; 3: 25; 4: 15; 5: 12; 6: 4; 7: 2; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 442,  7, 16,  507, 1, 9, 891372, 75721.94, 1, 183.43, 1: 94; 2: 61; 3: 34; 4: 17; 5: 12; 6: 6; 7: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 308,  6, 18,  510, 1, 9, 865784, 75721.94, 1, 183.43, 1: 88; 2: 68; 3: 28; 4: 23; 5: 15; 6: 3; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 743,  6, 18,  514, 1, 9, 865742, 75721.94, 1, 183.43, 1: 89; 2: 65; 3: 33; 4: 19; 5: 13; 6: 4; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 647,  8, 13,  516, 1, 9, 830180, 75721.94, 1, 183.43, 1: 80; 2: 74; 3: 35; 4: 23; 5: 7; 6: 4; 7: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 595,  9, 12,  521, 1, 9, 865851, 75721.94, 1, 183.43, 1: 89; 2: 69; 3: 24; 4: 20; 5: 14; 6: 7; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 476,  6, 19,  522, 1, 9, 908160, 75721.94, 1, 183.43, 1: 81; 2: 69; 3: 34; 4: 25; 5: 13; 6: 2; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 629,  8, 14,  523, 1, 9, 891104, 75721.94, 1, 183.43, 1: 89; 2: 65; 3: 28; 4: 21; 5: 14; 6: 7; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 712,  7, 15,  529, 1, 9, 840840, 75721.94, 1, 183.43, 1: 85; 2: 68; 3: 30; 4: 23; 5: 9; 6: 7; 7: 2; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 615,  9, 12,  530, 1, 9, 865836, 75721.94, 1, 183.43, 1: 86; 2: 68; 3: 25; 4: 24; 5: 15; 6: 4; 7: 3; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 849,  7, 15,  531, 1, 9, 840840, 75721.94, 1, 183.43, 1: 86; 2: 65; 3: 28; 4: 27; 5: 9; 6: 8; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 609,  7, 15,  533, 1, 9, 840840, 75721.94, 1, 183.43, 1: 86; 2: 62; 3: 31; 4: 25; 5: 12; 6: 9; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 562,  7, 17,  534, 1, 9, 940784, 75721.94, 1, 183.43, 1: 76; 2: 78; 3: 29; 4: 24; 5: 8; 6: 7; 7: 4; 9: 1; 
EGFR_&_ErbB_Signaling, 741,  6, 19,  538, 1, 9, 908200, 75721.94, 0, 183.43, 1: 77; 2: 65; 3: 48; 4: 17; 5: 11; 6: 3; 7: 3; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 313, 10, 11,  547, 1, 9, 878920, 75721.94, 1, 183.43, 1: 72; 2: 75; 3: 30; 4: 29; 5: 13; 6: 4; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 211,  8, 13,  550, 1, 9, 830180, 75721.94, 1, 183.43, 1: 78; 2: 66; 3: 36; 4: 24; 5: 14; 6: 3; 7: 2; 8: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 376,  8, 13,  552, 1, 9, 830180, 75721.94, 1, 183.43, 1: 75; 2: 66; 3: 36; 4: 29; 5: 12; 6: 4; 7: 4; 9: 1; 
EGFR_&_ErbB_Signaling, 336, 10, 11,  558, 1, 9, 878996, 75721.94, 1, 183.43, 1: 79; 2: 68; 3: 23; 4: 29; 5: 16; 6: 8; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 286,  7, 15,  558, 1, 9, 840840, 75721.94, 1, 183.43, 1: 79; 2: 59; 3: 37; 4: 31; 5: 11; 6: 4; 7: 3; 8: 1; 9: 2; 
