Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(883)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 3, 381964, 12166.34, 0, 0.00, 1: 37; 2: 20; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 476,  4, 11,  137, 1, 7, 347182, 12166.34, 241, 0.00, 1: 22; 2: 18; 3: 24; 7: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 917,  4, 11,  141, 1, 7, 347182, 12166.34, 85, 0.00, 1: 18; 2: 23; 3: 22; 4: 1; 7: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 312,  4, 12,  141, 1, 7, 375667, 12166.34, 0, 0.00, 1: 20; 2: 19; 3: 24; 4: 1; 7: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 189,  4, 12,  141, 1, 7, 375697, 12166.34, 0, 0.00, 1: 18; 2: 22; 3: 24; 7: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  44,  4, 11,  145, 1, 7, 347182, 12166.34, 241, 0.00, 1: 19; 2: 16; 3: 29; 7: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 595,  4, 12,  151, 1, 7, 375637, 12166.34, 42, 0.00, 1: 16; 2: 18; 3: 29; 5: 1; 7: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 995,  4, 12,  152, 1, 7, 375625, 12166.34, 0, 0.00, 1: 15; 2: 21; 3: 25; 4: 2; 5: 1; 7: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 106,  4, 11,  157, 1, 7, 347182, 12166.34, 75, 0.00, 1: 13; 2: 21; 3: 27; 4: 2; 6: 1; 7: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 933,  4, 12,  146, 1, 8, 375595, 12166.34, 0, 0.00, 1: 19; 2: 20; 3: 22; 4: 2; 5: 1; 8: 1; 
Number of not routing: 3 (0.30%)
after: 
03(235)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 3, 381964, 12166.34, 1, 36.94, 1: 37; 2: 20; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 3, 381964, 12166.34, 1, 36.94, 1: 37; 2: 20; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,   7,  7,  7,  104, 1, 3, 382003, 12166.34, 1, 36.94, 1: 36; 2: 19; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 795,  6,  8,  104, 1, 3, 375588, 12166.34, 1, 36.94, 1: 36; 2: 19; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 797,  6,  8,  104, 1, 3, 375613, 12166.34, 1, 36.94, 1: 35; 2: 21; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 989,  6,  8,  104, 1, 3, 375634, 12166.34, 1, 36.94, 1: 33; 2: 25; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 913,  7,  7,  105, 1, 3, 381940, 12166.34, 1, 36.94, 1: 33; 2: 24; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 728,  7,  7,  105, 1, 3, 381939, 12166.34, 1, 36.94, 1: 33; 2: 24; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 369,  6,  8,  105, 1, 3, 375623, 12166.34, 1, 36.94, 1: 36; 2: 18; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 398,  7,  7,  106, 1, 3, 381940, 12166.34, 1, 36.94, 1: 33; 2: 23; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 876,  7,  7,  106, 1, 3, 381936, 12166.34, 1, 36.94, 1: 37; 2: 15; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 362,  6,  8,  106, 1, 3, 375648, 12166.34, 1, 36.94, 1: 37; 2: 15; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 569,  7,  7,  106, 1, 3, 382012, 12166.34, 1, 36.94, 1: 36; 2: 17; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 592,  6,  8,  106, 1, 3, 375596, 12166.34, 1, 36.94, 1: 32; 2: 25; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 517,  7,  7,  106, 1, 3, 382026, 12166.34, 1, 36.94, 1: 37; 2: 15; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 796,  7,  7,  106, 1, 3, 381929, 12166.34, 1, 36.94, 1: 34; 2: 21; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 617,  7,  7,  106, 1, 3, 381971, 12166.34, 1, 36.94, 1: 35; 2: 19; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,   5,  7,  7,  106, 1, 3, 381974, 12166.34, 1, 36.94, 1: 35; 2: 19; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 137,  7,  7,  106, 1, 3, 381865, 12166.34, 1, 36.94, 1: 35; 2: 19; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 243,  7,  7,  106, 1, 3, 381973, 12166.34, 1, 36.94, 1: 37; 2: 15; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 267,  8,  6,  106, 1, 3, 375660, 12166.34, 1, 36.94, 1: 36; 2: 17; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 937,  8,  6,  107, 1, 3, 375652, 12166.34, 1, 36.94, 1: 36; 2: 16; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 207,  7,  7,  107, 1, 3, 381974, 12166.34, 1, 36.94, 1: 35; 2: 18; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 524,  8,  6,  107, 1, 3, 375611, 12166.34, 1, 36.94, 1: 33; 2: 22; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 700,  7,  7,  107, 1, 3, 381983, 12166.34, 1, 36.94, 1: 32; 2: 24; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 467,  6,  8,  107, 1, 3, 375684, 12166.34, 1, 36.94, 1: 31; 2: 26; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 568,  6,  8,  108, 1, 3, 375662, 12166.34, 1, 36.94, 1: 33; 2: 21; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  69,  6,  8,  108, 1, 3, 375776, 12166.34, 1, 36.94, 1: 33; 2: 21; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 950,  7,  7,  108, 1, 3, 381952, 12166.34, 1, 36.94, 1: 32; 2: 23; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 609,  7,  7,  108, 1, 3, 381917, 12166.34, 1, 36.94, 1: 32; 2: 23; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 139,  6,  8,  108, 1, 3, 375649, 12166.34, 1, 36.94, 1: 34; 2: 19; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 190,  8,  6,  108, 1, 3, 375631, 12166.34, 1, 36.94, 1: 34; 2: 19; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 436,  5, 10,  108, 1, 3, 388851, 12166.34, 1, 36.94, 1: 35; 2: 17; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 922,  7,  7,  108, 1, 3, 381959, 12166.34, 1, 36.94, 1: 32; 2: 23; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 669,  5, 10,  108, 1, 3, 388918, 12166.34, 1, 36.94, 1: 34; 2: 19; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 695,  6,  8,  108, 1, 3, 375662, 12166.34, 1, 36.94, 1: 36; 2: 15; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 758,  7,  7,  108, 1, 3, 381936, 12166.34, 1, 36.94, 1: 32; 2: 23; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 265,  7,  7,  108, 1, 3, 381916, 12166.34, 1, 36.94, 1: 34; 2: 19; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 914,  6,  8,  108, 1, 3, 375648, 12166.34, 1, 36.94, 1: 32; 2: 23; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 117,  5,  9,  109, 1, 3, 355072, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 990,  5, 10,  109, 1, 3, 388903, 12166.34, 1, 36.94, 1: 31; 2: 24; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 164,  6,  8,  109, 1, 3, 375606, 12166.34, 1, 36.94, 1: 34; 2: 18; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 888,  5,  9,  109, 1, 3, 355065, 12166.34, 1, 36.94, 1: 34; 2: 18; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 538,  8,  6,  109, 1, 3, 375650, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 498,  6,  8,  109, 1, 3, 375658, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 684,  7,  7,  109, 1, 3, 381960, 12166.34, 1, 36.94, 1: 35; 2: 16; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 147,  5,  9,  109, 1, 3, 355049, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 644,  7,  7,  109, 1, 3, 381991, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 417,  5, 10,  109, 1, 3, 388933, 12166.34, 1, 36.94, 1: 29; 2: 28; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 647,  9,  5,  109, 1, 3, 355028, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 129,  5, 10,  109, 1, 3, 388890, 12166.34, 1, 36.94, 1: 36; 2: 14; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 851,  6,  8,  109, 1, 3, 375645, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 659,  5,  9,  109, 1, 3, 355039, 12166.34, 1, 36.94, 1: 32; 2: 22; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  37,  6,  8,  109, 1, 3, 375634, 12166.34, 1, 36.94, 1: 31; 2: 24; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 852,  7,  7,  109, 1, 3, 381951, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  63,  5,  9,  110, 1, 3, 355048, 12166.34, 1, 36.94, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 264,  8,  6,  110, 1, 3, 375659, 12166.34, 1, 36.94, 1: 34; 2: 17; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 426,  5, 10,  110, 1, 3, 388855, 12166.34, 1, 36.94, 1: 32; 2: 21; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 819,  5,  9,  110, 1, 3, 355050, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 485,  5, 10,  110, 1, 3, 388953, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 215,  5, 10,  110, 1, 3, 388890, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 196,  5,  9,  110, 1, 3, 355056, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 612,  7,  7,  110, 1, 3, 382014, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 790,  6,  8,  110, 1, 3, 375730, 12166.34, 1, 36.94, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 979,  5,  9,  110, 1, 3, 355040, 12166.34, 1, 36.94, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 185,  7,  7,  110, 1, 3, 381968, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  59,  5, 10,  110, 1, 3, 388870, 12166.34, 1, 36.94, 1: 34; 2: 17; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 613,  6,  8,  110, 1, 3, 375639, 12166.34, 1, 36.94, 1: 31; 2: 23; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 596,  5, 10,  111, 1, 3, 388814, 12166.34, 1, 36.94, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 384,  5, 10,  111, 1, 3, 388754, 12166.34, 1, 36.94, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 619,  5,  9,  111, 1, 3, 355044, 12166.34, 1, 36.94, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 211,  9,  5,  111, 1, 3, 355046, 12166.34, 1, 36.94, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  94,  5,  9,  111, 1, 3, 355061, 12166.34, 1, 36.94, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 801,  5, 10,  111, 1, 3, 388904, 12166.34, 1, 36.94, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 591,  5, 10,  111, 1, 3, 388881, 12166.34, 1, 36.94, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 559,  7,  7,  111, 1, 3, 381927, 12166.34, 1, 36.94, 1: 33; 2: 18; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 778,  7,  7,  111, 1, 3, 381905, 12166.34, 1, 36.94, 1: 34; 2: 16; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 161,  6,  8,  111, 1, 3, 375709, 12166.34, 1, 36.94, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 939,  5, 10,  111, 1, 3, 388899, 12166.34, 1, 36.94, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 248,  9,  5,  111, 1, 3, 355045, 12166.34, 1, 36.94, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 857,  5,  9,  111, 1, 3, 355057, 12166.34, 1, 36.94, 1: 31; 2: 22; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 353,  5,  9,  111, 1, 3, 355070, 12166.34, 1, 36.94, 1: 32; 2: 20; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 380,  5,  9,  112, 1, 3, 355064, 12166.34, 1, 36.94, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 158,  5, 10,  112, 1, 3, 388885, 12166.34, 1, 36.94, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  28,  6,  8,  112, 1, 3, 375640, 12166.34, 1, 36.94, 1: 32; 2: 19; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 513,  5, 10,  112, 1, 3, 388909, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 303,  5, 10,  112, 1, 3, 388876, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 829,  5,  9,  112, 1, 3, 355059, 12166.34, 1, 36.94, 1: 33; 2: 17; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 113,  5, 10,  112, 1, 3, 388901, 12166.34, 1, 36.94, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 187,  6,  8,  112, 1, 3, 375648, 12166.34, 1, 36.94, 1: 34; 2: 15; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 271,  5,  9,  112, 1, 3, 355040, 12166.34, 1, 36.94, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 887,  8,  6,  112, 1, 3, 375645, 12166.34, 1, 36.94, 1: 34; 2: 15; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 168,  7,  7,  112, 1, 3, 381963, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 910,  5,  9,  112, 1, 3, 355036, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 593,  5, 10,  113, 1, 3, 388900, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 343,  7,  7,  113, 1, 3, 381958, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  58,  5, 10,  113, 1, 3, 388826, 12166.34, 1, 36.94, 1: 32; 2: 18; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 954,  5, 10,  113, 1, 3, 388916, 12166.34, 1, 36.94, 1: 28; 2: 26; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 649,  5, 10,  113, 1, 3, 388847, 12166.34, 1, 36.94, 1: 26; 2: 30; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 984,  5,  9,  113, 1, 3, 355057, 12166.34, 1, 36.94, 1: 29; 2: 24; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 415,  5, 10,  113, 1, 3, 388954, 12166.34, 1, 36.94, 1: 28; 2: 26; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 597,  5,  9,  113, 1, 3, 355045, 12166.34, 1, 36.94, 1: 28; 2: 26; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 814,  6,  8,  113, 1, 3, 375629, 12166.34, 1, 36.94, 1: 29; 2: 24; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 403,  8,  6,  113, 1, 3, 375627, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 959,  5,  9,  113, 1, 3, 355042, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 818,  5,  9,  113, 1, 3, 355046, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 993,  5,  9,  113, 1, 3, 355041, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  92,  5, 10,  113, 1, 3, 388913, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 992,  5, 10,  113, 1, 3, 388820, 12166.34, 1, 36.94, 1: 32; 2: 18; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 696,  5, 10,  113, 1, 3, 388853, 12166.34, 1, 36.94, 1: 32; 2: 18; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 956,  5, 10,  114, 1, 3, 388838, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  82,  7,  7,  114, 1, 3, 381973, 12166.34, 1, 36.94, 1: 29; 2: 23; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 509,  5,  9,  114, 1, 3, 355045, 12166.34, 1, 36.94, 1: 29; 2: 23; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 277,  5, 10,  114, 1, 3, 388871, 12166.34, 1, 36.94, 1: 31; 2: 19; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 679,  5, 10,  114, 1, 3, 388971, 12166.34, 1, 36.94, 1: 29; 2: 23; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  57,  5, 10,  114, 1, 3, 388862, 12166.34, 1, 36.94, 1: 31; 2: 19; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 765,  5, 10,  114, 1, 3, 388900, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  11,  5, 10,  114, 1, 3, 388870, 12166.34, 1, 36.94, 1: 32; 2: 17; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 763,  7,  7,  114, 1, 3, 381957, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 416,  5, 10,  115, 1, 3, 388867, 12166.34, 1, 36.94, 1: 29; 2: 22; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 514,  6,  8,  115, 1, 3, 375612, 12166.34, 1, 36.94, 1: 27; 2: 26; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 539,  5,  9,  115, 1, 3, 355048, 12166.34, 1, 36.94, 1: 31; 2: 18; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 681,  5,  9,  115, 1, 3, 355042, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 472,  5,  9,  115, 1, 3, 355048, 12166.34, 1, 36.94, 1: 26; 2: 28; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 298,  5,  9,  115, 1, 3, 355048, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 480,  5,  9,  115, 1, 3, 355050, 12166.34, 1, 36.94, 1: 31; 2: 18; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 167,  5,  9,  115, 1, 3, 355061, 12166.34, 1, 36.94, 1: 31; 2: 18; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  96,  5, 10,  116, 1, 3, 388940, 12166.34, 1, 36.94, 1: 25; 2: 29; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 388,  6,  8,  116, 1, 3, 375671, 12166.34, 1, 36.94, 1: 28; 2: 23; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 317,  5,  9,  117, 1, 3, 355061, 12166.34, 1, 36.94, 1: 27; 2: 24; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 407,  5,  9,  117, 1, 3, 355047, 12166.34, 1, 36.94, 1: 26; 2: 26; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 314,  7,  7,  117, 1, 3, 381993, 12166.34, 1, 36.94, 1: 29; 2: 20; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,   0,  6,  8,  117, 1, 3, 375607, 12166.34, 1, 36.94, 1: 29; 2: 20; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 169,  5,  9,  117, 1, 3, 355064, 12166.34, 1, 36.94, 1: 30; 2: 18; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 251,  5,  9,  117, 1, 3, 355047, 12166.34, 1, 36.94, 1: 29; 2: 20; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 633,  8,  6,  117, 1, 3, 375642, 12166.34, 1, 36.94, 1: 30; 2: 18; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 637,  5,  9,  117, 1, 3, 355053, 12166.34, 1, 36.94, 1: 28; 2: 22; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca,  33,  5, 10,  117, 1, 3, 388932, 12166.34, 1, 36.94, 1: 30; 2: 18; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 227,  7,  7,  118, 1, 3, 381936, 12166.34, 1, 36.94, 1: 28; 2: 21; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 573,  5, 10,  118, 1, 3, 388867, 12166.34, 1, 36.94, 1: 30; 2: 17; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 152,  7,  7,  118, 1, 3, 381978, 12166.34, 1, 36.94, 1: 30; 2: 17; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 653,  4, 11,  118, 1, 3, 347182, 12166.34, 1, 36.94, 1: 29; 2: 19; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 184,  5,  9,  119, 1, 3, 355042, 12166.34, 1, 36.94, 1: 26; 2: 24; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 329,  4, 12,  119, 1, 3, 375660, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 100,  4, 11,  119, 1, 3, 347182, 12166.34, 1, 36.94, 1: 24; 2: 28; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 282,  6,  8,  119, 1, 3, 375615, 12166.34, 1, 36.94, 1: 26; 2: 24; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 764,  4, 11,  119, 1, 3, 347182, 12166.34, 1, 36.94, 1: 27; 2: 22; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 581,  4, 12,  120, 1, 3, 375631, 12166.34, 1, 36.94, 1: 27; 2: 21; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 338,  4, 12,  120, 1, 3, 375641, 12166.34, 1, 36.94, 1: 27; 2: 21; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 709,  4, 11,  120, 1, 3, 347182, 12166.34, 1, 36.94, 1: 26; 2: 23; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 491,  6,  8,  120, 1, 3, 375613, 12166.34, 1, 36.94, 1: 27; 2: 21; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 269,  5, 10,  120, 1, 3, 388863, 12166.34, 1, 36.94, 1: 28; 2: 19; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 141,  4, 12,  121, 1, 3, 375677, 12166.34, 1, 36.94, 1: 27; 2: 20; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 124,  4, 12,  121, 1, 3, 375679, 12166.34, 1, 36.94, 1: 28; 2: 18; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 636,  4, 12,  121, 1, 3, 375658, 12166.34, 1, 36.94, 1: 26; 2: 22; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 861,  4, 12,  121, 1, 3, 375645, 12166.34, 1, 36.94, 1: 25; 2: 24; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 985,  4, 12,  121, 1, 3, 375609, 12166.34, 1, 36.94, 1: 25; 2: 24; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 128,  4, 12,  121, 1, 3, 375653, 12166.34, 1, 36.94, 1: 25; 2: 24; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 432,  4, 12,  122, 1, 3, 375585, 12166.34, 1, 36.94, 1: 25; 2: 23; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 182,  5,  9,  122, 1, 3, 355019, 12166.34, 1, 36.94, 1: 25; 2: 23; 3: 17; 
