Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
23(627)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  103, 1, 3, 382033, 26748.27, 235, 0.00, 1: 33; 2: 26; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 442,  4, 12,  126, 1, 4, 375691, 26748.27, 0, 0.00, 1: 20; 2: 31; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 999,  4, 12,  127, 1, 4, 375749, 26748.27, 0, 0.00, 1: 19; 2: 32; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 156,  4, 12,  127, 1, 4, 375657, 26748.27, 29, 0.00, 1: 20; 2: 31; 3: 11; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 951,  4, 11,  127, 1, 4, 347182, 26748.27, 0, 0.00, 1: 15; 2: 39; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 441,  5, 10,  127, 1, 4, 388758, 26748.27, 0, 0.00, 1: 19; 2: 31; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 522,  4, 12,  127, 1, 4, 375626, 26748.27, 0, 0.00, 1: 18; 2: 33; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 675,  4, 12,  127, 1, 4, 375711, 26748.27, 0, 0.00, 1: 24; 2: 21; 3: 19; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 753,  4, 11,  127, 1, 4, 347182, 26748.27, 109, 0.00, 1: 17; 2: 35; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 774,  4, 12,  127, 1, 4, 375663, 26748.27, 0, 0.00, 1: 21; 2: 27; 3: 16; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 205,  4, 12,  128, 1, 4, 375610, 26748.27, 86, 0.00, 1: 19; 2: 30; 3: 15; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 454,  4, 11,  128, 1, 4, 347182, 26748.27, 0, 0.00, 1: 16; 2: 36; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 570,  4, 11,  128, 1, 4, 347182, 26748.27, 0, 0.00, 1: 19; 2: 30; 3: 15; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 740,  4, 12,  128, 1, 4, 375723, 26748.27, 0, 0.00, 1: 19; 2: 31; 3: 13; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 888,  5,  9,  131, 1, 4, 355048, 26748.27, 0, 0.00, 1: 18; 2: 30; 3: 15; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 702,  4, 12,  121, 1, 5, 375648, 26748.27, 0, 0.00, 1: 21; 2: 35; 3: 7; 4: 1; 5: 1; 
Number of not routing: 6 (0.60%)
after: 
43(107)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 152,  7,  7,  106, 1, 3, 382071, 26748.27, 1, 34.01, 1: 31; 2: 27; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 996,  8,  6,  103, 1, 3, 375618, 26748.27, 1, 34.01, 1: 33; 2: 26; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 299,  8,  6,  104, 1, 3, 375613, 26748.27, 1, 34.01, 1: 33; 2: 25; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 932,  8,  6,  105, 1, 3, 375585, 26748.27, 1, 34.01, 1: 33; 2: 24; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 909,  6,  8,  106, 1, 3, 375692, 26748.27, 1, 34.01, 1: 33; 2: 23; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 152,  7,  7,  106, 1, 3, 382071, 26748.27, 1, 34.01, 1: 31; 2: 27; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 364,  8,  6,  107, 1, 3, 375718, 26748.27, 1, 34.01, 1: 31; 2: 26; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 853,  6,  8,  107, 1, 3, 375773, 26748.27, 1, 34.01, 1: 30; 2: 28; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 949,  7,  7,  107, 1, 3, 382008, 26748.27, 1, 34.01, 1: 32; 2: 24; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 176,  6,  8,  108, 1, 3, 375613, 26748.27, 1, 34.01, 1: 28; 2: 31; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 564,  6,  8,  108, 1, 3, 375542, 26748.27, 1, 34.01, 1: 33; 2: 21; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 187,  6,  8,  109, 1, 3, 375535, 26748.27, 1, 34.01, 1: 28; 2: 30; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 171,  9,  5,  109, 1, 3, 355046, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 375,  7,  7,  109, 1, 3, 381976, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  82,  7,  7,  109, 1, 3, 381957, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 808,  6,  8,  109, 1, 3, 375781, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 521,  7,  7,  110, 1, 3, 381973, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 782,  6,  8,  110, 1, 3, 375605, 26748.27, 1, 34.01, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 353,  5,  9,  110, 1, 3, 355044, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 685,  8,  6,  110, 1, 3, 375568, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca,  20,  5,  9,  110, 1, 3, 355078, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 840,  6,  8,  110, 1, 3, 375519, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 913,  7,  7,  110, 1, 3, 381852, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 973,  5,  9,  110, 1, 3, 355046, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 538,  8,  6,  110, 1, 3, 375554, 26748.27, 1, 34.01, 1: 26; 2: 33; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 990,  5, 10,  110, 1, 3, 388895, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 399,  8,  6,  110, 1, 3, 375625, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 966,  5, 10,  110, 1, 3, 388994, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca,  78,  5, 10,  111, 1, 3, 388781, 26748.27, 1, 34.01, 1: 30; 2: 24; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 117,  5,  9,  111, 1, 3, 355075, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 993,  5,  9,  111, 1, 3, 355071, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 960,  6,  8,  111, 1, 3, 375457, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,   8,  5,  9,  111, 1, 3, 355033, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 472,  5,  9,  111, 1, 3, 355028, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 376,  5,  9,  111, 1, 3, 355057, 26748.27, 1, 34.01, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 185,  7,  7,  111, 1, 3, 381990, 26748.27, 1, 34.01, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 121,  5,  9,  111, 1, 3, 354998, 26748.27, 1, 34.01, 1: 26; 2: 32; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 408,  7,  7,  111, 1, 3, 382067, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 477,  6,  8,  112, 1, 3, 375683, 26748.27, 1, 34.01, 1: 25; 2: 33; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 231,  5, 10,  112, 1, 3, 388871, 26748.27, 1, 34.01, 1: 24; 2: 35; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 255,  5, 10,  112, 1, 3, 389044, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 697,  5,  9,  112, 1, 3, 355032, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 637,  5,  9,  112, 1, 3, 355071, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 777,  5, 10,  112, 1, 3, 388876, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 742,  5, 10,  112, 1, 3, 388852, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 520,  5,  9,  113, 1, 3, 355041, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 627,  5, 10,  113, 1, 3, 388922, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 519,  6,  8,  113, 1, 3, 375581, 26748.27, 1, 34.01, 1: 27; 2: 28; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 953,  5, 10,  113, 1, 3, 389024, 26748.27, 1, 34.01, 1: 28; 2: 26; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 111,  5,  9,  113, 1, 3, 355051, 26748.27, 1, 34.01, 1: 27; 2: 28; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 251,  5,  9,  113, 1, 3, 355060, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 475,  5, 10,  113, 1, 3, 388779, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 325,  5, 10,  113, 1, 3, 388843, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 422,  5,  9,  114, 1, 3, 355084, 26748.27, 1, 34.01, 1: 26; 2: 29; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 383,  5, 10,  114, 1, 3, 388862, 26748.27, 1, 34.01, 1: 27; 2: 27; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 867,  5,  9,  114, 1, 3, 355035, 26748.27, 1, 34.01, 1: 24; 2: 33; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 582,  5,  9,  114, 1, 3, 355027, 26748.27, 1, 34.01, 1: 26; 2: 29; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 438,  5,  9,  114, 1, 3, 355057, 26748.27, 1, 34.01, 1: 23; 2: 35; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca,  43,  5, 10,  114, 1, 3, 389011, 26748.27, 1, 34.01, 1: 27; 2: 27; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 658,  5, 10,  114, 1, 3, 388929, 26748.27, 1, 34.01, 1: 25; 2: 31; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 857,  5,  9,  114, 1, 3, 355045, 26748.27, 1, 34.01, 1: 24; 2: 33; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 796,  7,  7,  115, 1, 3, 381991, 26748.27, 1, 34.01, 1: 26; 2: 28; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 900,  5,  9,  115, 1, 3, 355071, 26748.27, 1, 34.01, 1: 25; 2: 30; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 145,  5,  9,  115, 1, 3, 355065, 26748.27, 1, 34.01, 1: 27; 2: 26; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 220,  5,  9,  115, 1, 3, 355071, 26748.27, 1, 34.01, 1: 24; 2: 32; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 222,  5, 10,  115, 1, 3, 388872, 26748.27, 1, 34.01, 1: 23; 2: 34; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 921,  5,  9,  116, 1, 3, 355038, 26748.27, 1, 34.01, 1: 25; 2: 29; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 746,  5, 10,  116, 1, 3, 388994, 26748.27, 1, 34.01, 1: 24; 2: 31; 3: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 894,  5, 10,  116, 1, 3, 388915, 26748.27, 1, 34.01, 1: 23; 2: 33; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 865,  5,  9,  116, 1, 3, 355025, 26748.27, 1, 34.01, 1: 26; 2: 27; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  19,  7,  7,  116, 1, 3, 381843, 26748.27, 1, 34.01, 1: 26; 2: 27; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 414,  5,  9,  116, 1, 3, 355054, 26748.27, 1, 34.01, 1: 25; 2: 29; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 164,  6,  8,  117, 1, 3, 375625, 26748.27, 1, 34.01, 1: 25; 2: 28; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 460,  7,  7,  117, 1, 3, 381836, 26748.27, 1, 34.01, 1: 24; 2: 30; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 548,  5,  9,  117, 1, 3, 355055, 26748.27, 1, 34.01, 1: 24; 2: 30; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  34,  4, 11,  117, 1, 3, 347182, 26748.27, 1, 34.01, 1: 28; 2: 22; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 201,  8,  6,  118, 1, 3, 375655, 26748.27, 1, 34.01, 1: 24; 2: 29; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 634,  4, 11,  118, 1, 3, 347182, 26748.27, 1, 34.01, 1: 25; 2: 27; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 608,  4, 12,  118, 1, 3, 375676, 26748.27, 1, 34.01, 1: 27; 2: 23; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 942,  5, 10,  118, 1, 3, 388936, 26748.27, 1, 34.01, 1: 21; 2: 35; 3: 9; 
Treatment_of_Castration-Resistant_Prostate_Ca, 493,  4, 12,  119, 1, 3, 375650, 26748.27, 1, 34.01, 1: 22; 2: 32; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 952,  4, 12,  119, 1, 3, 375710, 26748.27, 1, 34.01, 1: 26; 2: 24; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 881,  4, 11,  119, 1, 3, 347182, 26748.27, 1, 34.01, 1: 24; 2: 28; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 210,  4, 11,  119, 1, 3, 347182, 26748.27, 1, 34.01, 1: 25; 2: 26; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 132,  5,  9,  119, 1, 3, 355041, 26748.27, 1, 34.01, 1: 25; 2: 26; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 872,  5, 10,  119, 1, 3, 388866, 26748.27, 1, 34.01, 1: 19; 2: 38; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 946,  4, 12,  120, 1, 3, 375480, 26748.27, 1, 34.01, 1: 23; 2: 29; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 573,  5, 10,  120, 1, 3, 388748, 26748.27, 1, 34.01, 1: 24; 2: 27; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 312,  4, 12,  120, 1, 3, 375691, 26748.27, 1, 34.01, 1: 22; 2: 31; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 806,  4, 12,  121, 1, 3, 375706, 26748.27, 1, 34.01, 1: 21; 2: 32; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 970,  4, 11,  121, 1, 3, 347182, 26748.27, 1, 34.01, 1: 24; 2: 26; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 530,  4, 11,  122, 1, 3, 347182, 26748.27, 1, 34.01, 1: 22; 2: 29; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 815,  4, 11,  122, 1, 3, 347182, 26748.27, 1, 34.01, 1: 20; 2: 33; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 686,  4, 11,  122, 1, 3, 347182, 26748.27, 1, 34.01, 1: 25; 2: 23; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  14,  4, 11,  122, 1, 3, 347182, 26748.27, 1, 34.01, 1: 20; 2: 33; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 601,  4, 12,  122, 1, 3, 375536, 26748.27, 1, 34.01, 1: 22; 2: 29; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 202,  4, 12,  123, 1, 3, 375657, 26748.27, 1, 34.01, 1: 23; 2: 26; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 873,  4, 11,  123, 1, 3, 347182, 26748.27, 1, 34.01, 1: 21; 2: 30; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 595,  4, 12,  124, 1, 3, 375631, 26748.27, 1, 34.01, 1: 22; 2: 27; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 526,  4, 11,  124, 1, 3, 347182, 26748.27, 1, 34.01, 1: 21; 2: 29; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 850,  4, 12,  124, 1, 3, 375593, 26748.27, 1, 34.01, 1: 22; 2: 27; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 301,  4, 11,  124, 1, 3, 347182, 26748.27, 1, 34.01, 1: 19; 2: 33; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 841,  4, 12,  124, 1, 3, 375603, 26748.27, 1, 34.01, 1: 21; 2: 29; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 279,  4, 12,  125, 1, 3, 375643, 26748.27, 1, 34.01, 1: 19; 2: 32; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 430,  4, 11,  125, 1, 3, 347182, 26748.27, 1, 34.01, 1: 21; 2: 28; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 827,  4, 12,  125, 1, 3, 375746, 26748.27, 1, 34.01, 1: 17; 2: 36; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 249,  4, 12,  127, 1, 3, 375694, 26748.27, 1, 34.01, 1: 18; 2: 32; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 327,  4, 12,  129, 1, 3, 375645, 26748.27, 1, 34.01, 1: 19; 2: 28; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 594,  6,  8,  103, 1, 4, 375711, 26748.27, 1, 34.01, 1: 35; 2: 23; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 126,  7,  7,  105, 1, 4, 381953, 26748.27, 1, 34.01, 1: 32; 2: 27; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 795,  6,  8,  106, 1, 4, 375697, 26748.27, 1, 34.01, 1: 33; 2: 24; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 980,  7,  7,  106, 1, 4, 382051, 26748.27, 1, 34.01, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 243,  7,  7,  107, 1, 4, 381848, 26748.27, 1, 34.01, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 799,  8,  6,  107, 1, 4, 375647, 26748.27, 1, 34.01, 1: 32; 2: 26; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 898,  6,  8,  107, 1, 4, 375776, 26748.27, 1, 34.01, 1: 30; 2: 29; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 922,  7,  7,  107, 1, 4, 381964, 26748.27, 1, 34.01, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 609,  7,  7,  107, 1, 4, 381847, 26748.27, 1, 34.01, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 964,  7,  7,  107, 1, 4, 381979, 26748.27, 1, 34.01, 1: 29; 2: 31; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 935,  8,  6,  107, 1, 4, 375589, 26748.27, 1, 34.01, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 988,  8,  6,  108, 1, 4, 375552, 26748.27, 1, 34.01, 1: 28; 2: 32; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  69,  6,  8,  108, 1, 4, 375714, 26748.27, 1, 34.01, 1: 31; 2: 26; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 545,  7,  7,  108, 1, 4, 382021, 26748.27, 1, 34.01, 1: 31; 2: 27; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 579,  6,  8,  108, 1, 4, 375646, 26748.27, 1, 34.01, 1: 29; 2: 30; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 915,  7,  7,  108, 1, 4, 381928, 26748.27, 1, 34.01, 1: 33; 2: 22; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 994,  8,  6,  108, 1, 4, 375616, 26748.27, 1, 34.01, 1: 32; 2: 24; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 104,  7,  7,  108, 1, 4, 381737, 26748.27, 1, 34.01, 1: 30; 2: 28; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 268,  6,  8,  108, 1, 4, 375696, 26748.27, 1, 34.01, 1: 30; 2: 28; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  40,  6,  8,  108, 1, 4, 375601, 26748.27, 1, 34.01, 1: 30; 2: 28; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 109,  6,  8,  109, 1, 4, 375565, 26748.27, 1, 34.01, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 190,  8,  6,  109, 1, 4, 375571, 26748.27, 1, 34.01, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 194,  8,  6,  109, 1, 4, 375659, 26748.27, 1, 34.01, 1: 32; 2: 24; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  17,  7,  7,  109, 1, 4, 382029, 26748.27, 1, 34.01, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 762,  7,  7,  109, 1, 4, 381988, 26748.27, 1, 34.01, 1: 33; 2: 22; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  99,  7,  7,  109, 1, 4, 382007, 26748.27, 1, 34.01, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 931,  6,  8,  109, 1, 4, 375664, 26748.27, 1, 34.01, 1: 28; 2: 31; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 986,  8,  6,  109, 1, 4, 375658, 26748.27, 1, 34.01, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 726,  6,  8,  109, 1, 4, 375698, 26748.27, 1, 34.01, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 227,  7,  7,  109, 1, 4, 381964, 26748.27, 1, 34.01, 1: 29; 2: 29; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 215,  5, 10,  109, 1, 4, 388833, 26748.27, 1, 34.01, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 478,  5,  9,  109, 1, 4, 355003, 26748.27, 1, 34.01, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 574,  7,  7,  109, 1, 4, 381931, 26748.27, 1, 34.01, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 831,  7,  7,  110, 1, 4, 382059, 26748.27, 1, 34.01, 1: 28; 2: 30; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 781,  6,  8,  110, 1, 4, 375642, 26748.27, 1, 34.01, 1: 31; 2: 25; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 314,  7,  7,  110, 1, 4, 381865, 26748.27, 1, 34.01, 1: 28; 2: 30; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 491,  6,  8,  110, 1, 4, 375566, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 537,  6,  8,  110, 1, 4, 375675, 26748.27, 1, 34.01, 1: 28; 2: 30; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 458,  7,  7,  110, 1, 4, 381996, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 586,  7,  7,  110, 1, 4, 382114, 26748.27, 1, 34.01, 1: 25; 2: 36; 3: 3; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 421,  5,  9,  110, 1, 4, 355067, 26748.27, 1, 34.01, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 938,  7,  7,  110, 1, 4, 381937, 26748.27, 1, 34.01, 1: 33; 2: 21; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 596,  5, 10,  110, 1, 4, 388679, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 7; 4: 1; 
