Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
02(547)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,   98, 1, 2, 383630, 32131.54, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 415,  5, 10,  125, 1, 4, 390977, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  41,  5, 10,  125, 1, 4, 390849, 32131.54, 1, 45.87, 1: 43; 2: 27; 3: 4; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 218,  9,  5,  125, 1, 4, 355410, 32131.54, 1, 45.87, 1: 40; 2: 31; 3: 5; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  43,  5, 10,  125, 1, 4, 390928, 32131.54, 1, 45.87, 1: 42; 2: 28; 3: 5; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 631,  4, 12,  125, 1, 4, 377167, 32131.54, 1, 45.87, 1: 44; 2: 22; 3: 11; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 144,  5, 10,  125, 1, 4, 390668, 32131.54, 1, 45.87, 1: 42; 2: 28; 3: 5; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 155,  8,  6,  125, 1, 4, 377082, 32131.54, 1, 45.87, 1: 43; 2: 26; 3: 6; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  19,  7,  7,  125, 1, 4, 383619, 32131.54, 1, 45.87, 1: 43; 2: 27; 3: 4; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 704,  4, 12,  125, 1, 4, 377104, 32131.54, 1, 45.87, 1: 47; 2: 19; 3: 8; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 616,  5, 10,  125, 1, 4, 390978, 32131.54, 1, 45.87, 1: 41; 2: 30; 3: 4; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 365,  8,  6,  125, 1, 4, 377081, 32131.54, 0, 45.87, 1: 42; 2: 28; 3: 5; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 588,  4, 12,  125, 1, 4, 376994, 32131.54, 1, 45.87, 1: 44; 2: 23; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 452,  5, 10,  125, 1, 4, 391020, 32131.54, 1, 45.87, 1: 45; 2: 22; 3: 8; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 821,  4, 12,  125, 1, 4, 376981, 32131.54, 1, 45.87, 1: 44; 2: 23; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 180,  4, 12,  125, 1, 4, 376929, 32131.54, 1, 45.87, 1: 46; 2: 22; 3: 5; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 178,  5, 10,  125, 1, 4, 390961, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 462,  5,  9,  125, 1, 4, 355410, 32131.54, 1, 45.87, 1: 43; 2: 26; 3: 6; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 537,  6,  8,  125, 1, 4, 376916, 32131.54, 1, 45.87, 1: 44; 2: 26; 3: 3; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 524,  8,  6,  125, 1, 4, 376739, 32131.54, 1, 45.87, 1: 49; 2: 17; 3: 6; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 339,  6,  8,  125, 1, 4, 377120, 32131.54, 1, 45.87, 1: 41; 2: 28; 3: 8; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 332,  5, 10,  125, 1, 4, 390945, 32131.54, 1, 45.87, 1: 44; 2: 25; 3: 5; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 467,  6,  8,  125, 1, 4, 376940, 32131.54, 1, 45.87, 1: 43; 2: 25; 3: 8; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 746,  5, 10,  125, 1, 4, 390878, 32131.54, 1, 45.87, 1: 46; 2: 21; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 945,  8,  6,  125, 1, 4, 377050, 32131.54, 1, 45.87, 1: 45; 2: 23; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 176,  6,  8,  126, 1, 4, 376692, 32131.54, 1, 45.87, 1: 43; 2: 25; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 389,  6,  8,  126, 1, 4, 377150, 32131.54, 1, 45.87, 1: 45; 2: 22; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 202,  4, 12,  126, 1, 4, 376994, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 932,  8,  6,  126, 1, 4, 377089, 32131.54, 1, 45.87, 1: 44; 2: 25; 3: 4; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 803,  4, 12,  126, 1, 4, 377068, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 11; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 810,  6,  8,  126, 1, 4, 376884, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 618,  7,  7,  126, 1, 4, 383732, 32131.54, 1, 45.87, 1: 42; 2: 28; 3: 4; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 617,  7,  7,  126, 1, 4, 383451, 32131.54, 1, 45.87, 1: 45; 2: 22; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 601,  4, 12,  126, 1, 4, 376993, 32131.54, 1, 45.87, 1: 43; 2: 24; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 587,  4, 12,  126, 1, 4, 376945, 32131.54, 1, 45.87, 1: 41; 2: 28; 3: 7; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 827,  4, 12,  126, 1, 4, 376888, 32131.54, 1, 45.87, 1: 43; 2: 25; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 555,  8,  6,  126, 1, 4, 377073, 32131.54, 1, 45.87, 1: 42; 2: 28; 3: 4; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 552,  9,  5,  126, 1, 4, 355410, 32131.54, 1, 45.87, 1: 41; 2: 28; 3: 7; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 507,  4, 12,  126, 1, 4, 377120, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 312,  4, 12,  126, 1, 4, 377047, 32131.54, 1, 45.87, 1: 46; 2: 20; 3: 8; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 491,  6,  8,  126, 1, 4, 377049, 32131.54, 1, 45.87, 1: 44; 2: 26; 3: 2; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 484,  4, 12,  126, 1, 4, 377087, 32131.54, 1, 45.87, 1: 43; 2: 26; 3: 5; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 877,  4, 12,  126, 1, 4, 376954, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 974,  9,  5,  126, 1, 4, 355410, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 11; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 811,  4, 12,  127, 1, 4, 376853, 32131.54, 1, 45.87, 1: 41; 2: 27; 3: 8; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 717,  5, 10,  127, 1, 4, 390548, 32131.54, 1, 45.87, 1: 44; 2: 23; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 970,  4, 11,  127, 1, 4, 347182, 32131.54, 1, 45.87, 1: 41; 2: 30; 3: 2; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 604,  5,  9,  127, 1, 4, 355410, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 5; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 732,  8,  6,  127, 1, 4, 377026, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 5; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 455,  5, 10,  127, 1, 4, 390787, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 734,  6,  8,  127, 1, 4, 377189, 32131.54, 1, 45.87, 1: 41; 2: 27; 3: 8; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,   8,  5,  9,  127, 1, 4, 355410, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 10; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 152,  7,  7,  127, 1, 4, 383613, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 9; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 747,  7,  7,  127, 1, 4, 383409, 32131.54, 1, 45.87, 1: 43; 2: 25; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 711,  8,  6,  127, 1, 4, 377074, 32131.54, 1, 45.87, 1: 44; 2: 24; 3: 5; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 613,  6,  8,  127, 1, 4, 377095, 32131.54, 1, 45.87, 1: 48; 2: 17; 3: 7; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 913,  7,  7,  127, 1, 4, 383515, 32131.54, 1, 45.87, 1: 43; 2: 25; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 486,  4, 12,  127, 1, 4, 376982, 32131.54, 1, 45.87, 1: 41; 2: 27; 3: 8; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 854,  7,  7,  127, 1, 4, 383651, 32131.54, 1, 45.87, 1: 44; 2: 25; 3: 3; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 511,  7,  7,  127, 1, 4, 383656, 32131.54, 1, 45.87, 1: 42; 2: 26; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 998,  9,  5,  127, 1, 4, 355410, 32131.54, 1, 45.87, 1: 41; 2: 28; 3: 6; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 519,  6,  8,  127, 1, 4, 376977, 32131.54, 1, 45.87, 1: 44; 2: 23; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 525,  5,  9,  128, 1, 4, 355410, 32131.54, 1, 45.87, 1: 40; 2: 29; 3: 6; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 137,  7,  7,  128, 1, 4, 383534, 32131.54, 1, 45.87, 1: 39; 2: 29; 3: 9; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 211,  9,  5,  128, 1, 4, 355410, 32131.54, 1, 45.87, 1: 41; 2: 28; 3: 5; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 606,  5, 10,  128, 1, 4, 390891, 32131.54, 1, 45.87, 1: 43; 2: 22; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 772,  5, 10,  128, 1, 4, 390856, 32131.54, 1, 45.87, 1: 44; 2: 23; 3: 6; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 261,  9,  5,  128, 1, 4, 355410, 32131.54, 1, 45.87, 1: 42; 2: 26; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 744,  6,  8,  128, 1, 4, 377063, 32131.54, 1, 45.87, 1: 45; 2: 22; 3: 5; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling,  39,  5,  9,  128, 1, 4, 355410, 32131.54, 1, 45.87, 1: 43; 2: 24; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 395,  4, 12,  128, 1, 4, 377018, 32131.54, 1, 45.87, 1: 43; 2: 24; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 981,  4, 12,  128, 1, 4, 376855, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 8; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 481,  5,  9,  128, 1, 4, 355410, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 8; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 710,  7,  7,  128, 1, 4, 383493, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 427,  5, 10,  128, 1, 4, 390702, 32131.54, 1, 45.87, 1: 41; 2: 28; 3: 5; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 133,  9,  5,  128, 1, 4, 355410, 32131.54, 1, 45.87, 1: 41; 2: 30; 3: 1; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 708,  6,  8,  128, 1, 4, 376902, 32131.54, 1, 45.87, 1: 44; 2: 23; 3: 6; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 892,  9,  5,  129, 1, 4, 355410, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  79,  5, 10,  129, 1, 4, 390754, 32131.54, 1, 45.87, 1: 44; 2: 21; 3: 9; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  97,  6,  8,  129, 1, 4, 377079, 32131.54, 1, 45.87, 1: 41; 2: 27; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 820,  7,  7,  129, 1, 4, 383318, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  96,  5, 10,  129, 1, 4, 390947, 32131.54, 1, 45.87, 1: 44; 2: 22; 3: 7; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 432,  4, 12,  129, 1, 4, 376849, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 8; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 666,  5, 10,  129, 1, 4, 391025, 32131.54, 1, 45.87, 1: 41; 2: 26; 3: 8; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  12,  8,  6,  129, 1, 4, 377066, 32131.54, 1, 45.87, 1: 47; 2: 17; 3: 8; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 634,  4, 11,  129, 1, 4, 347182, 32131.54, 1, 45.87, 1: 41; 2: 27; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  21,  4, 12,  129, 1, 4, 377042, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 10; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 740,  4, 12,  129, 1, 4, 377046, 32131.54, 1, 45.87, 1: 45; 2: 19; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  55,  4, 11,  129, 1, 4, 347182, 32131.54, 1, 45.87, 1: 44; 2: 22; 3: 7; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 342,  8,  6,  129, 1, 4, 377081, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 956,  5, 10,  129, 1, 4, 390490, 32131.54, 1, 45.87, 1: 41; 2: 26; 3: 8; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 859,  9,  5,  129, 1, 4, 355410, 32131.54, 1, 45.87, 1: 38; 2: 32; 3: 5; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 541,  4, 12,  129, 1, 4, 376702, 32131.54, 1, 45.87, 1: 40; 2: 27; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 325,  5, 10,  129, 1, 4, 390976, 32131.54, 1, 45.87, 1: 40; 2: 26; 3: 11; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 605,  4, 11,  130, 1, 4, 347182, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 10; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 392,  4, 11,  130, 1, 4, 347182, 32131.54, 1, 45.87, 1: 41; 2: 27; 3: 5; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 881,  4, 11,  130, 1, 4, 347182, 32131.54, 1, 45.87, 1: 44; 2: 20; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 873,  4, 11,  130, 1, 4, 347182, 32131.54, 1, 45.87, 1: 41; 2: 26; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 113,  5, 10,  130, 1, 4, 390623, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 6; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 712,  7,  7,  130, 1, 4, 383630, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 380,  5,  9,  130, 1, 4, 355410, 32131.54, 1, 45.87, 1: 39; 2: 29; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 430,  4, 11,  130, 1, 4, 347182, 32131.54, 1, 45.87, 1: 41; 2: 26; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 431,  7,  7,  130, 1, 4, 383808, 32131.54, 1, 45.87, 1: 39; 2: 29; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 303,  5, 10,  130, 1, 4, 390700, 32131.54, 1, 45.87, 1: 43; 2: 24; 3: 5; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 443,  4, 12,  130, 1, 4, 377105, 32131.54, 1, 45.87, 1: 45; 2: 19; 3: 9; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 580,  9,  5,  130, 1, 4, 355410, 32131.54, 1, 45.87, 1: 44; 2: 20; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 739,  5,  9,  130, 1, 4, 355410, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 117,  5,  9,  130, 1, 4, 355410, 32131.54, 1, 45.87, 1: 39; 2: 28; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 831,  7,  7,  130, 1, 4, 383480, 32131.54, 1, 45.87, 1: 39; 2: 28; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 818,  5,  9,  131, 1, 4, 355410, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 5; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 522,  4, 12,  131, 1, 4, 376961, 32131.54, 1, 45.87, 1: 43; 2: 21; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 668,  5, 10,  131, 1, 4, 390640, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 9; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 161,  6,  8,  131, 1, 4, 376932, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 8; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 978,  5,  9,  131, 1, 4, 355410, 32131.54, 1, 45.87, 1: 37; 2: 32; 3: 6; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 156,  4, 12,  131, 1, 4, 376941, 32131.54, 1, 45.87, 1: 40; 2: 26; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 876,  7,  7,  131, 1, 4, 383736, 32131.54, 1, 45.87, 1: 43; 2: 22; 3: 8; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  131, 1, 4, 383393, 32131.54, 0, 45.87, 1: 32; 2: 40; 3: 5; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 351,  4, 11,  131, 1, 4, 347182, 32131.54, 1, 45.87, 1: 38; 2: 30; 3: 7; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 745,  5,  9,  131, 1, 4, 355410, 32131.54, 1, 45.87, 1: 40; 2: 27; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 206,  7,  7,  131, 1, 4, 383780, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 5; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 451,  9,  5,  131, 1, 4, 355410, 32131.54, 1, 45.87, 1: 37; 2: 31; 3: 8; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 915,  7,  7,  132, 1, 4, 383684, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 7; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 271,  5,  9,  132, 1, 4, 355410, 32131.54, 1, 45.87, 1: 38; 2: 27; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 888,  5,  9,  132, 1, 4, 355410, 32131.54, 1, 45.87, 1: 39; 2: 26; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 807,  5,  9,  132, 1, 4, 355410, 32131.54, 1, 45.87, 1: 39; 2: 28; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 957,  7,  7,  132, 1, 4, 383522, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 4; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 982,  7,  7,  132, 1, 4, 383748, 32131.54, 1, 45.87, 1: 40; 2: 25; 3: 10; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 420,  9,  5,  132, 1, 4, 355410, 32131.54, 1, 45.87, 1: 39; 2: 30; 3: 3; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 771,  4, 11,  132, 1, 4, 347182, 32131.54, 1, 45.87, 1: 39; 2: 27; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 223,  4, 11,  132, 1, 4, 347182, 32131.54, 1, 45.87, 1: 38; 2: 30; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 853,  6,  8,  132, 1, 4, 377129, 32131.54, 1, 45.87, 1: 40; 2: 26; 3: 8; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 762,  7,  7,  132, 1, 4, 383679, 32131.54, 1, 45.87, 1: 38; 2: 30; 3: 6; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 557,  5,  9,  132, 1, 4, 355410, 32131.54, 1, 45.87, 1: 36; 2: 32; 3: 8; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 135,  4, 11,  133, 1, 4, 347182, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 6; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 846,  4, 11,  133, 1, 4, 347182, 32131.54, 1, 45.87, 1: 40; 2: 24; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  29,  6,  8,  133, 1, 4, 377096, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 6; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 804,  4, 11,  133, 1, 4, 347182, 32131.54, 1, 45.87, 1: 38; 2: 30; 3: 5; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 278,  5,  9,  133, 1, 4, 355410, 32131.54, 1, 45.87, 1: 41; 2: 24; 3: 8; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 119,  4, 12,  133, 1, 4, 376985, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 7; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 554,  4, 11,  133, 1, 4, 347182, 32131.54, 1, 45.87, 1: 41; 2: 23; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 475,  5, 10,  133, 1, 4, 390943, 32131.54, 0, 45.87, 1: 36; 2: 31; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 423,  4, 11,  133, 1, 4, 347182, 32131.54, 1, 45.87, 1: 39; 2: 27; 3: 8; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 198,  7,  7,  133, 1, 4, 383555, 32131.54, 1, 45.87, 1: 39; 2: 27; 3: 8; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  87,  7,  7,  133, 1, 4, 383584, 32131.54, 1, 45.87, 1: 38; 2: 29; 3: 7; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 366,  5,  9,  133, 1, 4, 355410, 32131.54, 1, 45.87, 1: 41; 2: 22; 3: 12; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  92,  5, 10,  133, 1, 4, 390862, 32131.54, 1, 45.87, 1: 42; 2: 22; 3: 9; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 463,  7,  7,  133, 1, 4, 383515, 32131.54, 1, 45.87, 1: 35; 2: 34; 3: 6; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 265,  7,  7,  134, 1, 4, 383514, 32131.54, 1, 45.87, 1: 41; 2: 23; 3: 9; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 676,  5, 10,  134, 1, 4, 390915, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 6; 4: 7; 
Guard_Cell_Abscisic_Acid_Signaling, 871,  9,  5,  134, 1, 4, 355410, 32131.54, 1, 45.87, 1: 39; 2: 25; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 309,  9,  5,  134, 1, 4, 355410, 32131.54, 1, 45.87, 1: 38; 2: 29; 3: 6; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 534,  5,  9,  134, 1, 4, 355410, 32131.54, 1, 45.87, 1: 40; 2: 25; 3: 8; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 182,  5,  9,  134, 1, 4, 355410, 32131.54, 1, 45.87, 1: 37; 2: 29; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 464,  4, 11,  134, 1, 4, 347182, 32131.54, 1, 45.87, 1: 38; 2: 28; 3: 8; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 387,  4, 11,  134, 1, 4, 347182, 32131.54, 1, 45.87, 1: 36; 2: 31; 3: 8; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 561,  9,  5,  134, 1, 4, 355410, 32131.54, 1, 45.87, 1: 40; 2: 25; 3: 8; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 647,  9,  5,  134, 1, 4, 355410, 32131.54, 1, 45.87, 1: 41; 2: 23; 3: 9; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 975,  9,  5,  135, 1, 4, 355410, 32131.54, 1, 45.87, 1: 38; 2: 27; 3: 9; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 322,  4, 11,  135, 1, 4, 347182, 32131.54, 1, 45.87, 1: 38; 2: 29; 3: 5; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 657,  4, 11,  135, 1, 4, 347182, 32131.54, 1, 45.87, 1: 37; 2: 30; 3: 6; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling,  67,  4, 12,  135, 1, 4, 377046, 32131.54, 1, 45.87, 1: 37; 2: 30; 3: 6; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 306,  5,  9,  135, 1, 4, 355410, 32131.54, 1, 45.87, 1: 36; 2: 30; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 944,  8,  6,  135, 1, 4, 376962, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 4; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 911,  9,  5,  135, 1, 4, 355410, 32131.54, 1, 45.87, 1: 39; 2: 27; 3: 6; 4: 6; 
