Seed 1656949570
ARCH 1|F_ID 3|LIMIT 3
before: 
02(715)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 958,  7,  7,   91, 1, 2, 383712, 29591.63, 0, 0.00, 1: 65; 2: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 286,  7,  7,   96, 1, 2, 383887, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 924,  8,  6,   96, 1, 2, 376896, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 863,  8,  6,   96, 1, 2, 376895, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 612,  7,  7,   96, 1, 2, 383724, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 250,  6,  8,   96, 1, 2, 377050, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 614,  9,  5,   96, 1, 2, 355410, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 399,  8,  6,   96, 1, 2, 376974, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 455,  5, 10,   96, 1, 2, 390969, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 186,  7,  7,   96, 1, 2, 383851, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 824,  5, 10,   96, 1, 2, 391012, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 343,  7,  7,   96, 1, 2, 383726, 29591.63, 1, 35.17, 1: 60; 2: 18; 
Guard_Cell_Abscisic_Acid_Signaling, 865,  5,  9,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 687,  5, 10,   97, 1, 2, 390851, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 104,  7,  7,   97, 1, 2, 383619, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 751,  6,  8,   97, 1, 2, 376845, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 589,  6,  8,   97, 1, 2, 377107, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 688,  9,  5,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 102,  7,  7,   97, 1, 2, 383826, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 519,  6,  8,   97, 1, 2, 376908, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 901,  8,  6,   97, 1, 2, 377031, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 902,  4, 12,   97, 1, 2, 377113, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 582,  5,  9,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 279,  4, 12,   97, 1, 2, 377045, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 704,  4, 12,   97, 1, 2, 376989, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 909,  6,  8,   97, 1, 2, 377013, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 871,  9,  5,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 743,  8,  6,   97, 1, 2, 377080, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling,  92,  5, 10,   97, 1, 2, 390752, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 120,  9,  5,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling,  91,  9,  5,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 446,  5, 10,   97, 1, 2, 390955, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 108,  7,  7,   97, 1, 2, 383769, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 409,  4, 12,   97, 1, 2, 376941, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 732,  8,  6,   97, 1, 2, 377108, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 665,  8,  6,   97, 1, 2, 377084, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 761,  9,  5,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 372,  8,  6,   97, 1, 2, 377086, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 477,  6,  8,   97, 1, 2, 377159, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 976,  5, 10,   97, 1, 2, 390748, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 190,  8,  6,   97, 1, 2, 377163, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 984,  5,  9,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 531,  7,  7,   97, 1, 2, 383790, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 987,  8,  6,   97, 1, 2, 376815, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling,  19,  7,  7,   97, 1, 2, 383614, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 352,  8,  6,   97, 1, 2, 376961, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 667,  6,  8,   97, 1, 2, 376853, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 176,  6,  8,   97, 1, 2, 376778, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling,  12,  8,  6,   97, 1, 2, 377092, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling,  11,  5, 10,   97, 1, 2, 390719, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 814,  6,  8,   97, 1, 2, 377013, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 162,  6,  8,   97, 1, 2, 376978, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 999,  4, 12,   97, 1, 2, 377095, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 490,  7,  7,   97, 1, 2, 383693, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 194,  8,  6,   97, 1, 2, 376888, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 960,  6,  8,   97, 1, 2, 376869, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 781,  6,  8,   97, 1, 2, 377109, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 316,  9,  5,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 317,  5,  9,   97, 1, 2, 355410, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 849,  7,  7,   97, 1, 2, 383346, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 198,  7,  7,   97, 1, 2, 383690, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling,  56,  7,  7,   97, 1, 2, 383520, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 651,  5, 10,   97, 1, 2, 390901, 29591.63, 1, 35.17, 1: 59; 2: 19; 
Guard_Cell_Abscisic_Acid_Signaling, 216,  5,  9,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 160,  5, 10,   98, 1, 2, 390855, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 550,  7,  7,   98, 1, 2, 383734, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 443,  4, 12,   98, 1, 2, 377070, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  83,  9,  5,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 415,  5, 10,   98, 1, 2, 390981, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 889,  8,  6,   98, 1, 2, 377086, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 770,  6,  8,   98, 1, 2, 376955, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 851,  6,  8,   98, 1, 2, 376852, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 552,  9,  5,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 425,  5, 10,   98, 1, 2, 390625, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 755,  4, 11,   98, 1, 2, 347182, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 187,  6,  8,   98, 1, 2, 377096, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 148,  9,  5,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 233,  9,  5,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 189,  4, 12,   98, 1, 2, 377143, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 444,  8,  6,   98, 1, 2, 377057, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 230,  8,  6,   98, 1, 2, 377045, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 660,  4, 12,   98, 1, 2, 376951, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 659,  5,  9,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 966,  5, 10,   98, 1, 2, 390770, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 934,  5, 10,   98, 1, 2, 390496, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  13,  8,  6,   98, 1, 2, 376955, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 602,  6,  8,   98, 1, 2, 377156, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 990,  5, 10,   98, 1, 2, 391112, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 466,  7,  7,   98, 1, 2, 383851, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 297,  6,  8,   98, 1, 2, 377057, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,   98, 1, 2, 383716, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  46,  5, 10,   98, 1, 2, 391082, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 638,  9,  5,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 306,  5,  9,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 622,  8,  6,   98, 1, 2, 376884, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 375,  7,  7,   98, 1, 2, 383717, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 242,  8,  6,   98, 1, 2, 377158, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 498,  6,  8,   98, 1, 2, 377024, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 396,  5, 10,   98, 1, 2, 390940, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  78,  5, 10,   98, 1, 2, 390771, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 726,  6,  8,   98, 1, 2, 377101, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  80,  7,  7,   98, 1, 2, 383395, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 922,  7,  7,   98, 1, 2, 383582, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 325,  5, 10,   98, 1, 2, 390763, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 727,  6,  8,   98, 1, 2, 376955, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 728,  7,  7,   98, 1, 2, 383354, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  37,  6,  8,   98, 1, 2, 377076, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 328,  9,  5,   98, 1, 2, 355410, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling,  33,  5, 10,   98, 1, 2, 391071, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 741,  4, 11,   98, 1, 2, 347182, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 571,  6,  8,   98, 1, 2, 377127, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 247,  5, 10,   98, 1, 2, 391084, 29591.63, 1, 35.17, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 340,  7,  7,   99, 1, 2, 383632, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 663,  9,  5,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 635,  5, 10,   99, 1, 2, 390898, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 621,  6,  8,   99, 1, 2, 376921, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 812,  5, 10,   99, 1, 2, 391082, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 426,  5, 10,   99, 1, 2, 390880, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 618,  7,  7,   99, 1, 2, 383896, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 605,  4, 11,   99, 1, 2, 347182, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 613,  6,  8,   99, 1, 2, 377092, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 362,  6,  8,   99, 1, 2, 376944, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 368,  5,  9,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 829,  5,  9,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 831,  7,  7,   99, 1, 2, 383601, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 767,  4, 12,   99, 1, 2, 377070, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 569,  7,  7,   99, 1, 2, 383568, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 736,  8,  6,   99, 1, 2, 376668, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 237,  8,  6,   99, 1, 2, 376824, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 757,  4, 12,   99, 1, 2, 377016, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 366,  5,  9,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 227,  7,  7,   99, 1, 2, 383643, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 579,  6,  8,   99, 1, 2, 377019, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 223,  4, 11,   99, 1, 2, 347182, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 221,  8,  6,   99, 1, 2, 377144, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 644,  7,  7,   99, 1, 2, 383424, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 298,  5,  9,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 383,  5, 10,   99, 1, 2, 391003, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 305,  5,  9,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 772,  5, 10,   99, 1, 2, 390580, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 777,  5, 10,   99, 1, 2, 390868, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 559,  7,  7,   99, 1, 2, 383370, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 313,  7,  7,   99, 1, 2, 383577, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 315,  9,  5,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  10,  9,  5,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 132,  5,  9,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 861,  4, 12,   99, 1, 2, 376895, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 128,  4, 12,   99, 1, 2, 377064, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 126,  7,  7,   99, 1, 2, 383705, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 857,  5,  9,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 481,  5,  9,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  24,  9,  5,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 884,  8,  6,   99, 1, 2, 377033, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  87,  7,  7,   99, 1, 2, 383620, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,   99, 1, 2, 383484, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 846,  4, 11,   99, 1, 2, 347182, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 841,  4, 12,   99, 1, 2, 376845, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 971,  7,  7,   99, 1, 2, 383660, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 932,  8,  6,   99, 1, 2, 376988, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 955,  9,  5,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 935,  8,  6,   99, 1, 2, 376931, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling,  43,  5, 10,   99, 1, 2, 390888, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 953,  5, 10,   99, 1, 2, 390654, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 948,  4, 12,   99, 1, 2, 376962, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 996,  8,  6,   99, 1, 2, 377107, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 998,  9,  5,   99, 1, 2, 355410, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 943,  5, 10,   99, 1, 2, 390735, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 436,  5, 10,   99, 1, 2, 390643, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 833,  4, 12,   99, 1, 2, 377133, 29591.63, 1, 35.17, 1: 57; 2: 21; 
Guard_Cell_Abscisic_Acid_Signaling, 892,  9,  5,  100, 1, 2, 355410, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 977,  4, 12,  100, 1, 2, 377041, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 109,  6,  8,  100, 1, 2, 377130, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 228,  4, 12,  100, 1, 2, 377110, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 565,  9,  5,  100, 1, 2, 355410, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 124,  4, 12,  100, 1, 2, 377154, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 628,  8,  6,  100, 1, 2, 376912, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 590,  8,  6,  100, 1, 2, 377120, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling,  58,  5, 10,  100, 1, 2, 390998, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 598,  8,  6,  100, 1, 2, 376730, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 241,  4, 12,  100, 1, 2, 377109, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 394,  8,  6,  100, 1, 2, 377147, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 248,  9,  5,  100, 1, 2, 355410, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 249,  4, 12,  100, 1, 2, 377125, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 747,  7,  7,  100, 1, 2, 383668, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 745,  5,  9,  100, 1, 2, 355410, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 331,  8,  6,  100, 1, 2, 376901, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 913,  7,  7,  100, 1, 2, 383385, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 110,  6,  8,  100, 1, 2, 376908, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 314,  7,  7,  100, 1, 2, 383785, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 266,  5,  9,  100, 1, 2, 355410, 29591.63, 1, 35.17, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 720,  8,  6,  100, 1, 2, 377311, 29591.63, 1, 35.17, 1: 56; 2: 22; 
