Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
93(377)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  126, 1, 3, 383595, 32649.12, 64, 0.00, 1: 38; 2: 32; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 857,  5,  9,  141, 1, 4, 355410, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 9; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 414,  5,  9,  141, 1, 4, 355410, 32649.12, 1, 41.62, 1: 36; 2: 26; 3: 11; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 275,  4, 11,  142, 1, 4, 347182, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 624,  9,  5,  142, 1, 4, 355410, 32649.12, 0, 41.62, 1: 35; 2: 25; 3: 15; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 984,  5,  9,  142, 1, 4, 355410, 32649.12, 0, 41.62, 1: 30; 2: 33; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 578,  5, 10,  142, 1, 4, 390862, 32649.12, 1, 41.62, 1: 32; 2: 32; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 983,  8,  6,  142, 1, 4, 376995, 32649.12, 1, 41.62, 1: 29; 2: 36; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 246,  4, 12,  142, 1, 4, 376942, 32649.12, 1, 41.62, 1: 34; 2: 25; 3: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 485,  5, 10,  142, 1, 4, 390906, 32649.12, 1, 41.62, 1: 32; 2: 31; 3: 12; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 159,  4, 11,  142, 1, 4, 347182, 32649.12, 1, 41.62, 1: 31; 2: 33; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  54,  4, 12,  142, 1, 4, 376975, 32649.12, 1, 41.62, 1: 33; 2: 28; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 501,  4, 12,  142, 1, 4, 377071, 32649.12, 1, 41.62, 1: 35; 2: 27; 3: 11; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 560,  4, 11,  142, 1, 4, 347182, 32649.12, 1, 41.62, 1: 35; 2: 26; 3: 13; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 210,  4, 11,  142, 1, 4, 347182, 32649.12, 1, 41.62, 1: 33; 2: 29; 3: 13; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 755,  4, 11,  142, 1, 4, 347182, 32649.12, 1, 41.62, 1: 36; 2: 24; 3: 14; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 925,  9,  5,  143, 1, 4, 355410, 32649.12, 1, 41.62, 1: 31; 2: 31; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  26,  4, 11,  143, 1, 4, 347182, 32649.12, 1, 41.62, 1: 32; 2: 31; 3: 11; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 549,  4, 11,  143, 1, 4, 347182, 32649.12, 1, 41.62, 1: 32; 2: 29; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 235,  4, 12,  143, 1, 4, 376840, 32649.12, 1, 41.62, 1: 34; 2: 26; 3: 15; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 659,  5,  9,  143, 1, 4, 355410, 32649.12, 1, 41.62, 1: 29; 2: 36; 3: 10; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 263,  5, 10,  143, 1, 4, 390841, 32649.12, 1, 41.62, 1: 31; 2: 33; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 850,  4, 12,  143, 1, 4, 377040, 32649.12, 1, 41.62, 1: 34; 2: 28; 3: 11; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 680,  5, 10,  143, 1, 4, 390806, 32649.12, 1, 41.62, 1: 33; 2: 28; 3: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 920,  4, 12,  143, 1, 4, 376958, 32649.12, 1, 41.62, 1: 33; 2: 29; 3: 12; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 970,  4, 11,  143, 1, 4, 347182, 32649.12, 1, 41.62, 1: 31; 2: 33; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 332,  5, 10,  143, 1, 4, 390803, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 13; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 149,  4, 11,  143, 1, 4, 347182, 32649.12, 1, 41.62, 1: 32; 2: 29; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 395,  4, 12,  143, 1, 4, 377030, 32649.12, 1, 41.62, 1: 30; 2: 34; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 801,  5, 10,  144, 1, 4, 390871, 32649.12, 0, 41.62, 1: 30; 2: 33; 3: 12; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 494,  5, 10,  144, 1, 4, 390883, 32649.12, 1, 41.62, 1: 34; 2: 28; 3: 10; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 905,  4, 12,  144, 1, 4, 377015, 32649.12, 1, 41.62, 1: 35; 2: 26; 3: 11; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 824,  5, 10,  144, 1, 4, 390672, 32649.12, 1, 41.62, 1: 35; 2: 26; 3: 11; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 142,  4, 12,  144, 1, 4, 376986, 32649.12, 1, 41.62, 1: 35; 2: 26; 3: 11; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 199,  4, 12,  145, 1, 4, 376975, 32649.12, 0, 41.62, 1: 30; 2: 33; 3: 11; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 673,  4, 12,  145, 1, 4, 377000, 32649.12, 1, 41.62, 1: 31; 2: 32; 3: 10; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 702,  4, 12,  145, 1, 4, 376948, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 11; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 687,  5, 10,  146, 1, 4, 390887, 32649.12, 0, 41.62, 1: 33; 2: 28; 3: 11; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 630,  5, 10,  146, 1, 4, 390806, 32649.12, 0, 41.62, 1: 31; 2: 30; 3: 13; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  66,  4, 11,  146, 1, 4, 347182, 32649.12, 1, 41.62, 1: 34; 2: 25; 3: 14; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling,  88,  4, 12,  146, 1, 4, 377019, 32649.12, 1, 41.62, 1: 30; 2: 30; 3: 16; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 262,  5,  9,  146, 1, 4, 355410, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 10; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 608,  4, 12,  146, 1, 4, 376942, 32649.12, 1, 41.62, 1: 33; 2: 27; 3: 13; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 258,  4, 12,  147, 1, 4, 376975, 32649.12, 1, 41.62, 1: 27; 2: 35; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 322,  4, 11,  147, 1, 4, 347182, 32649.12, 1, 41.62, 1: 30; 2: 30; 3: 15; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 815,  4, 11,  147, 1, 4, 347182, 32649.12, 1, 41.62, 1: 32; 2: 27; 3: 15; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 977,  4, 12,  148, 1, 4, 376958, 32649.12, 0, 41.62, 1: 32; 2: 25; 3: 18; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 464,  4, 11,  148, 1, 4, 347182, 32649.12, 1, 41.62, 1: 30; 2: 30; 3: 14; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 352,  8,  6,  148, 1, 4, 377016, 32649.12, 0, 41.62, 1: 27; 2: 36; 3: 11; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 642,  4, 11,  149, 1, 4, 347182, 32649.12, 1, 41.62, 1: 35; 2: 23; 3: 12; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 813,  4, 11,  149, 1, 4, 347182, 32649.12, 1, 41.62, 1: 27; 2: 34; 3: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 148,  9,  5,  149, 1, 4, 355410, 32649.12, 1, 41.62, 1: 31; 2: 27; 3: 16; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  30,  5,  9,  149, 1, 4, 355410, 32649.12, 1, 41.62, 1: 30; 2: 29; 3: 15; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 921,  5,  9,  149, 1, 4, 355410, 32649.12, 1, 41.62, 1: 25; 2: 37; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 294,  4, 12,  149, 1, 4, 376973, 32649.12, 1, 41.62, 1: 32; 2: 26; 3: 15; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 433,  5, 10,  149, 1, 4, 390749, 32649.12, 1, 41.62, 1: 27; 2: 35; 3: 12; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 327,  4, 12,  149, 1, 4, 376966, 32649.12, 1, 41.62, 1: 29; 2: 32; 3: 12; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 573,  5, 10,  149, 1, 4, 390707, 32649.12, 1, 41.62, 1: 29; 2: 33; 3: 10; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 816,  5, 10,  149, 1, 4, 390896, 32649.12, 0, 41.62, 1: 27; 2: 36; 3: 10; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 933,  4, 12,  149, 1, 4, 377028, 32649.12, 1, 41.62, 1: 30; 2: 28; 3: 17; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 354,  4, 11,  150, 1, 4, 347182, 32649.12, 1, 41.62, 1: 27; 2: 34; 3: 13; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,   8,  5,  9,  150, 1, 4, 355410, 32649.12, 1, 41.62, 1: 30; 2: 28; 3: 16; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 440,  4, 12,  150, 1, 4, 377018, 32649.12, 1, 41.62, 1: 28; 2: 32; 3: 14; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 557,  5,  9,  150, 1, 4, 355410, 32649.12, 1, 41.62, 1: 30; 2: 27; 3: 18; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 636,  4, 12,  150, 1, 4, 376948, 32649.12, 1, 41.62, 1: 30; 2: 28; 3: 16; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 311,  4, 11,  151, 1, 4, 347182, 32649.12, 1, 41.62, 1: 31; 2: 27; 3: 14; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 768,  4, 11,  151, 1, 4, 347182, 32649.12, 1, 41.62, 1: 28; 2: 30; 3: 17; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 279,  4, 12,  151, 1, 4, 377042, 32649.12, 1, 41.62, 1: 33; 2: 25; 3: 12; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 722,  4, 11,  152, 1, 4, 347182, 32649.12, 1, 41.62, 1: 29; 2: 29; 3: 15; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 474,  4, 11,  152, 1, 4, 347182, 32649.12, 1, 41.62, 1: 28; 2: 32; 3: 12; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 806,  4, 12,  152, 1, 4, 376994, 32649.12, 1, 41.62, 1: 32; 2: 25; 3: 14; 4: 7; 
Guard_Cell_Abscisic_Acid_Signaling, 361,  6,  8,  152, 1, 4, 377080, 32649.12, 1, 41.62, 1: 26; 2: 32; 3: 18; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 657,  4, 11,  152, 1, 4, 347182, 32649.12, 1, 41.62, 1: 31; 2: 26; 3: 15; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 443,  4, 12,  153, 1, 4, 376985, 32649.12, 0, 41.62, 1: 26; 2: 33; 3: 15; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 411,  4, 12,  153, 1, 4, 377012, 32649.12, 1, 41.62, 1: 30; 2: 27; 3: 15; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 101,  4, 11,  153, 1, 4, 347182, 32649.12, 0, 41.62, 1: 27; 2: 32; 3: 14; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 725,  5, 10,  154, 1, 4, 390996, 32649.12, 1, 41.62, 1: 26; 2: 32; 3: 16; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 430,  4, 11,  154, 1, 4, 347182, 32649.12, 1, 41.62, 1: 26; 2: 33; 3: 14; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 278,  5,  9,  154, 1, 4, 355410, 32649.12, 0, 41.62, 1: 26; 2: 30; 3: 20; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 611,  4, 12,  155, 1, 4, 377033, 32649.12, 1, 41.62, 1: 24; 2: 34; 3: 17; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 338,  4, 12,  156, 1, 4, 377046, 32649.12, 1, 41.62, 1: 28; 2: 27; 3: 18; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 554,  4, 11,  156, 1, 4, 347182, 32649.12, 1, 41.62, 1: 28; 2: 30; 3: 12; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 154,  4, 11,  158, 1, 4, 347182, 32649.12, 1, 41.62, 1: 27; 2: 28; 3: 17; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 833,  4, 12,  159, 1, 4, 376959, 32649.12, 1, 41.62, 1: 26; 2: 29; 3: 17; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 751,  6,  8,  127, 1, 5, 376945, 32649.12, 1, 41.62, 1: 41; 2: 27; 3: 9; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 208,  8,  6,  129, 1, 5, 377051, 32649.12, 1, 41.62, 1: 38; 2: 32; 3: 6; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 651,  5, 10,  129, 1, 5, 390871, 32649.12, 1, 41.62, 1: 40; 2: 27; 3: 10; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  130, 1, 5, 383595, 32649.12, 1, 41.62, 1: 38; 2: 31; 3: 7; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 297,  6,  8,  130, 1, 5, 376955, 32649.12, 1, 41.62, 1: 39; 2: 30; 3: 7; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  93,  6,  8,  130, 1, 5, 377040, 32649.12, 1, 41.62, 1: 41; 2: 26; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 695,  6,  8,  130, 1, 5, 377046, 32649.12, 1, 41.62, 1: 41; 2: 26; 3: 9; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  37,  6,  8,  130, 1, 5, 377030, 32649.12, 1, 41.62, 1: 39; 2: 29; 3: 8; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 958,  7,  7,  131, 1, 5, 383650, 32649.12, 1, 41.62, 1: 40; 2: 27; 3: 9; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 214,  7,  7,  131, 1, 5, 383701, 32649.12, 1, 41.62, 1: 42; 2: 23; 3: 11; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 780,  6,  8,  131, 1, 5, 376975, 32649.12, 1, 41.62, 1: 41; 2: 25; 3: 10; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 117,  5,  9,  131, 1, 5, 355410, 32649.12, 1, 41.62, 1: 41; 2: 24; 3: 11; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 770,  6,  8,  131, 1, 5, 377036, 32649.12, 1, 41.62, 1: 39; 2: 28; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 458,  7,  7,  131, 1, 5, 383499, 32649.12, 1, 41.62, 1: 40; 2: 28; 3: 6; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 519,  6,  8,  132, 1, 5, 376982, 32649.12, 1, 41.62, 1: 38; 2: 29; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  17,  7,  7,  132, 1, 5, 383632, 32649.12, 1, 41.62, 1: 39; 2: 28; 3: 9; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 965,  5,  9,  132, 1, 5, 355410, 32649.12, 1, 41.62, 1: 41; 2: 22; 3: 14; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 161,  6,  8,  132, 1, 5, 377011, 32649.12, 1, 41.62, 1: 38; 2: 29; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  63,  5,  9,  132, 1, 5, 355410, 32649.12, 1, 41.62, 1: 38; 2: 28; 3: 11; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  23,  7,  7,  132, 1, 5, 383549, 32649.12, 1, 41.62, 1: 38; 2: 31; 3: 6; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 943,  5, 10,  133, 1, 5, 390911, 32649.12, 1, 41.62, 1: 41; 2: 24; 3: 10; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 845,  6,  8,  133, 1, 5, 377014, 32649.12, 1, 41.62, 1: 40; 2: 28; 3: 6; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 254,  7,  7,  133, 1, 5, 383575, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 12; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 571,  6,  8,  133, 1, 5, 376950, 32649.12, 1, 41.62, 1: 38; 2: 29; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 227,  7,  7,  133, 1, 5, 383614, 32649.12, 1, 41.62, 1: 35; 2: 33; 3: 9; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 949,  7,  7,  133, 1, 5, 383626, 32649.12, 1, 41.62, 1: 34; 2: 35; 3: 8; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 896,  8,  6,  133, 1, 5, 377002, 32649.12, 1, 41.62, 1: 38; 2: 28; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  87,  7,  7,  133, 1, 5, 383673, 32649.12, 1, 41.62, 1: 37; 2: 30; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 339,  6,  8,  133, 1, 5, 376964, 32649.12, 1, 41.62, 1: 38; 2: 29; 3: 9; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 460,  7,  7,  133, 1, 5, 383547, 32649.12, 0, 41.62, 1: 41; 2: 23; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 355,  6,  8,  133, 1, 5, 376979, 32649.12, 1, 41.62, 1: 42; 2: 23; 3: 10; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 967,  8,  6,  134, 1, 5, 376979, 32649.12, 1, 41.62, 1: 37; 2: 30; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 308,  8,  6,  134, 1, 5, 377006, 32649.12, 1, 41.62, 1: 34; 2: 35; 3: 7; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  19,  7,  7,  134, 1, 5, 383572, 32649.12, 1, 41.62, 1: 42; 2: 23; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 179,  6,  8,  134, 1, 5, 376875, 32649.12, 1, 41.62, 1: 40; 2: 25; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 538,  8,  6,  134, 1, 5, 377020, 32649.12, 1, 41.62, 1: 40; 2: 25; 3: 10; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  98,  6,  8,  134, 1, 5, 377061, 32649.12, 1, 41.62, 1: 39; 2: 28; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 265,  7,  7,  134, 1, 5, 383588, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 11; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  83,  9,  5,  134, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 32; 3: 10; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 632,  9,  5,  134, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 32; 3: 10; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 798,  7,  7,  134, 1, 5, 383520, 32649.12, 1, 41.62, 1: 36; 2: 32; 3: 7; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 286,  7,  7,  134, 1, 5, 383612, 32649.12, 1, 41.62, 1: 38; 2: 30; 3: 6; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 903,  8,  6,  134, 1, 5, 376952, 32649.12, 1, 41.62, 1: 36; 2: 32; 3: 7; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 900,  5,  9,  134, 1, 5, 355410, 32649.12, 1, 41.62, 1: 37; 2: 29; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 847,  6,  8,  134, 1, 5, 376984, 32649.12, 1, 41.62, 1: 36; 2: 31; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 685,  8,  6,  134, 1, 5, 376959, 32649.12, 1, 41.62, 1: 36; 2: 32; 3: 7; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 391,  6,  8,  135, 1, 5, 376996, 32649.12, 1, 41.62, 1: 38; 2: 28; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 492,  7,  7,  135, 1, 5, 383605, 32649.12, 1, 41.62, 1: 37; 2: 29; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 388,  6,  8,  135, 1, 5, 377005, 32649.12, 1, 41.62, 1: 38; 2: 26; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 658,  5, 10,  135, 1, 5, 391088, 32649.12, 1, 41.62, 1: 39; 2: 27; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 622,  8,  6,  135, 1, 5, 376972, 32649.12, 1, 41.62, 1: 39; 2: 25; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 721,  7,  7,  135, 1, 5, 383612, 32649.12, 1, 41.62, 1: 38; 2: 28; 3: 9; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 550,  7,  7,  135, 1, 5, 383713, 32649.12, 1, 41.62, 1: 37; 2: 29; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 982,  7,  7,  135, 1, 5, 383506, 32649.12, 1, 41.62, 1: 37; 2: 30; 3: 8; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 224,  5, 10,  135, 1, 5, 390688, 32649.12, 0, 41.62, 1: 36; 2: 31; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 773,  8,  6,  135, 1, 5, 377007, 32649.12, 0, 41.62, 1: 38; 2: 26; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 696,  5, 10,  135, 1, 5, 390799, 32649.12, 1, 41.62, 1: 37; 2: 31; 3: 5; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 584,  8,  6,  135, 1, 5, 376985, 32649.12, 1, 41.62, 1: 38; 2: 28; 3: 9; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 667,  6,  8,  135, 1, 5, 376988, 32649.12, 1, 41.62, 1: 38; 2: 29; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 602,  6,  8,  135, 1, 5, 377049, 32649.12, 1, 41.62, 1: 36; 2: 30; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 661,  6,  8,  136, 1, 5, 376960, 32649.12, 1, 41.62, 1: 37; 2: 28; 3: 11; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 855,  4, 12,  136, 1, 5, 377048, 32649.12, 1, 41.62, 1: 36; 2: 30; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 559,  7,  7,  136, 1, 5, 383694, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 10; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 489,  8,  6,  136, 1, 5, 377020, 32649.12, 1, 41.62, 1: 36; 2: 32; 3: 6; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 831,  7,  7,  136, 1, 5, 383683, 32649.12, 1, 41.62, 1: 36; 2: 30; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 915,  7,  7,  136, 1, 5, 383499, 32649.12, 1, 41.62, 1: 41; 2: 23; 3: 8; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 514,  6,  8,  136, 1, 5, 377015, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 10; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 270,  7,  7,  136, 1, 5, 383614, 32649.12, 1, 41.62, 1: 38; 2: 26; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 679,  5, 10,  136, 1, 5, 390761, 32649.12, 1, 41.62, 1: 35; 2: 31; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 531,  7,  7,  136, 1, 5, 383633, 32649.12, 1, 41.62, 1: 35; 2: 32; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 394,  8,  6,  136, 1, 5, 376920, 32649.12, 1, 41.62, 1: 39; 2: 25; 3: 11; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 313,  7,  7,  136, 1, 5, 383610, 32649.12, 1, 41.62, 1: 36; 2: 31; 3: 7; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 330,  9,  5,  136, 1, 5, 355410, 32649.12, 1, 41.62, 1: 39; 2: 26; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 944,  8,  6,  137, 1, 5, 377009, 32649.12, 1, 41.62, 1: 38; 2: 26; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 291,  7,  7,  137, 1, 5, 383651, 32649.12, 1, 41.62, 1: 36; 2: 29; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  77,  7,  7,  137, 1, 5, 383664, 32649.12, 1, 41.62, 1: 35; 2: 31; 3: 9; 4: 2; 5: 1; 
