Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
82(513)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 545,  9,  9,  134, 1, 2, 639361, 43280.14, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 594, 10,  8,  166, 1, 4, 633979, 43280.14, 1, 61.47, 1: 60; 2: 35; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 596,  8, 10,  167, 1, 4, 634041, 43280.14, 1, 61.47, 1: 61; 2: 34; 3: 6; 4: 5; 
Glucose_Repression_Signaling_2009, 129,  8, 10,  167, 1, 4, 634145, 43280.14, 1, 61.47, 1: 63; 2: 29; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 848,  6, 14,  167, 1, 4, 658829, 43280.14, 1, 61.47, 1: 60; 2: 34; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009,  13,  6, 14,  167, 1, 4, 658628, 43280.14, 1, 61.47, 1: 59; 2: 35; 3: 10; 4: 2; 
Glucose_Repression_Signaling_2009, 279, 10,  8,  167, 1, 4, 633844, 43280.14, 1, 61.47, 1: 62; 2: 32; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009, 985,  7, 12,  167, 1, 4, 659046, 43280.14, 1, 61.47, 1: 61; 2: 33; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 332,  5, 16,  167, 1, 4, 634207, 43280.14, 1, 61.47, 1: 57; 2: 40; 3: 6; 4: 3; 
Glucose_Repression_Signaling_2009, 704,  8, 10,  167, 1, 4, 634163, 43280.14, 1, 61.47, 1: 62; 2: 32; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009, 580,  7, 11,  167, 1, 4, 613074, 43280.14, 1, 61.47, 1: 55; 2: 42; 3: 8; 4: 1; 
Glucose_Repression_Signaling_2009, 680,  6, 14,  167, 1, 4, 658504, 43280.14, 1, 61.47, 1: 63; 2: 30; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 395,  5, 16,  167, 1, 4, 634064, 43280.14, 1, 61.47, 1: 62; 2: 31; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009,  88,  5, 16,  167, 1, 4, 633993, 43280.14, 1, 61.47, 1: 57; 2: 39; 3: 8; 4: 2; 
Glucose_Repression_Signaling_2009, 834,  6, 14,  168, 1, 4, 658565, 43280.14, 1, 61.47, 1: 61; 2: 31; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 777,  8, 10,  168, 1, 4, 634057, 43280.14, 1, 61.47, 1: 60; 2: 33; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009, 429,  8, 10,  168, 1, 4, 633974, 43280.14, 1, 61.47, 1: 64; 2: 28; 3: 8; 4: 6; 
Glucose_Repression_Signaling_2009, 444,  8, 10,  168, 1, 4, 634177, 43280.14, 1, 61.47, 1: 54; 2: 45; 3: 4; 4: 3; 
Glucose_Repression_Signaling_2009, 866,  7, 12,  168, 1, 4, 658942, 43280.14, 1, 61.47, 1: 60; 2: 32; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 264, 10,  8,  168, 1, 4, 633985, 43280.14, 1, 61.47, 1: 62; 2: 31; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 156, 10,  8,  168, 1, 4, 634180, 43280.14, 1, 61.47, 1: 63; 2: 31; 3: 5; 4: 7; 
Glucose_Repression_Signaling_2009, 155,  7, 12,  168, 1, 4, 658497, 43280.14, 1, 61.47, 1: 59; 2: 36; 3: 7; 4: 4; 
Glucose_Repression_Signaling_2009, 630,  8, 10,  168, 1, 4, 634006, 43280.14, 1, 61.47, 1: 65; 2: 26; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 696,  7, 12,  168, 1, 4, 658833, 43280.14, 1, 61.47, 1: 63; 2: 32; 3: 3; 4: 8; 
Glucose_Repression_Signaling_2009, 822,  6, 14,  168, 1, 4, 658503, 43280.14, 1, 61.47, 1: 61; 2: 35; 3: 3; 4: 7; 
Glucose_Repression_Signaling_2009, 850,  5, 16,  168, 1, 4, 633756, 43280.14, 1, 61.47, 1: 57; 2: 38; 3: 9; 4: 2; 
Glucose_Repression_Signaling_2009, 529, 10,  8,  168, 1, 4, 634197, 43280.14, 1, 61.47, 1: 65; 2: 26; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 869,  6, 14,  168, 1, 4, 658400, 43280.14, 1, 61.47, 1: 64; 2: 26; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 877,  7, 12,  168, 1, 4, 658549, 43280.14, 1, 61.47, 1: 64; 2: 27; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 293,  6, 14,  169, 1, 4, 658952, 43280.14, 1, 61.47, 1: 62; 2: 31; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009, 442,  8, 10,  169, 1, 4, 633746, 43280.14, 1, 61.47, 1: 66; 2: 24; 3: 9; 4: 7; 
Glucose_Repression_Signaling_2009, 260,  8, 10,  169, 1, 4, 633829, 43280.14, 1, 61.47, 1: 66; 2: 25; 3: 7; 4: 8; 
Glucose_Repression_Signaling_2009, 656,  5, 16,  169, 1, 4, 633999, 43280.14, 1, 61.47, 1: 58; 2: 37; 3: 7; 4: 4; 
Glucose_Repression_Signaling_2009, 799,  7, 12,  169, 1, 4, 658949, 43280.14, 0, 61.47, 1: 58; 2: 36; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009, 802,  7, 12,  169, 1, 4, 658777, 43280.14, 1, 61.47, 1: 58; 2: 36; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009, 177,  6, 14,  169, 1, 4, 658713, 43280.14, 1, 61.47, 1: 62; 2: 31; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009, 808,  7, 12,  169, 1, 4, 658968, 43280.14, 1, 61.47, 1: 60; 2: 34; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009, 502,  6, 14,  169, 1, 4, 658695, 43280.14, 1, 61.47, 1: 60; 2: 33; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 692,  7, 12,  169, 1, 4, 658464, 43280.14, 1, 61.47, 1: 57; 2: 39; 3: 6; 4: 4; 
Glucose_Repression_Signaling_2009, 587,  6, 14,  169, 1, 4, 658590, 43280.14, 1, 61.47, 1: 60; 2: 32; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 281,  7, 12,  169, 1, 4, 658734, 43280.14, 1, 61.47, 1: 61; 2: 30; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 436,  7, 12,  170, 1, 4, 658965, 43280.14, 1, 61.47, 1: 58; 2: 37; 3: 6; 4: 5; 
Glucose_Repression_Signaling_2009, 409,  7, 12,  170, 1, 4, 658882, 43280.14, 1, 61.47, 1: 64; 2: 29; 3: 4; 4: 9; 
Glucose_Repression_Signaling_2009, 119,  8, 10,  170, 1, 4, 634205, 43280.14, 1, 61.47, 1: 61; 2: 30; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 641,  8, 10,  170, 1, 4, 634232, 43280.14, 1, 61.47, 1: 62; 2: 30; 3: 8; 4: 6; 
Glucose_Repression_Signaling_2009, 939,  5, 16,  170, 1, 4, 633791, 43280.14, 1, 61.47, 1: 56; 2: 39; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 956,  5, 16,  170, 1, 4, 634146, 43280.14, 1, 61.47, 1: 58; 2: 33; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009, 625,  7, 12,  170, 1, 4, 658708, 43280.14, 1, 61.47, 1: 58; 2: 37; 3: 6; 4: 5; 
Glucose_Repression_Signaling_2009, 161,  8, 10,  170, 1, 4, 634031, 43280.14, 1, 61.47, 1: 59; 2: 34; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 365,  7, 12,  170, 1, 4, 658928, 43280.14, 1, 61.47, 1: 58; 2: 38; 3: 4; 4: 6; 
Glucose_Repression_Signaling_2009, 909,  5, 16,  171, 1, 4, 634107, 43280.14, 1, 61.47, 1: 50; 2: 48; 3: 7; 4: 1; 
Glucose_Repression_Signaling_2009, 862,  5, 16,  171, 1, 4, 634216, 43280.14, 1, 61.47, 1: 55; 2: 40; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 699, 10,  8,  171, 1, 4, 634001, 43280.14, 1, 61.47, 1: 56; 2: 40; 3: 5; 4: 5; 
Glucose_Repression_Signaling_2009, 343,  9,  9,  171, 1, 4, 639150, 43280.14, 1, 61.47, 1: 57; 2: 38; 3: 6; 4: 5; 
Glucose_Repression_Signaling_2009, 666,  7, 12,  171, 1, 4, 658739, 43280.14, 1, 61.47, 1: 55; 2: 41; 3: 6; 4: 4; 
Glucose_Repression_Signaling_2009, 339,  5, 16,  171, 1, 4, 634082, 43280.14, 1, 61.47, 1: 57; 2: 37; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 690,  6, 14,  171, 1, 4, 658477, 43280.14, 1, 61.47, 1: 56; 2: 39; 3: 7; 4: 4; 
Glucose_Repression_Signaling_2009,  98,  5, 16,  171, 1, 4, 634165, 43280.14, 1, 61.47, 1: 57; 2: 37; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 983,  8, 10,  171, 1, 4, 634111, 43280.14, 1, 61.47, 1: 62; 2: 29; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 146,  7, 12,  171, 1, 4, 658958, 43280.14, 1, 61.47, 1: 59; 2: 34; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 920,  7, 12,  172, 1, 4, 657962, 43280.14, 1, 61.47, 1: 62; 2: 29; 3: 8; 4: 7; 
Glucose_Repression_Signaling_2009, 295,  8, 10,  172, 1, 4, 634220, 43280.14, 1, 61.47, 1: 64; 2: 25; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009,  51,  8, 10,  172, 1, 4, 634124, 43280.14, 1, 61.47, 1: 60; 2: 30; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 770,  7, 12,  172, 1, 4, 658670, 43280.14, 1, 61.47, 1: 58; 2: 35; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 661,  8, 10,  172, 1, 4, 634060, 43280.14, 1, 61.47, 1: 63; 2: 29; 3: 5; 4: 9; 
Glucose_Repression_Signaling_2009, 468,  7, 12,  172, 1, 4, 658306, 43280.14, 1, 61.47, 1: 59; 2: 34; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009, 884,  5, 16,  172, 1, 4, 634245, 43280.14, 1, 61.47, 1: 60; 2: 31; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 411,  6, 14,  172, 1, 4, 658895, 43280.14, 1, 61.47, 1: 56; 2: 37; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009, 629,  5, 16,  172, 1, 4, 634131, 43280.14, 1, 61.47, 1: 59; 2: 32; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 113,  8, 10,  172, 1, 4, 634262, 43280.14, 1, 61.47, 1: 62; 2: 29; 3: 8; 4: 7; 
Glucose_Repression_Signaling_2009,  78,  8, 10,  173, 1, 4, 633800, 43280.14, 1, 61.47, 1: 62; 2: 27; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 547,  6, 14,  173, 1, 4, 658741, 43280.14, 1, 61.47, 1: 61; 2: 30; 3: 8; 4: 7; 
Glucose_Repression_Signaling_2009, 162,  8, 10,  173, 1, 4, 633906, 43280.14, 1, 61.47, 1: 57; 2: 35; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 651,  6, 14,  173, 1, 4, 659188, 43280.14, 1, 61.47, 1: 61; 2: 29; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 553,  7, 12,  173, 1, 4, 658621, 43280.14, 1, 61.47, 1: 61; 2: 30; 3: 8; 4: 7; 
Glucose_Repression_Signaling_2009, 636,  6, 14,  173, 1, 4, 658882, 43280.14, 1, 61.47, 1: 57; 2: 36; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 746,  7, 12,  174, 1, 4, 658961, 43280.14, 1, 61.47, 1: 58; 2: 33; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 725, 10,  8,  174, 1, 4, 634070, 43280.14, 1, 61.47, 1: 63; 2: 28; 3: 5; 4: 10; 
Glucose_Repression_Signaling_2009, 440,  5, 16,  174, 1, 4, 634130, 43280.14, 1, 61.47, 1: 54; 2: 38; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 288,  9,  9,  174, 1, 4, 639429, 43280.14, 1, 61.47, 1: 52; 2: 43; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 583,  6, 13,  174, 1, 4, 619566, 43280.14, 1, 61.47, 1: 56; 2: 37; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 573,  8, 10,  174, 1, 4, 633943, 43280.14, 1, 61.47, 1: 61; 2: 28; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 971,  6, 13,  174, 1, 4, 619605, 43280.14, 1, 61.47, 1: 56; 2: 36; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 348,  9,  9,  174, 1, 4, 639298, 43280.14, 1, 61.47, 1: 55; 2: 38; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 385,  5, 16,  174, 1, 4, 634216, 43280.14, 1, 61.47, 1: 53; 2: 40; 3: 11; 4: 2; 
Glucose_Repression_Signaling_2009, 518,  8, 10,  174, 1, 4, 633902, 43280.14, 1, 61.47, 1: 58; 2: 34; 3: 8; 4: 6; 
Glucose_Repression_Signaling_2009, 277,  6, 14,  175, 1, 4, 658580, 43280.14, 1, 61.47, 1: 56; 2: 36; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 720,  5, 16,  175, 1, 4, 634249, 43280.14, 1, 61.47, 1: 54; 2: 40; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009, 979, 11,  7,  175, 1, 4, 613059, 43280.14, 1, 61.47, 1: 51; 2: 44; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 397,  7, 12,  175, 1, 4, 658774, 43280.14, 1, 61.47, 1: 57; 2: 34; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 914, 10,  8,  175, 1, 4, 634244, 43280.14, 1, 61.47, 1: 60; 2: 30; 3: 9; 4: 7; 
Glucose_Repression_Signaling_2009, 545,  9,  9,  175, 1, 4, 639361, 43280.14, 1, 61.47, 1: 57; 2: 35; 3: 8; 4: 6; 
Glucose_Repression_Signaling_2009, 546,  6, 14,  175, 1, 4, 658509, 43280.14, 1, 61.47, 1: 62; 2: 26; 3: 11; 4: 7; 
Glucose_Repression_Signaling_2009, 103, 10,  8,  175, 1, 4, 634257, 43280.14, 1, 61.47, 1: 60; 2: 29; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 681,  9,  9,  175, 1, 4, 638985, 43280.14, 1, 61.47, 1: 51; 2: 45; 3: 6; 4: 4; 
Glucose_Repression_Signaling_2009, 346,  6, 13,  176, 1, 4, 619638, 43280.14, 1, 61.47, 1: 53; 2: 40; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 424,  7, 11,  176, 1, 4, 613281, 43280.14, 1, 61.47, 1: 53; 2: 39; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 999,  7, 12,  176, 1, 4, 658993, 43280.14, 1, 61.47, 1: 58; 2: 32; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 142,  7, 12,  176, 1, 4, 658616, 43280.14, 1, 61.47, 1: 59; 2: 29; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 478, 11,  7,  177, 1, 4, 613173, 43280.14, 1, 61.47, 1: 53; 2: 38; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 670,  5, 16,  177, 1, 4, 634093, 43280.14, 1, 61.47, 1: 57; 2: 33; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 116,  8, 10,  177, 1, 4, 634246, 43280.14, 1, 61.47, 1: 66; 2: 20; 3: 9; 4: 11; 
Glucose_Repression_Signaling_2009, 247,  8, 10,  177, 1, 4, 634069, 43280.14, 1, 61.47, 1: 57; 2: 32; 3: 12; 4: 5; 
Glucose_Repression_Signaling_2009, 313,  9,  9,  177, 1, 4, 639094, 43280.14, 1, 61.47, 1: 51; 2: 42; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009, 584,  8, 10,  177, 1, 4, 634080, 43280.14, 1, 61.47, 1: 59; 2: 31; 3: 8; 4: 8; 
Glucose_Repression_Signaling_2009, 270,  7, 11,  177, 1, 4, 613238, 43280.14, 1, 61.47, 1: 53; 2: 37; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 916,  9,  9,  177, 1, 4, 639284, 43280.14, 1, 61.47, 1: 49; 2: 47; 3: 6; 4: 4; 
Glucose_Repression_Signaling_2009, 734,  5, 16,  177, 1, 4, 634360, 43280.14, 1, 61.47, 1: 56; 2: 35; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 532, 11,  7,  178, 1, 4, 613160, 43280.14, 1, 61.47, 1: 51; 2: 41; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 893,  9,  9,  178, 1, 4, 639432, 43280.14, 1, 61.47, 1: 54; 2: 38; 3: 8; 4: 6; 
Glucose_Repression_Signaling_2009, 885,  6, 13,  178, 1, 4, 619528, 43280.14, 1, 61.47, 1: 54; 2: 37; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 910,  9,  9,  178, 1, 4, 638815, 43280.14, 1, 61.47, 1: 51; 2: 43; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009, 917, 11,  7,  178, 1, 4, 613140, 43280.14, 1, 61.47, 1: 49; 2: 44; 3: 11; 4: 2; 
Glucose_Repression_Signaling_2009, 569,  6, 13,  178, 1, 4, 619617, 43280.14, 1, 61.47, 1: 50; 2: 43; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009,  70,  5, 16,  178, 1, 4, 634236, 43280.14, 1, 61.47, 1: 52; 2: 40; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 456,  7, 11,  178, 1, 4, 613335, 43280.14, 1, 61.47, 1: 49; 2: 47; 3: 5; 4: 5; 
Glucose_Repression_Signaling_2009, 179,  7, 12,  178, 1, 4, 658837, 43280.14, 1, 61.47, 1: 56; 2: 35; 3: 8; 4: 7; 
Glucose_Repression_Signaling_2009, 223,  7, 11,  178, 1, 4, 613355, 43280.14, 1, 61.47, 1: 51; 2: 41; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 874,  7, 11,  178, 1, 4, 613298, 43280.14, 1, 61.47, 1: 54; 2: 39; 3: 6; 4: 7; 
Glucose_Repression_Signaling_2009, 732,  5, 16,  178, 1, 4, 633840, 43280.14, 1, 61.47, 1: 53; 2: 38; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 315,  9,  9,  178, 1, 4, 638811, 43280.14, 1, 61.47, 1: 49; 2: 44; 3: 11; 4: 2; 
Glucose_Repression_Signaling_2009, 124,  5, 16,  178, 1, 4, 634110, 43280.14, 1, 61.47, 1: 55; 2: 35; 3: 11; 4: 5; 
Glucose_Repression_Signaling_2009, 134,  7, 11,  178, 1, 4, 613193, 43280.14, 1, 61.47, 1: 50; 2: 42; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 739,  9,  9,  178, 1, 4, 639161, 43280.14, 1, 61.47, 1: 53; 2: 40; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009, 813,  7, 11,  178, 1, 4, 613275, 43280.14, 1, 61.47, 1: 55; 2: 36; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 323,  6, 13,  179, 1, 4, 619263, 43280.14, 1, 61.47, 1: 52; 2: 41; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009, 676,  7, 12,  179, 1, 4, 658469, 43280.14, 1, 61.47, 1: 56; 2: 32; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 892,  7, 11,  179, 1, 4, 612939, 43280.14, 1, 61.47, 1: 53; 2: 38; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009,  37,  8, 10,  179, 1, 4, 634153, 43280.14, 1, 61.47, 1: 55; 2: 35; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 978,  9,  9,  179, 1, 4, 639342, 43280.14, 1, 61.47, 1: 51; 2: 40; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 930,  6, 13,  179, 1, 4, 619746, 43280.14, 1, 61.47, 1: 50; 2: 43; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 393,  5, 16,  179, 1, 4, 634292, 43280.14, 1, 61.47, 1: 57; 2: 32; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009, 937,  5, 16,  179, 1, 4, 634320, 43280.14, 1, 61.47, 1: 51; 2: 41; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 190,  6, 14,  179, 1, 4, 657631, 43280.14, 1, 61.47, 1: 57; 2: 33; 3: 8; 4: 8; 
Glucose_Repression_Signaling_2009, 461, 11,  7,  180, 1, 4, 612996, 43280.14, 1, 61.47, 1: 55; 2: 35; 3: 9; 4: 7; 
Glucose_Repression_Signaling_2009,   6,  9,  9,  180, 1, 4, 639262, 43280.14, 1, 61.47, 1: 53; 2: 38; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 867,  7, 11,  180, 1, 4, 613305, 43280.14, 1, 61.47, 1: 52; 2: 38; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 316, 11,  7,  180, 1, 4, 613213, 43280.14, 1, 61.47, 1: 53; 2: 39; 3: 7; 4: 7; 
Glucose_Repression_Signaling_2009,  31,  9,  9,  180, 1, 4, 639081, 43280.14, 1, 61.47, 1: 51; 2: 40; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  180, 1, 4, 619619, 43280.14, 1, 61.47, 1: 47; 2: 47; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009, 333,  5, 15,  180, 1, 4, 596427, 43280.14, 1, 61.47, 1: 51; 2: 40; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 104,  6, 13,  180, 1, 4, 619295, 43280.14, 1, 61.47, 1: 53; 2: 39; 3: 7; 4: 7; 
Glucose_Repression_Signaling_2009,  84,  5, 15,  180, 1, 4, 596399, 43280.14, 1, 61.47, 1: 46; 2: 49; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 311,  9,  9,  180, 1, 4, 639221, 43280.14, 1, 61.47, 1: 48; 2: 45; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009,  22,  7, 11,  181, 1, 4, 613253, 43280.14, 1, 61.47, 1: 56; 2: 32; 3: 11; 4: 7; 
Glucose_Repression_Signaling_2009,  14,  7, 11,  181, 1, 4, 613346, 43280.14, 1, 61.47, 1: 49; 2: 45; 3: 6; 4: 6; 
Glucose_Repression_Signaling_2009, 188, 11,  7,  181, 1, 4, 613224, 43280.14, 1, 61.47, 1: 50; 2: 41; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 662,  5, 16,  181, 1, 4, 634108, 43280.14, 1, 61.47, 1: 57; 2: 32; 3: 8; 4: 9; 
Glucose_Repression_Signaling_2009, 199,  7, 12,  181, 1, 4, 658616, 43280.14, 1, 61.47, 1: 56; 2: 34; 3: 7; 4: 9; 
Glucose_Repression_Signaling_2009, 570,  9,  9,  181, 1, 4, 639591, 43280.14, 1, 61.47, 1: 48; 2: 45; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 413,  5, 15,  181, 1, 4, 596432, 43280.14, 1, 61.47, 1: 50; 2: 40; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 390,  9,  9,  181, 1, 4, 639302, 43280.14, 1, 61.47, 1: 51; 2: 40; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 650,  6, 13,  182, 1, 4, 619656, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 11; 4: 5; 
Glucose_Repression_Signaling_2009, 200,  5, 16,  182, 1, 4, 633999, 43280.14, 1, 61.47, 1: 54; 2: 35; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009, 292,  9,  9,  182, 1, 4, 639074, 43280.14, 1, 61.47, 1: 48; 2: 42; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 608,  7, 12,  182, 1, 4, 658816, 43280.14, 1, 61.47, 1: 53; 2: 35; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 618, 11,  7,  182, 1, 4, 613073, 43280.14, 1, 61.47, 1: 52; 2: 38; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 318, 11,  7,  182, 1, 4, 613169, 43280.14, 1, 61.47, 1: 48; 2: 44; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 993,  7, 11,  182, 1, 4, 613241, 43280.14, 1, 61.47, 1: 52; 2: 38; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 755, 11,  7,  182, 1, 4, 613085, 43280.14, 1, 61.47, 1: 49; 2: 44; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009, 544,  7, 11,  182, 1, 4, 613226, 43280.14, 1, 61.47, 1: 51; 2: 41; 3: 7; 4: 7; 
Glucose_Repression_Signaling_2009, 182, 11,  7,  182, 1, 4, 612996, 43280.14, 1, 61.47, 1: 50; 2: 40; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 464, 11,  7,  183, 1, 4, 613218, 43280.14, 1, 61.47, 1: 50; 2: 41; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009,  65,  7, 11,  183, 1, 4, 612988, 43280.14, 1, 61.47, 1: 53; 2: 36; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  183, 1, 4, 613123, 43280.14, 1, 61.47, 1: 49; 2: 42; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 472,  7, 11,  183, 1, 4, 613272, 43280.14, 1, 61.47, 1: 52; 2: 36; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 480, 11,  7,  183, 1, 4, 613167, 43280.14, 1, 61.47, 1: 47; 2: 43; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 130, 11,  7,  183, 1, 4, 613277, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009,  71,  6, 13,  183, 1, 4, 619568, 43280.14, 1, 61.47, 1: 46; 2: 47; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 565,  6, 13,  183, 1, 4, 619502, 43280.14, 1, 61.47, 1: 53; 2: 36; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009, 414,  7, 11,  183, 1, 4, 613067, 43280.14, 1, 61.47, 1: 53; 2: 37; 3: 8; 4: 8; 
Glucose_Repression_Signaling_2009, 611,  5, 16,  183, 1, 4, 634173, 43280.14, 1, 61.47, 1: 53; 2: 35; 3: 12; 4: 6; 
Glucose_Repression_Signaling_2009, 125,  5, 15,  183, 1, 4, 596415, 43280.14, 1, 61.47, 1: 51; 2: 37; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009, 786,  7, 11,  183, 1, 4, 612999, 43280.14, 1, 61.47, 1: 46; 2: 45; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 420,  6, 13,  183, 1, 4, 619498, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 159, 11,  7,  183, 1, 4, 613239, 43280.14, 1, 61.47, 1: 50; 2: 41; 3: 9; 4: 6; 
