Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
33(415)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 805,  9,  9,  169, 1, 3, 639193, 45171.35, 0, 0.00, 1: 52; 2: 45; 3: 9; 
Glucose_Repression_Signaling_2009, 434, 10,  8,  181, 1, 4, 634036, 45171.35, 1, 55.39, 1: 47; 2: 44; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009, 533,  8, 10,  181, 1, 4, 633989, 45171.35, 1, 55.39, 1: 48; 2: 43; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 983,  8, 10,  181, 1, 4, 634059, 45171.35, 1, 55.39, 1: 48; 2: 42; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 510, 11,  7,  181, 1, 4, 613197, 45171.35, 1, 55.39, 1: 46; 2: 46; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009,  42,  7, 12,  181, 1, 4, 658861, 45171.35, 1, 55.39, 1: 47; 2: 46; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009, 278,  6, 13,  181, 1, 4, 619510, 45171.35, 1, 55.39, 1: 48; 2: 42; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 323,  6, 13,  182, 1, 4, 619440, 45171.35, 1, 55.39, 1: 48; 2: 41; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 387,  6, 13,  182, 1, 4, 619611, 45171.35, 1, 55.39, 1: 45; 2: 48; 3: 11; 4: 2; 
Glucose_Repression_Signaling_2009, 938, 11,  7,  182, 1, 4, 613211, 45171.35, 1, 55.39, 1: 45; 2: 48; 3: 11; 4: 2; 
Glucose_Repression_Signaling_2009, 646,  8, 10,  182, 1, 4, 634179, 45171.35, 1, 55.39, 1: 47; 2: 45; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 401,  7, 11,  182, 1, 4, 613288, 45171.35, 1, 55.39, 1: 50; 2: 39; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 367, 10,  8,  182, 1, 4, 634028, 45171.35, 1, 55.39, 1: 45; 2: 47; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009,  83,  9,  9,  182, 1, 4, 639162, 45171.35, 1, 55.39, 1: 49; 2: 42; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 369, 10,  8,  182, 1, 4, 634019, 45171.35, 1, 55.39, 1: 45; 2: 49; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009,  91, 11,  7,  182, 1, 4, 613127, 45171.35, 1, 55.39, 1: 47; 2: 43; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 700, 11,  7,  182, 1, 4, 613118, 45171.35, 1, 55.39, 1: 49; 2: 42; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 256,  8, 10,  182, 1, 4, 634046, 45171.35, 1, 55.39, 1: 48; 2: 42; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 338,  6, 14,  182, 1, 4, 658769, 45171.35, 1, 55.39, 1: 46; 2: 46; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 799,  7, 12,  182, 1, 4, 658808, 45171.35, 1, 55.39, 1: 53; 2: 33; 3: 17; 4: 3; 
Glucose_Repression_Signaling_2009, 336,  7, 11,  182, 1, 4, 613214, 45171.35, 0, 55.39, 1: 46; 2: 46; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 515,  8, 10,  182, 1, 4, 634108, 45171.35, 1, 55.39, 1: 46; 2: 47; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009,  40,  6, 14,  182, 1, 4, 658697, 45171.35, 1, 55.39, 1: 50; 2: 40; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 489,  8, 10,  182, 1, 4, 634071, 45171.35, 1, 55.39, 1: 44; 2: 49; 3: 12; 4: 1; 
Glucose_Repression_Signaling_2009, 111,  6, 13,  183, 1, 4, 619535, 45171.35, 1, 55.39, 1: 52; 2: 36; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 261,  7, 11,  183, 1, 4, 613098, 45171.35, 1, 55.39, 1: 46; 2: 46; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 796,  6, 13,  183, 1, 4, 619563, 45171.35, 1, 55.39, 1: 47; 2: 44; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 738,  7, 11,  183, 1, 4, 613208, 45171.35, 1, 55.39, 1: 50; 2: 38; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 219,  6, 13,  183, 1, 4, 619545, 45171.35, 1, 55.39, 1: 47; 2: 46; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 312, 10,  8,  183, 1, 4, 633890, 45171.35, 1, 55.39, 1: 48; 2: 43; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009,  90,  7, 12,  183, 1, 4, 658772, 45171.35, 1, 55.39, 1: 47; 2: 46; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 711,  6, 14,  183, 1, 4, 658901, 45171.35, 1, 55.39, 1: 47; 2: 43; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 335,  6, 13,  183, 1, 4, 619493, 45171.35, 1, 55.39, 1: 52; 2: 36; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 849, 11,  7,  183, 1, 4, 613200, 45171.35, 1, 55.39, 1: 45; 2: 47; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009,  64, 10,  8,  183, 1, 4, 634171, 45171.35, 1, 55.39, 1: 47; 2: 45; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 176,  6, 14,  184, 1, 4, 658615, 45171.35, 1, 55.39, 1: 46; 2: 43; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 775, 11,  7,  184, 1, 4, 613183, 45171.35, 1, 55.39, 1: 46; 2: 45; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 181, 10,  8,  184, 1, 4, 634025, 45171.35, 1, 55.39, 1: 48; 2: 44; 3: 8; 4: 6; 
Glucose_Repression_Signaling_2009, 269,  7, 12,  184, 1, 4, 658838, 45171.35, 1, 55.39, 1: 50; 2: 37; 3: 16; 4: 3; 
Glucose_Repression_Signaling_2009, 913,  6, 13,  184, 1, 4, 619562, 45171.35, 1, 55.39, 1: 47; 2: 43; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 877,  7, 12,  184, 1, 4, 658607, 45171.35, 1, 55.39, 1: 46; 2: 44; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 782,  6, 14,  184, 1, 4, 658660, 45171.35, 1, 55.39, 1: 43; 2: 50; 3: 11; 4: 2; 
Glucose_Repression_Signaling_2009, 279, 10,  8,  184, 1, 4, 633976, 45171.35, 1, 55.39, 1: 46; 2: 45; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 374,  7, 11,  184, 1, 4, 613215, 45171.35, 1, 55.39, 1: 45; 2: 46; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 894, 10,  8,  184, 1, 4, 634002, 45171.35, 1, 55.39, 1: 48; 2: 42; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 212,  6, 14,  184, 1, 4, 658364, 45171.35, 1, 55.39, 1: 49; 2: 41; 3: 11; 4: 5; 
Glucose_Repression_Signaling_2009, 724, 11,  7,  184, 1, 4, 613199, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 723,  6, 13,  184, 1, 4, 619590, 45171.35, 1, 55.39, 1: 45; 2: 48; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009,  68,  6, 14,  184, 1, 4, 658743, 45171.35, 1, 55.39, 1: 50; 2: 38; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009, 619,  6, 13,  184, 1, 4, 619553, 45171.35, 1, 55.39, 1: 47; 2: 44; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009,  27,  9,  9,  184, 1, 4, 639143, 45171.35, 1, 55.39, 1: 43; 2: 51; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009, 532, 11,  7,  184, 1, 4, 613158, 45171.35, 1, 55.39, 1: 45; 2: 47; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 944, 10,  8,  184, 1, 4, 634248, 45171.35, 1, 55.39, 1: 44; 2: 49; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009, 998, 11,  7,  184, 1, 4, 613110, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 451,  7, 11,  184, 1, 4, 613229, 45171.35, 1, 55.39, 1: 43; 2: 49; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 980,  6, 13,  184, 1, 4, 619588, 45171.35, 1, 55.39, 1: 48; 2: 40; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 947,  7, 11,  184, 1, 4, 613158, 45171.35, 1, 55.39, 1: 44; 2: 48; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 527,  6, 13,  184, 1, 4, 619552, 45171.35, 1, 55.39, 1: 50; 2: 36; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009, 493, 10,  8,  184, 1, 4, 633979, 45171.35, 1, 55.39, 1: 48; 2: 41; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 159, 11,  7,  185, 1, 4, 613183, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 328, 11,  7,  185, 1, 4, 613131, 45171.35, 1, 55.39, 1: 49; 2: 38; 3: 16; 4: 3; 
Glucose_Repression_Signaling_2009, 904,  7, 12,  185, 1, 4, 658706, 45171.35, 1, 55.39, 1: 49; 2: 40; 3: 12; 4: 5; 
Glucose_Repression_Signaling_2009, 691,  8, 10,  185, 1, 4, 634073, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 447,  8, 10,  185, 1, 4, 634147, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 667,  7, 12,  185, 1, 4, 658748, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 442,  8, 10,  185, 1, 4, 634074, 45171.35, 1, 55.39, 1: 45; 2: 46; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 614,  6, 13,  185, 1, 4, 619495, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 504,  7, 12,  185, 1, 4, 658938, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 967,  7, 12,  185, 1, 4, 658810, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 655,  6, 13,  185, 1, 4, 619592, 45171.35, 1, 55.39, 1: 46; 2: 45; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 640,  7, 11,  185, 1, 4, 613202, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 968,  7, 11,  185, 1, 4, 613236, 45171.35, 1, 55.39, 1: 46; 2: 45; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 972,  7, 12,  185, 1, 4, 658770, 45171.35, 1, 55.39, 1: 51; 2: 36; 3: 14; 4: 5; 
Glucose_Repression_Signaling_2009, 936,  6, 14,  186, 1, 4, 659005, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 187,  6, 14,  186, 1, 4, 658766, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 761,  6, 13,  186, 1, 4, 619574, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 685,  7, 12,  186, 1, 4, 658593, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 337,  7, 11,  186, 1, 4, 613245, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 154,  6, 13,  186, 1, 4, 619329, 45171.35, 1, 55.39, 1: 46; 2: 44; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 683,  6, 13,  186, 1, 4, 619498, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  186, 1, 4, 658754, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 616,  7, 12,  186, 1, 4, 658879, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 547,  6, 14,  186, 1, 4, 658680, 45171.35, 1, 55.39, 1: 48; 2: 40; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009, 263,  8, 10,  186, 1, 4, 633970, 45171.35, 1, 55.39, 1: 46; 2: 44; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009,   5,  7, 11,  186, 1, 4, 613201, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009,  99,  7, 11,  186, 1, 4, 613188, 45171.35, 1, 55.39, 1: 43; 2: 47; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 553,  7, 12,  186, 1, 4, 659037, 45171.35, 1, 55.39, 1: 47; 2: 41; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 566,  7, 11,  186, 1, 4, 613233, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 669,  6, 14,  186, 1, 4, 658684, 45171.35, 1, 55.39, 1: 43; 2: 47; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 520,  6, 13,  187, 1, 4, 619593, 45171.35, 1, 55.39, 1: 48; 2: 40; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009,  47,  7, 11,  187, 1, 4, 613159, 45171.35, 1, 55.39, 1: 49; 2: 39; 3: 12; 4: 6; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  187, 1, 4, 619505, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 411,  6, 14,  187, 1, 4, 658841, 45171.35, 1, 55.39, 1: 44; 2: 45; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 665,  6, 14,  187, 1, 4, 658750, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 457,  6, 14,  187, 1, 4, 658721, 45171.35, 1, 55.39, 1: 45; 2: 44; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 690,  6, 14,  187, 1, 4, 658647, 45171.35, 1, 55.39, 1: 48; 2: 39; 3: 15; 4: 4; 
Glucose_Repression_Signaling_2009, 926,  6, 14,  187, 1, 4, 658837, 45171.35, 1, 55.39, 1: 44; 2: 45; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 177,  6, 14,  187, 1, 4, 658619, 45171.35, 1, 55.39, 1: 44; 2: 45; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 137,  7, 11,  187, 1, 4, 613168, 45171.35, 1, 55.39, 1: 47; 2: 40; 3: 16; 4: 3; 
Glucose_Repression_Signaling_2009, 495,  6, 13,  187, 1, 4, 619506, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 399,  6, 14,  187, 1, 4, 658697, 45171.35, 1, 55.39, 1: 46; 2: 41; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 384,  7, 12,  187, 1, 4, 658793, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 902, 10,  8,  187, 1, 4, 634020, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 491,  6, 14,  187, 1, 4, 658764, 45171.35, 1, 55.39, 1: 46; 2: 42; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 597,  6, 13,  187, 1, 4, 619492, 45171.35, 1, 55.39, 1: 48; 2: 40; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 424,  7, 11,  188, 1, 4, 613141, 45171.35, 1, 55.39, 1: 43; 2: 46; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009,  73,  6, 13,  188, 1, 4, 619611, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 466, 11,  7,  188, 1, 4, 613231, 45171.35, 1, 55.39, 1: 41; 2: 49; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 559,  9,  9,  188, 1, 4, 639267, 45171.35, 1, 55.39, 1: 40; 2: 51; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009, 970,  6, 13,  188, 1, 4, 619506, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 431,  7, 11,  188, 1, 4, 613206, 45171.35, 1, 55.39, 1: 46; 2: 41; 3: 16; 4: 3; 
Glucose_Repression_Signaling_2009, 357,  6, 14,  188, 1, 4, 658730, 45171.35, 1, 55.39, 1: 42; 2: 49; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 996,  5, 16,  188, 1, 4, 634052, 45171.35, 1, 55.39, 1: 47; 2: 40; 3: 15; 4: 4; 
Glucose_Repression_Signaling_2009, 636,  6, 14,  188, 1, 4, 658777, 45171.35, 1, 55.39, 1: 43; 2: 46; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 416,  6, 14,  188, 1, 4, 658868, 45171.35, 1, 55.39, 1: 46; 2: 42; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009,  61,  7, 12,  188, 1, 4, 658757, 45171.35, 1, 55.39, 1: 43; 2: 46; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 529, 10,  8,  188, 1, 4, 634033, 45171.35, 1, 55.39, 1: 49; 2: 38; 3: 13; 4: 6; 
Glucose_Repression_Signaling_2009, 569,  6, 13,  188, 1, 4, 619521, 45171.35, 1, 55.39, 1: 43; 2: 47; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 277,  6, 14,  188, 1, 4, 658665, 45171.35, 1, 55.39, 1: 42; 2: 48; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 112,  6, 14,  189, 1, 4, 658751, 45171.35, 1, 55.39, 1: 42; 2: 47; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 592,  7, 12,  189, 1, 4, 658772, 45171.35, 1, 55.39, 1: 42; 2: 47; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 869,  6, 14,  189, 1, 4, 658687, 45171.35, 1, 55.39, 1: 43; 2: 44; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 281,  7, 12,  189, 1, 4, 658911, 45171.35, 1, 55.39, 1: 46; 2: 42; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 144,  6, 14,  189, 1, 4, 658492, 45171.35, 1, 55.39, 1: 44; 2: 44; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 680,  6, 14,  189, 1, 4, 658717, 45171.35, 1, 55.39, 1: 47; 2: 38; 3: 18; 4: 3; 
Glucose_Repression_Signaling_2009, 155,  7, 12,  189, 1, 4, 658516, 45171.35, 1, 55.39, 1: 49; 2: 35; 3: 18; 4: 4; 
Glucose_Repression_Signaling_2009, 783,  7, 11,  189, 1, 4, 613238, 45171.35, 1, 55.39, 1: 43; 2: 46; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 860,  6, 13,  189, 1, 4, 619549, 45171.35, 1, 55.39, 1: 47; 2: 40; 3: 14; 4: 5; 
Glucose_Repression_Signaling_2009, 171,  7, 11,  189, 1, 4, 613165, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009, 900,  7, 11,  189, 1, 4, 613242, 45171.35, 1, 55.39, 1: 46; 2: 40; 3: 17; 4: 3; 
Glucose_Repression_Signaling_2009, 867,  7, 11,  189, 1, 4, 613196, 45171.35, 1, 55.39, 1: 46; 2: 43; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 293,  6, 14,  189, 1, 4, 658802, 45171.35, 1, 55.39, 1: 42; 2: 48; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 124,  5, 16,  189, 1, 4, 634113, 45171.35, 1, 55.39, 1: 46; 2: 41; 3: 15; 4: 4; 
Glucose_Repression_Signaling_2009, 965,  7, 11,  190, 1, 4, 613231, 45171.35, 1, 55.39, 1: 43; 2: 45; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 975,  6, 13,  190, 1, 4, 619572, 45171.35, 1, 55.39, 1: 44; 2: 44; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009, 316, 11,  7,  190, 1, 4, 613139, 45171.35, 1, 55.39, 1: 47; 2: 39; 3: 15; 4: 5; 
Glucose_Repression_Signaling_2009, 240,  5, 16,  190, 1, 4, 634101, 45171.35, 1, 55.39, 1: 41; 2: 49; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 243,  5, 15,  190, 1, 4, 596420, 45171.35, 1, 55.39, 1: 42; 2: 47; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 981,  5, 16,  190, 1, 4, 633974, 45171.35, 1, 55.39, 1: 42; 2: 49; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 420,  6, 13,  190, 1, 4, 619543, 45171.35, 1, 55.39, 1: 39; 2: 52; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 540,  8, 10,  190, 1, 4, 633956, 45171.35, 1, 55.39, 1: 44; 2: 43; 3: 16; 4: 3; 
Glucose_Repression_Signaling_2009, 329,  6, 14,  190, 1, 4, 658638, 45171.35, 1, 55.39, 1: 47; 2: 39; 3: 15; 4: 5; 
Glucose_Repression_Signaling_2009, 677,  7, 11,  190, 1, 4, 613225, 45171.35, 1, 55.39, 1: 42; 2: 48; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 388,  6, 14,  190, 1, 4, 658682, 45171.35, 1, 55.39, 1: 42; 2: 49; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 138,  5, 15,  190, 1, 4, 596425, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009,  87,  7, 11,  190, 1, 4, 613220, 45171.35, 1, 55.39, 1: 44; 2: 42; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009, 878,  6, 13,  190, 1, 4, 619528, 45171.35, 1, 55.39, 1: 43; 2: 45; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009,  72,  7, 11,  190, 1, 4, 613263, 45171.35, 1, 55.39, 1: 43; 2: 44; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 125,  5, 15,  190, 1, 4, 596423, 45171.35, 1, 55.39, 1: 42; 2: 46; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 612,  6, 13,  190, 1, 4, 619565, 45171.35, 1, 55.39, 1: 46; 2: 40; 3: 16; 4: 4; 
Glucose_Repression_Signaling_2009, 848,  6, 14,  190, 1, 4, 658577, 45171.35, 1, 55.39, 1: 43; 2: 46; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 549,  9,  9,  191, 1, 4, 639187, 45171.35, 0, 55.39, 1: 41; 2: 47; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 116,  8, 10,  191, 1, 4, 634132, 45171.35, 1, 55.39, 1: 42; 2: 46; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 119,  8, 10,  191, 1, 4, 633955, 45171.35, 1, 55.39, 1: 44; 2: 44; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 511,  9,  9,  191, 1, 4, 639161, 45171.35, 1, 55.39, 1: 41; 2: 48; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 221,  6, 14,  191, 1, 4, 658821, 45171.35, 1, 55.39, 1: 43; 2: 46; 3: 12; 4: 5; 
Glucose_Repression_Signaling_2009, 577,  5, 16,  191, 1, 4, 634042, 45171.35, 1, 55.39, 1: 46; 2: 39; 3: 17; 4: 4; 
Glucose_Repression_Signaling_2009,  13,  6, 14,  191, 1, 4, 658694, 45171.35, 1, 55.39, 1: 47; 2: 38; 3: 16; 4: 5; 
Glucose_Repression_Signaling_2009, 770,  7, 12,  191, 1, 4, 658763, 45171.35, 1, 55.39, 1: 45; 2: 42; 3: 14; 4: 5; 
Glucose_Repression_Signaling_2009, 135, 11,  7,  192, 1, 4, 613142, 45171.35, 1, 55.39, 1: 44; 2: 42; 3: 16; 4: 4; 
Glucose_Repression_Signaling_2009, 785,  6, 14,  192, 1, 4, 658671, 45171.35, 1, 55.39, 1: 43; 2: 44; 3: 15; 4: 4; 
Glucose_Repression_Signaling_2009, 760,  5, 16,  192, 1, 4, 634046, 45171.35, 1, 55.39, 1: 42; 2: 45; 3: 16; 4: 3; 
Glucose_Repression_Signaling_2009, 572,  6, 14,  192, 1, 4, 658786, 45171.35, 1, 55.39, 1: 43; 2: 44; 3: 15; 4: 4; 
Glucose_Repression_Signaling_2009, 287,  6, 13,  192, 1, 4, 619535, 45171.35, 1, 55.39, 1: 42; 2: 43; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 291,  6, 13,  192, 1, 4, 619570, 45171.35, 1, 55.39, 1: 44; 2: 40; 3: 20; 4: 2; 
Glucose_Repression_Signaling_2009, 476,  6, 13,  192, 1, 4, 619540, 45171.35, 1, 55.39, 1: 41; 2: 48; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 445,  6, 14,  192, 1, 4, 658943, 45171.35, 1, 55.39, 1: 41; 2: 48; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 841,  5, 16,  192, 1, 4, 633772, 45171.35, 1, 55.39, 1: 45; 2: 39; 3: 19; 4: 3; 
Glucose_Repression_Signaling_2009, 352,  6, 14,  192, 1, 4, 658645, 45171.35, 1, 55.39, 1: 46; 2: 41; 3: 12; 4: 7; 
Glucose_Repression_Signaling_2009, 512,  5, 15,  192, 1, 4, 596421, 45171.35, 1, 55.39, 1: 49; 2: 35; 3: 15; 4: 7; 
Glucose_Repression_Signaling_2009, 734,  5, 16,  192, 1, 4, 634025, 45171.35, 1, 55.39, 1: 46; 2: 38; 3: 18; 4: 4; 
Glucose_Repression_Signaling_2009, 909,  5, 16,  192, 1, 4, 633953, 45171.35, 1, 55.39, 1: 44; 2: 41; 3: 18; 4: 3; 
Glucose_Repression_Signaling_2009,  50,  5, 15,  192, 1, 4, 596406, 45171.35, 1, 55.39, 1: 41; 2: 48; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 629,  5, 16,  192, 1, 4, 633889, 45171.35, 1, 55.39, 1: 46; 2: 41; 3: 12; 4: 7; 
Glucose_Repression_Signaling_2009, 652,  6, 13,  193, 1, 4, 619504, 45171.35, 1, 55.39, 1: 45; 2: 40; 3: 16; 4: 5; 
Glucose_Repression_Signaling_2009, 332,  5, 16,  193, 1, 4, 634028, 45171.35, 1, 55.39, 1: 45; 2: 39; 3: 18; 4: 4; 
