Seed 1656949570
ARCH 2|F_ID 1|LIMIT 4
before: 
3(647)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 513,  8, 14,  350, 1, 3, 891013, 22578.03, 0, 0.00, 1: 120; 2: 91; 3: 16; 
EGFR_&_ErbB_Signaling,   7, 10, 11,  459, 1, 6, 879106, 22578.03, 0, 182.03, 1: 75; 2: 96; 3: 37; 4: 15; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 644,  7, 15,  459, 1, 6, 840840, 22578.03, 0, 182.03, 1: 72; 2: 104; 3: 32; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 133, 12,  9,  459, 1, 6, 865829, 22578.03, 0, 182.03, 1: 83; 2: 89; 3: 31; 4: 17; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 932,  6, 18,  461, 1, 6, 865852, 22578.03, 0, 182.03, 1: 98; 2: 62; 3: 42; 4: 15; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 827,  9, 12,  461, 1, 6, 865776, 22578.03, 0, 182.03, 1: 95; 2: 66; 3: 42; 4: 14; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 493,  9, 12,  462, 1, 6, 865864, 22578.03, 0, 182.03, 1: 88; 2: 73; 3: 45; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 828,  8, 13,  462, 1, 6, 830180, 22578.03, 0, 182.03, 1: 77; 2: 94; 3: 33; 4: 18; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 342,  6, 18,  464, 1, 6, 865800, 22578.03, 0, 182.03, 1: 92; 2: 70; 3: 43; 4: 11; 5: 7; 6: 4; 
EGFR_&_ErbB_Signaling, 523,  6, 19,  464, 1, 6, 908027, 22578.03, 0, 182.03, 1: 76; 2: 97; 3: 31; 4: 16; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 965,  8, 13,  465, 1, 6, 830180, 22578.03, 0, 182.03, 1: 82; 2: 82; 3: 41; 4: 15; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 314,  7, 15,  465, 1, 6, 840840, 22578.03, 0, 182.03, 1: 83; 2: 82; 3: 36; 4: 21; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 120, 12,  9,  466, 1, 6, 865881, 22578.03, 0, 182.03, 1: 74; 2: 95; 3: 34; 4: 21; 5: 2; 6: 1; 
EGFR_&_ErbB_Signaling, 971,  6, 19,  467, 1, 6, 908440, 22578.03, 0, 182.03, 1: 80; 2: 85; 3: 39; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 427,  8, 14,  467, 1, 6, 891004, 22578.03, 0, 182.03, 1: 97; 2: 65; 3: 37; 4: 15; 5: 9; 6: 4; 
EGFR_&_ErbB_Signaling, 601,  6, 20,  467, 1, 6, 947776, 22578.03, 1, 182.03, 1: 98; 2: 68; 3: 28; 4: 20; 5: 9; 6: 4; 
EGFR_&_ErbB_Signaling, 454,  6, 19,  469, 1, 6, 908288, 22578.03, 0, 182.03, 1: 82; 2: 76; 3: 50; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 369,  6, 20,  473, 1, 6, 947930, 22578.03, 1, 182.03, 1: 96; 2: 68; 3: 32; 4: 14; 5: 13; 6: 4; 
EGFR_&_ErbB_Signaling, 149, 10, 11,  474, 1, 6, 879157, 22578.03, 0, 182.03, 1: 73; 2: 92; 3: 39; 4: 17; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 479,  7, 15,  476, 1, 6, 840840, 22578.03, 0, 182.03, 1: 77; 2: 85; 3: 40; 4: 17; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 916,  6, 19,  476, 1, 6, 908173, 22578.03, 0, 182.03, 1: 78; 2: 80; 3: 48; 4: 15; 5: 2; 6: 4; 
EGFR_&_ErbB_Signaling, 710,  6, 19,  476, 1, 6, 908262, 22578.03, 0, 182.03, 1: 72; 2: 94; 3: 37; 4: 17; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 387, 10, 11,  478, 1, 6, 879184, 22578.03, 0, 182.03, 1: 78; 2: 82; 3: 43; 4: 15; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 172,  8, 13,  479, 1, 6, 830180, 22578.03, 0, 182.03, 1: 82; 2: 81; 3: 34; 4: 19; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 992,  6, 18,  480, 1, 6, 865759, 22578.03, 1, 182.03, 1: 86; 2: 75; 3: 35; 4: 18; 5: 11; 6: 2; 
EGFR_&_ErbB_Signaling, 573, 11, 10,  480, 1, 6, 879007, 22578.03, 0, 182.03, 1: 92; 2: 60; 3: 42; 4: 24; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 214, 10, 11,  483, 1, 6, 879079, 22578.03, 0, 182.03, 1: 78; 2: 85; 3: 32; 4: 23; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 366, 12,  9,  484, 1, 6, 865726, 22578.03, 0, 182.03, 1: 71; 2: 87; 3: 45; 4: 17; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 919,  7, 15,  484, 1, 6, 840840, 22578.03, 0, 182.03, 1: 77; 2: 80; 3: 45; 4: 16; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 168,  6, 19,  485, 1, 6, 908237, 22578.03, 0, 182.03, 1: 78; 2: 77; 3: 49; 4: 12; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 574, 10, 11,  486, 1, 6, 878909, 22578.03, 0, 182.03, 1: 80; 2: 76; 3: 41; 4: 22; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 579,  7, 16,  487, 1, 6, 891262, 22578.03, 1, 182.03, 1: 95; 2: 62; 3: 37; 4: 15; 5: 11; 6: 7; 
EGFR_&_ErbB_Signaling, 317,  8, 13,  488, 1, 6, 830180, 22578.03, 0, 182.03, 1: 79; 2: 73; 3: 45; 4: 24; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 283, 12,  9,  489, 1, 6, 865812, 22578.03, 0, 182.03, 1: 82; 2: 71; 3: 44; 4: 19; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 763,  6, 19,  490, 1, 6, 908400, 22578.03, 0, 182.03, 1: 75; 2: 82; 3: 44; 4: 16; 5: 5; 6: 5; 
EGFR_&_ErbB_Signaling, 818, 12,  9,  497, 1, 6, 865809, 22578.03, 0, 182.03, 1: 68; 2: 85; 3: 49; 4: 15; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 698,  6, 19,  500, 1, 6, 908115, 22578.03, 0, 182.03, 1: 86; 2: 66; 3: 37; 4: 24; 5: 9; 6: 5; 
EGFR_&_ErbB_Signaling, 984,  8, 13,  501, 1, 6, 830180, 22578.03, 0, 182.03, 1: 77; 2: 75; 3: 45; 4: 17; 5: 7; 6: 6; 
EGFR_&_ErbB_Signaling, 491,  6, 20,  424, 1, 7, 947719, 22578.03, 0, 182.03, 1: 96; 2: 88; 3: 27; 4: 12; 5: 2; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 268,  6, 20,  428, 1, 7, 947776, 22578.03, 0, 182.03, 1: 92; 2: 87; 3: 37; 4: 7; 5: 2; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 528,  7, 17,  432, 1, 7, 940830, 22578.03, 0, 182.03, 1: 75; 2: 116; 3: 23; 4: 11; 5: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 548,  7, 17,  434, 1, 7, 940705, 22578.03, 0, 182.03, 1: 86; 2: 94; 3: 31; 4: 15; 7: 1; 
EGFR_&_ErbB_Signaling, 797,  7, 16,  436, 1, 7, 891227, 22578.03, 0, 182.03, 1: 89; 2: 90; 3: 32; 4: 11; 5: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 119,  7, 16,  438, 1, 7, 891113, 22578.03, 0, 182.03, 1: 96; 2: 77; 3: 39; 4: 7; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 564,  6, 20,  438, 1, 7, 947364, 22578.03, 0, 182.03, 1: 90; 2: 85; 3: 38; 4: 8; 5: 5; 7: 1; 
EGFR_&_ErbB_Signaling, 209, 12,  9,  439, 1, 7, 865853, 22578.03, 0, 182.03, 1: 83; 2: 100; 3: 27; 4: 13; 5: 2; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 761, 12,  9,  441, 1, 7, 865774, 22578.03, 0, 182.03, 1: 81; 2: 96; 3: 37; 4: 10; 5: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 952,  7, 16,  442, 1, 7, 891025, 22578.03, 0, 182.03, 1: 98; 2: 73; 3: 37; 4: 12; 5: 4; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 690, 11, 10,  448, 1, 7, 879068, 22578.03, 0, 182.03, 1: 91; 2: 82; 3: 33; 4: 14; 5: 5; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 194,  6, 18,  449, 1, 7, 865872, 22578.03, 0, 182.03, 1: 86; 2: 86; 3: 39; 4: 10; 5: 3; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 589,  6, 20,  450, 1, 7, 947450, 22578.03, 0, 182.03, 1: 89; 2: 81; 3: 40; 4: 9; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 409,  9, 12,  452, 1, 7, 865747, 22578.03, 0, 182.03, 1: 93; 2: 73; 3: 43; 4: 11; 5: 3; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 418,  7, 17,  459, 1, 7, 940592, 22578.03, 0, 182.03, 1: 76; 2: 95; 3: 39; 4: 12; 5: 3; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 630,  8, 14,  461, 1, 7, 891162, 22578.03, 0, 182.03, 1: 92; 2: 74; 3: 37; 4: 14; 5: 7; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 719,  7, 15,  465, 1, 7, 840840, 22578.03, 0, 182.03, 1: 86; 2: 77; 3: 42; 4: 15; 5: 5; 7: 2; 
EGFR_&_ErbB_Signaling,  84,  8, 13,  466, 1, 7, 830180, 22578.03, 0, 182.03, 1: 76; 2: 91; 3: 43; 4: 9; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 515,  9, 12,  468, 1, 7, 865678, 22578.03, 1, 182.03, 1: 103; 2: 59; 3: 34; 4: 13; 5: 16; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 888,  8, 13,  468, 1, 7, 830180, 22578.03, 0, 182.03, 1: 80; 2: 91; 3: 30; 4: 17; 5: 7; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 949,  6, 19,  470, 1, 7, 908221, 22578.03, 0, 182.03, 1: 82; 2: 80; 3: 43; 4: 15; 5: 4; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 316,  7, 17,  471, 1, 7, 940823, 22578.03, 0, 182.03, 1: 85; 2: 80; 3: 36; 4: 19; 5: 2; 6: 3; 7: 2; 
EGFR_&_ErbB_Signaling, 529,  8, 14,  471, 1, 7, 891185, 22578.03, 1, 182.03, 1: 100; 2: 62; 3: 32; 4: 20; 5: 8; 6: 4; 7: 1; 
EGFR_&_ErbB_Signaling, 186, 10, 11,  471, 1, 7, 879222, 22578.03, 0, 182.03, 1: 83; 2: 86; 3: 29; 4: 20; 5: 6; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 381,  8, 14,  472, 1, 7, 891060, 22578.03, 0, 182.03, 1: 97; 2: 63; 3: 36; 4: 18; 5: 10; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 407, 12,  9,  472, 1, 7, 865872, 22578.03, 0, 182.03, 1: 83; 2: 79; 3: 42; 4: 13; 5: 8; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 612, 10, 11,  473, 1, 7, 879020, 22578.03, 0, 182.03, 1: 78; 2: 85; 3: 43; 4: 11; 5: 9; 7: 1; 
EGFR_&_ErbB_Signaling, 298, 12,  9,  473, 1, 7, 865857, 22578.03, 0, 182.03, 1: 82; 2: 82; 3: 41; 4: 12; 5: 6; 6: 2; 7: 2; 
EGFR_&_ErbB_Signaling, 100, 10, 11,  475, 1, 7, 879043, 22578.03, 0, 182.03, 1: 80; 2: 88; 3: 34; 4: 14; 5: 7; 6: 2; 7: 2; 
EGFR_&_ErbB_Signaling, 555,  6, 18,  476, 1, 7, 865799, 22578.03, 0, 182.03, 1: 93; 2: 66; 3: 40; 4: 12; 5: 14; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 461,  7, 17,  477, 1, 7, 940330, 22578.03, 0, 182.03, 1: 80; 2: 85; 3: 36; 4: 18; 5: 3; 6: 3; 7: 2; 
EGFR_&_ErbB_Signaling, 708,  7, 16,  478, 1, 7, 890837, 22578.03, 0, 182.03, 1: 93; 2: 72; 3: 30; 4: 15; 5: 13; 6: 2; 7: 2; 
EGFR_&_ErbB_Signaling, 714,  6, 20,  480, 1, 7, 947718, 22578.03, 1, 182.03, 1: 92; 2: 70; 3: 30; 4: 21; 5: 11; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 303,  8, 14,  481, 1, 7, 891212, 22578.03, 1, 182.03, 1: 99; 2: 66; 3: 27; 4: 18; 5: 8; 6: 6; 7: 3; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  482, 1, 7, 865828, 22578.03, 0, 182.03, 1: 91; 2: 69; 3: 36; 4: 15; 5: 12; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 809, 10, 11,  483, 1, 7, 879093, 22578.03, 0, 182.03, 1: 80; 2: 77; 3: 43; 4: 19; 5: 5; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 560,  7, 15,  483, 1, 7, 840840, 22578.03, 0, 182.03, 1: 76; 2: 85; 3: 37; 4: 22; 5: 5; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 651,  6, 18,  484, 1, 7, 865876, 22578.03, 0, 182.03, 1: 91; 2: 64; 3: 42; 4: 20; 5: 4; 6: 3; 7: 3; 
EGFR_&_ErbB_Signaling, 747,  7, 15,  484, 1, 7, 840840, 22578.03, 0, 182.03, 1: 87; 2: 69; 3: 40; 4: 19; 5: 10; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 906,  7, 17,  484, 1, 7, 940595, 22578.03, 0, 182.03, 1: 79; 2: 78; 3: 42; 4: 21; 5: 4; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 812, 11, 10,  486, 1, 7, 878567, 22578.03, 1, 182.03, 1: 98; 2: 63; 3: 28; 4: 20; 5: 11; 6: 6; 7: 1; 
EGFR_&_ErbB_Signaling, 330, 12,  9,  486, 1, 7, 865863, 22578.03, 0, 182.03, 1: 84; 2: 68; 3: 45; 4: 22; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 398,  7, 15,  486, 1, 7, 840840, 22578.03, 0, 182.03, 1: 82; 2: 73; 3: 44; 4: 18; 5: 7; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 163, 11, 10,  486, 1, 7, 878911, 22578.03, 1, 182.03, 1: 94; 2: 66; 3: 27; 4: 26; 5: 10; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 858,  7, 15,  487, 1, 7, 840840, 22578.03, 0, 182.03, 1: 75; 2: 88; 3: 36; 4: 16; 5: 9; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling,  62,  7, 16,  488, 1, 7, 891002, 22578.03, 1, 182.03, 1: 96; 2: 69; 3: 27; 4: 14; 5: 10; 6: 10; 7: 1; 
EGFR_&_ErbB_Signaling,  74,  6, 18,  489, 1, 7, 865802, 22578.03, 1, 182.03, 1: 100; 2: 54; 3: 33; 4: 23; 5: 13; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 960,  9, 12,  489, 1, 7, 865793, 22578.03, 0, 182.03, 1: 91; 2: 64; 3: 42; 4: 15; 5: 9; 6: 3; 7: 3; 
EGFR_&_ErbB_Signaling, 207,  7, 15,  489, 1, 7, 840840, 22578.03, 0, 182.03, 1: 78; 2: 77; 3: 48; 4: 15; 5: 3; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 339,  9, 12,  489, 1, 7, 865702, 22578.03, 1, 182.03, 1: 94; 2: 68; 3: 26; 4: 23; 5: 9; 6: 5; 7: 2; 
EGFR_&_ErbB_Signaling, 868,  8, 14,  490, 1, 7, 891189, 22578.03, 1, 182.03, 1: 101; 2: 63; 3: 23; 4: 18; 5: 13; 6: 6; 7: 3; 
EGFR_&_ErbB_Signaling, 282,  6, 20,  491, 1, 7, 947967, 22578.03, 1, 182.03, 1: 93; 2: 70; 3: 31; 4: 12; 5: 10; 6: 10; 7: 1; 
EGFR_&_ErbB_Signaling,  15, 12,  9,  491, 1, 7, 865674, 22578.03, 0, 182.03, 1: 78; 2: 73; 3: 48; 4: 20; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 558, 11, 10,  492, 1, 7, 879034, 22578.03, 1, 182.03, 1: 94; 2: 67; 3: 26; 4: 21; 5: 13; 6: 5; 7: 1; 
EGFR_&_ErbB_Signaling, 234, 10, 11,  495, 1, 7, 879110, 22578.03, 0, 182.03, 1: 79; 2: 73; 3: 45; 4: 19; 5: 8; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 384,  8, 14,  495, 1, 7, 891170, 22578.03, 1, 182.03, 1: 97; 2: 64; 3: 25; 4: 20; 5: 15; 6: 2; 7: 4; 
EGFR_&_ErbB_Signaling, 361,  6, 20,  496, 1, 7, 947655, 22578.03, 1, 182.03, 1: 97; 2: 54; 3: 40; 4: 15; 5: 17; 6: 2; 7: 2; 
EGFR_&_ErbB_Signaling, 417, 11, 10,  496, 1, 7, 879077, 22578.03, 1, 182.03, 1: 99; 2: 53; 3: 35; 4: 21; 5: 14; 6: 3; 7: 2; 
EGFR_&_ErbB_Signaling, 753,  6, 19,  496, 1, 7, 908124, 22578.03, 0, 182.03, 1: 86; 2: 62; 3: 46; 4: 22; 5: 8; 6: 1; 7: 2; 
EGFR_&_ErbB_Signaling, 727,  9, 12,  496, 1, 7, 865843, 22578.03, 1, 182.03, 1: 87; 2: 77; 3: 25; 4: 19; 5: 11; 6: 7; 7: 1; 
EGFR_&_ErbB_Signaling, 894,  8, 14,  501, 1, 7, 891123, 22578.03, 1, 182.03, 1: 95; 2: 68; 3: 21; 4: 21; 5: 12; 6: 7; 7: 3; 
EGFR_&_ErbB_Signaling,  99,  6, 19,  504, 1, 7, 908266, 22578.03, 1, 182.03, 1: 80; 2: 71; 3: 39; 4: 25; 5: 8; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 948,  9, 12,  507, 1, 7, 865841, 22578.03, 1, 182.03, 1: 93; 2: 60; 3: 31; 4: 22; 5: 14; 6: 6; 7: 1; 
EGFR_&_ErbB_Signaling,  10,  7, 17,  508, 1, 7, 940302, 22578.03, 1, 182.03, 1: 82; 2: 72; 3: 33; 4: 26; 5: 7; 6: 5; 7: 2; 
EGFR_&_ErbB_Signaling, 571,  6, 20,  508, 1, 7, 947696, 22578.03, 1, 182.03, 1: 91; 2: 61; 3: 33; 4: 22; 5: 13; 6: 6; 7: 1; 
EGFR_&_ErbB_Signaling, 141,  9, 12,  508, 1, 7, 865827, 22578.03, 1, 182.03, 1: 88; 2: 72; 3: 29; 4: 13; 5: 14; 6: 10; 7: 1; 
EGFR_&_ErbB_Signaling, 123, 11, 10,  514, 1, 7, 879103, 22578.03, 1, 182.03, 1: 88; 2: 66; 3: 29; 4: 22; 5: 15; 6: 5; 7: 2; 
EGFR_&_ErbB_Signaling, 312,  6, 20,  514, 1, 7, 947673, 22578.03, 1, 182.03, 1: 93; 2: 58; 3: 32; 4: 21; 5: 15; 6: 6; 7: 2; 
EGFR_&_ErbB_Signaling, 346, 10, 11,  518, 1, 7, 879012, 22578.03, 0, 182.03, 1: 76; 2: 73; 3: 40; 4: 22; 5: 10; 6: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 243, 10, 11,  524, 1, 7, 879075, 22578.03, 1, 182.03, 1: 78; 2: 75; 3: 30; 4: 26; 5: 9; 6: 6; 7: 3; 
EGFR_&_ErbB_Signaling, 531,  7, 15,  524, 1, 7, 840840, 22578.03, 1, 182.03, 1: 86; 2: 65; 3: 32; 4: 20; 5: 13; 6: 10; 7: 1; 
EGFR_&_ErbB_Signaling, 377,  7, 15,  528, 1, 7, 840840, 22578.03, 1, 182.03, 1: 86; 2: 64; 3: 28; 4: 25; 5: 16; 6: 6; 7: 2; 
EGFR_&_ErbB_Signaling, 492, 10, 11,  535, 1, 7, 879103, 22578.03, 1, 182.03, 1: 79; 2: 64; 3: 42; 4: 22; 5: 9; 6: 8; 7: 3; 
EGFR_&_ErbB_Signaling, 107,  6, 19,  539, 1, 7, 907647, 22578.03, 1, 182.03, 1: 80; 2: 62; 3: 34; 4: 29; 5: 16; 6: 5; 7: 1; 
EGFR_&_ErbB_Signaling, 661,  7, 16,  425, 1, 8, 891075, 22578.03, 0, 182.03, 1: 93; 2: 93; 3: 26; 4: 10; 5: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 568,  7, 16,  432, 1, 8, 890997, 22578.03, 0, 182.03, 1: 96; 2: 81; 3: 34; 4: 11; 5: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 412,  7, 17,  449, 1, 8, 940739, 22578.03, 0, 182.03, 1: 80; 2: 91; 3: 43; 4: 10; 5: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 350,  6, 18,  449, 1, 8, 865823, 22578.03, 0, 182.03, 1: 92; 2: 80; 3: 34; 4: 14; 5: 5; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling,  38,  8, 14,  449, 1, 8, 891136, 22578.03, 0, 182.03, 1: 101; 2: 67; 3: 34; 4: 16; 5: 8; 8: 1; 
EGFR_&_ErbB_Signaling, 235,  6, 20,  455, 1, 8, 947925, 22578.03, 0, 182.03, 1: 102; 2: 65; 3: 37; 4: 11; 5: 9; 7: 1; 8: 2; 
EGFR_&_ErbB_Signaling,  88,  7, 16,  460, 1, 8, 891004, 22578.03, 0, 182.03, 1: 89; 2: 84; 3: 30; 4: 12; 5: 9; 6: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 227, 10, 11,  462, 1, 8, 878994, 22578.03, 0, 182.03, 1: 89; 2: 72; 3: 46; 4: 12; 5: 7; 8: 1; 
EGFR_&_ErbB_Signaling, 650,  7, 17,  468, 1, 8, 940586, 22578.03, 0, 182.03, 1: 80; 2: 90; 3: 33; 4: 15; 5: 7; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 304, 11, 10,  468, 1, 8, 879056, 22578.03, 0, 182.03, 1: 95; 2: 66; 3: 40; 4: 16; 5: 6; 6: 2; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 193, 12,  9,  470, 1, 8, 865811, 22578.03, 0, 182.03, 1: 80; 2: 86; 3: 38; 4: 15; 5: 6; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 920,  7, 16,  470, 1, 8, 891162, 22578.03, 0, 182.03, 1: 91; 2: 74; 3: 38; 4: 13; 5: 5; 6: 3; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 999,  7, 16,  475, 1, 8, 891102, 22578.03, 1, 182.03, 1: 94; 2: 72; 3: 28; 4: 21; 5: 7; 6: 3; 8: 2; 
EGFR_&_ErbB_Signaling, 600,  7, 15,  476, 1, 8, 840840, 22578.03, 0, 182.03, 1: 87; 2: 72; 3: 39; 4: 22; 5: 4; 6: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 277,  6, 18,  481, 1, 8, 865781, 22578.03, 1, 182.03, 1: 90; 2: 76; 3: 32; 4: 11; 5: 12; 6: 4; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 811,  9, 12,  482, 1, 8, 865782, 22578.03, 1, 182.03, 1: 95; 2: 70; 3: 28; 4: 16; 5: 12; 6: 4; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 926,  6, 18,  483, 1, 8, 865866, 22578.03, 1, 182.03, 1: 93; 2: 72; 3: 30; 4: 14; 5: 10; 6: 7; 8: 1; 
EGFR_&_ErbB_Signaling,  93,  7, 16,  483, 1, 8, 890790, 22578.03, 1, 182.03, 1: 98; 2: 60; 3: 34; 4: 18; 5: 13; 6: 3; 8: 1; 
EGFR_&_ErbB_Signaling, 402,  6, 20,  484, 1, 8, 947619, 22578.03, 0, 182.03, 1: 94; 2: 61; 3: 37; 4: 23; 5: 9; 6: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 480,  7, 17,  485, 1, 8, 940639, 22578.03, 0, 182.03, 1: 76; 2: 83; 3: 43; 4: 17; 5: 5; 6: 1; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 715,  7, 17,  486, 1, 8, 940492, 22578.03, 0, 182.03, 1: 83; 2: 78; 3: 37; 4: 18; 5: 6; 6: 2; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 262, 12,  9,  486, 1, 8, 865865, 22578.03, 0, 182.03, 1: 79; 2: 78; 3: 45; 4: 15; 5: 6; 6: 3; 8: 1; 
EGFR_&_ErbB_Signaling, 162,  7, 16,  488, 1, 8, 891113, 22578.03, 1, 182.03, 1: 88; 2: 78; 3: 23; 4: 22; 5: 11; 6: 4; 8: 1; 
EGFR_&_ErbB_Signaling, 251,  8, 13,  491, 1, 8, 830180, 22578.03, 0, 182.03, 1: 80; 2: 79; 3: 38; 4: 20; 5: 5; 6: 2; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 436,  8, 14,  497, 1, 8, 891092, 22578.03, 1, 182.03, 1: 93; 2: 67; 3: 30; 4: 17; 5: 11; 6: 7; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 510, 10, 11,  500, 1, 8, 878979, 22578.03, 0, 182.03, 1: 75; 2: 77; 3: 43; 4: 22; 5: 8; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 506,  7, 16,  501, 1, 8, 890897, 22578.03, 1, 182.03, 1: 91; 2: 66; 3: 35; 4: 17; 5: 7; 6: 9; 8: 2; 
EGFR_&_ErbB_Signaling, 575,  6, 19,  502, 1, 8, 908408, 22578.03, 0, 182.03, 1: 83; 2: 68; 3: 42; 4: 22; 5: 6; 6: 4; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 606, 11, 10,  502, 1, 8, 879077, 22578.03, 1, 182.03, 1: 93; 2: 63; 3: 32; 4: 20; 5: 10; 6: 7; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 249,  9, 12,  506, 1, 8, 865747, 22578.03, 1, 182.03, 1: 91; 2: 72; 3: 23; 4: 21; 5: 7; 6: 9; 7: 3; 8: 1; 
EGFR_&_ErbB_Signaling, 825,  8, 14,  507, 1, 8, 891017, 22578.03, 1, 182.03, 1: 93; 2: 63; 3: 29; 4: 21; 5: 12; 6: 7; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 337,  7, 15,  507, 1, 8, 840840, 22578.03, 1, 182.03, 1: 82; 2: 74; 3: 31; 4: 24; 5: 12; 6: 1; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 813, 10, 11,  512, 1, 8, 879039, 22578.03, 0, 182.03, 1: 82; 2: 65; 3: 43; 4: 23; 5: 8; 6: 4; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 624, 12,  9,  518, 1, 8, 865768, 22578.03, 1, 182.03, 1: 85; 2: 69; 3: 29; 4: 25; 5: 9; 6: 8; 7: 1; 8: 1; 
