Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
3(792)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 901,  8, 14,  336, 1, 3, 891074, 21421.00, 0, 0.00, 1: 130; 2: 85; 3: 12; 
EGFR_&_ErbB_Signaling, 795,  9, 12,  386, 1, 5, 865735, 21421.00, 1, 164.15, 1: 120; 2: 75; 3: 18; 4: 8; 5: 6; 
EGFR_&_ErbB_Signaling,  56, 10, 11,  386, 1, 5, 879173, 21421.00, 1, 164.15, 1: 120; 2: 73; 3: 21; 4: 8; 5: 5; 
EGFR_&_ErbB_Signaling, 737,  6, 18,  386, 1, 5, 865696, 21421.00, 1, 164.15, 1: 118; 2: 76; 3: 20; 4: 9; 5: 4; 
EGFR_&_ErbB_Signaling, 939,  8, 14,  386, 1, 5, 891207, 21421.00, 1, 164.15, 1: 121; 2: 77; 3: 11; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 715,  7, 17,  386, 1, 5, 940530, 21421.00, 1, 164.15, 1: 115; 2: 86; 3: 11; 4: 9; 5: 6; 
EGFR_&_ErbB_Signaling, 689,  7, 17,  386, 1, 5, 940712, 21421.00, 1, 164.15, 1: 124; 2: 68; 3: 17; 4: 15; 5: 3; 
EGFR_&_ErbB_Signaling, 254, 10, 11,  386, 1, 5, 878979, 21421.00, 1, 164.15, 1: 117; 2: 77; 3: 22; 4: 6; 5: 5; 
EGFR_&_ErbB_Signaling, 514,  6, 20,  386, 1, 5, 946987, 21421.00, 1, 164.15, 1: 120; 2: 75; 3: 17; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 989,  7, 16,  386, 1, 5, 891074, 21421.00, 1, 164.15, 1: 125; 2: 67; 3: 18; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 766,  7, 15,  387, 1, 5, 840840, 21421.00, 1, 164.15, 1: 122; 2: 72; 3: 17; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 760,  8, 14,  387, 1, 5, 890975, 21421.00, 1, 164.15, 1: 121; 2: 73; 3: 17; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling, 759,  6, 19,  387, 1, 5, 908214, 21421.00, 1, 164.15, 1: 122; 2: 68; 3: 22; 4: 12; 5: 3; 
EGFR_&_ErbB_Signaling, 550,  7, 15,  387, 1, 5, 840840, 21421.00, 1, 164.15, 1: 119; 2: 74; 3: 19; 4: 12; 5: 3; 
EGFR_&_ErbB_Signaling, 883,  7, 16,  387, 1, 5, 891170, 21421.00, 1, 164.15, 1: 117; 2: 79; 3: 15; 4: 13; 5: 3; 
EGFR_&_ErbB_Signaling, 287,  7, 17,  387, 1, 5, 940820, 21421.00, 1, 164.15, 1: 123; 2: 71; 3: 18; 4: 7; 5: 8; 
EGFR_&_ErbB_Signaling, 451,  7, 17,  387, 1, 5, 940384, 21421.00, 1, 164.15, 1: 119; 2: 75; 3: 19; 4: 9; 5: 5; 
EGFR_&_ErbB_Signaling, 693,  8, 13,  387, 1, 5, 830180, 21421.00, 1, 164.15, 1: 119; 2: 74; 3: 19; 4: 12; 5: 3; 
EGFR_&_ErbB_Signaling, 909,  6, 20,  387, 1, 5, 947882, 21421.00, 1, 164.15, 1: 121; 2: 72; 3: 20; 4: 8; 5: 6; 
EGFR_&_ErbB_Signaling,  18, 10, 11,  387, 1, 5, 878981, 21421.00, 1, 164.15, 1: 119; 2: 75; 3: 17; 4: 13; 5: 3; 
EGFR_&_ErbB_Signaling, 985,  7, 16,  387, 1, 5, 891182, 21421.00, 1, 164.15, 1: 124; 2: 67; 3: 19; 4: 13; 5: 4; 
EGFR_&_ErbB_Signaling, 860,  8, 13,  388, 1, 5, 830180, 21421.00, 1, 164.15, 1: 123; 2: 70; 3: 16; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling,  84,  8, 13,  388, 1, 5, 830180, 21421.00, 1, 164.15, 1: 120; 2: 72; 3: 19; 4: 13; 5: 3; 
EGFR_&_ErbB_Signaling, 589,  6, 20,  388, 1, 5, 947694, 21421.00, 0, 164.15, 1: 119; 2: 75; 3: 19; 4: 8; 5: 6; 
EGFR_&_ErbB_Signaling, 968,  6, 19,  388, 1, 5, 908206, 21421.00, 1, 164.15, 1: 121; 2: 74; 3: 14; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 626, 12,  9,  388, 1, 5, 865756, 21421.00, 0, 164.15, 1: 115; 2: 80; 3: 18; 4: 11; 5: 3; 
EGFR_&_ErbB_Signaling, 416,  8, 14,  388, 1, 5, 891154, 21421.00, 0, 164.15, 1: 112; 2: 84; 3: 19; 4: 9; 5: 3; 
EGFR_&_ErbB_Signaling, 924,  6, 18,  388, 1, 5, 865853, 21421.00, 1, 164.15, 1: 115; 2: 82; 3: 17; 4: 7; 5: 6; 
EGFR_&_ErbB_Signaling, 973,  7, 17,  388, 1, 5, 940606, 21421.00, 1, 164.15, 1: 120; 2: 77; 3: 12; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 285, 11, 10,  388, 1, 5, 878890, 21421.00, 1, 164.15, 1: 121; 2: 75; 3: 15; 4: 8; 5: 8; 
EGFR_&_ErbB_Signaling,  61, 11, 10,  388, 1, 5, 879023, 21421.00, 1, 164.15, 1: 122; 2: 71; 3: 18; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 528,  7, 17,  388, 1, 5, 940679, 21421.00, 1, 164.15, 1: 120; 2: 73; 3: 19; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 130, 10, 11,  389, 1, 5, 879230, 21421.00, 1, 164.15, 1: 125; 2: 69; 3: 12; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling, 663,  7, 17,  389, 1, 5, 940376, 21421.00, 1, 164.15, 1: 128; 2: 64; 3: 14; 4: 14; 5: 7; 
EGFR_&_ErbB_Signaling, 190,  8, 14,  389, 1, 5, 891081, 21421.00, 1, 164.15, 1: 120; 2: 74; 3: 14; 4: 16; 5: 3; 
EGFR_&_ErbB_Signaling, 318,  7, 17,  389, 1, 5, 940319, 21421.00, 1, 164.15, 1: 121; 2: 72; 3: 17; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 770,  6, 20,  389, 1, 5, 947795, 21421.00, 1, 164.15, 1: 117; 2: 77; 3: 18; 4: 11; 5: 4; 
EGFR_&_ErbB_Signaling, 815,  7, 15,  389, 1, 5, 840840, 21421.00, 1, 164.15, 1: 117; 2: 76; 3: 19; 4: 12; 5: 3; 
EGFR_&_ErbB_Signaling, 567, 10, 11,  389, 1, 5, 879082, 21421.00, 1, 164.15, 1: 121; 2: 73; 3: 15; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 733, 11, 10,  389, 1, 5, 879072, 21421.00, 1, 164.15, 1: 123; 2: 70; 3: 16; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 542,  7, 15,  389, 1, 5, 840840, 21421.00, 1, 164.15, 1: 120; 2: 75; 3: 16; 4: 9; 5: 7; 
EGFR_&_ErbB_Signaling,  26,  6, 19,  390, 1, 5, 908457, 21421.00, 1, 164.15, 1: 120; 2: 75; 3: 14; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 444,  6, 18,  390, 1, 5, 865862, 21421.00, 1, 164.15, 1: 112; 2: 81; 3: 23; 4: 8; 5: 3; 
EGFR_&_ErbB_Signaling, 134,  7, 17,  390, 1, 5, 940667, 21421.00, 1, 164.15, 1: 121; 2: 72; 3: 16; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 757,  7, 16,  390, 1, 5, 891064, 21421.00, 1, 164.15, 1: 124; 2: 67; 3: 19; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling,  43,  8, 14,  390, 1, 5, 891067, 21421.00, 1, 164.15, 1: 126; 2: 65; 3: 18; 4: 10; 5: 8; 
EGFR_&_ErbB_Signaling, 401,  7, 17,  390, 1, 5, 940701, 21421.00, 1, 164.15, 1: 127; 2: 62; 3: 19; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 792,  8, 14,  390, 1, 5, 890966, 21421.00, 1, 164.15, 1: 116; 2: 83; 3: 11; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 215,  8, 14,  390, 1, 5, 890913, 21421.00, 1, 164.15, 1: 125; 2: 67; 3: 16; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling, 355,  7, 16,  390, 1, 5, 890893, 21421.00, 1, 164.15, 1: 118; 2: 79; 3: 14; 4: 8; 5: 8; 
EGFR_&_ErbB_Signaling, 900,  7, 17,  390, 1, 5, 940447, 21421.00, 1, 164.15, 1: 120; 2: 72; 3: 20; 4: 9; 5: 6; 
EGFR_&_ErbB_Signaling, 565,  7, 17,  390, 1, 5, 940702, 21421.00, 1, 164.15, 1: 125; 2: 69; 3: 13; 4: 12; 5: 8; 
EGFR_&_ErbB_Signaling, 213, 10, 11,  391, 1, 5, 879110, 21421.00, 1, 164.15, 1: 119; 2: 73; 3: 19; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling, 680, 11, 10,  391, 1, 5, 879078, 21421.00, 1, 164.15, 1: 120; 2: 71; 3: 20; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling, 709,  7, 15,  391, 1, 5, 840840, 21421.00, 1, 164.15, 1: 124; 2: 72; 3: 12; 4: 8; 5: 11; 
EGFR_&_ErbB_Signaling, 583,  7, 17,  391, 1, 5, 940431, 21421.00, 1, 164.15, 1: 117; 2: 78; 3: 16; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 913,  6, 19,  391, 1, 5, 908228, 21421.00, 1, 164.15, 1: 126; 2: 68; 3: 11; 4: 14; 5: 8; 
EGFR_&_ErbB_Signaling, 260, 11, 10,  391, 1, 5, 879142, 21421.00, 1, 164.15, 1: 119; 2: 74; 3: 18; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 598,  8, 14,  391, 1, 5, 891091, 21421.00, 1, 164.15, 1: 124; 2: 69; 3: 14; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 547,  9, 12,  392, 1, 5, 865841, 21421.00, 1, 164.15, 1: 118; 2: 75; 3: 18; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 773,  8, 14,  392, 1, 5, 890903, 21421.00, 1, 164.15, 1: 119; 2: 77; 3: 11; 4: 14; 5: 6; 
EGFR_&_ErbB_Signaling, 442,  7, 16,  392, 1, 5, 891113, 21421.00, 1, 164.15, 1: 119; 2: 76; 3: 14; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 437,  6, 20,  392, 1, 5, 947812, 21421.00, 1, 164.15, 1: 119; 2: 77; 3: 12; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling, 509,  7, 17,  392, 1, 5, 940745, 21421.00, 1, 164.15, 1: 123; 2: 70; 3: 16; 4: 9; 5: 9; 
EGFR_&_ErbB_Signaling, 574, 10, 11,  392, 1, 5, 878902, 21421.00, 1, 164.15, 1: 115; 2: 82; 3: 14; 4: 9; 5: 7; 
EGFR_&_ErbB_Signaling, 821,  7, 16,  392, 1, 5, 891258, 21421.00, 1, 164.15, 1: 124; 2: 67; 3: 17; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling, 340, 10, 11,  392, 1, 5, 879028, 21421.00, 1, 164.15, 1: 114; 2: 79; 3: 19; 4: 12; 5: 3; 
EGFR_&_ErbB_Signaling, 141,  9, 12,  392, 1, 5, 865878, 21421.00, 1, 164.15, 1: 113; 2: 80; 3: 21; 4: 9; 5: 4; 
EGFR_&_ErbB_Signaling, 476,  6, 19,  392, 1, 5, 908322, 21421.00, 1, 164.15, 1: 116; 2: 77; 3: 18; 4: 12; 5: 4; 
EGFR_&_ErbB_Signaling, 623,  8, 14,  392, 1, 5, 891139, 21421.00, 1, 164.15, 1: 118; 2: 75; 3: 17; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 657, 10, 11,  392, 1, 5, 879162, 21421.00, 1, 164.15, 1: 125; 2: 68; 3: 14; 4: 11; 5: 9; 
EGFR_&_ErbB_Signaling, 579,  7, 16,  392, 1, 5, 891163, 21421.00, 1, 164.15, 1: 118; 2: 78; 3: 12; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 630,  8, 14,  392, 1, 5, 891101, 21421.00, 1, 164.15, 1: 118; 2: 76; 3: 16; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling, 480,  7, 17,  392, 1, 5, 940803, 21421.00, 1, 164.15, 1: 125; 2: 67; 3: 15; 4: 12; 5: 8; 
EGFR_&_ErbB_Signaling, 233,  8, 13,  392, 1, 5, 830180, 21421.00, 1, 164.15, 1: 124; 2: 67; 3: 17; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling, 222,  8, 14,  392, 1, 5, 891062, 21421.00, 1, 164.15, 1: 121; 2: 70; 3: 17; 4: 15; 5: 4; 
EGFR_&_ErbB_Signaling, 100, 10, 11,  393, 1, 5, 878841, 21421.00, 1, 164.15, 1: 117; 2: 74; 3: 21; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 230,  6, 18,  393, 1, 5, 865810, 21421.00, 1, 164.15, 1: 114; 2: 82; 3: 14; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 373,  7, 17,  393, 1, 5, 940570, 21421.00, 1, 164.15, 1: 121; 2: 67; 3: 24; 4: 9; 5: 6; 
EGFR_&_ErbB_Signaling, 895, 10, 11,  393, 1, 5, 878905, 21421.00, 1, 164.15, 1: 119; 2: 76; 3: 13; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling, 555,  6, 18,  393, 1, 5, 865751, 21421.00, 1, 164.15, 1: 114; 2: 78; 3: 22; 4: 8; 5: 5; 
EGFR_&_ErbB_Signaling, 150,  9, 12,  393, 1, 5, 865847, 21421.00, 1, 164.15, 1: 116; 2: 76; 3: 18; 4: 14; 5: 3; 
EGFR_&_ErbB_Signaling, 744,  9, 12,  393, 1, 5, 865729, 21421.00, 1, 164.15, 1: 111; 2: 86; 3: 15; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 955,  8, 13,  393, 1, 5, 830180, 21421.00, 1, 164.15, 1: 120; 2: 70; 3: 21; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 491,  6, 20,  393, 1, 5, 947394, 21421.00, 1, 164.15, 1: 116; 2: 76; 3: 20; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 858,  7, 15,  393, 1, 5, 840840, 21421.00, 1, 164.15, 1: 122; 2: 68; 3: 19; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 202,  9, 12,  393, 1, 5, 865737, 21421.00, 1, 164.15, 1: 122; 2: 70; 3: 14; 4: 16; 5: 5; 
EGFR_&_ErbB_Signaling, 236, 12,  9,  393, 1, 5, 865806, 21421.00, 1, 164.15, 1: 118; 2: 76; 3: 15; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 110,  7, 16,  393, 1, 5, 890980, 21421.00, 1, 164.15, 1: 122; 2: 71; 3: 13; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling, 456,  8, 13,  393, 1, 5, 830180, 21421.00, 1, 164.15, 1: 118; 2: 74; 3: 19; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 343, 10, 11,  393, 1, 5, 879021, 21421.00, 1, 164.15, 1: 119; 2: 75; 3: 12; 4: 17; 5: 4; 
EGFR_&_ErbB_Signaling,   7, 10, 11,  394, 1, 5, 878940, 21421.00, 1, 164.15, 1: 125; 2: 66; 3: 14; 4: 15; 5: 7; 
EGFR_&_ErbB_Signaling, 283, 12,  9,  394, 1, 5, 865763, 21421.00, 1, 164.15, 1: 123; 2: 65; 3: 21; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 936,  9, 12,  394, 1, 5, 865837, 21421.00, 1, 164.15, 1: 116; 2: 77; 3: 16; 4: 14; 5: 4; 
EGFR_&_ErbB_Signaling,  32,  6, 20,  394, 1, 5, 947599, 21421.00, 1, 164.15, 1: 119; 2: 71; 3: 20; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 169,  7, 17,  394, 1, 5, 940614, 21421.00, 1, 164.15, 1: 124; 2: 68; 3: 13; 4: 15; 5: 7; 
EGFR_&_ErbB_Signaling, 455,  8, 14,  394, 1, 5, 890976, 21421.00, 1, 164.15, 1: 117; 2: 74; 3: 20; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling, 420,  8, 13,  394, 1, 5, 830180, 21421.00, 1, 164.15, 1: 117; 2: 76; 3: 17; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling, 349,  6, 19,  394, 1, 5, 908169, 21421.00, 1, 164.15, 1: 117; 2: 75; 3: 20; 4: 8; 5: 7; 
EGFR_&_ErbB_Signaling,  99,  6, 19,  394, 1, 5, 908098, 21421.00, 1, 164.15, 1: 124; 2: 67; 3: 16; 4: 12; 5: 8; 
EGFR_&_ErbB_Signaling, 918,  9, 12,  394, 1, 5, 865908, 21421.00, 1, 164.15, 1: 115; 2: 80; 3: 14; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling,  74,  6, 18,  394, 1, 5, 865856, 21421.00, 1, 164.15, 1: 120; 2: 72; 3: 19; 4: 7; 5: 9; 
EGFR_&_ErbB_Signaling, 350,  6, 18,  395, 1, 5, 865719, 21421.00, 1, 164.15, 1: 116; 2: 78; 3: 16; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 943, 11, 10,  395, 1, 5, 879134, 21421.00, 1, 164.15, 1: 119; 2: 70; 3: 21; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 753,  6, 19,  395, 1, 5, 908341, 21421.00, 1, 164.15, 1: 114; 2: 79; 3: 19; 4: 9; 5: 6; 
EGFR_&_ErbB_Signaling, 824,  8, 14,  395, 1, 5, 890894, 21421.00, 1, 164.15, 1: 123; 2: 67; 3: 17; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 557,  7, 17,  395, 1, 5, 940662, 21421.00, 1, 164.15, 1: 120; 2: 72; 3: 16; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling, 714,  6, 20,  395, 1, 5, 947618, 21421.00, 1, 164.15, 1: 111; 2: 82; 3: 19; 4: 12; 5: 3; 
EGFR_&_ErbB_Signaling, 356,  6, 18,  395, 1, 5, 865853, 21421.00, 1, 164.15, 1: 118; 2: 71; 3: 20; 4: 15; 5: 3; 
EGFR_&_ErbB_Signaling, 549, 10, 11,  395, 1, 5, 879067, 21421.00, 1, 164.15, 1: 122; 2: 69; 3: 16; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 131, 11, 10,  395, 1, 5, 879238, 21421.00, 1, 164.15, 1: 115; 2: 77; 3: 20; 4: 9; 5: 6; 
EGFR_&_ErbB_Signaling, 636,  6, 20,  395, 1, 5, 947718, 21421.00, 1, 164.15, 1: 111; 2: 86; 3: 14; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 135,  7, 15,  395, 1, 5, 840840, 21421.00, 1, 164.15, 1: 117; 2: 73; 3: 20; 4: 13; 5: 4; 
EGFR_&_ErbB_Signaling, 308,  6, 18,  395, 1, 5, 865788, 21421.00, 1, 164.15, 1: 118; 2: 74; 3: 18; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 485, 11, 10,  396, 1, 5, 878979, 21421.00, 1, 164.15, 1: 122; 2: 71; 3: 13; 4: 12; 5: 9; 
EGFR_&_ErbB_Signaling, 811,  9, 12,  396, 1, 5, 865703, 21421.00, 1, 164.15, 1: 119; 2: 72; 3: 18; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling,  49,  9, 12,  396, 1, 5, 865798, 21421.00, 1, 164.15, 1: 113; 2: 82; 3: 13; 4: 15; 5: 4; 
EGFR_&_ErbB_Signaling, 156,  7, 16,  396, 1, 5, 891006, 21421.00, 1, 164.15, 1: 121; 2: 71; 3: 15; 4: 12; 5: 8; 
EGFR_&_ErbB_Signaling, 694,  6, 20,  396, 1, 5, 947622, 21421.00, 1, 164.15, 1: 114; 2: 80; 3: 16; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling, 182,  8, 13,  396, 1, 5, 830180, 21421.00, 1, 164.15, 1: 118; 2: 76; 3: 13; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 654, 10, 11,  396, 1, 5, 879032, 21421.00, 1, 164.15, 1: 119; 2: 72; 3: 18; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 335,  6, 19,  396, 1, 5, 908070, 21421.00, 1, 164.15, 1: 117; 2: 74; 3: 18; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 477,  6, 20,  396, 1, 5, 947678, 21421.00, 1, 164.15, 1: 115; 2: 78; 3: 16; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling,  54,  9, 12,  396, 1, 5, 865642, 21421.00, 1, 164.15, 1: 114; 2: 81; 3: 13; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 527, 12,  9,  397, 1, 5, 865597, 21421.00, 1, 164.15, 1: 115; 2: 78; 3: 15; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 716, 10, 11,  397, 1, 5, 879072, 21421.00, 1, 164.15, 1: 116; 2: 76; 3: 17; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 211,  8, 13,  397, 1, 5, 830180, 21421.00, 1, 164.15, 1: 117; 2: 77; 3: 13; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 184, 12,  9,  397, 1, 5, 865691, 21421.00, 1, 164.15, 1: 116; 2: 80; 3: 12; 4: 10; 5: 9; 
EGFR_&_ErbB_Signaling, 839, 11, 10,  397, 1, 5, 879038, 21421.00, 1, 164.15, 1: 121; 2: 70; 3: 16; 4: 12; 5: 8; 
EGFR_&_ErbB_Signaling, 671, 12,  9,  397, 1, 5, 865795, 21421.00, 1, 164.15, 1: 120; 2: 73; 3: 13; 4: 13; 5: 8; 
EGFR_&_ErbB_Signaling, 945, 11, 10,  397, 1, 5, 879057, 21421.00, 1, 164.15, 1: 117; 2: 74; 3: 19; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 460,  6, 19,  397, 1, 5, 908150, 21421.00, 1, 164.15, 1: 115; 2: 77; 3: 19; 4: 9; 5: 7; 
EGFR_&_ErbB_Signaling, 897,  7, 16,  397, 1, 5, 890839, 21421.00, 1, 164.15, 1: 119; 2: 72; 3: 19; 4: 8; 5: 9; 
EGFR_&_ErbB_Signaling,  45,  7, 16,  397, 1, 5, 891016, 21421.00, 1, 164.15, 1: 118; 2: 75; 3: 14; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 917,  6, 19,  397, 1, 5, 908292, 21421.00, 1, 164.15, 1: 114; 2: 80; 3: 13; 4: 16; 5: 4; 
EGFR_&_ErbB_Signaling, 934,  6, 18,  398, 1, 5, 865787, 21421.00, 1, 164.15, 1: 119; 2: 70; 3: 18; 4: 15; 5: 5; 
EGFR_&_ErbB_Signaling, 466, 10, 11,  398, 1, 5, 879171, 21421.00, 1, 164.15, 1: 119; 2: 72; 3: 15; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling, 332,  6, 18,  398, 1, 5, 865812, 21421.00, 1, 164.15, 1: 121; 2: 66; 3: 22; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 684, 10, 11,  398, 1, 5, 879069, 21421.00, 1, 164.15, 1: 117; 2: 74; 3: 18; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 470,  7, 16,  398, 1, 5, 891241, 21421.00, 1, 164.15, 1: 119; 2: 73; 3: 15; 4: 12; 5: 8; 
EGFR_&_ErbB_Signaling, 248,  7, 17,  398, 1, 5, 940285, 21421.00, 1, 164.15, 1: 114; 2: 77; 3: 20; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 938,  7, 15,  398, 1, 5, 840840, 21421.00, 1, 164.15, 1: 116; 2: 72; 3: 21; 4: 15; 5: 3; 
EGFR_&_ErbB_Signaling, 238,  6, 18,  398, 1, 5, 865792, 21421.00, 1, 164.15, 1: 115; 2: 74; 3: 21; 4: 13; 5: 4; 
EGFR_&_ErbB_Signaling, 163, 11, 10,  398, 1, 5, 879097, 21421.00, 1, 164.15, 1: 119; 2: 72; 3: 17; 4: 11; 5: 8; 
EGFR_&_ErbB_Signaling, 863, 11, 10,  398, 1, 5, 879000, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 18; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling,  94,  8, 13,  398, 1, 5, 830180, 21421.00, 1, 164.15, 1: 117; 2: 75; 3: 14; 4: 16; 5: 5; 
EGFR_&_ErbB_Signaling, 115, 10, 11,  398, 1, 5, 879140, 21421.00, 1, 164.15, 1: 119; 2: 71; 3: 17; 4: 14; 5: 6; 
EGFR_&_ErbB_Signaling, 789, 12,  9,  399, 1, 5, 865825, 21421.00, 1, 164.15, 1: 117; 2: 74; 3: 15; 4: 16; 5: 5; 
EGFR_&_ErbB_Signaling, 307,  7, 17,  399, 1, 5, 940584, 21421.00, 1, 164.15, 1: 124; 2: 68; 3: 12; 4: 12; 5: 11; 
EGFR_&_ErbB_Signaling, 911,  8, 13,  399, 1, 5, 830180, 21421.00, 1, 164.15, 1: 118; 2: 71; 3: 21; 4: 9; 5: 8; 
EGFR_&_ErbB_Signaling, 501,  6, 20,  399, 1, 5, 947873, 21421.00, 1, 164.15, 1: 114; 2: 77; 3: 19; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling, 492, 10, 11,  399, 1, 5, 879080, 21421.00, 1, 164.15, 1: 125; 2: 64; 3: 15; 4: 14; 5: 9; 
EGFR_&_ErbB_Signaling, 454,  6, 19,  399, 1, 5, 908260, 21421.00, 0, 164.15, 1: 116; 2: 75; 3: 18; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 106,  7, 15,  399, 1, 5, 840840, 21421.00, 1, 164.15, 1: 106; 2: 90; 3: 16; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 819, 12,  9,  399, 1, 5, 865693, 21421.00, 1, 164.15, 1: 117; 2: 77; 3: 13; 4: 11; 5: 9; 
EGFR_&_ErbB_Signaling, 739, 12,  9,  399, 1, 5, 865798, 21421.00, 1, 164.15, 1: 122; 2: 68; 3: 15; 4: 14; 5: 8; 
EGFR_&_ErbB_Signaling, 281,  9, 12,  399, 1, 5, 865884, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 17; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 133, 12,  9,  399, 1, 5, 865729, 21421.00, 1, 164.15, 1: 117; 2: 73; 3: 18; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 840,  9, 12,  400, 1, 5, 865829, 21421.00, 1, 164.15, 1: 116; 2: 73; 3: 21; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 730, 10, 11,  400, 1, 5, 879125, 21421.00, 1, 164.15, 1: 122; 2: 69; 3: 14; 4: 12; 5: 10; 
EGFR_&_ErbB_Signaling, 869, 11, 10,  400, 1, 5, 879059, 21421.00, 1, 164.15, 1: 115; 2: 78; 3: 14; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 624, 12,  9,  400, 1, 5, 865889, 21421.00, 1, 164.15, 1: 115; 2: 77; 3: 14; 4: 16; 5: 5; 
EGFR_&_ErbB_Signaling, 242,  8, 14,  400, 1, 5, 891054, 21421.00, 1, 164.15, 1: 120; 2: 70; 3: 15; 4: 15; 5: 7; 
EGFR_&_ErbB_Signaling, 368, 12,  9,  400, 1, 5, 865813, 21421.00, 1, 164.15, 1: 120; 2: 71; 3: 14; 4: 14; 5: 8; 
