Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
13(156)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  190, 1, 3, 796130, 24388.44, 0, 0.00, 1: 114; 2: 32; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 569,  6, 16,  211, 1, 4, 764332, 24388.44, 0, 0.00, 1: 106; 2: 31; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 561,  6, 17,  211, 1, 4, 805338, 24388.44, 0, 0.00, 1: 105; 2: 32; 3: 10; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 434,  6, 17,  211, 1, 4, 805148, 24388.44, 0, 0.00, 1: 108; 2: 26; 3: 13; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 227,  6, 16,  211, 1, 4, 764184, 24388.44, 0, 0.00, 1: 106; 2: 30; 3: 11; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  91,  7, 13,  211, 1, 4, 728910, 24388.44, 0, 0.00, 1: 106; 2: 32; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  87,  6, 18,  212, 1, 4, 846409, 24388.44, 0, 0.00, 1: 102; 2: 36; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 312,  6, 18,  212, 1, 4, 846323, 24388.44, 33, 0.00, 1: 107; 2: 28; 3: 11; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  61,  6, 16,  212, 1, 4, 764386, 24388.44, 0, 0.00, 1: 105; 2: 33; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 161,  6, 18,  212, 1, 4, 846295, 24388.44, 0, 0.00, 1: 107; 2: 27; 3: 13; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 792,  6, 17,  213, 1, 4, 804915, 24388.44, 75, 0.00, 1: 106; 2: 29; 3: 11; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 615,  6, 16,  213, 1, 4, 764393, 24388.44, 0, 0.00, 1: 107; 2: 28; 3: 10; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 853,  6, 16,  213, 1, 4, 764327, 24388.44, 0, 0.00, 1: 104; 2: 33; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 343,  6, 17,  213, 1, 4, 805185, 24388.44, 0, 0.00, 1: 106; 2: 28; 3: 13; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  22,  6, 16,  215, 1, 4, 764343, 24388.44, 0, 0.00, 1: 105; 2: 29; 3: 12; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 857,  6, 18,  215, 1, 4, 846629, 24388.44, 0, 0.00, 1: 104; 2: 32; 3: 9; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 451,  6, 18,  215, 1, 4, 846301, 24388.44, 0, 0.00, 1: 104; 2: 30; 3: 13; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 613,  6, 16,  220, 1, 4, 764375, 24388.44, 0, 0.00, 1: 103; 2: 29; 3: 13; 4: 5; 
Number of not routing: 14 (1.40%)
after: 
04(21)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 726, 10, 10,  195, 0, 4, 796056, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 39; 3: 11; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 726, 10, 10,  195, 0, 4, 796056, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 39; 3: 11; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 127,  8, 12,  197, 0, 4, 764483, 24388.44, 1, 92.73, 0: 25; 1: 76; 2: 33; 3: 9; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 943,  8, 12,  198, 0, 4, 764319, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 35; 3: 7; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 425,  8, 12,  198, 0, 4, 764415, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 38; 3: 13; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 372,  8, 12,  200, 0, 4, 764434, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 32; 3: 14; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 773,  6, 16,  201, 0, 4, 764484, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 39; 3: 14; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 401, 10, 10,  202, 0, 4, 795920, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 35; 3: 6; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 635, 12,  8,  204, 0, 4, 764481, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 42; 3: 11; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  77,  7, 14,  204, 0, 4, 780802, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 36; 3: 11; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 788,  8, 12,  205, 0, 4, 764317, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 28; 3: 14; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 697,  7, 14,  206, 0, 4, 780796, 24388.44, 0, 92.73, 0: 25; 1: 70; 2: 35; 3: 14; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 436,  8, 12,  207, 0, 4, 764384, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 32; 3: 10; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 783,  6, 16,  208, 0, 4, 764372, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 35; 3: 15; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 215,  8, 12,  208, 0, 4, 764323, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 38; 3: 12; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 341,  6, 18,  209, 0, 4, 846390, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 30; 3: 12; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 125,  8, 12,  209, 0, 4, 764319, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 33; 3: 15; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 758,  7, 13,  210, 0, 4, 728910, 24388.44, 0, 92.73, 0: 25; 1: 57; 2: 55; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 248,  6, 18,  210, 0, 4, 846529, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 37; 3: 12; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 973, 12,  8,  211, 0, 4, 764388, 24388.44, 0, 92.73, 0: 25; 1: 73; 2: 25; 3: 20; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 816,  9, 11,  217, 0, 4, 786403, 24388.44, 0, 92.73, 0: 25; 1: 61; 2: 42; 3: 16; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   2,  7, 15,  231, 0, 4, 826882, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 43; 3: 15; 4: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  71,  8, 12,  196, 0, 5, 764502, 24388.44, 1, 92.73, 0: 25; 1: 76; 2: 34; 3: 9; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 428,  8, 12,  197, 0, 5, 764379, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 34; 3: 11; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 675,  8, 12,  199, 0, 5, 764396, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 37; 3: 9; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 847, 10, 10,  199, 0, 5, 795929, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 40; 3: 9; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 810, 12,  8,  199, 0, 5, 764250, 24388.44, 1, 92.73, 0: 25; 1: 77; 2: 31; 3: 10; 4: 5; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 990,  8, 12,  199, 0, 5, 764322, 24388.44, 1, 92.73, 0: 25; 1: 76; 2: 32; 3: 10; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 603,  8, 12,  200, 0, 5, 764343, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 32; 3: 12; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 885,  6, 18,  200, 0, 5, 846230, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 36; 3: 10; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 496, 10, 10,  201, 0, 5, 796057, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 36; 3: 12; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 330, 12,  8,  202, 0, 5, 764356, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 32; 3: 11; 4: 5; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 386,  8, 12,  202, 0, 5, 764393, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 36; 3: 11; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 818,  8, 12,  202, 0, 5, 764327, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 36; 3: 9; 4: 5; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 533, 10, 10,  203, 0, 5, 796227, 24388.44, 1, 92.73, 0: 25; 1: 77; 2: 28; 3: 12; 4: 6; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 309,  8, 12,  203, 0, 5, 764183, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 41; 3: 7; 4: 5; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 290,  8, 12,  204, 0, 5, 764425, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 40; 3: 5; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 916,  8, 12,  204, 0, 5, 764524, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 33; 3: 12; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 413, 10, 10,  204, 0, 5, 795950, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 36; 3: 9; 4: 3; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 619, 12,  8,  205, 0, 5, 764448, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 31; 3: 11; 4: 5; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 409,  8, 12,  205, 0, 5, 764522, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 35; 3: 10; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 636,  8, 12,  205, 0, 5, 764468, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 30; 3: 12; 4: 6; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 258,  6, 18,  206, 0, 5, 846090, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 36; 3: 13; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 485,  8, 12,  207, 0, 5, 764360, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 36; 3: 13; 4: 4; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 123, 10, 10,  207, 0, 5, 795890, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 36; 3: 9; 4: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 565,  6, 18,  207, 0, 5, 846646, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 35; 3: 11; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 742,  8, 12,  207, 0, 5, 764393, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 34; 3: 13; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 104, 12,  8,  207, 0, 5, 764352, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 33; 3: 12; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 497,  6, 16,  208, 0, 5, 764436, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 32; 3: 11; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 472, 10, 10,  208, 0, 5, 795860, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 29; 3: 11; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 698,  6, 16,  208, 0, 5, 764415, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 36; 3: 14; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 631, 10, 10,  208, 0, 5, 795857, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 30; 3: 11; 4: 5; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 727, 10, 10,  208, 0, 5, 796009, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 36; 3: 13; 4: 3; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 277,  8, 12,  208, 0, 5, 764346, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 39; 3: 11; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  21, 12,  8,  208, 0, 5, 764431, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 40; 3: 9; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  39,  8, 12,  208, 0, 5, 764297, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 33; 3: 7; 4: 8; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 453,  6, 18,  209, 0, 5, 846224, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 42; 3: 10; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 935,  8, 12,  209, 0, 5, 764464, 24388.44, 1, 92.73, 0: 25; 1: 77; 2: 27; 3: 9; 4: 9; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 184,  6, 16,  209, 0, 5, 764400, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 36; 3: 14; 4: 4; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 542,  8, 12,  209, 0, 5, 764426, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 29; 3: 11; 4: 7; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  70,  8, 12,  209, 0, 5, 764388, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 42; 3: 10; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 350,  8, 12,  209, 0, 5, 764351, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 37; 3: 9; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 614, 10, 10,  210, 0, 5, 796033, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 37; 3: 11; 4: 6; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 493, 10, 10,  210, 0, 5, 796061, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 34; 3: 7; 4: 7; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 478,  6, 18,  210, 0, 5, 846373, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 34; 3: 11; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 474,  8, 12,  210, 0, 5, 764499, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 40; 3: 9; 4: 5; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 832,  6, 16,  210, 0, 5, 764451, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 42; 3: 7; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 398,  8, 12,  210, 0, 5, 764401, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 28; 3: 11; 4: 9; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  210, 0, 5, 796130, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 33; 3: 10; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 455, 10, 10,  210, 0, 5, 796135, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 35; 3: 8; 4: 10; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 477,  6, 18,  211, 0, 5, 846070, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 27; 3: 17; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 557,  6, 16,  211, 0, 5, 764441, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 35; 3: 14; 4: 5; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  98,  6, 18,  211, 0, 5, 846095, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 33; 3: 12; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 220,  6, 16,  211, 0, 5, 764332, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 32; 3: 10; 4: 10; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 143,  8, 12,  211, 0, 5, 764330, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 33; 3: 14; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 171,  8, 12,  211, 0, 5, 764434, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 30; 3: 11; 4: 10; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 396, 10, 10,  211, 0, 5, 795943, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 38; 3: 9; 4: 6; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 946,  6, 16,  211, 0, 5, 764459, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 32; 3: 11; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 432, 12,  8,  211, 0, 5, 764544, 24388.44, 0, 92.73, 0: 25; 1: 66; 2: 40; 3: 12; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 850,  6, 16,  212, 0, 5, 764342, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 31; 3: 10; 4: 8; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 853,  6, 16,  212, 0, 5, 764327, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 36; 3: 13; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 281,  6, 16,  212, 0, 5, 764365, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 37; 3: 11; 4: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 138,  6, 18,  213, 0, 5, 846381, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 34; 3: 10; 4: 10; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 583, 10, 10,  213, 0, 5, 796191, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 34; 3: 9; 4: 8; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 446,  6, 16,  213, 0, 5, 764274, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 35; 3: 11; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 740,  6, 18,  213, 0, 5, 846356, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 38; 3: 9; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 914,  8, 12,  213, 0, 5, 764181, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 36; 3: 11; 4: 6; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 849,  8, 12,  213, 0, 5, 764427, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 31; 3: 11; 4: 5; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 297,  6, 16,  213, 0, 5, 764430, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 33; 3: 12; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 967,  6, 18,  214, 0, 5, 846172, 24388.44, 1, 92.73, 0: 25; 1: 65; 2: 41; 3: 10; 4: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 492,  6, 16,  214, 0, 5, 764371, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 32; 3: 17; 4: 5; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 972,  8, 12,  214, 0, 5, 764518, 24388.44, 1, 92.73, 0: 25; 1: 65; 2: 44; 3: 6; 4: 7; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 443,  6, 18,  214, 0, 5, 846168, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 37; 3: 10; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 376,  8, 12,  214, 0, 5, 764355, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 32; 3: 13; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 418,  6, 16,  214, 0, 5, 764384, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 30; 3: 9; 4: 7; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 342, 10, 10,  215, 0, 5, 795940, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 32; 3: 13; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 196,  6, 16,  215, 0, 5, 764388, 24388.44, 1, 92.73, 0: 25; 1: 65; 2: 42; 3: 8; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  94, 12,  8,  215, 0, 5, 764349, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 32; 3: 9; 4: 8; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 134,  6, 16,  215, 0, 5, 764416, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 32; 3: 11; 4: 8; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  49,  8, 12,  215, 0, 5, 764329, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 29; 3: 15; 4: 5; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 457,  7, 14,  215, 0, 5, 780683, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 33; 3: 10; 4: 7; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 487,  8, 12,  215, 0, 5, 764370, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 29; 3: 10; 4: 11; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 771,  6, 18,  216, 0, 5, 846303, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 38; 3: 8; 4: 7; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 957,  6, 18,  216, 0, 5, 846105, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 41; 3: 7; 4: 8; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 645,  6, 16,  216, 0, 5, 764176, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 37; 3: 13; 4: 4; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 799, 10, 10,  216, 0, 5, 795969, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 28; 3: 9; 4: 11; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 649,  6, 16,  216, 0, 5, 764342, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 31; 3: 13; 4: 10; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  35,  6, 18,  216, 0, 5, 846708, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 30; 3: 14; 4: 7; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 963, 12,  8,  216, 0, 5, 764409, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 32; 3: 14; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 514,  8, 12,  216, 0, 5, 764311, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 34; 3: 16; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 615,  6, 16,  217, 0, 5, 764393, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 35; 3: 11; 4: 9; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   4,  6, 16,  217, 0, 5, 764306, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 38; 3: 11; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 153, 10, 10,  217, 0, 5, 796133, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 33; 3: 10; 4: 9; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 639,  6, 16,  217, 0, 5, 764478, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 30; 3: 10; 4: 10; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 250,  6, 18,  217, 0, 5, 845658, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 30; 3: 13; 4: 8; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 241,  6, 18,  217, 0, 5, 846016, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 36; 3: 4; 4: 12; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 616,  7, 14,  217, 0, 5, 780628, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 27; 3: 14; 4: 11; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 872,  6, 16,  217, 0, 5, 764354, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 26; 3: 12; 4: 10; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 206, 10, 10,  218, 0, 5, 796120, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 35; 3: 13; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 181,  6, 16,  218, 0, 5, 764293, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 33; 3: 12; 4: 8; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 724, 10, 10,  218, 0, 5, 795933, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 34; 3: 10; 4: 5; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 855,  8, 12,  219, 0, 5, 764388, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 35; 3: 15; 4: 3; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 188,  6, 16,  219, 0, 5, 764423, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 31; 3: 13; 4: 7; 5: 4; 
