Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
03(279)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  186, 1, 3, 796171, 20046.63, 0, 0.00, 1: 116; 2: 32; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 401, 10, 10,  168, 0, 4, 796244, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 32; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 229,  9, 11,  168, 0, 4, 785960, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 30; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  45, 12,  8,  168, 0, 4, 764419, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 338, 10, 10,  168, 0, 4, 796128, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 965,  8, 12,  168, 0, 4, 764397, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 28; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 139, 10, 10,  168, 0, 4, 796247, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 30; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  44, 10, 10,  168, 0, 4, 795997, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  30,  8, 12,  168, 0, 4, 764461, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 666, 12,  8,  168, 0, 4, 764476, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 214,  7, 13,  168, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 31; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 780,  7, 13,  168, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 28; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 508, 11,  9,  168, 0, 4, 786150, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 32; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 514,  8, 12,  168, 0, 4, 764372, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 394,  6, 18,  168, 0, 4, 846323, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 395,  9, 11,  168, 0, 4, 786234, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 26; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 397, 10, 10,  168, 0, 4, 796000, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 28; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 177, 11,  9,  168, 0, 4, 785853, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 603,  8, 12,  168, 0, 4, 764481, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   3,  7, 15,  168, 0, 4, 826822, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 599, 10, 10,  168, 0, 4, 796152, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 265,  7, 14,  168, 0, 4, 780603, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 623, 11,  9,  168, 0, 4, 786137, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 27; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 586,  8, 12,  168, 0, 4, 764438, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 436,  8, 12,  168, 0, 4, 764277, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 726, 10, 10,  168, 0, 4, 795917, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 579, 10, 10,  168, 0, 4, 796115, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 877,  7, 14,  168, 0, 4, 780928, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 28; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 433,  8, 12,  168, 0, 4, 764352, 20046.63, 1, 74.24, 0: 25; 1: 94; 2: 23; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 420, 11,  9,  168, 0, 4, 786075, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 562,  9, 11,  168, 0, 4, 786261, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 32; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 417,  9, 11,  168, 0, 4, 786099, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 856,  8, 12,  168, 0, 4, 764538, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 755,  8, 12,  168, 0, 4, 764347, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 32; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 701, 11,  9,  169, 0, 4, 786117, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 452,  9, 11,  169, 0, 4, 785947, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 720,  7, 14,  169, 0, 4, 780830, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 711,  7, 15,  169, 0, 4, 826771, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 765,  9, 11,  169, 0, 4, 786138, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 205, 11,  9,  169, 0, 4, 786117, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 33; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 920,  7, 15,  169, 0, 4, 826929, 20046.63, 1, 74.24, 0: 25; 1: 94; 2: 21; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  94, 12,  8,  169, 0, 4, 764347, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 273,  7, 14,  169, 0, 4, 780886, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 25; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 885,  6, 18,  169, 0, 4, 845986, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 263, 11,  9,  169, 0, 4, 786160, 20046.63, 1, 74.24, 0: 25; 1: 94; 2: 21; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 264,  8, 12,  169, 0, 4, 764261, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 251,  7, 15,  169, 0, 4, 826672, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 249,  6, 18,  169, 0, 4, 846194, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 266,  7, 14,  169, 0, 4, 780882, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 25; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  88,  6, 18,  169, 0, 4, 846081, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 245, 11,  9,  169, 0, 4, 785999, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 28; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 244, 11,  9,  169, 0, 4, 786126, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 33; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 211, 10, 10,  169, 0, 4, 796069, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 33; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 893, 12,  8,  169, 0, 4, 764283, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 293,  9, 11,  169, 0, 4, 786123, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  25,  7, 15,  169, 0, 4, 826344, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 324, 10, 10,  169, 0, 4, 796135, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  81,  7, 15,  169, 0, 4, 826827, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 813,  7, 13,  169, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 916,  8, 12,  169, 0, 4, 764087, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 391,  7, 15,  169, 0, 4, 827083, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 551, 10, 10,  169, 0, 4, 796034, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 504,  8, 12,  169, 0, 4, 764521, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 672,  8, 12,  169, 0, 4, 764352, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 950,  8, 12,  169, 0, 4, 764436, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 956,  8, 12,  169, 0, 4, 764430, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 33; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 523,  8, 12,  169, 0, 4, 764488, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 533, 10, 10,  169, 0, 4, 796227, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 536,  8, 12,  169, 0, 4, 764387, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 964, 12,  8,  169, 0, 4, 764402, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  99,  9, 11,  169, 0, 4, 786130, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 142, 10, 10,  169, 0, 4, 796005, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 959, 12,  8,  169, 0, 4, 764562, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 554,  7, 14,  169, 0, 4, 780903, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 642,  7, 14,  169, 0, 4, 780619, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 24; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 568,  7, 13,  169, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 570,  8, 12,  169, 0, 4, 764296, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 571, 10, 10,  169, 0, 4, 795993, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 25; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 990,  8, 12,  169, 0, 4, 764465, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 631, 10, 10,  169, 0, 4, 796106, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 25; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 993,  7, 15,  169, 0, 4, 826681, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 611,  6, 18,  169, 0, 4, 846195, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 608,  8, 12,  169, 0, 4, 764349, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  43, 11,  9,  169, 0, 4, 785818, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 934, 11,  9,  169, 0, 4, 786238, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 472, 10, 10,  169, 0, 4, 795616, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 479,  9, 11,  169, 0, 4, 786132, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 172, 10, 10,  169, 0, 4, 795941, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 471,  8, 12,  169, 0, 4, 764547, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  65,  7, 14,  169, 0, 4, 780746, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 175, 12,  8,  169, 0, 4, 764377, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 865, 12,  8,  170, 0, 4, 764412, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 428,  8, 12,  170, 0, 4, 764236, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 558,  6, 16,  170, 0, 4, 764345, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 647,  7, 15,  170, 0, 4, 827030, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 22; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 854,  7, 14,  170, 0, 4, 780858, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 309,  8, 12,  170, 0, 4, 764483, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 846, 10, 10,  170, 0, 4, 795799, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 727, 10, 10,  170, 0, 4, 796159, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  36,  7, 14,  170, 0, 4, 780810, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 280, 11,  9,  170, 0, 4, 786273, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 692, 11,  9,  170, 0, 4, 785967, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 32; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 435,  8, 12,  170, 0, 4, 764391, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 580,  7, 14,  170, 0, 4, 780817, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 718,  7, 14,  170, 0, 4, 780736, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 594, 10, 10,  170, 0, 4, 796187, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 24; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 470,  7, 15,  170, 0, 4, 826670, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 696, 12,  8,  170, 0, 4, 764486, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 610,  7, 13,  170, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 33; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 706, 10, 10,  170, 0, 4, 795962, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 798,  7, 15,  170, 0, 4, 826566, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 679,  7, 14,  170, 0, 4, 780749, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 512,  8, 12,  170, 0, 4, 764389, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 768, 11,  9,  170, 0, 4, 786016, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 670,  7, 14,  170, 0, 4, 780723, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 405, 12,  8,  170, 0, 4, 764224, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 522,  7, 14,  170, 0, 4, 780712, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 789,  7, 14,  170, 0, 4, 781008, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 794,  7, 15,  170, 0, 4, 826741, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 22; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 363,  8, 12,  170, 0, 4, 764460, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 115, 11,  9,  170, 0, 4, 786211, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 652, 10, 10,  170, 0, 4, 796111, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 361,  7, 15,  170, 0, 4, 826825, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 808,  8, 12,  170, 0, 4, 764325, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 534,  7, 15,  170, 0, 4, 826923, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  80, 12,  8,  170, 0, 4, 764156, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 482,  9, 11,  170, 0, 4, 786262, 20046.63, 1, 74.24, 0: 25; 1: 94; 2: 19; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 660,  6, 18,  170, 0, 4, 846103, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 22; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 821,  7, 15,  170, 0, 4, 826366, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 654,  9, 11,  170, 0, 4, 786271, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 501,  8, 12,  170, 0, 4, 764434, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 835,  9, 11,  170, 0, 4, 786183, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 921,  9, 11,  170, 0, 4, 786081, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 104, 12,  8,  170, 0, 4, 764283, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 101,  9, 11,  170, 0, 4, 786099, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 25; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 194,  7, 15,  170, 0, 4, 826925, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 180,  9, 11,  170, 0, 4, 786195, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 216,  7, 15,  170, 0, 4, 826690, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 149, 10, 10,  170, 0, 4, 796056, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 158,  7, 15,  170, 0, 4, 826966, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 247,  7, 14,  170, 0, 4, 780847, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 938,  7, 15,  170, 0, 4, 826764, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 888,  6, 17,  170, 0, 4, 805024, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 524,  7, 15,  171, 0, 4, 826714, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 665,  6, 18,  171, 0, 4, 845889, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 526,  8, 12,  171, 0, 4, 764203, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 6; 4: 1; 
