Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
22(516)
Melhor resultado nxn: Glucose_Repression_Signaling_2009,  44,  9,  9,  127, 1, 2, 639230, 16081.55, 70, 0.00, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009, 222, 10,  8,  127, 1, 2, 634044, 16081.55, 1, 50.60, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009, 661,  8, 10,  127, 1, 2, 633798, 16081.55, 1, 50.60, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009, 902, 10,  8,  127, 1, 2, 633953, 16081.55, 1, 50.60, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009, 638,  9,  9,  128, 1, 2, 639088, 16081.55, 1, 50.60, 1: 84; 2: 22; 
Glucose_Repression_Signaling_2009, 259,  8, 10,  128, 1, 2, 634235, 16081.55, 1, 50.60, 1: 84; 2: 22; 
Glucose_Repression_Signaling_2009, 851,  8, 10,  128, 1, 2, 634187, 16081.55, 1, 50.60, 1: 84; 2: 22; 
Glucose_Repression_Signaling_2009,  15,  9,  9,  128, 1, 2, 639397, 16081.55, 1, 50.60, 1: 84; 2: 22; 
Glucose_Repression_Signaling_2009, 653,  9,  9,  128, 1, 2, 639005, 16081.55, 1, 50.60, 1: 84; 2: 22; 
Glucose_Repression_Signaling_2009, 630,  8, 10,  128, 1, 2, 633906, 16081.55, 1, 50.60, 1: 84; 2: 22; 
Glucose_Repression_Signaling_2009, 903,  7, 12,  129, 1, 2, 659040, 16081.55, 1, 50.60, 1: 83; 2: 23; 
Glucose_Repression_Signaling_2009, 615, 10,  8,  129, 1, 2, 633373, 16081.55, 1, 50.60, 1: 83; 2: 23; 
Glucose_Repression_Signaling_2009, 893,  9,  9,  129, 1, 2, 639256, 16081.55, 1, 50.60, 1: 83; 2: 23; 
Glucose_Repression_Signaling_2009, 310, 10,  8,  129, 1, 2, 634220, 16081.55, 1, 50.60, 1: 83; 2: 23; 
Glucose_Repression_Signaling_2009, 643, 11,  7,  129, 1, 2, 613167, 16081.55, 1, 50.60, 1: 83; 2: 23; 
Glucose_Repression_Signaling_2009, 940, 11,  7,  129, 1, 2, 613352, 16081.55, 1, 50.60, 1: 83; 2: 23; 
Glucose_Repression_Signaling_2009,  21, 10,  8,  129, 1, 2, 634013, 16081.55, 1, 50.60, 1: 83; 2: 23; 
Glucose_Repression_Signaling_2009, 508, 11,  7,  130, 1, 2, 613248, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 453, 10,  8,  130, 1, 2, 633967, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009,  43,  7, 12,  130, 1, 2, 658552, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 403,  6, 14,  130, 1, 2, 658862, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 770,  7, 12,  130, 1, 2, 658642, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 297,  8, 10,  130, 1, 2, 634141, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 289,  7, 12,  130, 1, 2, 658978, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 942, 10,  8,  130, 1, 2, 634236, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 187,  6, 14,  130, 1, 2, 658853, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 914, 10,  8,  130, 1, 2, 634028, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 957,  9,  9,  130, 1, 2, 639216, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 181, 10,  8,  130, 1, 2, 634130, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 142,  7, 12,  130, 1, 2, 658412, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 146,  7, 12,  130, 1, 2, 658924, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 997,  9,  9,  130, 1, 2, 639000, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 646,  8, 10,  130, 1, 2, 634102, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 588, 10,  8,  130, 1, 2, 634129, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 591,  7, 12,  130, 1, 2, 658779, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 682,  7, 12,  130, 1, 2, 658820, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 625,  7, 12,  130, 1, 2, 658540, 16081.55, 1, 50.60, 1: 82; 2: 24; 
Glucose_Repression_Signaling_2009, 558, 10,  8,  131, 1, 2, 633729, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 321, 10,  8,  131, 1, 2, 634226, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 993,  7, 11,  131, 1, 2, 613294, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 540,  8, 10,  131, 1, 2, 634068, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 553,  7, 12,  131, 1, 2, 658903, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 898,  8, 10,  131, 1, 2, 634141, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 596,  8, 10,  131, 1, 2, 634064, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 342,  8, 10,  131, 1, 2, 633815, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 180,  7, 12,  131, 1, 2, 658526, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 876,  9,  9,  131, 1, 2, 639220, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 189,  8, 10,  131, 1, 2, 633836, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 663,  9,  9,  131, 1, 2, 639450, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 382,  8, 10,  131, 1, 2, 633827, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 927,  9,  9,  131, 1, 2, 639092, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 737, 10,  8,  131, 1, 2, 633919, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 923, 10,  8,  131, 1, 2, 633972, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 446, 10,  8,  131, 1, 2, 634018, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 765,  6, 14,  131, 1, 2, 658659, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 411,  6, 14,  131, 1, 2, 658851, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 410,  7, 12,  131, 1, 2, 658806, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 409,  7, 12,  131, 1, 2, 658839, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 522,  6, 14,  131, 1, 2, 659000, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 386,  7, 11,  131, 1, 2, 613239, 16081.55, 1, 50.60, 1: 81; 2: 25; 
Glucose_Repression_Signaling_2009, 169, 11,  7,  132, 1, 2, 613103, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 130, 11,  7,  132, 1, 2, 613224, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 128,  6, 14,  132, 1, 2, 658930, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 651,  6, 14,  132, 1, 2, 658833, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 644,  9,  9,  132, 1, 2, 639198, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 837,  7, 12,  132, 1, 2, 658337, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 642,  7, 11,  132, 1, 2, 613328, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 692,  7, 12,  132, 1, 2, 658766, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 503,  7, 11,  132, 1, 2, 613158, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 500, 11,  7,  132, 1, 2, 613147, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 480, 11,  7,  132, 1, 2, 613049, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 702, 10,  8,  132, 1, 2, 634310, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 748,  9,  9,  132, 1, 2, 639279, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 752, 11,  7,  132, 1, 2, 613212, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 523, 11,  7,  132, 1, 2, 613159, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 695,  8, 10,  132, 1, 2, 634102, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 678,  7, 12,  132, 1, 2, 658635, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 818, 11,  7,  132, 1, 2, 613299, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 825,  7, 12,  132, 1, 2, 658674, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 832,  6, 14,  132, 1, 2, 658925, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 515,  8, 10,  132, 1, 2, 634152, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 265,  9,  9,  132, 1, 2, 639399, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 254,  7, 11,  132, 1, 2, 613089, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 235, 10,  8,  132, 1, 2, 633973, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009,  56,  6, 13,  132, 1, 2, 619638, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 959,  7, 11,  132, 1, 2, 613216, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 972,  7, 12,  132, 1, 2, 658641, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009,  19,  7, 11,  132, 1, 2, 613211, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009,  52,  7, 11,  132, 1, 2, 612874, 16081.55, 1, 50.60, 1: 80; 2: 26; 
Glucose_Repression_Signaling_2009, 666,  7, 12,  133, 1, 2, 658818, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 123,  8, 10,  133, 1, 2, 634356, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  17,  9,  9,  133, 1, 2, 639356, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 141, 10,  8,  133, 1, 2, 633814, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 945,  8, 10,  133, 1, 2, 633625, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 505, 10,  8,  133, 1, 2, 634146, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 493, 10,  8,  133, 1, 2, 633750, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 892,  7, 11,  133, 1, 2, 613123, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 444,  8, 10,  133, 1, 2, 633990, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  80,  6, 13,  133, 1, 2, 619388, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 191,  7, 12,  133, 1, 2, 658523, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 423, 11,  7,  133, 1, 2, 612980, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 759, 11,  7,  133, 1, 2, 613349, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  39, 11,  7,  133, 1, 2, 613312, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  40,  6, 14,  133, 1, 2, 658924, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 774,  6, 14,  133, 1, 2, 658399, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 877,  7, 12,  133, 1, 2, 658897, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 217,  7, 11,  133, 1, 2, 612956, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 380,  5, 15,  133, 1, 2, 596447, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 870,  6, 13,  133, 1, 2, 619559, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 370, 11,  7,  133, 1, 2, 613128, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 867,  7, 11,  133, 1, 2, 613257, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 367, 10,  8,  133, 1, 2, 634170, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009,  61,  7, 12,  133, 1, 2, 658801, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 350,  8, 10,  133, 1, 2, 634291, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 347, 10,  8,  133, 1, 2, 633950, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 805,  9,  9,  133, 1, 2, 639007, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 308,  8, 10,  133, 1, 2, 634142, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 829,  6, 13,  133, 1, 2, 619586, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 831,  9,  9,  133, 1, 2, 639121, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 605,  7, 11,  133, 1, 2, 613154, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 649,  8, 10,  133, 1, 2, 634356, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 595, 10,  8,  133, 1, 2, 634227, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 941,  8, 10,  133, 1, 2, 634041, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 603, 10,  8,  133, 1, 2, 633997, 16081.55, 1, 50.60, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 473,  6, 13,  134, 1, 2, 619237, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 801, 10,  8,  134, 1, 2, 634011, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 238, 10,  8,  134, 1, 2, 634142, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 645, 11,  7,  134, 1, 2, 613070, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 904,  7, 12,  134, 1, 2, 659042, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 160,  7, 12,  134, 1, 2, 658560, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 991,  7, 11,  134, 1, 2, 613246, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 598,  7, 12,  134, 1, 2, 659231, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 389,  7, 12,  134, 1, 2, 659096, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 474,  7, 11,  134, 1, 2, 613156, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 374,  7, 11,  134, 1, 2, 613188, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 468,  7, 12,  134, 1, 2, 658785, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 773,  6, 14,  134, 1, 2, 658996, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 203,  7, 12,  134, 1, 2, 658776, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 882,  7, 11,  134, 1, 2, 613284, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 741,  9,  9,  134, 1, 2, 638941, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  65,  7, 11,  134, 1, 2, 613200, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 447,  8, 10,  134, 1, 2, 634155, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 441,  8, 10,  134, 1, 2, 633963, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 439,  6, 13,  134, 1, 2, 619305, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 918,  7, 12,  134, 1, 2, 658952, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  77,  9,  9,  134, 1, 2, 639448, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 567,  7, 11,  134, 1, 2, 612998, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 950,  7, 11,  134, 1, 2, 613154, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 826, 11,  7,  134, 1, 2, 613222, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 913,  6, 13,  134, 1, 2, 619699, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 573,  8, 10,  134, 1, 2, 633877, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 559,  9,  9,  134, 1, 2, 639271, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  53,  7, 11,  134, 1, 2, 613307, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 685,  7, 12,  134, 1, 2, 658610, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 285,  7, 12,  134, 1, 2, 658769, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009,  49,  8, 10,  134, 1, 2, 633983, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 584,  8, 10,  134, 1, 2, 634073, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 641,  8, 10,  134, 1, 2, 634140, 16081.55, 1, 50.60, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 171,  7, 11,  135, 1, 2, 613121, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009,   0,  6, 14,  135, 1, 2, 658581, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 683,  6, 13,  135, 1, 2, 619550, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 955,  6, 13,  135, 1, 2, 619678, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 890, 10,  8,  135, 1, 2, 634143, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 390,  9,  9,  135, 1, 2, 639365, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 176,  6, 14,  135, 1, 2, 658698, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 637,  6, 13,  135, 1, 2, 619704, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 767,  8, 10,  135, 1, 2, 634203, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 291,  6, 13,  135, 1, 2, 619561, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 195,  9,  9,  135, 1, 2, 639373, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 117, 11,  7,  135, 1, 2, 613249, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 135, 11,  7,  135, 1, 2, 613233, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 144,  6, 14,  135, 1, 2, 658489, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 323,  6, 13,  135, 1, 2, 619553, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 961,  6, 13,  135, 1, 2, 619342, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 932, 10,  8,  135, 1, 2, 634211, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009,   9,  7, 11,  135, 1, 2, 613286, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 526,  6, 13,  135, 1, 2, 619637, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 978,  9,  9,  135, 1, 2, 639342, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 655,  6, 13,  135, 1, 2, 619593, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 334,  6, 13,  135, 1, 2, 619586, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 387,  6, 13,  135, 1, 2, 619876, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 712, 11,  7,  135, 1, 2, 613135, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009,  99,  7, 11,  135, 1, 2, 613426, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 817,  5, 16,  135, 1, 2, 634040, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 705, 10,  8,  135, 1, 2, 634047, 16081.55, 1, 50.60, 1: 77; 2: 29; 
Glucose_Repression_Signaling_2009, 992,  6, 14,  136, 1, 2, 658503, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 871,  6, 13,  136, 1, 2, 619409, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 401,  7, 11,  136, 1, 2, 613322, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 627,  8, 10,  136, 1, 2, 634178, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 233,  6, 13,  136, 1, 2, 619509, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 434, 10,  8,  136, 1, 2, 634242, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 116,  8, 10,  136, 1, 2, 633946, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 399,  6, 14,  136, 1, 2, 657671, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 379,  7, 11,  136, 1, 2, 613214, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009,  55,  6, 13,  136, 1, 2, 619715, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009,  37,  8, 10,  136, 1, 2, 634140, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 684,  6, 13,  136, 1, 2, 619395, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 145,  6, 13,  136, 1, 2, 619668, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009,  74,  8, 10,  136, 1, 2, 634099, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009,  73,  6, 13,  136, 1, 2, 619245, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 715,  6, 13,  136, 1, 2, 619533, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 740,  6, 14,  136, 1, 2, 659110, 16081.55, 1, 50.60, 1: 76; 2: 30; 
Glucose_Repression_Signaling_2009, 120,  7, 11,  137, 1, 2, 613155, 16081.55, 1, 50.60, 1: 75; 2: 31; 
Glucose_Repression_Signaling_2009, 185,  5, 15,  137, 1, 2, 596414, 16081.55, 1, 50.60, 1: 75; 2: 31; 
Glucose_Repression_Signaling_2009, 579, 10,  8,  137, 1, 2, 634068, 16081.55, 1, 50.60, 1: 75; 2: 31; 
Glucose_Repression_Signaling_2009, 324,  5, 15,  137, 1, 2, 596412, 16081.55, 1, 50.60, 1: 75; 2: 31; 
Glucose_Repression_Signaling_2009, 236,  5, 15,  137, 1, 2, 596449, 16081.55, 1, 50.60, 1: 75; 2: 31; 
Glucose_Repression_Signaling_2009, 373,  7, 11,  137, 1, 2, 613315, 16081.55, 1, 50.60, 1: 75; 2: 31; 
