Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
72(320)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 392,  9,  9,  133, 1, 2, 638832, 17031.17, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 774,  6, 14,  167, 1, 4, 658914, 17031.17, 1, 61.20, 1: 63; 2: 30; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009,  49,  8, 10,  167, 1, 4, 634108, 17031.17, 1, 61.20, 1: 64; 2: 26; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009,  12,  6, 14,  167, 1, 4, 658936, 17031.17, 1, 61.20, 1: 62; 2: 31; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 129,  8, 10,  167, 1, 4, 634357, 17031.17, 1, 61.20, 1: 59; 2: 35; 3: 10; 4: 2; 
Glucose_Repression_Signaling_2009, 810,  6, 14,  167, 1, 4, 658637, 17031.17, 1, 61.20, 1: 61; 2: 31; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 564,  7, 12,  167, 1, 4, 658773, 17031.17, 1, 61.20, 1: 61; 2: 32; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009, 522,  6, 14,  168, 1, 4, 658622, 17031.17, 1, 61.20, 1: 58; 2: 38; 3: 6; 4: 4; 
Glucose_Repression_Signaling_2009,  76,  5, 16,  168, 1, 4, 633857, 17031.17, 1, 61.20, 1: 60; 2: 34; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009,  51,  8, 10,  168, 1, 4, 634120, 17031.17, 1, 61.20, 1: 61; 2: 32; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 636,  6, 14,  168, 1, 4, 658946, 17031.17, 1, 61.20, 1: 61; 2: 32; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 325,  6, 14,  168, 1, 4, 658660, 17031.17, 1, 61.20, 1: 61; 2: 32; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 904,  7, 12,  168, 1, 4, 659006, 17031.17, 1, 61.20, 1: 64; 2: 30; 3: 4; 4: 8; 
Glucose_Repression_Signaling_2009, 595, 10,  8,  168, 1, 4, 633937, 17031.17, 1, 61.20, 1: 60; 2: 35; 3: 6; 4: 5; 
Glucose_Repression_Signaling_2009,  90,  7, 12,  168, 1, 4, 658176, 17031.17, 1, 61.20, 1: 61; 2: 33; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009, 770,  7, 12,  169, 1, 4, 658775, 17031.17, 1, 61.20, 1: 61; 2: 32; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 452,  6, 14,  169, 1, 4, 658555, 17031.17, 1, 61.20, 1: 57; 2: 38; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 432,  6, 14,  169, 1, 4, 658654, 17031.17, 1, 61.20, 1: 60; 2: 35; 3: 5; 4: 6; 
Glucose_Repression_Signaling_2009,  75,  5, 16,  169, 1, 4, 634069, 17031.17, 1, 61.20, 1: 56; 2: 41; 3: 5; 4: 4; 
Glucose_Repression_Signaling_2009, 378,  7, 12,  169, 1, 4, 658502, 17031.17, 1, 61.20, 1: 60; 2: 34; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009, 110,  8, 10,  169, 1, 4, 634023, 17031.17, 1, 61.20, 1: 63; 2: 27; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 623, 10,  8,  169, 1, 4, 634024, 17031.17, 1, 61.20, 1: 60; 2: 34; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009,  25,  5, 16,  169, 1, 4, 634140, 17031.17, 1, 61.20, 1: 62; 2: 31; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009,  67,  5, 16,  170, 1, 4, 633948, 17031.17, 1, 61.20, 1: 56; 2: 40; 3: 6; 4: 4; 
Glucose_Repression_Signaling_2009, 793,  6, 14,  170, 1, 4, 659020, 17031.17, 1, 61.20, 1: 62; 2: 29; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 385,  5, 16,  170, 1, 4, 634234, 17031.17, 1, 61.20, 1: 57; 2: 37; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009, 365,  7, 12,  170, 1, 4, 658818, 17031.17, 1, 61.20, 1: 62; 2: 30; 3: 8; 4: 6; 
Glucose_Repression_Signaling_2009,  29,  5, 16,  170, 1, 4, 634041, 17031.17, 1, 61.20, 1: 54; 2: 44; 3: 4; 4: 4; 
Glucose_Repression_Signaling_2009, 592,  7, 12,  170, 1, 4, 658799, 17031.17, 1, 61.20, 1: 58; 2: 38; 3: 4; 4: 6; 
Glucose_Repression_Signaling_2009, 823,  6, 14,  170, 1, 4, 658607, 17031.17, 1, 61.20, 1: 63; 2: 28; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 740,  6, 14,  170, 1, 4, 658952, 17031.17, 1, 61.20, 1: 61; 2: 30; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 127,  7, 11,  170, 1, 4, 613172, 17031.17, 1, 61.20, 1: 55; 2: 40; 3: 9; 4: 2; 
Glucose_Repression_Signaling_2009, 194,  6, 14,  170, 1, 4, 659048, 17031.17, 1, 61.20, 1: 56; 2: 38; 3: 10; 4: 2; 
Glucose_Repression_Signaling_2009, 995,  7, 12,  170, 1, 4, 658963, 17031.17, 1, 61.20, 1: 61; 2: 33; 3: 5; 4: 7; 
Glucose_Repression_Signaling_2009, 231, 10,  8,  170, 1, 4, 634103, 17031.17, 1, 61.20, 1: 59; 2: 36; 3: 5; 4: 6; 
Glucose_Repression_Signaling_2009, 649,  8, 10,  170, 1, 4, 634232, 17031.17, 1, 61.20, 1: 62; 2: 28; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 200,  5, 16,  170, 1, 4, 633970, 17031.17, 1, 61.20, 1: 56; 2: 39; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 923, 10,  8,  170, 1, 4, 634145, 17031.17, 1, 61.20, 1: 62; 2: 31; 3: 6; 4: 7; 
Glucose_Repression_Signaling_2009,  41,  7, 12,  171, 1, 4, 658726, 17031.17, 1, 61.20, 1: 55; 2: 41; 3: 6; 4: 4; 
Glucose_Repression_Signaling_2009, 468,  7, 12,  171, 1, 4, 658461, 17031.17, 1, 61.20, 1: 61; 2: 32; 3: 6; 4: 7; 
Glucose_Repression_Signaling_2009, 966,  5, 16,  171, 1, 4, 633707, 17031.17, 1, 61.20, 1: 60; 2: 31; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 245,  7, 12,  171, 1, 4, 659028, 17031.17, 1, 61.20, 1: 60; 2: 32; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 259,  8, 10,  171, 1, 4, 633906, 17031.17, 1, 61.20, 1: 60; 2: 31; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 489,  8, 10,  171, 1, 4, 633916, 17031.17, 1, 61.20, 1: 65; 2: 25; 3: 8; 4: 8; 
Glucose_Repression_Signaling_2009, 803,  7, 12,  171, 1, 4, 658664, 17031.17, 1, 61.20, 1: 55; 2: 39; 3: 10; 4: 2; 
Glucose_Repression_Signaling_2009, 814,  7, 12,  171, 1, 4, 658776, 17031.17, 1, 61.20, 1: 59; 2: 32; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  172, 1, 4, 658773, 17031.17, 1, 61.20, 1: 59; 2: 35; 3: 5; 4: 7; 
Glucose_Repression_Signaling_2009, 839,  5, 16,  172, 1, 4, 634046, 17031.17, 1, 61.20, 1: 54; 2: 41; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 338,  6, 14,  172, 1, 4, 658764, 17031.17, 1, 61.20, 1: 58; 2: 35; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 329,  6, 14,  172, 1, 4, 658227, 17031.17, 1, 61.20, 1: 60; 2: 31; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 114,  5, 16,  172, 1, 4, 634068, 17031.17, 1, 61.20, 1: 57; 2: 36; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 887,  7, 12,  172, 1, 4, 658780, 17031.17, 1, 61.20, 1: 58; 2: 34; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 908,  9,  9,  173, 1, 4, 639191, 17031.17, 1, 61.20, 1: 55; 2: 39; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 466, 11,  7,  173, 1, 4, 613289, 17031.17, 1, 61.20, 1: 55; 2: 39; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 760,  5, 16,  173, 1, 4, 633796, 17031.17, 1, 61.20, 1: 58; 2: 36; 3: 5; 4: 7; 
Glucose_Repression_Signaling_2009, 299,  5, 16,  173, 1, 4, 634054, 17031.17, 1, 61.20, 1: 56; 2: 37; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009,  40,  6, 14,  173, 1, 4, 658839, 17031.17, 1, 61.20, 1: 61; 2: 28; 3: 12; 4: 5; 
Glucose_Repression_Signaling_2009, 269,  7, 12,  173, 1, 4, 659021, 17031.17, 1, 61.20, 1: 62; 2: 29; 3: 7; 4: 8; 
Glucose_Repression_Signaling_2009, 467,  6, 14,  173, 1, 4, 658510, 17031.17, 1, 61.20, 1: 60; 2: 31; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 128,  6, 14,  173, 1, 4, 658865, 17031.17, 1, 61.20, 1: 60; 2: 31; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 246,  5, 16,  173, 1, 4, 634252, 17031.17, 1, 61.20, 1: 59; 2: 32; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 988,  6, 14,  173, 1, 4, 658971, 17031.17, 1, 61.20, 1: 56; 2: 39; 3: 5; 4: 6; 
Glucose_Repression_Signaling_2009, 387,  6, 13,  173, 1, 4, 619529, 17031.17, 1, 61.20, 1: 52; 2: 43; 3: 9; 4: 2; 
Glucose_Repression_Signaling_2009, 315,  9,  9,  174, 1, 4, 639155, 17031.17, 1, 61.20, 1: 54; 2: 40; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 606,  7, 12,  174, 1, 4, 658668, 17031.17, 1, 61.20, 1: 59; 2: 30; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 195,  9,  9,  174, 1, 4, 639488, 17031.17, 1, 61.20, 1: 54; 2: 40; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 850,  5, 16,  174, 1, 4, 633851, 17031.17, 1, 61.20, 1: 57; 2: 33; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 230,  7, 12,  174, 1, 4, 658831, 17031.17, 1, 61.20, 1: 57; 2: 35; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 433,  5, 16,  175, 1, 4, 634071, 17031.17, 1, 61.20, 1: 58; 2: 30; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 985,  7, 12,  175, 1, 4, 658766, 17031.17, 1, 61.20, 1: 61; 2: 28; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009, 218, 11,  7,  175, 1, 4, 613159, 17031.17, 1, 61.20, 1: 49; 2: 48; 3: 6; 4: 3; 
Glucose_Repression_Signaling_2009, 726,  5, 16,  175, 1, 4, 634014, 17031.17, 1, 61.20, 1: 55; 2: 37; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 353,  7, 11,  175, 1, 4, 613150, 17031.17, 1, 61.20, 1: 49; 2: 49; 3: 4; 4: 4; 
Glucose_Repression_Signaling_2009, 485,  6, 14,  175, 1, 4, 658613, 17031.17, 1, 61.20, 1: 60; 2: 27; 3: 15; 4: 4; 
Glucose_Repression_Signaling_2009, 626,  7, 11,  175, 1, 4, 613160, 17031.17, 1, 61.20, 1: 55; 2: 37; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009,  74,  8, 10,  175, 1, 4, 634247, 17031.17, 1, 61.20, 1: 59; 2: 30; 3: 12; 4: 5; 
Glucose_Repression_Signaling_2009,  97,  6, 14,  175, 1, 4, 658626, 17031.17, 1, 61.20, 1: 58; 2: 31; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 482, 10,  8,  175, 1, 4, 634038, 17031.17, 1, 61.20, 1: 60; 2: 31; 3: 7; 4: 8; 
Glucose_Repression_Signaling_2009, 261,  7, 11,  175, 1, 4, 612998, 17031.17, 1, 61.20, 1: 47; 2: 51; 3: 6; 4: 2; 
Glucose_Repression_Signaling_2009, 566,  7, 11,  175, 1, 4, 613183, 17031.17, 1, 61.20, 1: 53; 2: 40; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009, 361,  6, 14,  176, 1, 4, 658828, 17031.17, 1, 61.20, 1: 60; 2: 28; 3: 12; 4: 6; 
Glucose_Repression_Signaling_2009, 979, 11,  7,  176, 1, 4, 613134, 17031.17, 1, 61.20, 1: 49; 2: 47; 3: 7; 4: 3; 
Glucose_Repression_Signaling_2009, 412,  6, 13,  176, 1, 4, 619374, 17031.17, 1, 61.20, 1: 52; 2: 42; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 235, 10,  8,  176, 1, 4, 633930, 17031.17, 1, 61.20, 1: 61; 2: 27; 3: 11; 4: 7; 
Glucose_Repression_Signaling_2009, 582,  7, 11,  176, 1, 4, 613192, 17031.17, 1, 61.20, 1: 51; 2: 43; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009, 570,  9,  9,  176, 1, 4, 639339, 17031.17, 1, 61.20, 1: 50; 2: 45; 3: 8; 4: 3; 
Glucose_Repression_Signaling_2009, 250,  5, 16,  176, 1, 4, 633979, 17031.17, 1, 61.20, 1: 52; 2: 42; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 604,  9,  9,  176, 1, 4, 639081, 17031.17, 1, 61.20, 1: 55; 2: 36; 3: 11; 4: 4; 
Glucose_Repression_Signaling_2009, 160,  7, 12,  176, 1, 4, 658579, 17031.17, 1, 61.20, 1: 59; 2: 31; 3: 9; 4: 7; 
Glucose_Repression_Signaling_2009, 540,  8, 10,  176, 1, 4, 634194, 17031.17, 1, 61.20, 1: 59; 2: 30; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 348,  9,  9,  177, 1, 4, 639106, 17031.17, 1, 61.20, 1: 54; 2: 38; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 289,  7, 12,  177, 1, 4, 658705, 17031.17, 1, 61.20, 1: 56; 2: 37; 3: 5; 4: 8; 
Glucose_Repression_Signaling_2009, 643, 11,  7,  177, 1, 4, 613108, 17031.17, 1, 61.20, 1: 54; 2: 38; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 880,  7, 12,  177, 1, 4, 658980, 17031.17, 1, 61.20, 1: 58; 2: 34; 3: 5; 4: 9; 
Glucose_Repression_Signaling_2009, 809,  6, 13,  177, 1, 4, 619617, 17031.17, 1, 61.20, 1: 50; 2: 44; 3: 9; 4: 3; 
Glucose_Repression_Signaling_2009, 497,  5, 16,  177, 1, 4, 634077, 17031.17, 1, 61.20, 1: 56; 2: 34; 3: 11; 4: 5; 
Glucose_Repression_Signaling_2009, 607,  5, 16,  177, 1, 4, 634308, 17031.17, 1, 61.20, 1: 60; 2: 26; 3: 15; 4: 5; 
Glucose_Repression_Signaling_2009, 571,  5, 16,  177, 1, 4, 634134, 17031.17, 1, 61.20, 1: 53; 2: 38; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 955,  6, 13,  177, 1, 4, 619650, 17031.17, 1, 61.20, 1: 53; 2: 38; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 228,  5, 16,  177, 1, 4, 634127, 17031.17, 1, 61.20, 1: 59; 2: 30; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009, 847,  5, 16,  177, 1, 4, 634271, 17031.17, 1, 61.20, 1: 58; 2: 33; 3: 7; 4: 8; 
Glucose_Repression_Signaling_2009, 917, 11,  7,  177, 1, 4, 613213, 17031.17, 1, 61.20, 1: 53; 2: 38; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 739,  9,  9,  178, 1, 4, 639400, 17031.17, 1, 61.20, 1: 55; 2: 34; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009,  61,  7, 12,  178, 1, 4, 659341, 17031.17, 1, 61.20, 1: 58; 2: 33; 3: 6; 4: 9; 
Glucose_Repression_Signaling_2009, 738,  7, 11,  178, 1, 4, 613187, 17031.17, 1, 61.20, 1: 55; 2: 34; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 877,  7, 12,  178, 1, 4, 658856, 17031.17, 1, 61.20, 1: 52; 2: 41; 3: 8; 4: 5; 
Glucose_Repression_Signaling_2009, 302,  6, 14,  178, 1, 4, 658947, 17031.17, 1, 61.20, 1: 58; 2: 30; 3: 12; 4: 6; 
Glucose_Repression_Signaling_2009, 554,  9,  9,  178, 1, 4, 639285, 17031.17, 1, 61.20, 1: 52; 2: 40; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 889,  8, 10,  178, 1, 4, 634138, 17031.17, 1, 61.20, 1: 58; 2: 31; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009, 372,  5, 16,  178, 1, 4, 634291, 17031.17, 1, 61.20, 1: 53; 2: 39; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009,  77,  9,  9,  179, 1, 4, 639118, 17031.17, 1, 61.20, 1: 49; 2: 46; 3: 6; 4: 5; 
Glucose_Repression_Signaling_2009, 293,  6, 14,  179, 1, 4, 658643, 17031.17, 1, 61.20, 1: 58; 2: 31; 3: 9; 4: 8; 
Glucose_Repression_Signaling_2009, 753,  9,  9,  179, 1, 4, 639030, 17031.17, 1, 61.20, 1: 52; 2: 41; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009, 697,  9,  9,  179, 1, 4, 639151, 17031.17, 1, 61.20, 1: 49; 2: 45; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 906,  9,  9,  179, 1, 4, 639093, 17031.17, 1, 61.20, 1: 50; 2: 43; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 396,  7, 12,  179, 1, 4, 658924, 17031.17, 1, 61.20, 1: 57; 2: 31; 3: 12; 4: 6; 
Glucose_Repression_Signaling_2009, 122,  7, 12,  179, 1, 4, 658998, 17031.17, 1, 61.20, 1: 60; 2: 27; 3: 11; 4: 8; 
Glucose_Repression_Signaling_2009, 951, 11,  7,  179, 1, 4, 613067, 17031.17, 1, 61.20, 1: 50; 2: 43; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 629,  5, 16,  180, 1, 4, 634294, 17031.17, 1, 61.20, 1: 54; 2: 35; 3: 12; 4: 5; 
Glucose_Repression_Signaling_2009, 258,  5, 16,  180, 1, 4, 634182, 17031.17, 1, 61.20, 1: 55; 2: 34; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009,  71,  6, 13,  180, 1, 4, 619553, 17031.17, 1, 61.20, 1: 53; 2: 39; 3: 7; 4: 7; 
Glucose_Repression_Signaling_2009,   9,  7, 11,  180, 1, 4, 613363, 17031.17, 1, 61.20, 1: 52; 2: 37; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 136,  5, 15,  180, 1, 4, 596445, 17031.17, 1, 61.20, 1: 46; 2: 50; 3: 6; 4: 4; 
Glucose_Repression_Signaling_2009, 600,  9,  9,  180, 1, 4, 639448, 17031.17, 1, 61.20, 1: 53; 2: 38; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009,  81,  9,  9,  180, 1, 4, 639244, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 349,  6, 13,  180, 1, 4, 619479, 17031.17, 1, 61.20, 1: 54; 2: 32; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009, 463, 11,  7,  180, 1, 4, 613229, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 105,  6, 13,  180, 1, 4, 619530, 17031.17, 1, 61.20, 1: 54; 2: 36; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 292,  9,  9,  180, 1, 4, 638948, 17031.17, 1, 61.20, 1: 53; 2: 37; 3: 11; 4: 5; 
Glucose_Repression_Signaling_2009, 534,  7, 11,  180, 1, 4, 613165, 17031.17, 1, 61.20, 1: 52; 2: 37; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 314, 11,  7,  180, 1, 4, 612974, 17031.17, 1, 61.20, 1: 53; 2: 39; 3: 7; 4: 7; 
Glucose_Repression_Signaling_2009, 359,  7, 11,  180, 1, 4, 613169, 17031.17, 1, 61.20, 1: 49; 2: 44; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 285,  7, 12,  181, 1, 4, 658888, 17031.17, 1, 61.20, 1: 54; 2: 35; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 982,  9,  9,  181, 1, 4, 639190, 17031.17, 1, 61.20, 1: 52; 2: 39; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 838,  9,  9,  181, 1, 4, 639340, 17031.17, 1, 61.20, 1: 52; 2: 40; 3: 7; 4: 7; 
Glucose_Repression_Signaling_2009, 786,  7, 11,  181, 1, 4, 613136, 17031.17, 1, 61.20, 1: 50; 2: 42; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 132,  7, 11,  181, 1, 4, 613088, 17031.17, 1, 61.20, 1: 48; 2: 46; 3: 7; 4: 5; 
Glucose_Repression_Signaling_2009, 336,  7, 11,  181, 1, 4, 613141, 17031.17, 1, 61.20, 1: 49; 2: 41; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009,   6,  9,  9,  181, 1, 4, 639480, 17031.17, 1, 61.20, 1: 55; 2: 34; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009, 472,  7, 11,  182, 1, 4, 613344, 17031.17, 1, 61.20, 1: 51; 2: 38; 3: 13; 4: 4; 
Glucose_Repression_Signaling_2009, 223,  7, 11,  182, 1, 4, 613172, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 854, 11,  7,  182, 1, 4, 613183, 17031.17, 1, 61.20, 1: 46; 2: 49; 3: 6; 4: 5; 
Glucose_Repression_Signaling_2009, 857, 11,  7,  182, 1, 4, 613246, 17031.17, 1, 61.20, 1: 51; 2: 39; 3: 11; 4: 5; 
Glucose_Repression_Signaling_2009, 864, 11,  7,  182, 1, 4, 613157, 17031.17, 1, 61.20, 1: 55; 2: 34; 3: 9; 4: 8; 
Glucose_Repression_Signaling_2009, 773,  6, 14,  182, 1, 4, 659046, 17031.17, 1, 61.20, 1: 57; 2: 33; 3: 5; 4: 11; 
Glucose_Repression_Signaling_2009, 542, 11,  7,  182, 1, 4, 613174, 17031.17, 1, 61.20, 1: 47; 2: 46; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 319,  9,  9,  182, 1, 4, 639204, 17031.17, 1, 61.20, 1: 49; 2: 43; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 831,  9,  9,  182, 1, 4, 639047, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 991,  7, 11,  182, 1, 4, 613125, 17031.17, 1, 61.20, 1: 54; 2: 36; 3: 8; 4: 8; 
Glucose_Repression_Signaling_2009, 354,  7, 11,  182, 1, 4, 613238, 17031.17, 1, 61.20, 1: 53; 2: 35; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 545,  9,  9,  182, 1, 4, 639205, 17031.17, 1, 61.20, 1: 50; 2: 39; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 478, 11,  7,  182, 1, 4, 613215, 17031.17, 1, 61.20, 1: 54; 2: 36; 3: 8; 4: 8; 
Glucose_Repression_Signaling_2009, 366,  7, 11,  182, 1, 4, 613138, 17031.17, 1, 61.20, 1: 50; 2: 41; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 826, 11,  7,  183, 1, 4, 613155, 17031.17, 1, 61.20, 1: 46; 2: 47; 3: 9; 4: 4; 
Glucose_Repression_Signaling_2009, 179,  7, 12,  183, 1, 4, 658951, 17031.17, 1, 61.20, 1: 60; 2: 27; 3: 7; 4: 12; 
Glucose_Repression_Signaling_2009, 334,  6, 13,  183, 1, 4, 619554, 17031.17, 1, 61.20, 1: 48; 2: 45; 3: 7; 4: 6; 
Glucose_Repression_Signaling_2009, 368,  9,  9,  183, 1, 4, 639021, 17031.17, 1, 61.20, 1: 45; 2: 49; 3: 8; 4: 4; 
Glucose_Repression_Signaling_2009, 783,  7, 11,  183, 1, 4, 613341, 17031.17, 1, 61.20, 1: 46; 2: 45; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 998, 11,  7,  183, 1, 4, 613132, 17031.17, 1, 61.20, 1: 48; 2: 44; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 949,  6, 13,  183, 1, 4, 619547, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 10; 4: 7; 
Glucose_Repression_Signaling_2009, 147,  9,  9,  183, 1, 4, 639056, 17031.17, 1, 61.20, 1: 51; 2: 40; 3: 8; 4: 7; 
Glucose_Repression_Signaling_2009, 670,  5, 16,  183, 1, 4, 633458, 17031.17, 1, 61.20, 1: 55; 2: 32; 3: 12; 4: 7; 
Glucose_Repression_Signaling_2009,  17,  9,  9,  183, 1, 4, 639338, 17031.17, 1, 61.20, 1: 52; 2: 37; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 459,  9,  9,  183, 1, 4, 639222, 17031.17, 1, 61.20, 1: 51; 2: 39; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 930,  6, 13,  184, 1, 4, 619606, 17031.17, 1, 61.20, 1: 45; 2: 47; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 712, 11,  7,  184, 1, 4, 612966, 17031.17, 1, 61.20, 1: 49; 2: 44; 3: 5; 4: 8; 
Glucose_Repression_Signaling_2009,  39, 11,  7,  184, 1, 4, 613249, 17031.17, 1, 61.20, 1: 51; 2: 37; 3: 13; 4: 5; 
Glucose_Repression_Signaling_2009, 748,  9,  9,  184, 1, 4, 639228, 17031.17, 1, 61.20, 1: 46; 2: 45; 3: 12; 4: 3; 
Glucose_Repression_Signaling_2009, 551,  9,  9,  184, 1, 4, 638842, 17031.17, 1, 61.20, 1: 51; 2: 40; 3: 7; 4: 8; 
Glucose_Repression_Signaling_2009,   8, 11,  7,  184, 1, 4, 613154, 17031.17, 1, 61.20, 1: 47; 2: 45; 3: 9; 4: 5; 
Glucose_Repression_Signaling_2009, 171,  7, 11,  184, 1, 4, 613190, 17031.17, 1, 61.20, 1: 49; 2: 42; 3: 9; 4: 6; 
Glucose_Repression_Signaling_2009, 563,  7, 11,  184, 1, 4, 613185, 17031.17, 1, 61.20, 1: 51; 2: 38; 3: 11; 4: 6; 
Glucose_Repression_Signaling_2009, 885,  6, 13,  185, 1, 4, 619603, 17031.17, 1, 61.20, 1: 54; 2: 33; 3: 11; 4: 8; 
Glucose_Repression_Signaling_2009, 523, 11,  7,  185, 1, 4, 613195, 17031.17, 1, 61.20, 1: 49; 2: 41; 3: 10; 4: 6; 
Glucose_Repression_Signaling_2009, 316, 11,  7,  185, 1, 4, 613168, 17031.17, 1, 61.20, 1: 47; 2: 44; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 196, 11,  7,  185, 1, 4, 613220, 17031.17, 1, 61.20, 1: 46; 2: 47; 3: 7; 4: 6; 
