Seed 1656949570
ARCH 2|F_ID 0|LIMIT 3
before: 
3(297)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 157,  6, 10,  189, 1, 3, 469954, 12208.51, 0, 0.00, 1: 86; 2: 44; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 250,  5, 12,  225, 0, 5, 471103, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 44; 3: 13; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 151,  6, 10,  225, 0, 5, 470440, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 35; 3: 17; 4: 5; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  76,  7,  8,  225, 0, 5, 442583, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 38; 3: 11; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 499,  5, 12,  226, 0, 5, 470711, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 33; 3: 18; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 904,  9,  6,  226, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 64; 2: 44; 3: 12; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 906,  7,  8,  226, 0, 5, 442657, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 41; 3: 15; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 164,  6,  9,  226, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 56; 2: 57; 3: 9; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 423,  6, 10,  226, 0, 5, 470671, 12208.51, 1, 86.71, 0: 6; 1: 71; 2: 33; 3: 14; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 352,  7,  8,  227, 0, 5, 442378, 12208.51, 0, 86.71, 0: 6; 1: 67; 2: 40; 3: 13; 4: 4; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 995,  5, 12,  227, 0, 5, 470291, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 36; 3: 14; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 204,  9,  6,  227, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 43; 3: 10; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 742,  6, 10,  227, 0, 5, 470160, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 35; 3: 13; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 533,  6, 10,  228, 0, 5, 470556, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 38; 3: 11; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 330,  5, 12,  228, 0, 5, 470178, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 40; 3: 9; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  16,  9,  6,  228, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 44; 3: 12; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 579,  6, 10,  228, 0, 5, 469994, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 36; 3: 14; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 319,  7,  8,  228, 0, 5, 442375, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 39; 3: 16; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 848,  4, 14,  228, 0, 5, 442712, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 38; 3: 13; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 101,  5, 12,  228, 0, 5, 470796, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 39; 3: 14; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 662,  7,  8,  229, 0, 5, 442646, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 43; 3: 8; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 303,  5, 11,  229, 0, 5, 434785, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 42; 3: 13; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  68,  5, 12,  229, 0, 5, 470643, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 41; 3: 11; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 503,  4, 14,  229, 0, 5, 442750, 12208.51, 0, 86.71, 0: 6; 1: 63; 2: 42; 3: 15; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 924,  5, 12,  229, 0, 5, 470426, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 43; 3: 10; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 367,  6, 10,  229, 0, 5, 470445, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 42; 3: 13; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 269,  4, 14,  229, 0, 5, 442250, 12208.51, 1, 86.71, 0: 6; 1: 70; 2: 32; 3: 15; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 425,  5, 12,  229, 0, 5, 470355, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 42; 3: 11; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 485,  6, 10,  229, 0, 5, 470655, 12208.51, 0, 86.71, 0: 6; 1: 69; 2: 36; 3: 14; 4: 4; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 587,  7,  8,  229, 0, 5, 442787, 12208.51, 1, 86.71, 0: 6; 1: 71; 2: 29; 3: 17; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 812,  6, 10,  230, 0, 5, 470676, 12208.51, 1, 86.71, 0: 6; 1: 71; 2: 35; 3: 8; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 133,  6,  9,  230, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 43; 3: 11; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 817,  6,  9,  230, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 39; 3: 16; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 202,  9,  6,  230, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 41; 3: 8; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 196,  4, 14,  230, 0, 5, 442522, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 40; 3: 12; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 915,  4, 14,  230, 0, 5, 442755, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 38; 3: 14; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 737,  6,  9,  230, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 57; 2: 51; 3: 14; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 468,  4, 14,  230, 0, 5, 442688, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 39; 3: 14; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 696,  4, 14,  230, 0, 5, 442770, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 41; 3: 13; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 266,  7,  8,  230, 0, 5, 442670, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 38; 3: 19; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 492,  5, 11,  230, 0, 5, 434861, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 45; 3: 13; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 537,  6, 10,  230, 0, 5, 470407, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 36; 3: 12; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 668,  5, 12,  230, 0, 5, 470678, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 45; 3: 13; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 946,  6,  9,  230, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 44; 3: 13; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 371,  4, 14,  230, 0, 5, 442632, 12208.51, 0, 86.71, 0: 6; 1: 62; 2: 41; 3: 19; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 561,  5, 12,  230, 0, 5, 470190, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 41; 3: 13; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 471,  9,  6,  231, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 37; 3: 12; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 673,  4, 14,  231, 0, 5, 442821, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 35; 3: 16; 4: 5; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 682,  5, 12,  231, 0, 5, 470176, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 33; 3: 17; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 241,  6,  9,  231, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 45; 3: 12; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 219,  7,  8,  231, 0, 5, 442719, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 42; 3: 13; 4: 6; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  91,  6, 10,  231, 0, 5, 469857, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 40; 3: 10; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   7,  7,  8,  231, 0, 5, 442370, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 44; 3: 15; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 953,  8,  7,  231, 0, 5, 442604, 12208.51, 0, 86.71, 0: 6; 1: 57; 2: 49; 3: 17; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 368,  5, 12,  232, 0, 5, 470321, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 38; 3: 11; 4: 13; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 176,  5, 12,  232, 0, 5, 470722, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 42; 3: 11; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 909,  7,  8,  232, 0, 5, 442647, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 35; 3: 17; 4: 6; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 757,  6, 10,  232, 0, 5, 470699, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 36; 3: 13; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 549,  7,  8,  232, 0, 5, 442579, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 37; 3: 13; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 718,  6, 10,  232, 0, 5, 470666, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 37; 3: 15; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 491,  4, 14,  232, 0, 5, 442465, 12208.51, 1, 86.71, 0: 6; 1: 71; 2: 29; 3: 18; 4: 6; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 130,  4, 14,  232, 0, 5, 442608, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 44; 3: 13; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  51,  5, 11,  232, 0, 5, 434863, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 37; 3: 15; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 467,  6,  9,  232, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 58; 2: 51; 3: 10; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  47,  6, 10,  232, 0, 5, 470570, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 45; 3: 12; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 125,  4, 14,  233, 0, 5, 442587, 12208.51, 0, 86.71, 0: 6; 1: 59; 2: 49; 3: 11; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 500,  8,  7,  233, 0, 5, 442637, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 47; 3: 12; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 910,  5, 12,  233, 0, 5, 470420, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 36; 3: 17; 4: 6; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 165,  6, 10,  233, 0, 5, 470641, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 33; 3: 14; 4: 13; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  29,  4, 14,  233, 0, 5, 442448, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 43; 3: 12; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 575,  8,  7,  233, 0, 5, 442642, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 46; 3: 12; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 970,  5, 12,  233, 0, 5, 470741, 12208.51, 1, 86.71, 0: 6; 1: 70; 2: 32; 3: 13; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 144,  4, 14,  233, 0, 5, 442777, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 41; 3: 7; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 664,  5, 12,  233, 0, 5, 470636, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 43; 3: 16; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 857,  8,  7,  233, 0, 5, 442710, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 45; 3: 11; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 873,  6, 10,  233, 0, 5, 470927, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 37; 3: 16; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 360,  5, 12,  233, 0, 5, 470278, 12208.51, 0, 86.71, 0: 6; 1: 64; 2: 39; 3: 15; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 949,  6, 10,  234, 0, 5, 470653, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 36; 3: 11; 4: 9; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 571,  7,  8,  234, 0, 5, 442612, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 38; 3: 15; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 495,  5, 12,  234, 0, 5, 470549, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 33; 3: 21; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  11,  5, 12,  234, 0, 5, 470456, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 40; 3: 12; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 991,  9,  6,  234, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 41; 3: 15; 4: 6; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 663,  7,  8,  234, 0, 5, 442295, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 37; 3: 13; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 598,  7,  8,  234, 0, 5, 442707, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 44; 3: 12; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 213,  4, 14,  235, 0, 5, 442705, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 39; 3: 15; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 407,  5, 12,  235, 0, 5, 470570, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 39; 3: 14; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 656,  4, 14,  235, 0, 5, 442677, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 43; 3: 10; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 336,  5, 11,  235, 0, 5, 434770, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 35; 3: 15; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 396,  5, 12,  235, 0, 5, 470742, 12208.51, 0, 86.71, 0: 6; 1: 62; 2: 40; 3: 17; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 155,  5, 13,  235, 0, 5, 500025, 12208.51, 0, 86.71, 0: 6; 1: 53; 2: 55; 3: 13; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 239,  6,  9,  235, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 55; 2: 52; 3: 13; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 784,  5, 13,  235, 0, 5, 500017, 12208.51, 0, 86.71, 0: 6; 1: 57; 2: 49; 3: 13; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 583,  4, 14,  235, 0, 5, 442677, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 43; 3: 10; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 645,  6,  9,  235, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 56; 2: 49; 3: 16; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 622,  8,  7,  236, 0, 5, 442848, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 45; 3: 11; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 877,  5, 12,  236, 0, 5, 470909, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 39; 3: 14; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 541,  5, 12,  236, 0, 5, 470275, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 32; 3: 17; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 315,  5, 11,  236, 0, 5, 434790, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 40; 3: 9; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 569,  7,  8,  236, 0, 5, 442821, 12208.51, 0, 86.71, 0: 6; 1: 61; 2: 41; 3: 17; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  237, 0, 5, 470584, 12208.51, 0, 86.71, 0: 6; 1: 56; 2: 47; 3: 19; 4: 5; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 311,  4, 14,  237, 0, 5, 442769, 12208.51, 0, 86.71, 0: 6; 1: 65; 2: 38; 3: 13; 4: 8; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 616,  5, 12,  237, 0, 5, 470707, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 38; 3: 15; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 356,  6,  9,  237, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 46; 3: 10; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 120,  9,  6,  237, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 63; 2: 38; 3: 15; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 628,  8,  7,  237, 0, 5, 442821, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 49; 3: 15; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 169,  7,  8,  237, 0, 5, 442791, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 37; 3: 9; 4: 11; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 268,  5, 11,  237, 0, 5, 434878, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 45; 3: 13; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 489,  5, 11,  237, 0, 5, 434733, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 43; 3: 17; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 803,  6,  9,  237, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 47; 3: 12; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 553,  6, 10,  238, 0, 5, 470612, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 39; 3: 10; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 602,  4, 14,  238, 0, 5, 442719, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 40; 3: 15; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 287,  7,  8,  238, 0, 5, 442430, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 37; 3: 15; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  59,  5, 13,  238, 0, 5, 498803, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 40; 3: 14; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 393,  5, 13,  238, 0, 5, 499487, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 46; 3: 17; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 821,  8,  7,  238, 0, 5, 442483, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 50; 3: 8; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 137,  7,  8,  238, 0, 5, 442824, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 35; 3: 20; 4: 6; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 431,  5, 12,  239, 0, 5, 470377, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 35; 3: 12; 4: 13; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 819,  9,  6,  239, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 29; 3: 16; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 386,  5, 12,  239, 0, 5, 470857, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 42; 3: 12; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 701,  9,  6,  239, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 38; 3: 12; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 866,  8,  7,  239, 0, 5, 442300, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 46; 3: 11; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 957,  6, 10,  239, 0, 5, 470770, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 41; 3: 13; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 901,  5, 11,  239, 0, 5, 434632, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 41; 3: 16; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 376,  8,  7,  239, 0, 5, 442374, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 35; 3: 18; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 863,  6, 10,  239, 0, 5, 470362, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 44; 3: 14; 4: 6; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  10,  5, 11,  239, 0, 5, 434891, 12208.51, 0, 86.71, 0: 6; 1: 56; 2: 48; 3: 15; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 507,  8,  7,  239, 0, 5, 442788, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 50; 3: 12; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 506,  8,  7,  239, 0, 5, 442688, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 44; 3: 8; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 310,  5, 12,  239, 0, 5, 470391, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 40; 3: 12; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 372,  8,  7,  240, 0, 5, 442683, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 47; 3: 13; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 245,  5, 11,  240, 0, 5, 434856, 12208.51, 0, 86.71, 0: 6; 1: 53; 2: 52; 3: 14; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 582,  5, 13,  240, 0, 5, 497980, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 44; 3: 9; 4: 15; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 914,  4, 14,  240, 0, 5, 442441, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 36; 3: 17; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  12,  5, 11,  240, 0, 5, 434794, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 41; 3: 14; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 388,  8,  7,  240, 0, 5, 442169, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 51; 3: 7; 4: 14; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 227,  4, 14,  240, 0, 5, 442754, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 34; 3: 13; 4: 13; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 954,  6,  9,  240, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 60; 2: 40; 3: 18; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 288,  5, 12,  240, 0, 5, 470698, 12208.51, 0, 86.71, 0: 6; 1: 63; 2: 38; 3: 15; 4: 9; 5: 4; 
