Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
03(220)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  185, 1, 3, 796125, 18030.87, 9, 0.00, 1: 120; 2: 25; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 672,  8, 12,  168, 0, 4, 764116, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  24, 11,  9,  168, 0, 4, 786357, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 29; 3: 1; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 143,  8, 12,  168, 0, 4, 764479, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 31; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  83, 10, 10,  168, 0, 4, 796143, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 371,  7, 15,  168, 0, 4, 827721, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 31; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  59, 11,  9,  168, 0, 4, 786293, 18030.87, 1, 74.34, 0: 25; 1: 94; 2: 22; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 365,  9, 11,  168, 0, 4, 786478, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 27; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 724, 10, 10,  168, 0, 4, 795775, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 661,  7, 14,  168, 0, 4, 781106, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 351, 10, 10,  168, 0, 4, 795494, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 33; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  79, 12,  8,  168, 0, 4, 764465, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 309,  8, 12,  168, 0, 4, 764522, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 32; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 307,  9, 11,  168, 0, 4, 786473, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 26; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 506, 11,  9,  168, 0, 4, 785802, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 30; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 809, 11,  9,  168, 0, 4, 786214, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 25; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 708,  9, 11,  168, 0, 4, 786056, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 503,  9, 11,  168, 0, 4, 786498, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 32; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 126, 10, 10,  168, 0, 4, 796199, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 820, 12,  8,  168, 0, 4, 764458, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 530, 10, 10,  168, 0, 4, 795244, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 593, 12,  8,  168, 0, 4, 764387, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 28; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 218, 11,  9,  168, 0, 4, 785902, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 216,  7, 15,  168, 0, 4, 827212, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 27; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 974, 10, 10,  168, 0, 4, 795873, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  168, 0, 4, 796522, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 120,  6, 16,  168, 0, 4, 764345, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 461, 12,  8,  168, 0, 4, 764509, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 512,  8, 12,  168, 0, 4, 764230, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 580,  7, 14,  168, 0, 4, 780632, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 23; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 457,  7, 14,  168, 0, 4, 780829, 18030.87, 1, 74.34, 0: 25; 1: 96; 2: 19; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 989, 11,  9,  168, 0, 4, 786549, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 995,  7, 14,  168, 0, 4, 780708, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 26; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 669, 12,  8,  169, 0, 4, 764130, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 964, 12,  8,  169, 0, 4, 764272, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 967,  6, 18,  169, 0, 4, 845285, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 28; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 301, 10, 10,  169, 0, 4, 796810, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 300, 10, 10,  169, 0, 4, 795844, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 668, 12,  8,  169, 0, 4, 764589, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 992,  7, 14,  169, 0, 4, 780543, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 227,  6, 16,  169, 0, 4, 764429, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 35; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 269,  7, 13,  169, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 700,  7, 15,  169, 0, 4, 827152, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 707,  6, 18,  169, 0, 4, 845811, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 975,  9, 11,  169, 0, 4, 785120, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 931,  7, 13,  169, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 33; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 230,  7, 15,  169, 0, 4, 826815, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 423,  8, 12,  169, 0, 4, 764301, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 803,  9, 11,  169, 0, 4, 785729, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 514,  8, 12,  169, 0, 4, 764432, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 589, 11,  9,  169, 0, 4, 786115, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 496, 10, 10,  169, 0, 4, 795608, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 500, 11,  9,  169, 0, 4, 786476, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 23; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 833,  8, 12,  169, 0, 4, 764587, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 468,  7, 14,  169, 0, 4, 780719, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 601, 11,  9,  169, 0, 4, 785556, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 764,  9, 11,  169, 0, 4, 785942, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 762,  7, 15,  169, 0, 4, 827743, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  169, 0, 4, 795568, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 449,  9, 11,  169, 0, 4, 786686, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 438, 12,  8,  169, 0, 4, 764424, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 334, 11,  9,  169, 0, 4, 786117, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 847, 10, 10,  169, 0, 4, 795991, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 533, 10, 10,  169, 0, 4, 795901, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 855,  8, 12,  169, 0, 4, 764357, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 627, 12,  8,  169, 0, 4, 764532, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 861, 12,  8,  169, 0, 4, 764508, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 26; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 534,  7, 15,  169, 0, 4, 827094, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 539,  9, 11,  169, 0, 4, 785993, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 768, 11,  9,  169, 0, 4, 786569, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 651, 10, 10,  169, 0, 4, 796108, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 385, 12,  8,  169, 0, 4, 764630, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 379, 11,  9,  169, 0, 4, 785889, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 361,  7, 15,  169, 0, 4, 826104, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   9, 10, 10,  169, 0, 4, 795513, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 186,  7, 13,  169, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   2,  7, 15,  169, 0, 4, 827453, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 32; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  27, 12,  8,  169, 0, 4, 764174, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  18,  9, 11,  169, 0, 4, 786419, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 26; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 133, 11,  9,  169, 0, 4, 786083, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   7, 10, 10,  169, 0, 4, 796614, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 131, 12,  8,  169, 0, 4, 764527, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  46,  9, 11,  169, 0, 4, 786016, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 147,  6, 17,  169, 0, 4, 805628, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 23; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   8, 12,  8,  169, 0, 4, 764419, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 123, 10, 10,  170, 0, 4, 795815, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 33; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 912,  8, 12,  170, 0, 4, 764451, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 502, 12,  8,  170, 0, 4, 764749, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 501,  8, 12,  170, 0, 4, 764495, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 498,  7, 15,  170, 0, 4, 825662, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 324, 10, 10,  170, 0, 4, 795854, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 325, 12,  8,  170, 0, 4, 764576, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 333,  8, 12,  170, 0, 4, 764356, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 311,  7, 15,  170, 0, 4, 826372, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 308,  7, 13,  170, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 170,  7, 15,  170, 0, 4, 826215, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 130,  7, 13,  170, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 521,  7, 15,  170, 0, 4, 826966, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 918,  7, 14,  170, 0, 4, 781084, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 290,  8, 12,  170, 0, 4, 764326, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 285, 11,  9,  170, 0, 4, 786256, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 930,  7, 14,  170, 0, 4, 780041, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 110,  7, 15,  170, 0, 4, 827385, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 935,  8, 12,  170, 0, 4, 764028, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  74,  9, 11,  170, 0, 4, 785825, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 263, 11,  9,  170, 0, 4, 785698, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  17,  8, 12,  170, 0, 4, 763934, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 825,  6, 17,  170, 0, 4, 805035, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 791,  7, 14,  170, 0, 4, 781389, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  48, 10, 10,  170, 0, 4, 796077, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 404,  7, 13,  170, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 794,  7, 15,  170, 0, 4, 827721, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 796, 12,  8,  170, 0, 4, 764363, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  47,  8, 12,  170, 0, 4, 764627, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 395,  9, 11,  170, 0, 4, 786248, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 778, 12,  8,  170, 0, 4, 764593, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 815,  7, 15,  170, 0, 4, 826239, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 426,  7, 13,  170, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 427, 11,  9,  170, 0, 4, 786082, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 736,  7, 15,  170, 0, 4, 827023, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 435,  8, 12,  170, 0, 4, 764422, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  41, 11,  9,  170, 0, 4, 786547, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 161,  6, 18,  170, 0, 4, 847631, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 754,  7, 14,  170, 0, 4, 780688, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 362,  8, 12,  170, 0, 4, 764629, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 347,  7, 15,  170, 0, 4, 827758, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 342, 10, 10,  170, 0, 4, 795816, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 479,  9, 11,  170, 0, 4, 786145, 18030.87, 1, 74.34, 0: 25; 1: 95; 2: 20; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 998,  7, 13,  170, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 338, 10, 10,  170, 0, 4, 796221, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 738,  6, 16,  170, 0, 4, 764566, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 632, 10, 10,  170, 0, 4, 795479, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 193,  8, 12,  170, 0, 4, 764495, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 206, 10, 10,  170, 0, 4, 796922, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  93,  7, 13,  170, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 33; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 960,  7, 15,  170, 0, 4, 827147, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 993,  7, 15,  170, 0, 4, 827238, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 602, 10, 10,  170, 0, 4, 796019, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 983, 10, 10,  170, 0, 4, 796073, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 617,  8, 12,  170, 0, 4, 764514, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 34; 3: 1; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 947,  8, 12,  170, 0, 4, 764524, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 225, 11,  9,  170, 0, 4, 786607, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 600,  7, 14,  170, 0, 4, 780916, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 720,  7, 14,  171, 0, 4, 781016, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  62,  7, 14,  171, 0, 4, 781132, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 586,  8, 12,  171, 0, 4, 764466, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
