Seed 1656949570
ARCH 1|F_ID 0|LIMIT 3
before: 
62(284)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 431,  7,  7,   76, 1, 2, 382047, 9161.15, 101, 0.00, 1: 54; 2: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca,  76,  6,  8,   77, 1, 2, 375814, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 665,  8,  6,   77, 1, 2, 375447, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 885,  9,  5,   77, 1, 2, 355080, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 457,  6,  8,   77, 1, 2, 375695, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 594,  6,  8,   77, 1, 2, 375532, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,  22,  7,  7,   77, 1, 2, 381869, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 417,  5, 10,   77, 1, 2, 389036, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 200,  5, 10,   77, 1, 2, 388460, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 935,  8,  6,   77, 1, 2, 375953, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 606,  5, 10,   77, 1, 2, 388755, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 410,  8,  6,   77, 1, 2, 375448, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 172,  5,  9,   77, 1, 2, 354841, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 217,  5,  9,   77, 1, 2, 355120, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca,   5,  7,  7,   77, 1, 2, 382169, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 221,  8,  6,   77, 1, 2, 376003, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 222,  5, 10,   77, 1, 2, 389444, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 401,  9,  5,   77, 1, 2, 355037, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 960,  6,  8,   77, 1, 2, 375549, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 155,  8,  6,   77, 1, 2, 376296, 9161.15, 1, 25.47, 1: 53; 2: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 700,  7,  7,   78, 1, 2, 382468, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 961,  7,  7,   78, 1, 2, 381400, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 801,  5, 10,   78, 1, 2, 389205, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 820,  7,  7,   78, 1, 2, 382295, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  89,  5,  9,   78, 1, 2, 355043, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 475,  5, 10,   78, 1, 2, 389260, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 545,  7,  7,   78, 1, 2, 381396, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 330,  9,  5,   78, 1, 2, 355003, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 756,  5,  9,   78, 1, 2, 355118, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 146,  8,  6,   78, 1, 2, 375925, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 144,  5, 10,   78, 1, 2, 388210, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 185,  7,  7,   78, 1, 2, 381889, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 289,  8,  6,   78, 1, 2, 375121, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 192,  7,  7,   78, 1, 2, 381970, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 837,  8,  6,   78, 1, 2, 375884, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 207,  7,  7,   78, 1, 2, 382134, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 269,  5, 10,   78, 1, 2, 389308, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 775,  9,  5,   78, 1, 2, 355118, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 267,  8,  6,   78, 1, 2, 375999, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 485,  5, 10,   78, 1, 2, 388954, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 487,  9,  5,   78, 1, 2, 355121, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 120,  9,  5,   78, 1, 2, 355138, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 339,  6,  8,   78, 1, 2, 375492, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 382,  6,  8,   78, 1, 2, 375533, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 359,  7,  7,   78, 1, 2, 382191, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 969,  9,  5,   78, 1, 2, 355102, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 367,  6,  8,   78, 1, 2, 375840, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 436,  5, 10,   78, 1, 2, 389089, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  36,  9,  5,   78, 1, 2, 354709, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 618,  7,  7,   78, 1, 2, 382151, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  15,  9,  5,   78, 1, 2, 355045, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  53,  7,  7,   78, 1, 2, 382225, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 585,  7,  7,   78, 1, 2, 381944, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 438,  5,  9,   78, 1, 2, 355145, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 383,  5, 10,   78, 1, 2, 388999, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 385,  8,  6,   78, 1, 2, 375534, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 621,  6,  8,   78, 1, 2, 375527, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 938,  7,  7,   78, 1, 2, 381449, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 607,  6,  8,   78, 1, 2, 375855, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 916,  7,  7,   78, 1, 2, 381552, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 915,  7,  7,   78, 1, 2, 381342, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 602,  6,  8,   78, 1, 2, 375555, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 459,  7,  7,   78, 1, 2, 381591, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 466,  7,  7,   78, 1, 2, 381366, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 340,  7,  7,   78, 1, 2, 382292, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 656,  6,  8,   78, 1, 2, 375437, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 891,  5,  9,   78, 1, 2, 355101, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 925,  9,  5,   78, 1, 2, 355032, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 346,  7,  7,   78, 1, 2, 381604, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 460,  7,  7,   78, 1, 2, 381630, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 644,  7,  7,   78, 1, 2, 381962, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 350,  5, 10,   78, 1, 2, 389000, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  68,  5, 10,   78, 1, 2, 389163, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 512,  9,  5,   78, 1, 2, 355124, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 448,  9,  5,   78, 1, 2, 355000, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 616,  5, 10,   78, 1, 2, 389120, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca,  10,  9,  5,   78, 1, 2, 355133, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 571,  6,  8,   78, 1, 2, 375332, 9161.15, 1, 25.47, 1: 52; 2: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 752,  9,  5,   79, 1, 2, 355013, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 211,  9,  5,   79, 1, 2, 355048, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 781,  6,  8,   79, 1, 2, 375930, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 612,  7,  7,   79, 1, 2, 381992, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 218,  9,  5,   79, 1, 2, 355143, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 597,  5,  9,   79, 1, 2, 355131, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 414,  5,  9,   79, 1, 2, 354706, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 789,  5,  9,   79, 1, 2, 355075, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 596,  5, 10,   79, 1, 2, 388530, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 582,  5,  9,   79, 1, 2, 355114, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 800,  7,  7,   79, 1, 2, 382327, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 809,  7,  7,   79, 1, 2, 381968, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 810,  6,  8,   79, 1, 2, 374874, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 463,  7,  7,   79, 1, 2, 381831, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 164,  6,  8,   79, 1, 2, 375277, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 285,  5, 10,   79, 1, 2, 389084, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 509,  5,  9,   79, 1, 2, 354984, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 671,  5,  9,   79, 1, 2, 354938, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 679,  5, 10,   79, 1, 2, 389043, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 317,  5,  9,   79, 1, 2, 355142, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 648,  9,  5,   79, 1, 2, 355087, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 472,  5,  9,   79, 1, 2, 355135, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 305,  5,  9,   79, 1, 2, 355141, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 304,  8,  6,   79, 1, 2, 375752, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 966,  5, 10,   79, 1, 2, 389463, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 300,  9,  5,   79, 1, 2, 355055, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 360,  9,  5,   79, 1, 2, 355152, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 376,  5,  9,   79, 1, 2, 354901, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 287,  9,  5,   79, 1, 2, 355126, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 220,  5,  9,   79, 1, 2, 355116, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 478,  5,  9,   79, 1, 2, 354936, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 731,  5,  9,   79, 1, 2, 355111, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 265,  7,  7,   79, 1, 2, 382054, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 733,  5, 10,   79, 1, 2, 389443, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 393,  6,  8,   79, 1, 2, 375179, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 253,  8,  6,   79, 1, 2, 375708, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 964,  7,  7,   79, 1, 2, 381706, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 664,  5,  9,   79, 1, 2, 355143, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 239,  8,  6,   79, 1, 2, 375901, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 394,  8,  6,   79, 1, 2, 375233, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 396,  5, 10,   79, 1, 2, 388455, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 226,  5,  9,   79, 1, 2, 355121, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 613,  6,  8,   79, 1, 2, 375590, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  46,  5, 10,   79, 1, 2, 388961, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  60,  8,  6,   79, 1, 2, 375933, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  11,  5, 10,   79, 1, 2, 388419, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 145,  5,  9,   79, 1, 2, 355147, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 110,  6,  8,   79, 1, 2, 375551, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 113,  5, 10,   79, 1, 2, 388962, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 115,  7,  7,   79, 1, 2, 382117, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 117,  5,  9,   79, 1, 2, 355097, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 942,  5, 10,   79, 1, 2, 389358, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 513,  5, 10,   79, 1, 2, 388920, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 939,  5, 10,   79, 1, 2, 389610, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 856,  9,  5,   79, 1, 2, 355086, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 975,  9,  5,   79, 1, 2, 355137, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 840,  6,  8,   79, 1, 2, 375737, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 131,  5, 10,   79, 1, 2, 388582, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 524,  8,  6,   79, 1, 2, 375484, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 511,  7,  7,   79, 1, 2, 381177, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  77,  7,  7,   79, 1, 2, 382272, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 954,  5, 10,   79, 1, 2, 388476, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  63,  5,  9,   79, 1, 2, 355038, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  93,  6,  8,   79, 1, 2, 375682, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  83,  9,  5,   79, 1, 2, 355121, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  69,  6,  8,   79, 1, 2, 375832, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 868,  5, 10,   79, 1, 2, 388905, 9161.15, 1, 25.47, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 771,  4, 11,   80, 1, 2, 347182, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 397,  5, 10,   80, 1, 2, 388866, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 125,  5,  9,   80, 1, 2, 354982, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 985,  4, 12,   80, 1, 2, 376030, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 990,  5, 10,   80, 1, 2, 389437, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 766,  7,  7,   80, 1, 2, 382156, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca,  70,  6,  8,   80, 1, 2, 375691, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca,  33,  5, 10,   80, 1, 2, 389224, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 609,  7,  7,   80, 1, 2, 381363, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 488,  8,  6,   80, 1, 2, 375967, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 514,  6,  8,   80, 1, 2, 376086, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 845,  6,  8,   80, 1, 2, 375903, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 118,  5,  9,   80, 1, 2, 355142, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 244,  8,  6,   80, 1, 2, 375932, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 906,  5,  9,   80, 1, 2, 355049, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 248,  9,  5,   80, 1, 2, 355073, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 707,  5,  9,   80, 1, 2, 355069, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 896,  8,  6,   80, 1, 2, 375633, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 911,  9,  5,   80, 1, 2, 354946, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 737,  8,  6,   80, 1, 2, 375328, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 734,  6,  8,   80, 1, 2, 375717, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 292,  7,  7,   80, 1, 2, 382085, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 266,  5,  9,   80, 1, 2, 354867, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 375,  7,  7,   80, 1, 2, 381937, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 374,  9,  5,   80, 1, 2, 355019, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 643,  9,  5,   80, 1, 2, 355065, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 726,  6,  8,   80, 1, 2, 375923, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 965,  5,  9,   80, 1, 2, 354695, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 284,  9,  5,   80, 1, 2, 354800, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 818,  5,  9,   80, 1, 2, 355112, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 450,  4, 12,   80, 1, 2, 375812, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 947,  5,  9,   80, 1, 2, 354916, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 798,  7,  7,   80, 1, 2, 381364, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 452,  5, 10,   80, 1, 2, 389587, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 134,  5,  9,   80, 1, 2, 354964, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 578,  5, 10,   80, 1, 2, 388555, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 151,  9,  5,   80, 1, 2, 355112, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca,  12,  8,  6,   80, 1, 2, 375847, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 433,  5, 10,   80, 1, 2, 389450, 9161.15, 1, 25.47, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 458,  7,  7,   80, 1, 2, 381774, 9161.15, 1, 25.47, 1: 50; 2: 15; 
